src_Artist_2877,src_Religious-Organisation_2170
src_Monastery_4297,src_Intellectual-Movement_2156
src_Painter_807,src_Ethnic-Group_2031
src_Train_3879,src_Dynasty_1746
src_Religious-Movement_937,src_Sultan_1528
src_Environment_3180,src_International-Organisation_298
src_Trial_1754,src_Engineer_4927
src_Economic-Enterprise_4503,src_Fictional-Person_1017
src_Meeting_4811,src_Religious-Community_4104
src_Physician_1871,src_Piece-of-Music_1269
src_Movement_2708,src_Abbey_205
src_Disaster_2183,src_Journal_3576
src_Sculpture_3040,src_Scientific-Instrument_2885
src_Trade-Association_4250,src_Artistic-Movement_292
src_Commodity_109,src_Artistic-Movement_863
src_Foreign-Minister_447,src_Philosopher_3742
src_Time-Dependent_921,src_Religious-Movement_4942
src_Actor_3181,src_Role_37
src_Field-of-Knowledge_1054,src_Natural-Object_140
src_Religious-Organisation_672,src_Trial_1929
src_Management-Organisation_2982,src_Liturgical-Object_2880
src_Abstract-Notion_2290,src_Sultan_2990
src_Film-Maker_870,src_Pastime_4762
src_Emperor_594,src_Business-Leader_152
src_Organisation_4231,src_Cathedral_123
src_Movement_4224,src_Ideology_535
src_Psychologist_4264,src_Country_1880
src_Intellectual-Construct_3638,src_Religious-Leader_1266
src_Flavour_2693,src_Religious-Symbol_1814
src_Film-Maker_4840,src_Film-Maker_2653
src_Monastery_4227,src_Secular-Ideology_4756
src_Location-Part-Relation_4356,src_Armament_1804
src_Language_3832,src_FuzzyTemporalInterval_3405
src_Painter_1483,src_Monastery_271
src_Ethnic-Group_3935,src_Creator_1829
src_Dynasty_3613,src_Religious-Symbol_2822
src_Business-Leader_2946,src_Person-Role_1145
src_Governmental-Organisation_1744,src_Monastery_4756
src_Abstract-Notion_4262,src_Abstract-Notion_2801
src_Technical-Scientific-Advance_4002,src_Clothing_2182
src_Minister_4834,src_Piece-of-Music_3888
src_VicodiOI_3394,src_Social-Stratum_4067
src_Representative-Institution_2615,src_Movement_1568
src_Prince_3114,src_International-Organisation_51
src_Other-Religious-Leader_4600,src_Engineer_1583
src_Individual_3527,src_Economic-Process_33
src_Inventor_243,src_VicodiOI_4030
src_Art-Form_4687,src_Inventor_2874
src_Leader_4367,src_Conductor_230
src_Idea_1905,src_Ideology_4013
src_Geographer_3524,src_Religious-Order_147
src_Language_1656,src_Conceptual-Object_3346
src_Religious-Ideology_3197,src_Public-Oration_2339
src_Functionary_2128,src_Leader_3854
src_Flavour_3064,src_Natural-Object_1973
src_University_3375,src_TemporalInterval_3723
src_Philanthropist_3868,src_International-Alliance_1820
src_Architect_3789,src_Other-Religious-Leader_3801
src_Cultural-Agreement_113,src_Relic_2508
src_Diplomat_1091,src_Composer_4258
src_Jurist_3715,src_Theologian_1209
src_Geographical-Feature_3247,src_King_2375
src_Physician_543,src_Stereotype-Group_284
src_Artist_1990,src_Time-Dependent_3374
src_Discoverer_2716,src_Period-in-Office_3159
src_Governmental-Organisation_3120,src_Cultural-Agreement_2893
src_Geographer_1219,src_Uprising_4742
src_Politician_680,src_Armament_3165
src_Journal_567,src_Economic-Process_3525
src_Party_1177,src_Location-Part-Relation_3897
src_National-Symbol_1533,src_Leader_1806
src_Dynasty_3105,src_Time-Dependent-Relation_422
src_Inventor_2741,src_Dramaturge_194
src_Painting_2977,src_Economic-Enterprise_4235
src_Scientist_4574,src_Location_4941
src_Political-Organisation_1554,src_Work-of-Art_2256
src_Film-Maker_2349,src_Non-Military-Conflict_3284
src_Clerical-Leader_1057,src_Writing_1448
src_Economic-Symbol_238,src_Time_2791
src_Politician_4859,src_Magnate_4144
src_Time-Dependent_25,src_Period_3929
src_Journalist_4649,src_Location_4935
src_Musician_1038,src_Engineer_1301
src_Natural-Object_4437,src_Political-Region_2918
src_Philosopher_4937,src_Inventor_3272
src_Sculptor_915,src_Work-of-Art_3951
src_Abbey_4870,src_Functionary_3395
src_Water_1120,src_Ritual_4480
src_Life-Event_2453,src_Religious-Ideology_4760
src_Journalist_2966,src_Newspaper_2375
src_Liturgical-Object_3543,src_Train_1882
src_Clothing_4461,src_Religious-Order_3020
src_Film-Maker_3398,src_Criminal_3599
src_Book_723,src_Physician_788
src_Secular-Leader_2336,src_Religious-Order_743
src_Secular-Movement_2765,src_Dancer_3353
src_Liturgical-Object_2925,src_Church-Reformer_4771
src_Military-Unit_1299,src_Sculptor_1381
src_Physician_276,src_Astronaut_3256
src_Board_2479,src_Pastime_1718
src_Secular-Leader_4673,src_International-Alliance_1924
src_University_2054,src_Animal_344
src_Discoverer_2266,src_Building_565
src_Scandal_421,src_Technical-Scientific-Advance_4433
src_Dynasty_3588,src_Business-Leader_1831
src_Vehicle_1860,src_Representative-Institution_2789
src_Meeting_2,src_Time_3644
src_Animal_766,src_Military-Person_95
src_War_1646,src_Religious-Organisation_867
src_Trades-Unionist_4879,src_Geographical-Feature_4386
src_Artistic-Style_1654,src_Newspaper_1283
src_Philosopher_2108,src_Abbey_1801
src_Leader_1280,src_Period_3942
src_Management-Organisation_2982,src_Inventor_1717
src_Intellectual-Construct_2437,src_Church-Reformer_345
src_Church-Reformer_630,src_Cultural-Agreement_3388
src_Trade-Association_2577,src_Military-Person_3880
src_Engineer_2546,src_Ecclesiarch_340
src_Military-Organisation_2496,src_Writing_2604
src_Disaster_1398,src_Philosopher_1792
src_Symbol_3571,src_Religious-Ideology_4326
src_Political-Region_1964,src_Symbol_1270
src_King_761,src_Geographical-Discovery_2195
src_Meeting_2116,src_Educational-Organisation_3633
src_Engineer_165,src_Cathedral_1407
src_Badge_1731,src_Scandal_4939
src_Monastery_4102,src_Political-Organisation_1692
src_City_3584,src_Armament_4952
src_Environment_4546,src_Crime_3234
src_Environment_4218,src_Film-Maker_3271
src_Badge_4721,src_Stereotype-Group_782
src_City_1147,src_Theologian_3898
src_Book_3144,src_Animal_2397
src_Relic_2863,src_National-Symbol_778
src_Building_1498,src_Settlement_4135
src_Painting_2901,src_Military-Organisation_1709
src_Time-Dependent-Relation_4424,src_Cultural-Agreement_2790
src_Category_1908,src_Book_2114
src_Structure_4394,src_Painting_2094
src_Artistic-Movement_3231,src_International-Alliance_3346
src_Business-Leader_4388,src_Discoverer_3804
src_Field-of-Knowledge_393,src_Secular-Ideology_4230
src_Church-Reformer_1889,src_Philosopher_721
src_Conceptual-Object_1817,src_Secular-Ideology_1821
src_Pamphlet_803,src_Building_3030
src_Scientist_4423,src_Church_2532
src_Individual_2368,src_Astronaut_2999
src_TemporalInterval_4196,src_Person-Role_4829
src_Badge_3854,src_Natural-Object_3690
src_Party_3670,src_Author_1275
src_Settlement_4783,src_FuzzyTemporalInterval_4551
src_FuzzyTemporalInterval_25,src_Election_2386
src_Population-Movement_909,src_Election_3263
src_International-Organisation_3342,src_Cultural-Organisation_1313
src_Monastery_2399,src_Non-Military-Conflict_734
src_Jurist_1543,src_Political-Organisation_4665
src_Environment_3441,src_Stereotype-Group_418
src_Artefact_2120,src_Sculpture_2796
src_Location-Part-Relation_168,src_Vehicle_4771
src_Journalist_1848,src_Creator_3424
src_International-Alliance_3179,src_Water_163
src_Pope_2349,src_TemporalInterval_1156
src_Sculpture_2027,src_Trades-Unionist_3702
src_Artistic-Style_4715,src_Field-of-Knowledge_4528
src_Abbey_3443,src_Governmental-Organisation_3560
src_Sculpture_2925,src_TemporalInterval_630
src_Liturgical-Object_896,src_Ecclesiarch_2947
src_Creator_4706,src_Religious-Ideology_669
src_University_1865,src_Discoverer_1064
src_Field-of-Knowledge_825,src_Diplomat_3898
src_Armament_4367,src_Non-Military-Conflict_3802
src_League_2748,src_Stereotype-Group_406
src_Geographical-Discovery_3342,src_Water_217
src_Animal_2464,src_Writing_2133
src_Country_2170,src_Structure_1050
src_Scandal_587,src_Psychologist_4843
src_Sultan_4354,src_Political-Organisation_2217
src_Liturgical-Object_493,src_Intellectual-Construct_2758
src_Board_624,src_Flavour_1016
src_Environment_2599,src_Movement_1097
src_Time-Dependent-Relation_1367,src_Professor_3319
src_Battle_790,src_Religious-Order_4556
src_Language_1595,src_Journal_4380
src_Economic-Symbol_2632,src_Badge_1934
src_Scientific-Instrument_4356,src_Artefact_4546
src_Religious-Order_341,src_Location_717
src_Author_3258,src_Writing_4644
src_Religious-Organisation_4567,src_Leader_1867
src_Business-Leader_1098,src_Sculpture_352
src_Badge_2986,src_Pamphlet_240
src_Pastime_2679,src_Clothing_3813
src_Minister_3780,src_Location-Part-Relation_2252
src_Individual_625,src_Inventor_3023
src_Military-Organisation_1357,src_Musician_211
src_Conceptual-Object_3801,src_Military-Person_3432
src_Religious-Leader_32,src_Religious-Community_1720
src_Building_4658,src_Dramaturge_2294
src_Professor_4496,src_Monastery_261
src_Artist_1193,src_Management-Organisation_4330
src_Religious-Order_4715,src_Political-Region_4399
src_Treaty_2246,src_Public-Oration_4348
src_City_3722,src_Dramaturge_3956
src_Building_3752,src_Language_2897
src_Business-Leader_4118,src_Art-Form_1365
src_Head-of-State_1484,src_Life-Event_279
src_Clerical-Leader_636,src_Philanthropist_246
src_Geographical-Feature_2287,src_Commodity_1109
src_Emperor_3337,src_Magnate_1403
src_Environment_118,src_FuzzyTemporalInterval_142
src_Social-Stratum_2335,src_Foreign-Minister_1147
src_Water_125,src_Language_3828
src_Astronaut_670,src_Meeting_1542
src_Crime_1508,src_Badge_1526
src_Church-Reformer_483,src_University_1000
src_Structure_859,src_Disaster_4076
src_Dynasty_827,src_Military-Organisation_2989
src_Ritual_1223,src_Trade-Association_3031
src_Artistic-Style_3984,src_Geographer_3029
src_University_2994,src_Psychologist_684
src_Emperor_2563,src_Time_2055
src_Abbey_678,src_Political-Symbol_2455
src_Object_3591,src_Scientific-Instrument_2239
src_Professor_394,src_Category_2842
src_Trial_3828,src_Stereotype-Group_1481
src_Monastery_3683,src_Scientific-Instrument_1773
src_Actor_554,src_Location_3837
src_Sculpture_4180,src_Environment_1181
src_Sultan_273,src_Art-Form_2107
src_Organisation_4950,src_Secular-Leader_4855
src_Field-of-Knowledge_2039,src_Economic-Symbol_190
src_Religious-Ideology_184,src_Artist_1451
src_Piece-of-Music_1745,src_Time-Dependent_3723
src_Magnate_2847,src_Philosopher_4803
src_Professor_2927,src_Geographical-Region_576
src_Intellectual-Construct_2526,src_Religious-Ideology_2123
src_International-Organisation_244,src_Theologian_2695
src_Head-of-State_3095,src_Illness_3280
src_Commodity_3404,src_Social-Stratum_3306
src_Professor_4936,src_Cathedral_4339
src_FuzzyTemporalInterval_3932,src_Individual_814
src_Journal_1687,src_Country_4173
src_Queen_1877,src_Church-Reformer_4114
src_War_4366,src_Intra-State-Group_1418
src_Film-Maker_3529,src_University_2063
src_Diplomat_559,src_Engineer_1328
src_Organisation_964,src_Entertainer_1431
src_Sculpture_4255,src_Economist_1278
src_Trades-Unionist_2411,src_Monastery_4807
src_Philanthropist_1399,src_Scandal_4271
src_Cathedral_4648,src_Economic-Symbol_3295
src_War_454,src_Geographer_935
src_Symbol_3563,src_Head-of-Government_1990
src_Intellectual-Construct_2256,src_League_4674
src_Scientist_4826,src_Clothing_4840
src_Business-Leader_2617,src_Conductor_4889
src_Person_698,src_Pollution_3498
src_Crime_378,src_Representative-Institution_3630
src_Composer_4874,src_Trades-Union_4834
src_King_515,src_Military-Unit_3652
src_Village_3807,src_Dancer_2425
src_Political-Organisation_4126,src_Commodity_3930
src_Trial_3386,src_International-Alliance_1738
src_Environment_1106,src_Symbol_2543
src_Religious-Community_3411,src_Commodity_4194
src_Church_3397,src_Work-of-Art_3404
src_Author_905,src_Flavour_4343
src_Journal_2905,src_Journalist_1247
src_Engineer_4647,src_Individual_4779
src_Head-of-Government_3095,src_Geographical-Feature_84
src_Legislation_321,src_Scientist_1160
src_Time-Dependent_1406,src_Battle_835
src_International-Organisation_2284,src_Period_44
src_Role_2804,src_Treaty_1111
src_Commodity_2049,src_Secular-Movement_4620
src_Leader_1755,src_Politician_3267
src_Church-Reformer_2745,src_Ideology_865
src_Sportsman_4021,src_Election_700
src_Political-Symbol_1898,src_Badge_152
src_Trades-Union_4256,src_Intellectual-Construct_4579
src_Religious-Movement_4296,src_Environment_4395
src_Other-Religious-Leader_3979,src_Category_1162
src_Crime_4572,src_Legislation_2355
src_Book_2070,src_Journal_2556
src_Flavour_584,src_Pastime_4959
src_Composer_1006,src_Event_999
src_Time_769,src_Idea_3644
src_Technical-Scientific-Advance_294,src_Religious-Organisation_3642
src_Book_4043,src_Scientific-Instrument_2716
src_Educational-Organisation_2405,src_Landmark_3769
src_Economic-Organisation_632,src_Natural-Object_1040
src_Geographical-Region_414,src_Commodity_510
src_Inventor_4001,src_Clothing_4745
src_Relic_2443,src_Relic_695
src_Piece-of-Music_2250,src_Field-of-Knowledge_496
src_Writing_634,src_Pope_2549
src_Author_4994,src_Prince_2675
src_Meeting_3648,src_Religious-Symbol_1464
src_Ideology_1416,src_Magnate_1073
src_Economic-Organisation_2735,src_Cultural-Agreement_1821
src_Church-Reformer_4383,src_Economic-Process_2146
src_Geographer_1379,src_Non-Military-Conflict_3426
src_Economic-Symbol_3562,src_Field-of-Knowledge_761
src_Period_4968,src_Military-Organisation_2110
src_Prince_4976,src_Geographical-Region_4356
src_Illness_4406,src_Psychologist_1003
src_Intellectual-Construct_640,src_Author_1048
src_Functionary_4949,src_Emperor_3518
src_City_198,src_Ethnic-Group_871
src_Dynasty_2313,src_Scientist_4635
src_Politician_964,src_Functionary_995
src_Sculptor_4406,src_Artefact_2747
src_Treaty_3257,src_Cultural-Organisation_3634
src_Political-Region_3364,src_Scandal_2759
src_Actor_3077,src_Landmark_3426
src_Trades-Union_3899,src_Trade-Association_1195
src_Cleric_3730,src_Time_3715
src_Secular-Movement_1008,src_Trial_2582
src_Saint_1612,src_Food_4442
src_League_1694,src_Religious-Movement_3614
src_Natural-Object_97,src_Field-of-Knowledge_2706
src_Building_2173,src_Pollution_495
src_Language_1138,src_Language_2866
src_Public-Oration_1079,src_Animal_2378
src_Role_2551,src_King_4411
src_Church_3589,src_Sultan_927
src_King_2495,src_Ideology_3321
src_Abstract-Notion_4965,src_Religious-Movement_3829
src_Military-Organisation_597,src_Movement_4871
src_Population-Movement_2175,src_Badge_1870
src_Publisher_3379,src_Period-in-Office_3397
src_Entertainer_779,src_Religious-Community_590
src_Population-Movement_1610,src_Idea_3699
src_Social-Stratum_1212,src_Governmental-Organisation_787
src_Prince_1791,src_Educational-Organisation_4637
src_Artistic-Movement_1567,src_Creator_851
src_Life-Event_3720,src_Treaty_3894
src_FuzzyTemporalInterval_1252,src_Governmental-Organisation_3794
src_Jurist_2820,src_Natural-Object_1902
src_Trade-Association_2891,src_Disaster_331
src_Educational-Organisation_3294,src_Environment_1831
src_Film-Maker_2800,src_Settlement_4900
src_Governmental-Organisation_2722,src_Ecclesiarch_3089
src_Geographical-Region_4880,src_Masonic-Lodge_21
src_Person-Role_2910,src_Time-Dependent-Relation_859
src_Head-of-Government_4537,src_Dramaturge_4983
src_Painting_426,src_Publisher_3275
src_Landmark_957,src_Ethnic-Group_342
src_Election_408,src_Author_1650
src_Functionary_1471,src_Publisher_2088
src_Newspaper_3060,src_Other-Religious-Leader_3450
src_Author_4459,src_Conceptual-Object_845
src_Abstract-Notion_3236,src_Ritual_3585
src_Language_786,src_Philanthropist_4183
src_Time_3808,src_Time-Dependent_4870
src_Building_395,src_Military-Unit_1009
src_Disease_2531,src_Geographical-Region_3920
src_Intellectual-Construct_3075,src_Animal_4354
src_Discoverer_1591,src_Intellectual-Movement_3564
src_Cultural-Organisation_2813,src_Election_1329
src_Minister_3773,src_Social-Stratum_4613
src_Saint_3010,src_Other-Religious-Person_4663
src_Psychologist_2442,src_Structure_995
src_Category_2802,src_Management-Organisation_1546
src_Pollution_1643,src_Writing_655
src_Vehicle_2617,src_Animal_4686
src_Business-Leader_377,src_Governmental-Organisation_4234
src_Military-Unit_4154,src_Illness_275
src_International-Alliance_1925,src_Military-Person_803
src_Religious-Practice_4375,src_Artistic-Movement_1788
src_Representative-Institution_1349,src_Field-of-Knowledge_2520
src_Period-in-Office_4206,src_Inventor_4699
src_Business-Leader_1132,src_Natural-Object_1913
src_Flavour_4548,src_Scientific-Instrument_3856
src_Clerical-Leader_4774,src_Professor_146
src_Structure_1950,src_Cultural-Organisation_2225
src_Educational-Organisation_4464,src_Meeting_1502
src_Train_2811,src_Vehicle_377
src_Time-Dependent-Relation_340,src_Management-Organisation_2863
src_Criminal_2907,src_Social-Stratum_4194
src_Clerical-Leader_546,src_Illness_3435
src_Educational-Organisation_2290,src_Ideology_212
src_Pastime_4656,src_Environment_1189
src_Person_2229,src_Political-Region_3606
src_Sportsman_4027,src_Train_92
src_International-Alliance_1435,src_Period_1505
src_Ship_787,src_Trades-Unionist_3292
src_Battle_4924,src_Dancer_3226
src_Scientist_362,src_Religious-Leader_448
src_Individual_2573,src_Social-Stratum_3471
src_Emperor_2189,src_Treaty_898
src_Prince_1090,src_Leader_3278
src_Entertainer_4625,src_Measurable-Trend_1390
src_Management-Organisation_1330,src_Scientific-Instrument_3683
src_Ethnic-Group_790,src_Economist_4476
src_Military-Unit_919,src_Foreign-Minister_2040
src_Journalist_327,src_Disaster_3125
src_Legislation_4010,src_Food_147
src_Philosopher_2552,src_Secular-Ideology_2043
src_Measurable-Trend_138,src_Clerical-Leader_237
src_Conceptual-Object_3558,src_Scandal_3923
src_Public-Oration_414,src_Period_3056
src_Crime_4090,src_Idea_3819
src_Water_2886,src_Period-in-Office_3038
src_Person_1062,src_Sportsman_4694
src_Scandal_2245,src_Landmark_4342
src_Geographical-Feature_3381,src_Building_4748
src_International-Organisation_3545,src_Flavour_2472
src_Representative-Institution_1399,src_Flavour_4269
src_Psychologist_2217,src_Pollution_165
src_Vehicle_1562,src_Period_1221
src_Scientist_158,src_Fictional-Person_258
src_Treaty_3162,src_Piece-of-Music_3902
src_Settlement_4866,src_Saint_1923
src_Cultural-Organisation_3241,src_Intellectual-Construct_4067
src_Location-Part-Relation_2091,src_Pollution_3514
src_Military-Unit_263,src_Military-Unit_2624
src_Structure_3736,src_Landmark_4375
src_Geographical-Region_2402,src_Conceptual-Object_749
src_Church-Reformer_2882,src_Newspaper_150
src_Ecclesiarch_1983,src_National-Symbol_546
src_Art-Form_2900,src_Politician_190
src_Film-Maker_4623,src_Religious-Practice_3306
src_Sportsman_2355,src_Piece-of-Music_1902
src_Relic_26,src_Astronaut_3282
src_Economic-Organisation_3607,src_Engineer_2272
src_Discoverer_1415,src_Ethnic-Group_4664
src_Social-Stratum_1975,src_Military-Organisation_784
src_Person-Role_745,src_Building_2646
src_Religious-Practice_3296,src_Liturgical-Object_1756
src_Religious-Order_2331,src_Sculpture_1286
src_Economist_311,src_City_642
src_Clothing_660,src_Publisher_1317
src_Political-Symbol_3249,src_Idea_790
src_Journalist_1932,src_Dramaturge_2129
src_Newspaper_3978,src_Pope_2763
src_Representative-Institution_2556,src_Theologian_2629
src_Intellectual-Construct_1354,src_International-Alliance_4311
src_Intellectual-Construct_1522,src_Meeting_4530
src_Prince_473,src_Newspaper_3625
src_Church_1162,src_International-Organisation_4069
src_Social-Group_2140,src_Secular-Ideology_2660
src_Emperor_2669,src_Cleric_2982
src_Liturgical-Object_493,src_Inventor_1803
src_Pastime_757,src_Settlement_3276
src_Relic_1310,src_Physician_684
src_Other-Religious-Leader_3166,src_Other-Religious-Leader_2315
src_Scientist_270,src_Psychologist_3936
src_Commodity_4063,src_Geographical-Region_719
src_Uprising_1178,src_Dynasty_4702
src_Clothing_86,src_Legislation_3352
src_FuzzyTemporalInterval_644,src_Dramaturge_4789
src_Illness_1703,src_Artistic-Style_2263
src_Event_1872,src_Author_4656
src_Social-Stratum_4837,src_Population-Movement_3669
src_Trial_2393,src_Military-Organisation_4529
src_Stereotype-Group_1535,src_War_4487
src_Individual_3424,src_VicodiOI_1153
src_Journalist_1572,src_War_3774
src_TemporalInterval_4189,src_Inventor_315
src_Other-Religious-Leader_2887,src_Conductor_2409
src_League_4499,src_Measurable-Trend_4766
src_Secular-Ideology_1619,src_Badge_4395
src_Trades-Union_2240,src_Artefact_4850
src_Election_3559,src_Pope_505
src_King_4154,src_City_767
src_Actor_890,src_Art-Form_3066
src_Composer_1570,src_Food_1235
src_Pamphlet_4719,src_TemporalInterval_1343
src_Ideology_2044,src_Creator_1714
src_Piece-of-Music_4914,src_Symbol_1458
src_League_3869,src_Journal_4005
src_Role_3497,src_Political-Symbol_3608
src_Water_3411,src_Movement_1670
src_Queen_1340,src_Pollution_369
src_Water_2464,src_Leader_1688
src_Monastery_1709,src_Head-of-Government_3756
src_Religious-Practice_3375,src_Movement_3752
src_Religious-Movement_1512,src_Ecclesiarch_4813
src_City_1053,src_Clothing_696
src_Stereotype-Group_3443,src_Environment_3689
src_Leader_3696,src_Armament_1865
src_Other-Religious-Person_2535,src_Economic-Organisation_2294
src_Relic_2619,src_Flavour_3557
src_Building_3372,src_Masonic-Lodge_4430
src_Flavour_4176,src_Person-Role_949
src_Other-Religious-Person_136,src_Ecclesiarch_4586
src_Architect_4011,src_Ideology_646
src_Religious-Organisation_209,src_Artistic-Movement_2320
src_Military-Organisation_4741,src_Leader_1011
src_Social-Group_702,src_Flavour_3758
src_Cleric_2295,src_Masonic-Lodge_401
src_Film-Maker_1705,src_Object_4254
src_Location_210,src_Sportsman_3107
src_Scandal_2183,src_Author_3
src_Astronaut_2717,src_Artefact_2675
src_Food_4733,src_Inventor_48
src_Military-Person_718,src_Sultan_3403
src_Church_1381,src_Language_821
src_Fictional-Person_295,src_Foreign-Minister_925
src_Battle_1503,src_Geographical-Discovery_4859
src_Leader_282,src_Location_3320
src_Engineer_1424,src_Sportsman_3012
src_Architect_4533,src_Time-Dependent-Relation_4444
src_Management-Organisation_253,src_Secular-Leader_910
src_Illness_2647,src_Disease_1258
src_Economist_2816,src_Minister_727
src_Piece-of-Music_1080,src_Board_3590
src_Artistic-Movement_1962,src_Object_3399
src_Role_3548,src_Creator_3695
src_Business-Leader_2895,src_Musician_139
src_Monastery_1000,src_Party_891
src_Relic_3477,src_Intellectual-Movement_3149
src_Philanthropist_1475,src_Abbey_1109
src_Business-Leader_2276,src_Person-Role_4487
src_Political-Organisation_46,src_Liturgical-Object_1985
src_Food_4646,src_Trades-Unionist_3247
src_Cultural-Agreement_1116,src_Village_492
src_Intra-State-Group_2512,src_Monastery_1313
src_Geographical-Discovery_26,src_Building_310
src_Landmark_463,src_Secular-Movement_2027
src_Role_1767,src_Animal_4025
src_Person-Role_1588,src_Geographical-Region_2073
src_Ritual_125,src_Discoverer_97
src_Conceptual-Object_3144,src_Other-Religious-Leader_2143
src_Queen_3222,src_Religious-Movement_4139
src_Relic_4111,src_Astronaut_4117
src_Animal_3983,src_Inventor_1912
src_Secular-Leader_2681,src_Journalist_1130
src_Badge_1599,src_Engineer_2160
src_Vehicle_2084,src_Trades-Unionist_4747
src_Symbol_200,src_Magnate_1065
src_Theologian_2867,src_Technical-Scientific-Advance_834
src_Settlement_3525,src_Cleric_4472
src_Artistic-Movement_329,src_Monastery_1473
src_Treaty_4970,src_Party_2101
src_Individual_4246,src_Meeting_902
src_Time-Dependent_1583,src_Ideology_3744
src_Dancer_1464,src_Party_1751
src_Party_2549,src_Political-Symbol_1239
src_Publisher_4299,src_Saint_4053
src_Time_334,src_Economist_984
src_Religious-Leader_1441,src_Scientific-Instrument_978
src_Economic-Organisation_2464,src_Criminal_481
src_Diplomat_1506,src_Religious-Practice_956
src_Social-Group_1579,src_Economist_3852
src_Event_1829,src_National-Symbol_1442
src_Author_334,src_National-Symbol_4063
src_Time-Dependent_1796,src_Theologian_1163
src_Symbol_357,src_Political-Symbol_4109
src_Relic_748,src_Functionary_2404
src_Composer_3949,src_Ritual_256
src_Settlement_2994,src_Musician_1080
src_Flavour_3702,src_Governmental-Organisation_4153
src_Field-of-Knowledge_574,src_Religious-Community_23
src_Ship_1704,src_Pastime_3451
src_Disaster_2187,src_Pamphlet_1441
src_Cleric_2214,src_International-Alliance_2469
src_Country_2381,src_Cultural-Agreement_354
src_Functionary_1581,src_Natural-Object_4030
src_Structure_3073,src_Secular-Movement_85
src_Economic-Symbol_3557,src_Management-Organisation_2905
src_Religious-Organisation_4751,src_Religious-Community_1883
src_Military-Person_4198,src_Pastime_1465
src_Author_2699,src_Dancer_4843
src_Political-Symbol_3700,src_Magnate_4795
src_Social-Stratum_3487,src_Object_1857
src_Monastery_76,src_Newspaper_760
src_Life-Event_827,src_Educational-Organisation_2409
src_Food_468,src_Uprising_2577
src_Disease_4645,src_Measurable-Trend_3074
src_Category_3206,src_Social-Stratum_2763
src_Dramaturge_4912,src_Artistic-Movement_2941
src_Minister_3404,src_National-Symbol_4571
src_Author_3841,src_Scientist_1124
src_Church_93,src_VicodiOI_2569
src_Geographer_3716,src_Settlement_4437
src_Scandal_2695,src_National-Symbol_1902
src_Author_3923,src_Public-Oration_447
src_Secular-Movement_450,src_Ship_2415
src_Period_2631,src_City_3458
src_Economic-Process_3907,src_Emperor_4489
src_King_3340,src_Religious-Ideology_3176
src_Art-Form_4733,src_Painter_1901
src_Military-Person_3233,src_Symbol_1704
src_Piece-of-Music_3129,src_Water_11
src_Disaster_1429,src_Architect_1639
src_Object_4231,src_Vehicle_4672
src_Theologian_3483,src_Architect_510
src_Intellectual-Movement_4202,src_Cleric_1602
src_Animal_4366,src_Pamphlet_1929
src_Object_4232,src_Trades-Unionist_2184
src_Period-in-Office_3029,src_Geographical-Discovery_1340
src_Actor_791,src_Battle_420
src_Artefact_2128,src_Trades-Unionist_3542
src_Location_1457,src_Period_3210
src_Cleric_1328,src_Legislation_3855
src_Object_4656,src_Conceptual-Object_2952
src_Painting_1898,src_War_1739
src_Clothing_4178,src_Secular-Movement_998
src_Party_2692,src_Time_2566
src_Food_2805,src_Work-of-Art_1277
src_Geographer_4278,src_International-Organisation_1495
src_Time-Dependent-Relation_3315,src_International-Organisation_2745
src_Head-of-Government_1858,src_Object_1543
src_Trades-Union_1175,src_Public-Oration_3129
src_Organisation_373,src_Painter_3409
src_Economic-Symbol_4758,src_Church-Reformer_2291
src_Commodity_1291,src_Badge_2977
src_Organisation_4471,src_Conductor_1402
src_Artistic-Movement_4005,src_City_4263
src_Environment_3555,src_Ecclesiarch_4946
src_Educational-Organisation_3598,src_Saint_4827
src_Masonic-Lodge_156,src_Armament_1888
src_Composer_3305,src_Ship_4064
src_Disaster_4753,src_Relic_1100
src_Badge_1973,src_Animal_1514
src_Animal_4000,src_Stereotype-Group_168
src_Period-in-Office_4209,src_Structure_2561
src_VicodiOI_4179,src_Environment_2071
src_National-Symbol_4799,src_Treaty_934
src_Vehicle_3467,src_Artistic-Movement_3697
src_Architect_2356,src_Person-Role_1483
src_Economic-Enterprise_3983,src_Intra-State-Group_19
src_Idea_2278,src_Illness_3045
src_Trial_1982,src_Social-Stratum_57
src_Prince_4108,src_Dancer_3243
src_Educational-Organisation_1328,src_Environment_2078
src_Journal_1681,src_Author_4573
src_Prince_2440,src_Minister_3704
src_Functionary_4161,src_Geographical-Discovery_543
src_Jurist_372,src_League_3182
src_Religious-Movement_1450,src_Individual_4221
src_Individual_1987,src_Language_4547
src_Fictional-Event_3948,src_Intellectual-Movement_2567
src_Writing_53,src_Painting_1986
src_Food_1625,src_Crime_4476
src_Scientific-Instrument_1903,src_Ritual_1569
src_League_1605,src_Liturgical-Object_1824
src_Vehicle_1004,src_Population-Movement_1984
src_Battle_2926,src_King_4191
src_Field-of-Knowledge_3204,src_Disaster_3001
src_Economic-Enterprise_4516,src_Writing_537
src_Newspaper_2392,src_VicodiOI_2303
src_Crime_1762,src_Natural-Object_4614
src_Composer_2275,src_Geographer_4833
src_Astronaut_1099,src_Measurable-Trend_1377
src_Political-Symbol_1850,src_Badge_613
src_Dancer_2469,src_Election_1991
