src_Book_313,src_Philosopher_4452
src_Train_4196,src_Actor_1718
src_Artefact_691,src_Fictional-Person_743
src_Abbey_3594,src_Measurable-Trend_2883
src_Geographical-Discovery_4237,src_Functionary_1682
src_Economist_4609,src_Business-Leader_61
src_Sultan_2082,src_Religious-Ideology_3718
src_Author_4739,src_Religious-Leader_2583
src_Dramaturge_2040,src_City_4539
src_Trades-Unionist_2216,src_Individual_3469
src_Dancer_78,src_League_1179
src_Category_2159,src_Economic-Organisation_4678
src_King_4502,src_Vehicle_2105
src_Party_2394,src_Political-Symbol_1188
src_Religious-Ideology_4569,src_Dynasty_108
src_Cultural-Organisation_430,src_Professor_712
src_Movement_4541,src_Book_1226
src_Journal_3336,src_Philosopher_3744
src_Religious-Organisation_4394,src_Piece-of-Music_2231
src_National-Symbol_2232,src_Painting_3347
src_Individual_504,src_Organisation_4653
src_Religious-Community_217,src_Masonic-Lodge_834
src_Church_3426,src_Measurable-Trend_4883
src_Creator_534,src_Artist_3838
src_Film-Maker_2077,src_Board_4033
src_Person-Role_3935,src_Board_2342
src_Structure_4105,src_Village_287
src_Artefact_3801,src_Creator_111
src_TemporalInterval_4190,src_Artistic-Movement_1251
src_Church_1001,src_Object_2059
src_Disease_1832,src_Battle_3393
src_Publisher_201,src_Pope_677
src_Economic-Organisation_2028,src_Technical-Scientific-Advance_2058
src_Building_4297,src_Minister_3449
src_Saint_2616,src_Theologian_1504
src_Non-Military-Conflict_3391,src_Conductor_2502
src_TemporalInterval_2342,src_Painter_4214
src_Environment_2150,src_FuzzyTemporalInterval_1013
src_Battle_680,src_Scientific-Instrument_353
src_Magnate_1859,src_Political-Symbol_2185
src_Work-of-Art_1053,src_Illness_2659
src_Time_506,src_Individual_3326
src_Ritual_538,src_Scandal_2508
src_Entertainer_1509,src_Object_3499
src_Dancer_2226,src_Leader_2833
src_Political-Symbol_1125,src_Idea_1466
src_Journalist_422,src_Intellectual-Movement_1600
src_Secular-Ideology_14,src_Political-Region_717
src_Social-Stratum_3757,src_Event_1839
src_King_1863,src_VicodiOI_200
src_Business-Leader_4629,src_Other-Religious-Person_3593
src_Educational-Organisation_255,src_Theologian_4755
src_Liturgical-Object_615,src_Religious-Symbol_138
src_Geographer_689,src_Artistic-Movement_999
src_Jurist_2142,src_Architect_2072
src_VicodiOI_368,src_Time_822
src_Prince_1160,src_Liturgical-Object_4378
src_Liturgical-Object_4011,src_Professor_4020
src_Dancer_99,src_Social-Stratum_938
src_Trade-Association_2097,src_Badge_3586
src_Sportsman_3801,src_Country_4204
src_Ship_2670,src_Environment_3359
src_Trades-Union_212,src_Architect_4431
src_International-Alliance_2764,src_Life-Event_4431
src_Illness_3786,src_Religious-Organisation_3480
src_Religious-Leader_954,src_Functionary_3294
src_Painting_1369,src_Building_1859
src_Symbol_3808,src_Fictional-Person_3643
src_Water_283,src_Stereotype-Group_180
src_Structure_3152,src_Geographical-Discovery_3007
src_Intellectual-Movement_2411,src_Foreign-Minister_2271
src_Food_622,src_Social-Group_3629
src_Train_502,src_Political-Organisation_4214
src_Engineer_1713,src_Engineer_970
src_Monastery_4715,src_Structure_1665
src_Religious-Order_1975,src_Psychologist_299
src_Artist_3923,src_International-Alliance_2548
src_Conceptual-Object_644,src_Scandal_3131
src_Movement_2984,src_Masonic-Lodge_3030
src_Armament_1635,src_Structure_3356
src_Population-Movement_4401,src_Trial_3358
src_International-Organisation_4515,src_Ideology_923
src_Commodity_836,src_Secular-Leader_14
src_Party_2323,src_Life-Event_4582
src_Journalist_2875,src_Party_530
src_Ideology_1749,src_Geographical-Region_4903
src_Economist_455,src_Management-Organisation_4951
src_Queen_3054,src_Train_4263
src_Clerical-Leader_1471,src_Event_342
src_Animal_3460,src_Structure_4021
src_Politician_4730,src_Vehicle_3888
src_Artist_1550,src_FuzzyTemporalInterval_2487
src_Crime_4528,src_Fictional-Person_609
src_Non-Military-Conflict_631,src_Party_4262
src_Writing_3788,src_Economic-Process_2926
src_Commodity_3,src_Event_635
src_Film-Maker_4140,src_Religious-Ideology_2161
src_Art-Form_832,src_Crime_3038
src_Religious-Movement_4943,src_Crime_2225
src_Party_1630,src_Illness_4883
src_Natural-Object_2573,src_Language_2476
src_Cultural-Agreement_2335,src_Cathedral_476
src_Fictional-Person_1955,src_Piece-of-Music_4216
src_Discoverer_3919,src_Economic-Organisation_4812
src_Religious-Community_1388,src_Pastime_1811
src_League_3644,src_Masonic-Lodge_2008
src_Scientist_4856,src_Conductor_4599
src_Book_3790,src_Masonic-Lodge_3862
src_Technical-Scientific-Advance_2376,src_Journal_346
src_Social-Group_3544,src_University_3991
src_Dramaturge_4143,src_Clothing_1815
src_Dynasty_365,src_Period_4254
src_Social-Group_2530,src_Environment_4760
src_Village_4603,src_Language_1735
src_Environment_2680,src_Individual_1429
src_Crime_2787,src_Location_1035
src_Location-Part-Relation_4699,src_Monastery_508
src_Foreign-Minister_3142,src_Emperor_4697
src_Writing_2429,src_Individual_2577
src_Train_4681,src_Intellectual-Construct_364
src_Author_3235,src_Theologian_2044
src_Uprising_2185,src_Board_1633
src_International-Alliance_501,src_Sculptor_4176
src_Philanthropist_2215,src_Diplomat_3503
src_Business-Leader_3395,src_Head-of-Government_4135
src_Battle_1565,src_Party_4494
src_Board_1977,src_Educational-Organisation_4329
src_Criminal_4711,src_Board_642
src_Non-Military-Conflict_1155,src_Train_1940
src_Painting_3371,src_Functionary_0
src_Architect_553,src_Work-of-Art_4906
src_Queen_4168,src_Food_1485
src_Piece-of-Music_2676,src_Measurable-Trend_3624
src_Organisation_1714,src_Commodity_3924
src_Uprising_4518,src_Actor_1522
src_Artist_1900,src_Prince_3134
src_FuzzyTemporalInterval_3126,src_Psychologist_3258
src_Period_1428,src_Jurist_4568
src_Battle_3249,src_Representative-Institution_177
src_City_4930,src_Religious-Order_4443
src_Structure_3345,src_Geographer_1065
src_Time-Dependent-Relation_2840,src_Artist_381
src_Philanthropist_3954,src_Sculpture_699
src_Secular-Movement_3931,src_Illness_3794
src_Landmark_1703,src_Composer_332
src_Party_824,src_Pastime_1615
src_International-Alliance_2569,src_Religious-Ideology_4007
src_Life-Event_3663,src_Other-Religious-Person_4802
src_Building_96,src_Natural-Object_4728
src_Food_459,src_Politician_1221
src_Train_2527,src_Meeting_3533
src_Sultan_1680,src_Journalist_4267
src_Religious-Movement_971,src_VicodiOI_1917
src_Artistic-Movement_1779,src_Social-Stratum_1279
src_Flavour_1716,src_Queen_2874
src_Secular-Ideology_1733,src_Artefact_585
src_Relic_3043,src_Abbey_4552
src_Fictional-Person_3832,src_Musician_338
src_Trades-Union_882,src_Time-Dependent_645
src_Religious-Order_4063,src_Professor_3524
src_National-Symbol_2503,src_Organisation_3673
src_Party_4650,src_Psychologist_4972
src_Abstract-Notion_3440,src_Board_4261
src_Technical-Scientific-Advance_3535,src_Cathedral_4282
src_Social-Stratum_1399,src_Geographer_3765
src_University_3114,src_Geographical-Discovery_158
src_Technical-Scientific-Advance_4231,src_Location-Part-Relation_2584
src_Prince_3141,src_Ship_4378
src_Piece-of-Music_3420,src_Role_1732
src_Time-Dependent_2192,src_Discoverer_884
src_Train_207,src_Publisher_1820
src_Field-of-Knowledge_1737,src_Painting_3466
src_Abstract-Notion_2200,src_Natural-Object_1812
src_Organisation_2189,src_Cleric_1453
src_Art-Form_921,src_Village_1569
src_Ideology_2525,src_Composer_873
src_Newspaper_4617,src_Uprising_1323
src_Governmental-Organisation_3417,src_National-Symbol_4273
src_National-Symbol_4454,src_Prince_36
src_Dancer_4848,src_Pollution_228
src_Fictional-Person_4817,src_Sculpture_2583
src_Professor_4413,src_Scandal_1941
src_Geographer_4950,src_Social-Group_3931
src_Movement_3339,src_Philanthropist_1236
src_Religious-Practice_2296,src_Masonic-Lodge_1352
src_Ship_329,src_Politician_1807
src_Economic-Organisation_2337,src_Abbey_4551
src_Fictional-Person_543,src_Public-Oration_4646
src_Political-Symbol_119,src_Water_596
src_Social-Group_1335,src_Abstract-Notion_3095
src_Fictional-Event_4520,src_Animal_2909
src_Engineer_3484,src_Battle_896
src_Social-Stratum_3039,src_King_937
src_Landmark_3549,src_Non-Military-Conflict_3396
src_Representative-Institution_3499,src_Ideology_4707
src_Fictional-Person_4154,src_Badge_849
src_Economic-Symbol_4878,src_Other-Religious-Leader_1246
src_Party_4734,src_Ship_2930
src_Political-Symbol_2123,src_Intellectual-Construct_1848
src_Pastime_3507,src_Economic-Organisation_3888
src_Saint_2063,src_Trade-Association_3777
src_Cultural-Agreement_816,src_Train_1169
src_Newspaper_1513,src_Political-Symbol_2682
src_Work-of-Art_86,src_Management-Organisation_3348
src_Commodity_1362,src_Meeting_3601
src_Abbey_3398,src_Conceptual-Object_352
src_Business-Leader_1741,src_Secular-Ideology_4809
src_Discoverer_1316,src_Stereotype-Group_4074
src_Other-Religious-Leader_959,src_Cultural-Agreement_2460
src_Social-Group_735,src_Scandal_3389
src_Piece-of-Music_4111,src_Masonic-Lodge_3498
src_Sculpture_2038,src_Natural-Object_3249
src_Religious-Order_2583,src_Head-of-Government_2961
src_Dramaturge_643,src_Food_2118
src_Cathedral_2969,src_Head-of-State_3525
src_Commodity_2963,src_Film-Maker_1352
src_Scandal_1850,src_Ecclesiarch_3574
src_Economic-Symbol_3988,src_Country_4962
src_Battle_849,src_Economic-Process_678
src_Ship_342,src_Newspaper_2029
src_Management-Organisation_2320,src_Fictional-Event_2970
src_Crime_2386,src_Badge_2440
src_Work-of-Art_2674,src_Board_1470
src_Head-of-Government_4157,src_Intra-State-Group_798
src_Philosopher_3195,src_Movement_4379
src_War_1021,src_Functionary_3701
src_Inventor_2323,src_Architect_1827
src_University_2978,src_Diplomat_3851
src_FuzzyTemporalInterval_2970,src_Badge_4792
src_Queen_3662,src_Technical-Scientific-Advance_57
src_Economist_3173,src_National-Symbol_2282
src_Economic-Symbol_1365,src_TemporalInterval_3970
src_Scientific-Instrument_1623,src_Ritual_3120
src_Astronaut_557,src_Religious-Movement_2914
src_Church-Reformer_56,src_Abbey_2291
src_Geographer_591,src_Military-Organisation_1784
src_Diplomat_1001,src_Artistic-Movement_176
src_Non-Military-Conflict_3939,src_Religious-Community_2558
src_Governmental-Organisation_1990,src_Crime_3116
src_Food_2423,src_Church_4197
src_Relic_2282,src_Location_4543
src_Public-Oration_1753,src_Composer_548
src_Village_3885,src_Party_2668
src_Population-Movement_1128,src_Engineer_1624
src_Dramaturge_2529,src_Religious-Ideology_3597
src_Trial_2638,src_Jurist_458
src_Musician_1376,src_Sportsman_1408
src_Intra-State-Group_3496,src_Organisation_278
src_Painter_3744,src_Theologian_1638
src_Building_3540,src_Country_80
src_Ecclesiarch_3126,src_Leader_336
src_Organisation_649,src_Time_1502
src_Flavour_430,src_Minister_1403
src_Religious-Organisation_1274,src_Non-Military-Conflict_1235
src_Political-Region_4825,src_Role_2931
src_Abbey_947,src_Head-of-Government_1039
src_Religious-Symbol_2372,src_Role_536
src_Religious-Ideology_2194,src_Role_3081
src_Philanthropist_239,src_Pollution_1725
src_Diplomat_4294,src_Movement_3567
src_Sportsman_4939,src_Population-Movement_3150
src_Ritual_2035,src_Scandal_4058
src_Political-Symbol_4691,src_Pamphlet_2431
src_Writing_3748,src_Armament_4245
src_Masonic-Lodge_4075,src_Artist_969
src_Philanthropist_151,src_Artistic-Movement_700
src_Artist_1516,src_Language_366
src_Dancer_716,src_Political-Organisation_3335
src_Ideology_4309,src_Period-in-Office_3306
src_Clerical-Leader_4870,src_Economist_1654
src_Educational-Organisation_1811,src_Person-Role_4498
src_Engineer_4319,src_National-Symbol_3548
src_Dancer_801,src_Field-of-Knowledge_3670
src_Politician_4936,src_National-Symbol_4117
src_Psychologist_4320,src_Clerical-Leader_1623
src_Trades-Unionist_190,src_Saint_169
src_Educational-Organisation_1248,src_Public-Oration_3131
src_Criminal_1541,src_Location_2985
src_Author_412,src_Political-Organisation_3486
src_Flavour_3681,src_Natural-Object_1255
src_Time-Dependent-Relation_898,src_Building_2785
src_Clerical-Leader_2856,src_Board_1208
src_Social-Stratum_3648,src_Journal_3621
src_Pope_377,src_Newspaper_434
src_Ship_4952,src_Religious-Community_3462
src_Military-Organisation_2126,src_Period_3472
src_Liturgical-Object_2188,src_Scientist_969
src_War_853,src_Trial_4019
src_Category_569,src_Illness_3888
src_Religious-Movement_3347,src_Other-Religious-Leader_2184
src_Book_2000,src_Piece-of-Music_1194
src_Trades-Unionist_3999,src_Artistic-Style_4070
src_Composer_1496,src_Educational-Organisation_4965
src_International-Organisation_4013,src_Jurist_1446
src_Disaster_2013,src_Saint_2118
src_Architect_1975,src_Abbey_4467
src_International-Organisation_3252,src_Political-Organisation_1181
src_Piece-of-Music_3085,src_Pollution_3202
src_Train_3164,src_Life-Event_2524
src_Stereotype-Group_2158,src_Political-Organisation_4248
src_Economic-Process_2653,src_Economic-Symbol_2006
src_Sculptor_636,src_Conductor_2672
src_Film-Maker_4308,src_Person_682
src_Badge_1100,src_Economic-Symbol_1164
src_Badge_2381,src_Armament_4230
src_University_4803,src_Pastime_4481
src_Prince_2959,src_Discoverer_3254
src_Life-Event_3337,src_Cleric_2341
src_Pastime_3067,src_Geographer_2628
src_Saint_2721,src_University_3274
src_Political-Organisation_917,src_Pollution_471
src_Religious-Organisation_2871,src_Period-in-Office_330
src_Water_729,src_Election_2662
src_VicodiOI_1816,src_Minister_2746
src_VicodiOI_4302,src_Theologian_4108
src_Church_4933,src_Category_4081
src_Social-Group_3558,src_Dynasty_3907
src_Economist_2367,src_Head-of-State_2208
src_Location-Part-Relation_163,src_Election_2331
src_Role_932,src_Geographical-Region_1961
src_Fictional-Event_3539,src_Monastery_2561
src_Saint_4016,src_Trades-Unionist_3993
src_Life-Event_2469,src_Dramaturge_714
src_Architect_4404,src_Language_623
src_Church-Reformer_4138,src_Natural-Object_311
src_Treaty_179,src_Author_4845
src_Religious-Community_1484,src_Ship_3560
src_Philanthropist_4703,src_Governmental-Organisation_3524
src_Object_529,src_Work-of-Art_964
src_Secular-Leader_112,src_Time-Dependent-Relation_3409
src_Other-Religious-Leader_88,src_Religious-Leader_3684
src_Military-Unit_1189,src_Magnate_2156
src_National-Symbol_4506,src_Business-Leader_133
src_Political-Organisation_2000,src_Sculpture_2325
src_Scientific-Instrument_3530,src_Economic-Process_4580
src_Dramaturge_3645,src_Pamphlet_4408
src_Political-Region_4925,src_Sultan_3265
src_Stereotype-Group_387,src_Ecclesiarch_3327
src_Work-of-Art_4626,src_Religious-Ideology_3071
src_Church-Reformer_2825,src_Time_4524
src_Religious-Ideology_2499,src_Journal_4520
src_Party_2338,src_Religious-Ideology_4038
src_Person-Role_554,src_Secular-Movement_346
src_Country_1649,src_FuzzyTemporalInterval_3888
src_Pamphlet_836,src_Journalist_2918
src_Cleric_173,src_Structure_2383
src_Meeting_2369,src_Intra-State-Group_501
src_Artefact_4549,src_Entertainer_3114
src_Time_4073,src_Other-Religious-Leader_1747
src_Economic-Enterprise_1989,src_Actor_738
src_Train_2264,src_Masonic-Lodge_1710
src_Astronaut_807,src_Sculptor_2553
src_Other-Religious-Person_4010,src_Ship_1742
src_Time-Dependent-Relation_3562,src_Saint_5
src_Religious-Organisation_1367,src_Public-Oration_1508
src_Military-Person_2158,src_Vehicle_43
src_Foreign-Minister_4888,src_Cultural-Organisation_2740
src_Time-Dependent-Relation_461,src_League_2686
src_Dramaturge_2903,src_Social-Group_4773
src_Artistic-Style_2604,src_Treaty_3191
src_Geographical-Discovery_3755,src_Religious-Movement_637
src_Religious-Movement_407,src_Conceptual-Object_2108
src_Criminal_2641,src_Vehicle_1479
src_Artistic-Movement_631,src_Musician_3195
src_Military-Person_2891,src_Time-Dependent-Relation_1550
src_Conductor_4487,src_Idea_3829
src_Conductor_564,src_Secular-Ideology_4641
src_Religious-Leader_2538,src_Artistic-Style_1485
src_Vehicle_1362,src_Food_1983
src_Animal_4503,src_Military-Person_2120
src_Religious-Organisation_1170,src_Magnate_4506
src_Religious-Ideology_4677,src_Cleric_445
src_Governmental-Organisation_4927,src_Battle_1422
src_Badge_3094,src_Disaster_3708
src_Sculpture_3963,src_Legislation_424
src_Saint_1639,src_Time_4288
src_Entertainer_3748,src_Structure_3664
src_Train_1006,src_Population-Movement_3215
src_Object_2560,src_International-Alliance_1801
src_Sculpture_35,src_Artistic-Style_1558
src_Clerical-Leader_1512,src_Religious-Leader_4054
src_Abbey_3767,src_Political-Region_1887
src_Other-Religious-Person_3504,src_Period_4221
src_Crime_2887,src_Period-in-Office_1476
src_Relic_485,src_Politician_2485
src_Film-Maker_3681,src_Time_4515
src_Symbol_1253,src_Location-Part-Relation_4360
src_Armament_1701,src_Leader_4449
src_Pope_634,src_Abbey_931
src_International-Organisation_700,src_Economic-Enterprise_4033
src_Religious-Order_1159,src_Person_1627
src_Political-Region_468,src_Event_2956
src_Abbey_105,src_Clothing_2984
src_Country_3139,src_Treaty_3920
src_Meeting_4830,src_Educational-Organisation_2364
src_Entertainer_1023,src_Time-Dependent-Relation_3996
src_Field-of-Knowledge_4313,src_Scandal_2186
src_Economic-Process_4019,src_Newspaper_247
src_Person_3819,src_TemporalInterval_2313
src_Symbol_2876,src_Badge_2093
src_Disaster_3443,src_Political-Region_3759
src_Head-of-Government_4912,src_Head-of-State_4500
src_Relic_799,src_Inventor_4080
src_Train_4845,src_Secular-Leader_2632
src_Illness_3240,src_Business-Leader_4542
src_Fictional-Event_1216,src_Masonic-Lodge_2613
src_Building_4394,src_Political-Organisation_3048
src_Vehicle_4371,src_Organisation_3339
src_Cleric_4904,src_Composer_4589
src_Religious-Movement_4052,src_Person_4793
src_Art-Form_2708,src_Idea_3952
src_Battle_4340,src_Leader_2020
src_Sculpture_3772,src_Minister_1259
src_Flavour_4013,src_Trade-Association_4590
src_Military-Organisation_1502,src_Diplomat_4205
src_Geographical-Region_2171,src_Artistic-Style_2633
src_Ethnic-Group_228,src_Minister_3366
src_Journalist_2676,src_Business-Leader_2555
src_Pollution_4568,src_Journalist_320
src_Artefact_4535,src_University_2442
src_Election_169,src_Political-Organisation_4269
src_Dancer_3808,src_Ideology_167
src_Period_3267,src_Religious-Leader_1261
src_Ideology_3778,src_TemporalInterval_3900
src_Geographer_3659,src_Inventor_718
src_Religious-Ideology_4035,src_Cathedral_4432
src_TemporalInterval_4600,src_Governmental-Organisation_564
src_Author_3123,src_Religious-Community_2863
src_Country_259,src_Physician_736
src_Art-Form_4012,src_Magnate_668
src_Journal_2823,src_Queen_2339
src_Book_835,src_Artistic-Style_4944
src_Water_1617,src_Sculpture_3898
src_Musician_3181,src_Settlement_2994
src_Animal_3768,src_Sculpture_3456
src_Meeting_3074,src_Ecclesiarch_478
src_Abbey_277,src_Intellectual-Movement_3033
src_Geographical-Region_1253,src_Battle_1320
src_Trades-Unionist_740,src_Criminal_762
src_Vehicle_1490,src_Masonic-Lodge_3344
src_Discoverer_1049,src_War_2956
src_Criminal_102,src_League_2949
src_Artefact_804,src_Secular-Movement_3656
src_Vehicle_2778,src_Time-Dependent_2277
src_Role_2725,src_Village_27
src_National-Symbol_904,src_Structure_1424
src_Clothing_1751,src_Representative-Institution_2832
src_Scientist_4172,src_Dramaturge_4737
src_Disease_1304,src_Composer_1594
src_Landmark_4859,src_Artist_4718
src_Symbol_3375,src_Discoverer_1401
src_Jurist_2687,src_Role_2981
src_Measurable-Trend_2173,src_Composer_2729
src_Artefact_928,src_Cultural-Agreement_3871
src_Badge_4468,src_Relic_1833
src_Social-Group_3916,src_Village_2039
src_Object_3794,src_Jurist_4887
src_Period-in-Office_2487,src_Geographical-Feature_2177
src_Business-Leader_4926,src_Educational-Organisation_4998
src_Religious-Symbol_835,src_Crime_4061
src_Business-Leader_3426,src_Artist_4777
src_Educational-Organisation_4649,src_Pollution_3139
src_Other-Religious-Leader_2151,src_Representative-Institution_1983
src_Fictional-Event_3478,src_Time-Dependent-Relation_1645
src_Conceptual-Object_2883,src_Pope_3039
src_Legislation_4903,src_Writing_1418
src_Church-Reformer_4830,src_Queen_2443
src_Conceptual-Object_1764,src_Disaster_2231
src_Politician_3167,src_Discoverer_102
src_Diplomat_4952,src_Category_462
src_Liturgical-Object_2291,src_Uprising_1608
src_Board_2278,src_Pamphlet_2872
src_Political-Symbol_4567,src_Journalist_1070
src_Event_2981,src_War_1380
src_Relic_3392,src_Architect_436
src_Fictional-Event_1885,src_Category_1448
src_Social-Stratum_1794,src_Environment_845
src_Writing_2936,src_Other-Religious-Leader_3836
src_Head-of-State_2373,src_Head-of-State_2318
src_TemporalInterval_1481,src_Newspaper_2892
src_Saint_4617,src_Political-Organisation_64
src_Event_3879,src_Environment_4148
src_Event_3291,src_Abbey_349
src_Religious-Community_674,src_Art-Form_1971
src_King_365,src_Ideology_4752
src_Educational-Organisation_709,src_Emperor_1962
src_Animal_2153,src_Economist_527
src_Political-Symbol_1626,src_Technical-Scientific-Advance_1796
src_Religious-Movement_4926,src_Geographical-Region_2874
src_Person-Role_4472,src_Painter_2526
src_Sportsman_1801,src_Sculpture_3227
src_Food_1016,src_Monastery_3045
src_Sculpture_2869,src_FuzzyTemporalInterval_1469
src_Journal_395,src_University_3548
src_Writing_3875,src_VicodiOI_4974
src_Measurable-Trend_3029,src_Abstract-Notion_2341
src_Conductor_2426,src_Church-Reformer_4215
src_Political-Organisation_2205,src_Ritual_4701
src_Conductor_4456,src_Inventor_1864
src_Clothing_2538,src_Prince_3874
src_Period_4958,src_Pastime_2774
src_VicodiOI_2815,src_Artist_3670
src_Time-Dependent-Relation_359,src_Criminal_231
src_Sultan_215,src_Crime_99
src_Scandal_1872,src_Vehicle_4274
src_Event_3001,src_Newspaper_1878
src_TemporalInterval_3554,src_Head-of-Government_978
src_Population-Movement_1932,src_Uprising_1045
src_Other-Religious-Person_1107,src_Geographer_2249
src_Illness_4140,src_Environment_4139
src_Stereotype-Group_3448,src_Military-Person_1222
src_Sculpture_1819,src_Jurist_1529
src_Religious-Order_3246,src_Art-Form_3473
src_Military-Organisation_1176,src_Work-of-Art_2716
src_Publisher_3635,src_Stereotype-Group_1748
src_Environment_1267,src_Trade-Association_195
src_Non-Military-Conflict_4729,src_Political-Organisation_1593
src_Illness_1814,src_Party_520
src_University_1963,src_Scandal_72
src_National-Symbol_3989,src_Author_3940
src_Person-Role_846,src_Artefact_2215
src_Composer_4118,src_Philosopher_2500
src_Religious-Community_329,src_King_4858
src_Social-Group_2745,src_Artefact_1696
src_Religious-Organisation_2932,src_Period-in-Office_2314
src_Book_1153,src_Country_2208
src_Period-in-Office_1900,src_Foreign-Minister_320
src_Ideology_4385,src_Clothing_3239
src_Intellectual-Construct_245,src_Religious-Community_2609
src_Vehicle_3968,src_Individual_3170
src_National-Symbol_1694,src_Educational-Organisation_2504
src_Musician_1053,src_Abbey_2064
src_Social-Group_1120,src_Dramaturge_4889
src_Minister_1618,src_Head-of-Government_2808
src_Liturgical-Object_319,src_Queen_2649
src_Magnate_4140,src_Church_3983
src_Abbey_455,src_Treaty_3825
src_Economic-Process_2177,src_Religious-Symbol_2266
src_Conductor_2943,src_Inventor_2954
src_Vehicle_3088,src_Illness_4390
src_Trades-Union_1425,src_Educational-Organisation_1120
src_Discoverer_2948,src_Trade-Association_332
src_Location_1759,src_Political-Organisation_1913
src_Trade-Association_417,src_Creator_1528
src_Trades-Union_3543,src_Secular-Movement_4021
src_Cathedral_1197,src_Political-Region_311
src_Disaster_2712,src_Creator_4077
src_National-Symbol_695,src_Cathedral_3550
src_Country_3962,src_Sculptor_2085
src_Social-Group_2731,src_Illness_4176
src_Theologian_4826,src_Legislation_3091
src_Sultan_172,src_Party_2166
src_Secular-Movement_4059,src_Party_4008
src_National-Symbol_808,src_Settlement_4533
src_Trades-Union_5,src_Trades-Unionist_4011
src_Crime_1727,src_Psychologist_2198
src_Trades-Union_697,src_Military-Person_627
src_Crime_3836,src_Ecclesiarch_439
src_Head-of-Government_3594,src_Category_3012
src_Geographical-Region_1274,src_Structure_900
src_Ecclesiarch_1309,src_Time-Dependent_3965
src_Painting_4687,src_King_3730
src_Ethnic-Group_393,src_Political-Region_2570
src_Religious-Ideology_2212,src_Crime_304
src_Secular-Leader_4424,src_Religious-Practice_4566
src_Environment_570,src_Architect_4558
src_Period_1355,src_Fictional-Event_1006
src_Piece-of-Music_4821,src_Stereotype-Group_4503
src_Political-Region_3210,src_Philanthropist_4482
src_Ecclesiarch_3093,src_Engineer_2984
src_Emperor_1537,src_Religious-Movement_4373
src_Religious-Organisation_3744,src_Food_2248
src_Conceptual-Object_4291,src_Military-Unit_1090
src_Fictional-Event_2409,src_Functionary_4984
src_Party_3779,src_Train_1270
src_Economic-Symbol_4420,src_Election_1266
src_Conductor_413,src_Military-Organisation_1171
src_Fictional-Event_3910,src_Secular-Movement_3716
src_Person-Role_2553,src_Secular-Movement_4064
src_Professor_4281,src_Armament_3275
src_Trades-Unionist_1160,src_Religious-Symbol_3339
src_Religious-Organisation_2397,src_Theologian_3642
src_Election_3588,src_Foreign-Minister_1457
src_Architect_704,src_Psychologist_3330
src_Scientist_4172,src_Trades-Union_4554
src_Creator_4807,src_Trades-Union_3177
src_Non-Military-Conflict_2165,src_Movement_2728
src_Ideology_1322,src_Political-Region_1325
src_Astronaut_1257,src_Economist_2766
src_City_2579,src_Ethnic-Group_4448
src_Illness_1292,src_Intellectual-Construct_2434
src_Geographical-Region_1471,src_Water_2059
src_Artefact_3537,src_Publisher_293
src_Sculpture_635,src_Disease_4148
src_Abstract-Notion_3001,src_Political-Region_2455
src_Masonic-Lodge_1735,src_Abstract-Notion_4586
src_Sultan_2787,src_Trades-Unionist_3965
src_Art-Form_4230,src_Pollution_645
src_Battle_3501,src_Category_2925
src_Category_3412,src_Building_4641
src_Illness_481,src_Foreign-Minister_3326
src_Leader_470,src_Person_1913
src_Battle_4264,src_Religious-Community_1987
src_Abstract-Notion_2213,src_Location-Part-Relation_773
src_Water_4610,src_Professor_4062
src_Leader_3642,src_Social-Group_2630
src_Field-of-Knowledge_4059,src_Political-Symbol_1798
src_Masonic-Lodge_4451,src_League_4143
src_Queen_3408,src_Writing_2355
src_Newspaper_4076,src_Trades-Unionist_4139
src_Actor_1903,src_Disaster_4150
src_Functionary_2183,src_Village_3483
src_Politician_4506,src_Armament_1860
src_Leader_2300,src_Governmental-Organisation_2295
src_Object_3172,src_City_106
src_Illness_3632,src_Role_385
src_Vehicle_4937,src_Geographical-Feature_3239
src_Treaty_714,src_Animal_2503
src_Economic-Symbol_1618,src_Minister_1262
src_Train_1945,src_Actor_2976
src_Relic_2878,src_Art-Form_2771
src_Scandal_2199,src_Water_971
src_Religious-Movement_4874,src_Clothing_2123
src_Pastime_2016,src_War_2917
src_Train_786,src_Ship_2326
src_Astronaut_2779,src_Badge_4641
src_Economic-Organisation_2197,src_Writing_4086
src_Leader_967,src_Trades-Unionist_919
src_Vehicle_2804,src_Pamphlet_3639
src_Architect_1375,src_Meeting_3079
src_Food_1562,src_Inventor_2215
src_International-Organisation_3422,src_Astronaut_2509
src_Trades-Unionist_2101,src_Social-Group_3165
src_Treaty_4619,src_Population-Movement_1365
src_Election_747,src_Dancer_3755
src_Person_54,src_Professor_2677
src_Film-Maker_3094,src_Clerical-Leader_2805
src_Population-Movement_520,src_National-Symbol_135
src_Fictional-Person_4568,src_Political-Symbol_976
src_Dramaturge_1183,src_Journal_3406
src_National-Symbol_1063,src_Artistic-Movement_438
src_Artist_1999,src_Journal_1910
src_Train_3665,src_Time-Dependent_895
src_Business-Leader_969,src_Settlement_1798
src_Economic-Organisation_257,src_Non-Military-Conflict_1951
src_Religious-Community_751,src_University_2758
src_Location-Part-Relation_440,src_Dynasty_444
src_Technical-Scientific-Advance_2445,src_Settlement_4907
src_Economic-Organisation_1291,src_Entertainer_1471
