src_Geographer_2202,src_FuzzyTemporalInterval_2317
src_Village_4263,src_Criminal_1057
src_Geographical-Region_847,src_Economic-Organisation_4771
src_Educational-Organisation_2755,src_Physician_4554
src_Abstract-Notion_2085,src_Disaster_2343
src_Artist_1710,src_Scientist_4128
src_Party_2527,src_Ideology_2881
src_Category_2214,src_Election_4417
src_Trade-Association_4469,src_Treaty_772
src_City_4997,src_International-Organisation_370
src_Minister_3624,src_Economic-Symbol_2251
src_Film-Maker_1827,src_Abbey_197
src_Masonic-Lodge_4442,src_Disease_1980
src_Movement_2149,src_Publisher_3172
src_Queen_3600,src_Military-Organisation_1982
src_Treaty_3137,src_Battle_4581
src_Armament_922,src_Disaster_2396
src_Dramaturge_2839,src_Educational-Organisation_3093
src_Geographical-Region_4769,src_Ship_624
src_Head-of-State_145,src_Abbey_4647
src_Location-Part-Relation_2368,src_Psychologist_3779
src_Politician_2091,src_Prince_1228
src_Conductor_2932,src_Intellectual-Construct_4889
src_Cleric_3899,src_Battle_2282
src_Military-Organisation_4,src_Intellectual-Construct_2671
src_Diplomat_865,src_Life-Event_3192
src_Trades-Unionist_4880,src_Period_1879
src_Clothing_3136,src_Country_597
src_Village_45,src_Sportsman_3520
src_Religious-Symbol_4779,src_TemporalInterval_1086
src_Artistic-Movement_2950,src_Business-Leader_4712
src_Church_3344,src_Head-of-State_46
src_King_1396,src_Location_35
src_Population-Movement_4608,src_Religious-Organisation_4309
src_Geographical-Region_2871,src_Foreign-Minister_819
src_Scientific-Instrument_1876,src_Field-of-Knowledge_475
src_Artistic-Style_4299,src_Geographical-Discovery_3111
src_Philosopher_305,src_Philosopher_1635
src_Journal_3420,src_Scientist_3382
src_War_3180,src_Queen_1667
src_Economic-Process_97,src_Creator_3595
src_Settlement_887,src_Vehicle_208
src_Location_804,src_Educational-Organisation_136
src_Building_1434,src_Jurist_300
src_Minister_2287,src_Religious-Order_3028
src_Scandal_1857,src_Entertainer_4498
src_Art-Form_3392,src_Artistic-Style_2767
src_Prince_1876,src_Dancer_3381
src_Role_2189,src_Role_2203
src_Pollution_1522,src_Pastime_4582
src_Dynasty_177,src_Religious-Practice_4306
src_Language_1716,src_Author_4245
src_Social-Group_5,src_Flavour_580
src_Dancer_1280,src_Queen_1053
src_Meeting_4191,src_Cultural-Organisation_519
src_King_1971,src_Building_4226
src_Engineer_885,src_TemporalInterval_4599
src_Politician_2013,src_Person_4755
src_League_3946,src_King_4798
src_King_2520,src_Liturgical-Object_1978
src_Meeting_1312,src_Queen_690
src_Armament_4289,src_Economic-Process_4280
src_Military-Organisation_380,src_Religious-Practice_1387
src_FuzzyTemporalInterval_2501,src_Representative-Institution_1036
src_Economic-Process_1821,src_Head-of-State_2707
src_Conceptual-Object_3341,src_Uprising_291
src_Measurable-Trend_2717,src_Structure_3694
src_Inventor_2970,src_Religious-Ideology_638
src_Political-Region_4957,src_Military-Unit_1154
src_Religious-Movement_3240,src_Religious-Practice_3177
src_Sculpture_3653,src_Art-Form_3261
src_Secular-Ideology_4431,src_Idea_2639
src_Secular-Leader_1321,src_Entertainer_1948
src_Pollution_4805,src_VicodiOI_4145
src_Physician_3132,src_Piece-of-Music_1336
src_Educational-Organisation_3804,src_Party_2302
src_Diplomat_3593,src_Author_3120
src_Jurist_498,src_Physician_3866
src_Political-Region_924,src_Object_4915
src_Armament_2140,src_Time_856
src_Geographical-Feature_3917,src_Liturgical-Object_3348
src_Religious-Community_2025,src_National-Symbol_3313
src_Journalist_3556,src_Diplomat_1022
src_Scandal_2172,src_Economic-Process_3909
src_Pamphlet_1605,src_Object_4688
src_Military-Unit_706,src_Head-of-Government_583
src_Intra-State-Group_4126,src_Cathedral_80
src_Period_624,src_Illness_411
src_Political-Region_948,src_Symbol_2673
src_Ritual_2461,src_Discoverer_545
src_Sculptor_65,src_Location_3678
src_Commodity_750,src_Flavour_793
src_Person-Role_2776,src_Artist_1622
src_Prince_420,src_International-Organisation_117
src_Governmental-Organisation_1910,src_Life-Event_1200
src_Animal_1455,src_Trades-Union_4580
src_Leader_3547,src_Legislation_1758
src_Creator_686,src_Religious-Ideology_3379
src_Cleric_799,src_Newspaper_1339
src_Queen_4236,src_Fictional-Person_4964
src_Economist_2565,src_Vehicle_1055
src_Governmental-Organisation_1237,src_Work-of-Art_2064
src_Economic-Enterprise_218,src_Masonic-Lodge_1823
src_Armament_806,src_Clerical-Leader_3934
src_Religious-Organisation_4814,src_Sportsman_1047
src_Legislation_639,src_Politician_3308
src_Food_4553,src_Pastime_3306
src_Category_4772,src_Dynasty_3762
src_VicodiOI_2927,src_Location_1485
src_Conductor_4871,src_Minister_2948
src_Landmark_828,src_Military-Organisation_2442
src_FuzzyTemporalInterval_3120,src_Sultan_822
src_Military-Person_432,src_Sculpture_152
src_Geographical-Feature_341,src_Movement_1727
src_Uprising_3268,src_Political-Region_3949
src_Political-Symbol_1617,src_Intra-State-Group_4744
src_Political-Symbol_4187,src_Trade-Association_4830
src_Artistic-Movement_2552,src_Idea_340
src_Educational-Organisation_2705,src_Religious-Movement_2955
src_Individual_905,src_Entertainer_1408
src_Philanthropist_1719,src_Musician_4206
src_Time_3714,src_Structure_1673
src_Country_1052,src_Entertainer_3594
src_Criminal_567,src_Monastery_4042
src_Saint_253,src_Cultural-Organisation_3413
src_Saint_956,src_Clerical-Leader_309
src_Discoverer_2805,src_Illness_2360
src_Educational-Organisation_581,src_War_335
src_Professor_3461,src_Head-of-Government_4587
src_Stereotype-Group_4740,src_Artist_3390
src_Religious-Ideology_3861,src_Engineer_2811
src_Board_2635,src_Vehicle_2724
src_Location_760,src_Engineer_4950
src_Location-Part-Relation_157,src_Population-Movement_1219
src_Population-Movement_84,src_Abstract-Notion_3707
src_Armament_2689,src_Physician_1192
src_Fictional-Event_1895,src_Cultural-Organisation_2741
src_Ethnic-Group_4663,src_Professor_4865
src_Artistic-Style_1658,src_Abstract-Notion_2086
src_Work-of-Art_296,src_Emperor_3105
src_Cathedral_3169,src_Clothing_2350
src_Social-Group_3665,src_Pope_41
src_Environment_2617,src_Psychologist_3866
src_Functionary_3152,src_Movement_4878
src_Commodity_3417,src_Artistic-Movement_2831
src_Disease_2061,src_Secular-Leader_384
src_Author_1641,src_Functionary_1374
src_Other-Religious-Person_170,src_Landmark_3470
src_Non-Military-Conflict_3013,src_TemporalInterval_1223
src_Entertainer_1283,src_Field-of-Knowledge_836
src_Pope_4273,src_Art-Form_2329
src_Organisation_4310,src_Engineer_3494
src_Social-Group_2486,src_Natural-Object_1261
src_Psychologist_852,src_Object_676
src_Legislation_3124,src_Person-Role_2608
src_Category_565,src_Life-Event_854
src_Stereotype-Group_446,src_Dramaturge_4383
src_Religious-Community_4056,src_Piece-of-Music_3983
src_Cathedral_4496,src_Abbey_1170
src_Economic-Process_4304,src_Scientific-Instrument_4300
src_War_267,src_Clothing_3555
src_Foreign-Minister_3039,src_Criminal_4460
src_Representative-Institution_664,src_Time-Dependent_3038
src_City_2750,src_Party_3718
src_Composer_3192,src_Monastery_1752
src_Uprising_1634,src_Relic_2992
src_Scandal_1290,src_Economic-Organisation_3114
src_Event_4465,src_Philosopher_140
src_Disaster_3404,src_Artistic-Style_4453
src_Role_2098,src_Pamphlet_1442
src_Inventor_2080,src_Head-of-State_1117
src_Ritual_1144,src_Geographer_3090
src_Ethnic-Group_1201,src_Astronaut_96
src_Armament_4023,src_Conceptual-Object_3000
src_Military-Unit_19,src_Jurist_2510
src_Event_2229,src_National-Symbol_3585
src_Scientist_2181,src_Vehicle_3736
src_Trades-Union_298,src_Technical-Scientific-Advance_1714
src_Church-Reformer_658,src_Cathedral_1866
src_Artistic-Movement_4128,src_Physician_4006
src_Secular-Movement_931,src_International-Alliance_330
src_Scientist_3858,src_Abbey_510
src_Ethnic-Group_3238,src_Measurable-Trend_2241
src_Geographical-Region_296,src_Population-Movement_248
src_Period_3282,src_Ecclesiarch_4062
src_Secular-Leader_3282,src_Scientific-Instrument_394
src_Artistic-Movement_4824,src_Individual_2888
src_Person_4584,src_Geographical-Feature_3661
src_Event_2171,src_University_2891
src_Vehicle_1712,src_King_2916
src_Dramaturge_680,src_Party_4494
src_Military-Organisation_1311,src_Building_1756
src_Time-Dependent_2878,src_Religious-Leader_3853
src_Scientist_4662,src_Trade-Association_3924
src_Military-Unit_1319,src_Population-Movement_4875
src_Conceptual-Object_1598,src_Period-in-Office_3916
src_Secular-Leader_2317,src_Building_4741
src_Period_3820,src_Animal_4807
src_Political-Region_1341,src_Philosopher_3156
src_FuzzyTemporalInterval_3789,src_Dramaturge_3714
src_Piece-of-Music_3503,src_Minister_2592
src_Monastery_1930,src_Actor_2164
src_Writing_4771,src_Business-Leader_1943
src_Abbey_2293,src_Social-Group_1454
src_Social-Stratum_4940,src_Environment_4974
src_Stereotype-Group_1354,src_Country_418
src_Film-Maker_3017,src_Economic-Symbol_1660
src_Sculpture_2215,src_War_2102
src_Cultural-Agreement_2471,src_Geographical-Discovery_1579
src_Vehicle_4547,src_Badge_1736
src_Astronaut_759,src_Military-Organisation_920
src_Treaty_234,src_Trade-Association_3648
src_Social-Stratum_4470,src_Field-of-Knowledge_568
src_Monastery_894,src_Trades-Union_2314
src_Structure_3815,src_Church_995
src_Military-Organisation_1495,src_Badge_4123
src_Politician_978,src_Secular-Movement_1699
src_Business-Leader_4012,src_Queen_4609
src_Painting_417,src_Other-Religious-Leader_59
src_Diplomat_1391,src_Film-Maker_1134
src_Water_4213,src_Language_1689
src_Animal_3613,src_Dramaturge_3115
src_Monastery_3004,src_Head-of-Government_870
src_Theologian_1123,src_Actor_198
src_Public-Oration_4750,src_Dramaturge_2450
src_Conceptual-Object_3153,src_Pamphlet_2958
src_Train_2035,src_Political-Region_1162
src_Secular-Movement_194,src_Sportsman_4331
src_Church-Reformer_1438,src_Piece-of-Music_4028
src_Religious-Order_3362,src_League_337
src_Other-Religious-Leader_1132,src_Psychologist_2503
src_Religious-Organisation_1398,src_Physician_2699
src_Functionary_4005,src_Newspaper_2718
src_Train_231,src_Building_3841
src_Sultan_2858,src_Queen_323
src_Artistic-Style_4903,src_Diplomat_1140
src_Composer_4037,src_Queen_3797
src_Economic-Enterprise_4545,src_Structure_911
src_Journalist_1243,src_Work-of-Art_4868
src_Jurist_2061,src_Public-Oration_1365
src_Business-Leader_1740,src_Psychologist_4025
src_Organisation_1441,src_Cleric_4743
src_Time_4769,src_Trades-Unionist_3425
src_Sportsman_1432,src_Other-Religious-Leader_2765
src_Field-of-Knowledge_1413,src_Criminal_4361
src_FuzzyTemporalInterval_1879,src_Trade-Association_2594
src_Badge_309,src_Armament_920
src_Scientific-Instrument_1226,src_Queen_1690
src_Business-Leader_919,src_Geographical-Feature_4585
src_Language_811,src_City_1524
src_Political-Organisation_4630,src_Water_2016
src_Ethnic-Group_1787,src_Language_3417
src_Geographical-Region_1547,src_Religious-Order_4978
src_Management-Organisation_1414,src_Queen_2349
src_Physician_4053,src_Writing_4447
src_Discoverer_251,src_Functionary_515
src_Ritual_922,src_Religious-Ideology_2849
src_Ethnic-Group_385,src_Masonic-Lodge_51
src_Structure_4451,src_Organisation_3540
src_Scientific-Instrument_123,src_Musician_1261
src_FuzzyTemporalInterval_4987,src_Church_4022
src_Engineer_3452,src_University_1493
src_Flavour_2400,src_Sculpture_2318
src_Person_379,src_Secular-Ideology_1903
src_Country_3720,src_Journal_1190
src_Emperor_3208,src_Other-Religious-Person_4841
src_Pollution_813,src_Battle_3290
src_Other-Religious-Leader_2069,src_Saint_2829
src_Art-Form_4609,src_Dynasty_120
src_Sportsman_1181,src_Professor_3350
src_Ritual_3314,src_Cultural-Agreement_2471
src_Landmark_3967,src_Geographer_2376
src_Author_2551,src_Pamphlet_3266
src_Business-Leader_779,src_Social-Stratum_4898
src_National-Symbol_1288,src_Crime_3420
src_Psychologist_195,src_Astronaut_564
src_TemporalInterval_4601,src_Film-Maker_3307
src_League_2683,src_Artist_2667
src_Fictional-Event_3207,src_Jurist_424
src_Secular-Leader_1418,src_Environment_210
src_Minister_3961,src_Natural-Object_3819
src_Astronaut_3718,src_Geographer_3449
src_Legislation_4287,src_Author_576
src_Cultural-Organisation_1523,src_Meeting_3711
src_Sportsman_4142,src_Social-Stratum_3166
src_Religious-Leader_844,src_Person-Role_2137
src_Measurable-Trend_3442,src_Life-Event_2867
src_Measurable-Trend_2416,src_International-Alliance_4923
src_Public-Oration_1410,src_Organisation_1611
src_Religious-Leader_4070,src_Measurable-Trend_4347
src_Battle_1328,src_Head-of-Government_1393
src_Diplomat_640,src_Church-Reformer_2866
src_Location-Part-Relation_974,src_Movement_74
src_Scientific-Instrument_1212,src_Conceptual-Object_3252
src_Badge_705,src_Meeting_1134
src_Foreign-Minister_1925,src_Person-Role_4853
src_Governmental-Organisation_1840,src_Cultural-Organisation_1280
src_Piece-of-Music_126,src_Food_731
src_Cleric_3661,src_Scientist_3499
src_VicodiOI_4447,src_Newspaper_2872
src_Artistic-Style_882,src_City_4524
src_Religious-Movement_1405,src_International-Alliance_2095
src_Discoverer_1166,src_Political-Organisation_3236
src_Technical-Scientific-Advance_1302,src_Scientific-Instrument_76
src_Church-Reformer_957,src_Author_909
src_Relic_3578,src_Head-of-State_1990
src_Economic-Enterprise_4435,src_City_4394
src_Time_1571,src_Management-Organisation_1142
src_Politician_3969,src_Architect_2129
src_Armament_3485,src_Leader_1359
src_Military-Person_4869,src_Measurable-Trend_2402
src_Inventor_2414,src_Church-Reformer_2877
src_Settlement_3919,src_Period-in-Office_2286
src_Uprising_670,src_Functionary_280
src_Cultural-Organisation_4406,src_Individual_2994
src_Ideology_2464,src_Landmark_1208
src_University_2238,src_Economic-Organisation_332
src_FuzzyTemporalInterval_2327,src_Work-of-Art_1224
src_Governmental-Organisation_3508,src_Political-Symbol_1610
src_Environment_4705,src_Sportsman_1252
src_Piece-of-Music_543,src_Party_4592
src_Art-Form_1623,src_Professor_4117
src_Painting_4937,src_Journal_1072
src_Public-Oration_4298,src_Person-Role_753
src_Event_3964,src_Diplomat_3240
src_Physician_2087,src_Vehicle_237
src_Battle_1525,src_Philanthropist_34
src_Organisation_2308,src_Measurable-Trend_4565
src_Religious-Order_1332,src_Other-Religious-Person_2933
src_Role_2576,src_Sportsman_3160
src_Party_905,src_Conceptual-Object_4398
src_Scandal_1414,src_Religious-Ideology_1230
src_Economic-Enterprise_3576,src_Prince_2092
src_Magnate_2730,src_Symbol_875
src_Ritual_2502,src_Artefact_4532
src_Other-Religious-Leader_3410,src_Saint_4939
src_Secular-Movement_3145,src_Badge_3555
src_Commodity_397,src_Time-Dependent_1550
src_Board_4130,src_Field-of-Knowledge_4858
src_Sculptor_4215,src_Event_4251
src_Religious-Leader_1830,src_Church-Reformer_185
src_Pope_3571,src_Piece-of-Music_1046
src_Pollution_2513,src_Period_3998
src_Emperor_487,src_Functionary_4043
src_Flavour_3793,src_Inventor_372
src_Sultan_3251,src_Vehicle_1082
src_Masonic-Lodge_3472,src_Language_3207
src_Physician_1449,src_Church_4563
src_Measurable-Trend_146,src_Diplomat_3172
src_Head-of-Government_1734,src_Business-Leader_2569
src_Language_3642,src_Religious-Practice_2403
src_Writing_3199,src_Emperor_1425
src_Vehicle_4001,src_Field-of-Knowledge_3462
src_Environment_381,src_Dynasty_3753
src_Object_1399,src_Flavour_1193
src_Cultural-Organisation_1753,src_TemporalInterval_2507
src_International-Alliance_3479,src_Geographical-Region_1394
src_Economic-Symbol_2367,src_Election_1009
src_Artistic-Movement_1895,src_Idea_1047
src_Economic-Organisation_1335,src_League_536
src_Discoverer_573,src_Commodity_2116
src_National-Symbol_231,src_Emperor_3735
src_Economist_3570,src_Sculpture_3228
src_Sportsman_1281,src_Other-Religious-Person_2647
src_Event_1946,src_Military-Organisation_2157
src_Geographical-Discovery_2011,src_Church_2074
src_Pollution_1074,src_Social-Group_3975
src_Social-Group_826,src_VicodiOI_1845
src_Economic-Organisation_1520,src_Sportsman_387
src_Geographical-Feature_2093,src_Artistic-Style_2903
src_VicodiOI_3543,src_Dancer_3237
src_Social-Group_3439,src_Head-of-Government_3642
src_Religious-Organisation_3967,src_Measurable-Trend_4475
src_Religious-Ideology_3853,src_Engineer_719
src_Ritual_656,src_Geographical-Region_957
src_Head-of-State_2108,src_Masonic-Lodge_803
src_Head-of-State_920,src_Queen_3421
src_Geographical-Region_3260,src_Secular-Movement_4726
src_Religious-Community_2247,src_Management-Organisation_1462
src_Discoverer_511,src_Cleric_2945
src_Creator_178,src_Geographical-Feature_223
src_Sculpture_3713,src_Prince_2229
src_Technical-Scientific-Advance_4629,src_Pollution_3927
src_Foreign-Minister_3721,src_Vehicle_3440
src_Settlement_4503,src_Diplomat_4120
src_Technical-Scientific-Advance_2815,src_Religious-Organisation_4000
src_League_4073,src_Artistic-Style_3749
src_Train_1979,src_Symbol_2327
src_Emperor_623,src_Management-Organisation_1277
src_Uprising_212,src_Economist_3295
src_Person_3789,src_Election_4216
src_Time-Dependent_3918,src_Ecclesiarch_1270
src_Pamphlet_1738,src_Political-Organisation_582
src_Liturgical-Object_2410,src_University_4257
src_Treaty_2592,src_Prince_3485
src_Secular-Leader_1105,src_Fictional-Person_937
src_Role_825,src_Head-of-State_4018
src_International-Alliance_1201,src_Village_611
src_Abstract-Notion_1427,src_Natural-Object_4188
src_Vehicle_4142,src_Location-Part-Relation_721
src_Ethnic-Group_1757,src_Stereotype-Group_1045
src_Technical-Scientific-Advance_1385,src_Clerical-Leader_1172
src_Fictional-Person_2071,src_Clerical-Leader_738
src_Piece-of-Music_3189,src_Artistic-Style_3243
src_Dramaturge_3973,src_Pope_3048
src_Political-Symbol_1140,src_Criminal_2978
src_Composer_1404,src_Ethnic-Group_1439
src_Artist_2813,src_International-Alliance_3230
src_Church_1307,src_Flavour_1088
src_TemporalInterval_4281,src_Economic-Process_2421
src_Professor_2691,src_Journal_152
src_Artistic-Movement_2089,src_Religious-Community_1801
src_Badge_3743,src_Social-Group_805
src_Painter_2441,src_Location-Part-Relation_531
src_Field-of-Knowledge_2444,src_Church_629
src_Ship_4760,src_Election_257
src_Head-of-State_202,src_Other-Religious-Person_3331
src_Cathedral_1341,src_Journal_4074
src_Scandal_600,src_Cultural-Agreement_2516
src_Prince_3843,src_Non-Military-Conflict_854
src_Monastery_4587,src_Other-Religious-Leader_4211
src_Idea_3293,src_Cultural-Agreement_3816
src_Natural-Object_3463,src_Measurable-Trend_3290
src_FuzzyTemporalInterval_3938,src_Legislation_2213
src_Magnate_4196,src_Geographical-Feature_3331
src_Criminal_1001,src_Ritual_3709
src_Abbey_858,src_Intra-State-Group_216
src_Relic_2310,src_Individual_2871
src_Psychologist_4956,src_Scandal_2632
src_Actor_267,src_International-Alliance_526
src_Relic_937,src_Discoverer_267
src_Category_575,src_Saint_1368
src_Conductor_1717,src_Head-of-Government_922
src_Painter_2130,src_Pollution_202
src_Leader_3740,src_Geographical-Feature_2058
src_Piece-of-Music_4494,src_Non-Military-Conflict_95
src_Religious-Practice_288,src_Discoverer_2463
src_Environment_4295,src_Commodity_1968
src_Water_1893,src_Publisher_371
src_Field-of-Knowledge_1603,src_Movement_2307
src_Crime_1267,src_Political-Region_3046
src_Geographer_4195,src_Ethnic-Group_1591
src_Relic_3115,src_Disaster_2093
src_Individual_1544,src_Meeting_4851
src_Entertainer_4329,src_Building_3837
src_Pamphlet_894,src_Military-Organisation_3124
src_TemporalInterval_2184,src_Secular-Ideology_3430
src_Scientist_4035,src_Board_29
src_Journal_4017,src_Engineer_3906
src_Person-Role_4888,src_Religious-Leader_1766
src_Other-Religious-Leader_4531,src_Relic_3757
src_International-Alliance_3199,src_Artist_4863
src_FuzzyTemporalInterval_2523,src_Creator_4908
src_Water_1179,src_Illness_1627
src_League_2550,src_Meeting_4552
src_Religious-Movement_1754,src_Jurist_992
src_Religious-Ideology_194,src_Election_2554
src_League_3918,src_Person_3083
src_Emperor_2544,src_University_1950
src_University_2791,src_Composer_4750
src_Language_1036,src_Leader_3794
src_Period-in-Office_4706,src_Movement_3860
src_Psychologist_2795,src_Scientist_2781
src_Other-Religious-Leader_3773,src_Military-Organisation_2745
src_Geographical-Discovery_2963,src_Legislation_1330
src_Head-of-State_71,src_Political-Symbol_4692
src_Ecclesiarch_182,src_Pastime_3788
src_Clerical-Leader_2044,src_Flavour_933
src_Painter_942,src_Dramaturge_793
src_Economic-Organisation_4455,src_Conceptual-Object_3201
src_Election_3218,src_Dramaturge_1505
src_Military-Person_1974,src_War_4755
src_Architect_3511,src_Pastime_1854
src_Cultural-Agreement_2689,src_Building_163
src_Work-of-Art_3056,src_Landmark_1763
src_Economic-Process_1963,src_Scientist_4320
src_Astronaut_4951,src_Individual_4895
src_Liturgical-Object_655,src_Astronaut_2687
src_Trial_512,src_Individual_4073
src_Person_4251,src_Meeting_1331
src_Artistic-Movement_4324,src_Secular-Ideology_4043
src_Military-Organisation_1408,src_Work-of-Art_2860
src_Piece-of-Music_2779,src_Category_1392
src_Conceptual-Object_2167,src_War_331
src_Fictional-Person_3344,src_Politician_4471
src_Vehicle_1085,src_Economist_649
src_Natural-Object_4689,src_Fictional-Person_4808
src_Prince_775,src_Sportsman_3989
src_Scientist_4196,src_Disease_1859
src_Sculptor_1662,src_Religious-Organisation_612
src_Creator_155,src_Ideology_4230
src_Organisation_1188,src_Time-Dependent-Relation_1705
src_Clothing_4752,src_Composer_773
src_Movement_3461,src_Artist_4940
src_Book_753,src_Object_233
src_Food_4031,src_TemporalInterval_3204
src_Sculpture_1972,src_Economic-Enterprise_4796
src_Stereotype-Group_761,src_War_2583
src_Pollution_1732,src_Political-Region_3769
src_Conductor_4399,src_Work-of-Art_4718
src_Vehicle_1138,src_City_2790
src_FuzzyTemporalInterval_3483,src_Musician_4196
src_War_588,src_League_2586
src_Party_4021,src_Dramaturge_2725
src_League_4192,src_Battle_3257
src_Author_1476,src_Location_1801
src_Emperor_2481,src_Village_4533
src_Location_4787,src_Location_4816
src_Religious-Symbol_2081,src_Scandal_1916
src_Geographer_4836,src_Sculptor_4037
src_Minister_4589,src_Religious-Order_295
src_Abstract-Notion_4127,src_Theologian_4748
src_Conductor_1052,src_Movement_3446
src_Village_796,src_Geographer_1773
src_Church_3599,src_Non-Military-Conflict_4590
src_Professor_4348,src_Military-Person_1185
src_Non-Military-Conflict_2058,src_Stereotype-Group_3805
src_FuzzyTemporalInterval_2147,src_War_4898
src_Writing_273,src_Non-Military-Conflict_2506
src_Creator_912,src_Object_1172
src_Religious-Practice_1276,src_Abbey_1567
src_Natural-Object_1195,src_Saint_2408
src_Psychologist_210,src_Trades-Unionist_3840
src_Professor_3046,src_Time_3453
src_Intra-State-Group_1473,src_Functionary_4492
src_Minister_4677,src_Dramaturge_4263
src_City_2108,src_Technical-Scientific-Advance_2064
src_Discoverer_3509,src_Period-in-Office_722
src_Intra-State-Group_3003,src_Non-Military-Conflict_1584
src_Conductor_3423,src_Ideology_838
src_Technical-Scientific-Advance_4062,src_Diplomat_1256
src_Non-Military-Conflict_1094,src_Period_1922
src_Ecclesiarch_1098,src_Pollution_180
src_Crime_4596,src_Economist_1066
src_Journal_898,src_Publisher_2942
src_Criminal_1009,src_Author_4570
src_League_2238,src_Inventor_3238
src_Conceptual-Object_1804,src_Structure_3434
src_Symbol_4367,src_Village_4249
src_Role_2319,src_Language_3562
src_Religious-Practice_1744,src_Conductor_1308
src_Journalist_590,src_Management-Organisation_1245
src_Head-of-Government_2222,src_Idea_3823
src_Newspaper_3744,src_Social-Group_4455
src_Artist_961,src_Sportsman_1324
src_War_3348,src_Geographical-Feature_4081
src_Philanthropist_928,src_Church-Reformer_638
src_Head-of-Government_4629,src_Minister_2777
src_Object_456,src_Artistic-Style_2429
src_Intra-State-Group_3878,src_Social-Stratum_68
src_Fictional-Person_4429,src_Food_1143
src_Relic_2854,src_Management-Organisation_3494
src_Actor_95,src_Country_4822
src_Structure_1149,src_Military-Person_3638
src_Time-Dependent_2990,src_International-Organisation_4101
src_Piece-of-Music_4677,src_Intellectual-Construct_3061
src_Trades-Unionist_4638,src_Abbey_3812
src_Theologian_4025,src_Vehicle_4669
src_Other-Religious-Person_147,src_Badge_170
src_Pope_1448,src_Category_4483
src_Movement_1606,src_Country_2696
src_Artistic-Movement_1170,src_Psychologist_4718
src_Philanthropist_2925,src_Political-Organisation_3570
src_Crime_2321,src_Battle_3408
src_Governmental-Organisation_2294,src_Head-of-State_486
src_Sultan_4874,src_Creator_1986
src_Fictional-Event_1532,src_Event_412
src_Philanthropist_4177,src_Diplomat_2241
src_Painter_40,src_Pollution_894
src_Jurist_4672,src_Trade-Association_4541
src_FuzzyTemporalInterval_385,src_Criminal_4759
src_Church-Reformer_1183,src_Conductor_4686
src_Time-Dependent-Relation_3851,src_Educational-Organisation_4062
src_Representative-Institution_1621,src_Object_2871
src_Treaty_796,src_Philanthropist_4193
src_Prince_4221,src_Movement_3453
src_Painter_2386,src_Abstract-Notion_4260
src_Village_4977,src_Uprising_2159
src_War_4534,src_Masonic-Lodge_649
src_Representative-Institution_3051,src_Conceptual-Object_765
src_Settlement_4155,src_Inventor_3775
src_Pollution_4086,src_Other-Religious-Leader_3770
src_Commodity_1766,src_Journal_3614
src_TemporalInterval_1929,src_Musician_2307
src_Period-in-Office_1711,src_Uprising_3702
src_Actor_3931,src_TemporalInterval_519
src_Masonic-Lodge_2815,src_Cathedral_1389
src_Location_3375,src_Educational-Organisation_1351
src_Military-Unit_3744,src_Armament_4360
src_Disease_458,src_Pastime_1037
src_Economic-Organisation_3079,src_Conceptual-Object_4198
src_Painting_1272,src_Educational-Organisation_3758
src_Trade-Association_3837,src_Politician_2329
src_Non-Military-Conflict_809,src_Foreign-Minister_3434
src_Actor_1193,src_Cultural-Agreement_4910
src_Pastime_4681,src_Ecclesiarch_664
src_Pastime_4895,src_Actor_18
src_Armament_2771,src_Pope_540
src_Functionary_3347,src_Symbol_3532
src_Environment_3366,src_Minister_3003
src_Artefact_494,src_Social-Stratum_1024
src_Religious-Practice_1048,src_Governmental-Organisation_2387
src_Art-Form_2408,src_Discoverer_616
src_Event_4301,src_Pastime_397
src_Emperor_4243,src_Book_1050
src_Measurable-Trend_696,src_Board_309
src_Scientist_4718,src_Sculpture_2694
src_Board_4823,src_Psychologist_3798
src_Train_3631,src_Movement_3807
src_Organisation_3779,src_Battle_1359
src_Jurist_2183,src_Meeting_2559
src_Animal_1373,src_Military-Organisation_802
src_Sculpture_4634,src_Organisation_1709
src_Film-Maker_4090,src_Leader_3458
src_Time_2060,src_Village_88
src_Person-Role_1560,src_Time-Dependent-Relation_2706
src_Commodity_3500,src_Religious-Leader_2226
src_Public-Oration_406,src_Artistic-Movement_1082
src_Entertainer_492,src_Cleric_431
src_Artistic-Style_3583,src_Badge_251
src_Psychologist_4086,src_Monastery_573
src_Animal_1831,src_Religious-Movement_1463
src_Political-Region_128,src_Election_1308
src_Scientist_3916,src_Musician_844
src_Fictional-Person_2481,src_Representative-Institution_4533
src_Secular-Leader_765,src_Dramaturge_903
src_Publisher_3193,src_Time_2061
src_Natural-Object_46,src_Actor_1443
src_Economic-Enterprise_3452,src_Economist_1752
src_Social-Stratum_2930,src_Engineer_3249
src_Fictional-Person_7,src_Time-Dependent_1167
src_Philanthropist_2767,src_Work-of-Art_887
src_Organisation_4041,src_Train_2949
src_Conductor_1677,src_Liturgical-Object_2252
src_Scientific-Instrument_1027,src_Sultan_1427
src_Political-Organisation_1638,src_Publisher_4327
src_Governmental-Organisation_4432,src_Scandal_1841
src_Trades-Unionist_271,src_Vehicle_3548
src_Intra-State-Group_2053,src_Pope_1590
src_Educational-Organisation_3581,src_Masonic-Lodge_3184
src_Political-Region_3249,src_Ship_300
src_Cultural-Organisation_3897,src_Language_650
