src_Engineer_298,src_Language_4326
src_Entertainer_4581,src_Period_558
src_Individual_2131,src_Pope_1563
src_Location-Part-Relation_4587,src_Work-of-Art_3606
src_Pope_738,src_Conceptual-Object_788
src_Book_3199,src_Creator_271
src_Event_2322,src_Actor_3210
src_Structure_668,src_City_2210
src_Conductor_2946,src_Sultan_3321
src_Art-Form_1315,src_Politician_2775
src_Journalist_3305,src_Intra-State-Group_3855
src_TemporalInterval_4476,src_Uprising_2827
src_Uprising_2065,src_Sculptor_3149
src_Dynasty_1706,src_International-Organisation_364
src_Prince_232,src_Jurist_3831
src_Abstract-Notion_3267,src_Individual_1217
src_Pope_4442,src_Movement_3073
src_Ideology_3253,src_Writing_1420
src_Politician_2311,src_Individual_3817
src_League_1386,src_Public-Oration_377
src_Monastery_1411,src_Physician_2434
src_Cathedral_4220,src_Ecclesiarch_3222
src_Secular-Ideology_1256,src_Economic-Enterprise_1796
src_Work-of-Art_3569,src_Pamphlet_4619
src_Sportsman_1493,src_Trade-Association_2478
src_Train_3191,src_Conceptual-Object_4193
src_Newspaper_1306,src_Board_4015
src_Landmark_2592,src_Religious-Movement_3669
src_Food_2137,src_Religious-Community_1262
src_Emperor_3831,src_Pope_1763
src_Artistic-Movement_950,src_Village_1839
src_Clerical-Leader_3017,src_Legislation_2812
src_Painting_1183,src_Abbey_4030
src_Other-Religious-Leader_4733,src_Political-Organisation_618
src_Economic-Organisation_3421,src_Non-Military-Conflict_2035
src_Ideology_1932,src_Ecclesiarch_2761
src_Minister_4385,src_Cultural-Agreement_653
src_Uprising_1785,src_Magnate_3366
src_Scandal_3447,src_Functionary_1641
src_Political-Symbol_4328,src_Journal_713
src_Fictional-Event_541,src_Time_2739
src_Secular-Leader_1555,src_Musician_1044
src_Governmental-Organisation_4852,src_Fictional-Event_433
src_Theologian_3672,src_Trades-Union_2179
src_Theologian_270,src_Political-Organisation_701
src_Sportsman_1987,src_Psychologist_4075
src_Category_3158,src_Other-Religious-Person_2057
src_Badge_2930,src_Sportsman_2405
src_Disease_4082,src_Flavour_3898
src_Newspaper_988,src_Conceptual-Object_82
src_Individual_2988,src_Psychologist_4502
src_Disease_1161,src_Period-in-Office_3781
src_Religious-Organisation_2876,src_Pamphlet_3640
src_Head-of-Government_3588,src_Ritual_4910
src_Piece-of-Music_1263,src_Object_1313
src_Cleric_2331,src_Scientist_2883
src_Economic-Organisation_651,src_Object_2110
src_Publisher_101,src_Magnate_2663
src_Religious-Leader_4824,src_Meeting_2366
src_Religious-Order_2890,src_Fictional-Event_4661
src_Water_3288,src_Discoverer_3827
src_Religious-Symbol_4663,src_Economic-Organisation_1707
src_Period-in-Office_975,src_Politician_4502
src_Cultural-Organisation_519,src_Trade-Association_2369
src_Village_1379,src_Artistic-Style_3828
src_Person-Role_4210,src_Commodity_2649
src_Conceptual-Object_2364,src_Technical-Scientific-Advance_2085
src_Cathedral_2929,src_Church-Reformer_1094
src_Legislation_3988,src_Professor_1057
src_Village_4655,src_Measurable-Trend_2479
src_Village_2584,src_Category_171
src_Building_4753,src_Meeting_3659
src_Environment_3294,src_Scandal_4272
src_Legislation_3295,src_League_4459
src_Physician_476,src_Sportsman_958
src_Trades-Unionist_2416,src_Political-Region_2925
src_Person_1783,src_Board_1479
src_Head-of-State_2521,src_Church_3837
src_Military-Person_2824,src_Engineer_1789
src_Social-Group_3462,src_Trade-Association_1227
src_Category_1344,src_Actor_2853
src_Geographer_2327,src_Economic-Symbol_4145
src_Period_1733,src_Cathedral_3726
src_Piece-of-Music_300,src_Ideology_4132
src_Board_4786,src_Scientific-Instrument_1161
src_FuzzyTemporalInterval_2809,src_Theologian_4400
src_Religious-Order_235,src_Treaty_2792
src_Criminal_1810,src_Organisation_542
src_Author_533,src_Governmental-Organisation_2984
src_Astronaut_4911,src_War_1192
src_Symbol_2482,src_Location_673
src_Ship_2561,src_Conceptual-Object_57
src_Scandal_3403,src_Board_2658
src_Governmental-Organisation_4203,src_Economic-Organisation_918
src_Economic-Symbol_1323,src_Economic-Organisation_431
src_Ideology_2609,src_Educational-Organisation_1833
src_Uprising_2010,src_Vehicle_2685
src_Fictional-Person_2595,src_Clothing_698
src_Treaty_3071,src_Creator_4626
src_Structure_3379,src_Location_2694
src_Symbol_2797,src_Dancer_999
src_Painting_58,src_Geographer_554
src_Pope_2734,src_Food_3207
src_Sculptor_3734,src_Newspaper_543
src_Building_4674,src_Cultural-Organisation_927
src_Field-of-Knowledge_1679,src_Religious-Symbol_4405
src_Organisation_2417,src_Structure_2454
src_Crime_605,src_Landmark_4001
src_Conductor_164,src_Entertainer_372
src_Publisher_3699,src_Philanthropist_4817
src_Armament_2727,src_Educational-Organisation_4524
src_Environment_2111,src_Pastime_764
src_Geographer_330,src_Ecclesiarch_1131
src_Prince_3399,src_Fictional-Person_4396
src_Ship_1443,src_Theologian_3568
src_Pollution_2364,src_Minister_2269
src_Book_2556,src_Military-Person_1708
src_Secular-Leader_298,src_Field-of-Knowledge_3429
src_International-Organisation_1499,src_Magnate_2097
src_TemporalInterval_3790,src_Musician_3188
src_Scandal_2468,src_Board_4045
src_Population-Movement_2422,src_Other-Religious-Person_2531
src_Structure_737,src_Saint_629
src_Train_1068,src_Ideology_158
src_Religious-Practice_4098,src_Painting_3140
src_Scientist_1627,src_Ecclesiarch_2548
src_Measurable-Trend_3109,src_Politician_347
src_Time-Dependent_2896,src_Ecclesiarch_499
src_University_3190,src_Newspaper_72
src_Ecclesiarch_1553,src_Religious-Order_4726
src_Fictional-Event_1671,src_Scandal_1977
src_Physician_449,src_Board_3505
src_Period-in-Office_1993,src_Composer_3240
src_Religious-Ideology_1985,src_Military-Person_3736
src_Work-of-Art_3417,src_Crime_966
src_Structure_3016,src_Movement_4581
src_Book_1996,src_Intra-State-Group_4097
src_Meeting_692,src_Fictional-Event_145
src_Diplomat_3090,src_Head-of-Government_1952
src_Publisher_414,src_Idea_432
src_Criminal_4094,src_Geographical-Discovery_4835
src_Social-Stratum_2946,src_Location-Part-Relation_1471
src_Cultural-Organisation_2867,src_Life-Event_3637
src_Scientist_1516,src_Queen_2111
src_Artistic-Style_1640,src_Religious-Community_1644
src_Symbol_2283,src_Location-Part-Relation_2409
src_Management-Organisation_517,src_Functionary_1717
src_Dynasty_3569,src_Trades-Union_3945
src_Criminal_2147,src_Idea_2426
src_Period_4144,src_Period-in-Office_1404
src_Board_280,src_Religious-Movement_341
src_Astronaut_886,src_Vehicle_484
src_Secular-Leader_3288,src_Trades-Unionist_236
src_Cleric_737,src_Conductor_4896
src_Category_1060,src_Dancer_677
src_Publisher_1852,src_Geographer_1710
src_Cultural-Organisation_3366,src_King_2192
src_Settlement_4776,src_Artefact_2564
src_Artist_3787,src_Liturgical-Object_1826
src_Artistic-Style_1667,src_Structure_88
src_Artistic-Movement_4135,src_Trades-Unionist_3446
src_Theologian_1460,src_Other-Religious-Leader_364
src_Religious-Movement_3820,src_League_563
src_Newspaper_4307,src_Time-Dependent-Relation_1085
src_Economic-Symbol_3619,src_Work-of-Art_2235
src_University_325,src_Military-Unit_313
src_Ethnic-Group_480,src_Abbey_4295
src_Period_4166,src_Water_3007
src_Natural-Object_2033,src_Liturgical-Object_2437
src_Movement_198,src_Criminal_2232
src_Board_711,src_Other-Religious-Person_3076
src_Economic-Process_1452,src_Ritual_386
src_Trial_2180,src_Field-of-Knowledge_3237
src_Artist_3517,src_Actor_2840
src_Water_2667,src_Crime_1913
src_Building_397,src_Cathedral_4141
src_Fictional-Event_2587,src_Journal_2903
src_Secular-Movement_643,src_Magnate_1664
src_Illness_908,src_Cathedral_1292
src_Liturgical-Object_3881,src_Monastery_3231
src_Monastery_3927,src_Social-Stratum_2066
src_Language_2794,src_Abstract-Notion_1110
src_Location_1617,src_War_60
src_Physician_1698,src_Disease_1462
src_Monastery_1488,src_Artistic-Movement_4493
src_Non-Military-Conflict_1009,src_Monastery_2265
src_Symbol_1100,src_Dramaturge_694
src_Artefact_2480,src_Individual_1305
src_Armament_4439,src_Crime_2559
src_Philanthropist_2729,src_Entertainer_46
src_Time-Dependent_613,src_Entertainer_1699
src_Prince_2394,src_Intellectual-Construct_3151
src_Event_2436,src_Sultan_238
src_Event_3850,src_City_29
src_Religious-Practice_861,src_Natural-Object_3976
src_Governmental-Organisation_1515,src_Economist_4373
src_Foreign-Minister_376,src_Relic_2072
src_City_198,src_Fictional-Person_1828
src_Diplomat_2667,src_Religious-Movement_1667
src_Train_81,src_Board_3586
src_Party_4892,src_Non-Military-Conflict_2916
src_Secular-Ideology_2572,src_Settlement_913
src_Painting_49,src_Dramaturge_3979
src_TemporalInterval_4686,src_Sultan_4525
src_Armament_879,src_Animal_1977
src_Monastery_3428,src_Criminal_3660
src_Disaster_2136,src_Election_1775
src_Country_187,src_League_557
src_City_1466,src_City_4660
src_Population-Movement_3473,src_Newspaper_4602
src_War_95,src_Religious-Organisation_2838
src_Idea_951,src_VicodiOI_927
src_VicodiOI_4239,src_Vehicle_2981
src_King_745,src_Jurist_3466
src_Movement_3823,src_Trades-Unionist_853
src_Writing_2035,src_Artist_1451
src_King_2852,src_Jurist_4866
src_Emperor_4477,src_Journalist_891
src_Business-Leader_4488,src_Dynasty_2771
src_Head-of-Government_3168,src_Pollution_4734
src_International-Alliance_596,src_Badge_3985
src_Person_551,src_Conductor_2355
src_Head-of-Government_2212,src_Emperor_878
src_Commodity_254,src_Saint_1072
src_Political-Organisation_2518,src_Trades-Unionist_3625
src_Pope_2110,src_Religious-Movement_920
src_Prince_450,src_International-Alliance_374
src_Cathedral_4358,src_Secular-Leader_4383
src_Religious-Symbol_850,src_Time-Dependent-Relation_2648
src_Movement_3587,src_Intellectual-Movement_4193
src_Political-Organisation_4131,src_Religious-Practice_4409
src_Artefact_2560,src_Ecclesiarch_3976
src_Conceptual-Object_4754,src_Diplomat_2526
src_Life-Event_3798,src_Masonic-Lodge_485
src_International-Organisation_3048,src_Philosopher_4461
src_Person-Role_4485,src_Magnate_3476
src_Dynasty_4302,src_Time_1127
src_Religious-Practice_4256,src_Philanthropist_1826
src_Fictional-Person_729,src_Time_520
src_Crime_2885,src_Movement_1952
src_Life-Event_1014,src_Village_2732
src_Fictional-Event_2074,src_Natural-Object_3327
src_Building_3598,src_Intra-State-Group_498
src_Clothing_3905,src_Water_3914
src_Conceptual-Object_1563,src_Educational-Organisation_3650
src_Military-Person_4228,src_Intellectual-Movement_3641
src_Artefact_2753,src_Painting_4616
src_Dancer_65,src_Country_3314
src_Cleric_2557,src_Trades-Unionist_1504
src_Intellectual-Movement_2750,src_Disease_960
src_Management-Organisation_4169,src_Pamphlet_2249
src_Trades-Unionist_4637,src_Building_806
src_Pastime_3085,src_Economic-Symbol_4797
src_Political-Organisation_2681,src_Theologian_3130
src_Emperor_3791,src_Psychologist_3645
src_Criminal_2279,src_Secular-Ideology_180
src_Sculptor_2204,src_Geographical-Region_4518
src_Conceptual-Object_398,src_Conductor_1542
src_Other-Religious-Person_3660,src_Animal_3664
src_Public-Oration_1950,src_Commodity_1267
src_Scientist_4721,src_Individual_307
src_Political-Organisation_436,src_Religious-Practice_2041
src_Minister_592,src_Battle_178
src_Economic-Organisation_1108,src_Disaster_3777
src_Armament_918,src_Field-of-Knowledge_681
src_Religious-Ideology_1453,src_Artist_812
src_Ethnic-Group_3635,src_Economic-Process_4721
src_Economic-Organisation_1064,src_Language_2581
src_Water_2138,src_Other-Religious-Leader_4665
src_Ethnic-Group_3713,src_City_2339
src_Building_1214,src_Book_3252
src_Object_932,src_Population-Movement_3269
src_Geographical-Discovery_2271,src_Environment_1935
src_Scandal_3808,src_Social-Stratum_3422
src_Population-Movement_4786,src_Clothing_4952
src_Artistic-Movement_1335,src_Management-Organisation_4376
src_Settlement_1732,src_Diplomat_1210
src_Meeting_12,src_Meeting_2698
src_Period-in-Office_1616,src_Natural-Object_3070
src_Geographical-Feature_4299,src_Religious-Practice_3564
src_Geographer_4035,src_Management-Organisation_4193
src_Scandal_4307,src_Religious-Symbol_4048
src_Theologian_3150,src_Commodity_2147
src_Architect_4743,src_Train_696
src_Time_4988,src_War_3899
src_Trades-Union_4568,src_Religious-Symbol_2052
src_Physician_599,src_Cleric_3821
src_Train_3044,src_Field-of-Knowledge_4211
src_Population-Movement_1582,src_Economic-Enterprise_4502
src_Leader_2858,src_Cathedral_646
src_Religious-Symbol_4250,src_Scandal_3724
src_Religious-Organisation_507,src_Functionary_3130
src_Trades-Union_276,src_Settlement_4016
src_Ideology_2986,src_Dramaturge_4836
src_Philosopher_4961,src_Pamphlet_2653
src_Geographer_4564,src_TemporalInterval_3348
src_League_837,src_Inventor_400
src_Cathedral_1745,src_Musician_3972
src_Economic-Process_643,src_Disease_4775
src_Animal_4416,src_Conductor_4904
src_Intellectual-Movement_810,src_Scandal_1644
src_Cathedral_1742,src_Flavour_174
src_Village_2593,src_Water_3113
src_Emperor_3303,src_Trades-Union_3157
src_Religious-Leader_4795,src_Military-Unit_4020
src_Trial_1427,src_Religious-Practice_1951
src_Non-Military-Conflict_499,src_Clothing_1354
src_Legislation_4282,src_Prince_1984
src_Author_1794,src_Disease_4796
src_Clerical-Leader_272,src_Disease_62
src_FuzzyTemporalInterval_4835,src_Political-Region_2046
src_Musician_2929,src_Management-Organisation_2529
src_Uprising_949,src_Settlement_2989
src_Representative-Institution_725,src_Composer_178
src_Idea_2424,src_Astronaut_1902
src_Saint_2813,src_Philanthropist_413
src_Actor_3726,src_Pastime_4244
src_Period_115,src_Author_952
src_Sultan_2195,src_League_4064
src_King_1302,src_Musician_4604
src_Religious-Organisation_518,src_Philanthropist_2952
src_Political-Organisation_787,src_Pastime_1049
src_Clerical-Leader_3477,src_Entertainer_290
src_Other-Religious-Leader_4444,src_Time_379
src_Badge_3276,src_Cultural-Agreement_1007
src_Religious-Movement_517,src_Film-Maker_3929
src_Church-Reformer_3094,src_Country_2715
src_Cathedral_2201,src_Conceptual-Object_2754
src_Fictional-Event_754,src_Cultural-Organisation_3529
src_Disaster_4257,src_Emperor_2672
src_Building_2615,src_Creator_1448
src_Pastime_405,src_International-Organisation_2342
src_Artist_991,src_War_4546
src_Foreign-Minister_1616,src_Head-of-Government_1932
src_Artefact_847,src_Technical-Scientific-Advance_3818
src_Author_2551,src_Pollution_1431
src_Jurist_3237,src_Astronaut_1555
src_Economic-Symbol_1466,src_Abstract-Notion_1275
src_Trial_1800,src_Cultural-Organisation_4149
src_Publisher_1386,src_Object_3531
src_Inventor_227,src_Measurable-Trend_4017
src_Dancer_1393,src_Author_3276
src_Election_970,src_Ethnic-Group_369
src_Diplomat_1276,src_Foreign-Minister_3296
src_FuzzyTemporalInterval_243,src_Fictional-Event_339
src_Fictional-Event_475,src_Election_1230
src_Fictional-Event_4830,src_Time-Dependent_1797
src_Party_743,src_Time-Dependent_2444
src_Masonic-Lodge_2229,src_Newspaper_767
src_Uprising_3315,src_Disaster_3167
src_Religious-Ideology_3612,src_Pollution_1094
src_University_1076,src_Disaster_671
src_Religious-Practice_2513,src_Painting_3085
src_Clothing_1840,src_Cleric_3038
src_Military-Unit_309,src_Educational-Organisation_4947
src_Clerical-Leader_3418,src_Train_4135
src_Structure_3520,src_Relic_1601
src_TemporalInterval_4628,src_University_968
src_Religious-Symbol_2120,src_Trades-Unionist_27
src_Head-of-State_4002,src_Clothing_986
src_Geographer_1850,src_Time_4628
src_Scandal_3581,src_Period_4054
src_Minister_4375,src_Religious-Organisation_900
src_Public-Oration_101,src_Election_383
src_FuzzyTemporalInterval_4576,src_Conceptual-Object_451
src_Abbey_1158,src_Musician_3300
src_Population-Movement_3626,src_FuzzyTemporalInterval_2988
src_Armament_1844,src_TemporalInterval_2076
src_Theologian_787,src_Ethnic-Group_3157
src_VicodiOI_878,src_Ritual_2993
src_Economic-Enterprise_954,src_Artefact_2723
src_Author_3758,src_Religious-Movement_520
src_Location-Part-Relation_4050,src_Scientist_4592
src_Trial_1006,src_Diplomat_2357
src_Battle_3879,src_Educational-Organisation_87
src_Journalist_3012,src_Other-Religious-Person_529
src_Technical-Scientific-Advance_4118,src_Painting_4428
src_Economic-Organisation_4206,src_Military-Organisation_2997
src_Discoverer_3513,src_Journal_4942
src_Political-Region_982,src_Illness_926
src_Political-Symbol_4553,src_Ritual_1973
src_Idea_288,src_Publisher_4649
src_Professor_1921,src_Country_926
src_Pollution_3294,src_Other-Religious-Leader_3949
src_Religious-Order_3985,src_Artistic-Style_4076
src_Piece-of-Music_1258,src_Social-Stratum_3726
src_Queen_1640,src_Dramaturge_950
src_Prince_2604,src_Field-of-Knowledge_1933
src_Military-Unit_4657,src_Cultural-Agreement_2550
src_Uprising_335,src_Settlement_4954
src_Vehicle_3487,src_Artist_3270
src_Pollution_4056,src_Structure_4909
src_Ethnic-Group_4120,src_Ecclesiarch_2962
src_Inventor_414,src_Professor_4998
src_Psychologist_1836,src_Artistic-Movement_2914
src_Liturgical-Object_3179,src_Meeting_2458
src_Economic-Organisation_1382,src_Person-Role_2622
src_Artistic-Style_2896,src_Cultural-Agreement_1110
src_Fictional-Person_4642,src_Trades-Unionist_4282
src_Train_1596,src_Conceptual-Object_3003
src_Publisher_4805,src_Intellectual-Movement_3721
src_Religious-Organisation_2182,src_Category_4874
src_Geographical-Discovery_4880,src_Role_1628
src_Train_2838,src_Location_2575
src_Event_1197,src_Pastime_2234
src_Geographical-Region_4623,src_Religious-Order_2256
src_League_3871,src_Vehicle_2111
src_Ecclesiarch_3016,src_Foreign-Minister_1173
src_Geographical-Discovery_4838,src_Cultural-Organisation_3055
src_Artistic-Movement_3541,src_War_3591
src_Public-Oration_248,src_Meeting_1161
src_Location-Part-Relation_3570,src_Scientific-Instrument_4642
src_Physician_1633,src_Pamphlet_2870
src_Disaster_4024,src_Masonic-Lodge_1021
src_Ship_4691,src_Journal_4104
src_Intellectual-Construct_942,src_Election_2958
src_Relic_2310,src_Life-Event_3054
src_Pope_665,src_Non-Military-Conflict_4512
src_Ethnic-Group_4809,src_Other-Religious-Person_2516
src_Trades-Union_3795,src_Saint_4246
src_Entertainer_4398,src_King_509
src_Religious-Movement_3111,src_Religious-Order_1999
src_Religious-Organisation_1289,src_Social-Group_3075
src_Engineer_4354,src_Political-Region_1722
src_Professor_225,src_Film-Maker_3674
src_Author_1836,src_Social-Group_4993
src_Treaty_2622,src_Location_3426
src_Cultural-Agreement_2244,src_Church_3759
src_Military-Organisation_2473,src_Ecclesiarch_740
src_Legislation_4343,src_Stereotype-Group_1339
src_Philosopher_3886,src_Creator_1674
src_Uprising_3274,src_Badge_4869
src_Representative-Institution_2572,src_Scandal_64
src_Composer_3339,src_Stereotype-Group_742
src_Magnate_1723,src_Legislation_4463
src_Measurable-Trend_675,src_Religious-Order_313
src_Field-of-Knowledge_3164,src_Journalist_4230
src_Ecclesiarch_4030,src_Intellectual-Movement_862
src_Category_1989,src_Military-Person_1985
src_Settlement_1304,src_Military-Organisation_563
src_Dancer_2650,src_Clothing_2516
src_Ethnic-Group_9,src_Pastime_4555
src_Economic-Enterprise_2548,src_Emperor_2223
src_Economist_4530,src_Prince_841
src_Time-Dependent_965,src_Legislation_4793
src_Disaster_2374,src_Queen_4635
src_University_1962,src_Political-Symbol_3637
src_Social-Stratum_3929,src_Other-Religious-Leader_1609
src_Illness_4151,src_Category_4922
src_King_1052,src_Building_3140
src_Relic_2806,src_Religious-Movement_3701
src_Musician_3790,src_Theologian_1129
src_Psychologist_1088,src_Secular-Ideology_1327
src_Armament_515,src_Cultural-Organisation_1438
src_Conceptual-Object_729,src_Cleric_4554
src_Dramaturge_1961,src_Leader_73
src_Religious-Leader_3424,src_Military-Person_3021
src_Ship_3758,src_Environment_2374
src_Period_4524,src_Ideology_1109
src_Period_4883,src_University_2887
src_Location_4967,src_Leader_1132
src_Cultural-Agreement_443,src_Church-Reformer_3331
src_Governmental-Organisation_4607,src_Pope_2396
src_Measurable-Trend_4668,src_Monastery_1369
src_Field-of-Knowledge_3263,src_Trial_4394
src_Other-Religious-Person_604,src_Secular-Ideology_644
src_Disease_658,src_Abbey_4109
src_Jurist_612,src_Religious-Order_230
src_Professor_2392,src_Disease_621
src_Economic-Symbol_3376,src_Election_4166
src_Trades-Union_2510,src_Social-Stratum_2286
src_Period_4125,src_Philanthropist_3132
src_Scandal_2890,src_Organisation_540
src_Economist_2489,src_League_218
src_Language_3876,src_National-Symbol_1127
src_Abstract-Notion_2503,src_Physician_4178
src_Religious-Organisation_1950,src_Disease_3750
src_Legislation_3727,src_Movement_4332
src_Engineer_3349,src_Musician_1173
src_Time-Dependent-Relation_2897,src_Painter_1262
src_Management-Organisation_2973,src_Badge_2057
src_Person-Role_4819,src_Business-Leader_756
src_Language_439,src_Pollution_3632
src_Event_1030,src_Pope_2927
src_Economist_1214,src_Head-of-State_1627
src_King_3292,src_Queen_1127
src_Military-Organisation_4677,src_Discoverer_237
src_Politician_4572,src_Artefact_1708
src_Minister_1018,src_Military-Unit_4010
src_Masonic-Lodge_1612,src_Educational-Organisation_4902
src_Cultural-Organisation_3422,src_Individual_307
src_Armament_694,src_Symbol_4314
src_Ethnic-Group_3611,src_Leader_1063
src_Legislation_2499,src_Educational-Organisation_3741
src_Criminal_1356,src_Composer_817
src_Election_1938,src_Object_1704
src_Conductor_55,src_Scandal_1302
src_Prince_1105,src_Journalist_612
src_Astronaut_3870,src_Technical-Scientific-Advance_3365
src_Country_682,src_Symbol_3925
src_Economist_3017,src_Religious-Leader_3895
src_Geographical-Region_1760,src_Trades-Union_209
src_Organisation_4117,src_Sculpture_4742
src_Event_2887,src_Trades-Unionist_816
src_Discoverer_2959,src_Economic-Organisation_3815
src_Movement_2494,src_Election_3803
src_Public-Oration_3865,src_Secular-Movement_3282
src_Illness_2544,src_Non-Military-Conflict_3646
src_Technical-Scientific-Advance_3276,src_Pope_2542
src_Person_4470,src_Organisation_1551
src_Trades-Unionist_3260,src_Painting_343
src_Scandal_2606,src_Philanthropist_486
src_Other-Religious-Person_199,src_Scandal_74
src_Artistic-Movement_3759,src_Representative-Institution_1661
src_Pastime_2253,src_Religious-Community_2149
src_Geographer_3986,src_Trades-Unionist_3144
src_Artist_2865,src_Head-of-State_2689
src_Church_4706,src_Psychologist_315
src_Trades-Unionist_1189,src_Queen_1649
src_Pamphlet_3092,src_Painting_3928
src_Piece-of-Music_3226,src_Monastery_1226
src_Party_631,src_Pollution_56
src_Religious-Ideology_389,src_Religious-Symbol_3563
src_Magnate_629,src_Work-of-Art_4495
src_Flavour_1930,src_Economic-Process_1260
src_Geographical-Discovery_1976,src_Scientist_2650
src_Time-Dependent_3317,src_Prince_2320
src_Piece-of-Music_709,src_Person-Role_2633
src_Masonic-Lodge_3044,src_Saint_292
src_Environment_292,src_Idea_4311
src_Minister_3654,src_Politician_2480
src_Treaty_645,src_Stereotype-Group_2455
src_Uprising_1494,src_Ritual_2458
src_Religious-Symbol_667,src_Natural-Object_4654
src_Monastery_103,src_Food_2224
src_Scientific-Instrument_661,src_Geographical-Discovery_2814
src_Abbey_3073,src_Cultural-Organisation_1332
src_Measurable-Trend_2967,src_Geographical-Feature_838
src_National-Symbol_826,src_Emperor_3087
src_Role_1405,src_Creator_3812
src_Foreign-Minister_4614,src_Pamphlet_4104
src_Intellectual-Construct_1553,src_War_1981
src_Language_2464,src_Intra-State-Group_236
src_Ecclesiarch_4511,src_Criminal_761
src_Location-Part-Relation_2725,src_Flavour_3470
src_Stereotype-Group_4207,src_Geographical-Feature_377
src_Symbol_3687,src_Structure_3277
src_Theologian_3203,src_Artefact_2387
src_Fictional-Event_408,src_Settlement_2034
src_Business-Leader_2580,src_Individual_3586
src_Entertainer_1018,src_Settlement_3201
src_Country_1376,src_Political-Organisation_4359
src_Artistic-Movement_2445,src_Leader_3765
src_Intellectual-Construct_999,src_Composer_1149
src_Event_17,src_Category_909
src_Emperor_1737,src_Village_2166
src_Fictional-Event_2455,src_Meeting_2500
src_Role_3481,src_Cultural-Agreement_4673
src_Discoverer_59,src_FuzzyTemporalInterval_298
src_Journal_2700,src_Period_941
src_Field-of-Knowledge_812,src_University_1013
src_Political-Organisation_4914,src_Artistic-Style_4556
src_Election_1282,src_Cultural-Organisation_325
src_FuzzyTemporalInterval_2676,src_Field-of-Knowledge_683
src_Time-Dependent_4647,src_Jurist_4929
src_Social-Stratum_2371,src_Discoverer_678
src_Train_3599,src_Economic-Process_3572
src_Election_1111,src_Environment_2646
src_Musician_3239,src_Intra-State-Group_3804
src_Flavour_3565,src_Water_4860
src_Pope_1968,src_Fictional-Person_3223
src_Liturgical-Object_4575,src_Illness_2285
src_Theologian_4949,src_Ecclesiarch_4037
src_Natural-Object_1296,src_Category_725
src_Person_1952,src_Representative-Institution_4683
src_Religious-Practice_3269,src_Sculptor_294
src_Educational-Organisation_841,src_Battle_4908
src_Cleric_4620,src_Cultural-Agreement_1400
src_Painting_3590,src_Painting_863
src_Armament_1984,src_Political-Organisation_832
src_Painting_3891,src_Election_3654
src_Population-Movement_3634,src_Landmark_2379
src_Representative-Institution_1884,src_Board_2410
src_Ship_569,src_League_297
src_Trades-Union_1718,src_International-Alliance_3170
src_Event_427,src_Treaty_4380
src_Governmental-Organisation_3873,src_Functionary_4690
src_TemporalInterval_1497,src_Painter_2160
src_Abbey_576,src_Organisation_4486
src_Theologian_454,src_Person-Role_1963
src_Religious-Leader_806,src_Discoverer_1918
src_Foreign-Minister_1416,src_Book_3731
src_Other-Religious-Leader_4834,src_Governmental-Organisation_2545
src_Time-Dependent-Relation_3717,src_Movement_4964
src_Artistic-Movement_4924,src_Liturgical-Object_444
src_Building_703,src_Geographical-Region_3801
src_Badge_2053,src_Badge_2657
src_Religious-Order_1152,src_Magnate_4544
src_Cultural-Organisation_1426,src_Sportsman_2883
src_Magnate_1886,src_Queen_4265
src_Social-Stratum_361,src_Religious-Organisation_4710
src_Leader_2696,src_Language_3525
src_Military-Organisation_4555,src_Theologian_2177
src_Role_4670,src_Natural-Object_4472
src_Religious-Practice_3736,src_Secular-Movement_2189
src_Sculpture_1020,src_Field-of-Knowledge_2600
src_Religious-Community_45,src_Crime_3844
src_Philosopher_2959,src_Scientist_2021
src_Clerical-Leader_3440,src_Religious-Ideology_989
src_Film-Maker_3966,src_Politician_4905
src_Art-Form_3490,src_Pollution_2460
src_Leader_2081,src_Dynasty_4336
src_Artistic-Movement_1964,src_Environment_948
src_Astronaut_4581,src_Location-Part-Relation_4342
src_Management-Organisation_1930,src_Philosopher_4198
src_Magnate_198,src_Trades-Union_3469
src_Religious-Order_3994,src_Prince_3665
src_Dancer_2011,src_Scandal_4950
src_Time-Dependent-Relation_309,src_Dynasty_2906
src_Artist_4862,src_Sultan_165
src_Artefact_709,src_Geographical-Discovery_2842
src_Dramaturge_2208,src_Trades-Unionist_319
src_Technical-Scientific-Advance_1949,src_Economic-Enterprise_4173
src_Armament_944,src_Geographer_4948
src_Church_4148,src_Conductor_927
src_Business-Leader_4885,src_Functionary_4711
src_Cathedral_2153,src_Cathedral_1822
src_Trades-Unionist_1503,src_VicodiOI_2627
src_Field-of-Knowledge_439,src_Natural-Object_4021
src_Leader_3857,src_Other-Religious-Leader_901
src_Cleric_3914,src_Clothing_1092
src_Treaty_4362,src_Geographical-Region_3702
src_Military-Organisation_1160,src_Creator_1474
src_Journal_2262,src_Village_1608
src_Painter_3825,src_Economic-Organisation_4478
src_Religious-Symbol_1177,src_Politician_1990
src_Settlement_711,src_Other-Religious-Person_183
src_Minister_140,src_Food_6
src_Economic-Organisation_3422,src_Idea_384
src_Head-of-Government_3589,src_Person-Role_663
src_Period_1484,src_Person_1000
src_Period_2819,src_Conductor_4213
src_Symbol_4698,src_Period_3611
src_Object_2088,src_Cathedral_1082
src_Theologian_2088,src_Functionary_4252
