src_Religious-Community_4248,src_Sportsman_501
src_Geographical-Region_321,src_Flavour_4885
src_Conceptual-Object_2149,src_Population-Movement_3583
src_Location-Part-Relation_874,src_Queen_3833
src_Governmental-Organisation_4965,src_Abstract-Notion_3787
src_Cultural-Agreement_561,src_International-Organisation_3709
src_Church_986,src_Time-Dependent-Relation_970
src_Newspaper_3928,src_Building_4777
src_International-Alliance_1383,src_Cultural-Agreement_1969
src_Sultan_2507,src_Uprising_40
src_Painting_4545,src_Liturgical-Object_3296
src_Social-Stratum_3537,src_Head-of-Government_2159
src_King_623,src_Pamphlet_3393
src_Life-Event_3905,src_Ritual_1260
src_Sultan_4595,src_Cleric_3984
src_Author_3942,src_Vehicle_3897
src_Church-Reformer_879,src_Trades-Unionist_1482
src_Location_3499,src_Conductor_2976
src_Geographical-Discovery_152,src_Secular-Leader_1008
src_Public-Oration_879,src_Idea_2678
src_Social-Group_3654,src_Crime_3915
src_Event_4362,src_Political-Symbol_906
src_Other-Religious-Person_2113,src_Conceptual-Object_2631
src_Prince_2877,src_Environment_4428
src_Conductor_2173,src_Fictional-Person_1754
src_Non-Military-Conflict_2246,src_Painting_912
src_Secular-Leader_3958,src_Art-Form_4747
src_Artist_4305,src_Field-of-Knowledge_1562
src_Legislation_36,src_Scandal_4021
src_Astronaut_55,src_Idea_3826
src_Life-Event_3296,src_Secular-Leader_2507
src_Commodity_3050,src_Treaty_1311
src_Dramaturge_3693,src_Geographical-Region_99
src_Philanthropist_294,src_Masonic-Lodge_1421
src_Minister_1535,src_Fictional-Person_3709
src_Public-Oration_962,src_Head-of-State_3969
src_Educational-Organisation_679,src_Ritual_1763
src_Representative-Institution_2316,src_Non-Military-Conflict_4057
src_Building_2180,src_Building_216
src_Flavour_2440,src_Sculptor_1022
src_University_3226,src_Battle_1875
src_Ship_3865,src_Animal_179
src_Economic-Process_4031,src_Idea_1835
src_Disaster_3022,src_Newspaper_637
src_Philosopher_4512,src_Economic-Process_2841
src_Journalist_3678,src_Diplomat_3954
src_Idea_2424,src_Structure_1555
src_Piece-of-Music_988,src_Vehicle_4052
src_Functionary_1674,src_Cleric_3813
src_Architect_2939,src_Liturgical-Object_2237
src_Structure_1209,src_Pope_1119
src_Representative-Institution_1730,src_Other-Religious-Person_418
src_Geographical-Region_782,src_Party_476
src_Time-Dependent-Relation_2160,src_Intra-State-Group_2610
src_Military-Person_4194,src_Technical-Scientific-Advance_470
src_Religious-Practice_3256,src_Food_46
src_Period_4455,src_Professor_1893
src_Animal_126,src_Actor_1752
src_Train_866,src_Armament_3503
src_Environment_4800,src_Cathedral_1654
src_Structure_180,src_Painting_1134
src_Painter_1942,src_Intra-State-Group_1469
src_Election_468,src_Time-Dependent-Relation_3863
src_Masonic-Lodge_1970,src_Minister_528
src_Management-Organisation_2422,src_International-Alliance_1671
src_Magnate_4264,src_Monastery_1584
src_Psychologist_478,src_Composer_326
src_Food_886,src_Election_2586
src_Artist_837,src_Train_517
src_Writing_1685,src_Movement_191
src_Period_1523,src_Structure_2033
src_Philanthropist_4269,src_Ideology_2805
src_Musician_1370,src_Management-Organisation_4495
src_Astronaut_1900,src_Queen_4592
src_Piece-of-Music_225,src_Artefact_1584
src_Religious-Practice_2800,src_King_4685
src_Leader_3446,src_Trade-Association_3508
src_Symbol_3824,src_Period_4715
src_International-Alliance_2082,src_Measurable-Trend_3616
src_Philosopher_2894,src_Sportsman_3762
src_Building_1185,src_Location-Part-Relation_1178
src_Stereotype-Group_391,src_Foreign-Minister_213
src_Food_2711,src_Food_3289
src_Scandal_4688,src_Geographical-Discovery_537
src_Population-Movement_4883,src_Measurable-Trend_3975
src_Secular-Ideology_3683,src_Economic-Organisation_573
src_Foreign-Minister_4471,src_Head-of-Government_353
src_Intra-State-Group_1032,src_Life-Event_4418
src_Scandal_4677,src_Dynasty_203
src_Abbey_1188,src_Time-Dependent-Relation_1379
src_Category_1891,src_Conductor_165
src_Painting_2436,src_Social-Group_3707
src_Political-Symbol_143,src_Head-of-State_1243
src_Governmental-Organisation_98,src_Abbey_163
src_Geographer_3772,src_Physician_3102
src_Sportsman_1151,src_Work-of-Art_3434
src_Artistic-Movement_1315,src_Village_4741
src_Time_1903,src_Economic-Process_3069
src_FuzzyTemporalInterval_2218,src_Book_4433
src_Economic-Process_3960,src_Astronaut_2223
src_Symbol_4544,src_Military-Person_1002
src_Other-Religious-Leader_1266,src_Religious-Order_391
src_Clerical-Leader_2358,src_Legislation_4453
src_Language_327,src_Art-Form_1790
src_Social-Stratum_4703,src_Building_3798
src_Country_2340,src_Category_800
src_Period_768,src_Non-Military-Conflict_4647
src_Trades-Unionist_1910,src_Religious-Community_1856
src_Political-Region_992,src_Sculpture_4657
src_Sculptor_1286,src_Head-of-Government_102
src_Trades-Union_4536,src_Relic_1760
src_League_245,src_Monastery_3834
src_Diplomat_2932,src_Political-Symbol_3922
src_Composer_120,src_Cultural-Agreement_207
src_Architect_808,src_Movement_1037
src_Saint_1964,src_Economic-Symbol_611
src_Politician_4004,src_Secular-Movement_4053
src_Pastime_1802,src_Church_3283
src_Book_4624,src_League_4485
src_Entertainer_300,src_Physician_1137
src_Minister_1056,src_Theologian_451
src_Head-of-State_2029,src_Object_3455
src_Scientific-Instrument_4832,src_Jurist_766
src_Economic-Symbol_533,src_Business-Leader_3539
src_Diplomat_3792,src_Artist_4633
src_Ideology_4874,src_Population-Movement_4475
src_Person-Role_2024,src_Illness_4663
src_Actor_2544,src_Artefact_4608
src_Sculptor_3725,src_Religious-Leader_4998
src_Disease_3337,src_Musician_2684
src_Flavour_3490,src_Ideology_2654
src_Philanthropist_3061,src_Military-Organisation_4301
src_Event_1431,src_TemporalInterval_4393
src_Period_3651,src_Natural-Object_3482
src_Sculpture_1493,src_Journal_2618
src_Astronaut_4197,src_Pamphlet_3186
src_Dynasty_1176,src_Newspaper_4912
src_Ecclesiarch_1760,src_Engineer_4210
src_Secular-Movement_2643,src_Ecclesiarch_4402
src_Cleric_2025,src_Leader_3277
src_Ritual_1655,src_Field-of-Knowledge_4097
src_Country_4272,src_Cultural-Organisation_3227
src_Trades-Union_3651,src_King_2979
src_Sculpture_1720,src_Person_541
src_FuzzyTemporalInterval_4972,src_Dancer_2340
src_Battle_3981,src_Business-Leader_2188
src_Educational-Organisation_3199,src_Clerical-Leader_620
src_Inventor_644,src_International-Organisation_2423
src_Other-Religious-Leader_1594,src_Disease_4510
src_Artistic-Style_4222,src_Inventor_2323
src_Disease_142,src_Meeting_3356
src_Treaty_28,src_Role_3066
src_Head-of-Government_2631,src_Business-Leader_2982
src_Other-Religious-Person_1420,src_Settlement_1679
src_Representative-Institution_3529,src_Journal_2962
src_Individual_3186,src_Political-Organisation_1398
src_Party_3908,src_League_1370
src_City_967,src_Entertainer_4022
src_Sculpture_2281,src_Military-Organisation_2387
src_FuzzyTemporalInterval_2861,src_Role_3592
src_Clerical-Leader_2819,src_Religious-Community_1202
src_Jurist_1665,src_Battle_3750
src_Musician_1975,src_Composer_1998
src_Criminal_1263,src_Geographical-Feature_2071
src_Social-Stratum_1403,src_Foreign-Minister_499
src_Crime_289,src_Building_4471
src_Management-Organisation_3946,src_Ethnic-Group_307
src_Geographical-Feature_1536,src_Relic_4089
src_Sculptor_1733,src_Non-Military-Conflict_4420
src_Meeting_1448,src_Ethnic-Group_2407
src_Church_571,src_Fictional-Event_4310
src_University_904,src_Technical-Scientific-Advance_3885
src_Life-Event_3322,src_Illness_3884
src_Economic-Enterprise_1655,src_War_4523
src_Environment_4171,src_Clothing_4016
src_Scientific-Instrument_1608,src_Educational-Organisation_4090
src_Ritual_3289,src_Trial_4272
src_Geographical-Region_4878,src_Trades-Unionist_3963
src_Measurable-Trend_2514,src_Intellectual-Movement_4973
src_VicodiOI_3856,src_Fictional-Person_3141
src_Time-Dependent_2596,src_Scientific-Instrument_4953
src_Symbol_4230,src_Monastery_2198
src_Jurist_2768,src_TemporalInterval_4678
src_Management-Organisation_625,src_Religious-Practice_814
src_University_4011,src_Church_1235
src_Ideology_4974,src_Time_4065
src_Liturgical-Object_2607,src_Foreign-Minister_2144
src_Painter_3595,src_Scientific-Instrument_307
src_Natural-Object_4774,src_Art-Form_4294
src_Secular-Ideology_3576,src_Event_1531
src_Religious-Movement_1471,src_Landmark_4273
src_Clothing_680,src_Village_4594
src_Ecclesiarch_4566,src_Professor_2240
src_Building_3165,src_Jurist_515
src_Saint_2928,src_Technical-Scientific-Advance_561
src_Landmark_286,src_Geographical-Discovery_4482
src_Person_323,src_Ship_3871
src_Painting_4403,src_Period-in-Office_3431
src_Management-Organisation_1330,src_Secular-Leader_1574
src_Individual_2455,src_Scientific-Instrument_3306
src_Structure_3703,src_Economic-Process_2826
src_Trade-Association_861,src_University_4974
src_Artistic-Movement_399,src_Trial_3629
src_Geographical-Feature_4908,src_Pastime_895
src_University_1601,src_Illness_3728
src_Creator_355,src_VicodiOI_1438
src_Structure_4702,src_Discoverer_4775
src_Film-Maker_4076,src_Representative-Institution_4265
src_VicodiOI_4242,src_Author_1215
src_Sportsman_1980,src_Engineer_3173
src_Public-Oration_3361,src_Prince_2529
src_Train_2745,src_Cultural-Agreement_958
src_Legislation_2786,src_Business-Leader_2318
src_Person-Role_1322,src_Minister_4619
src_Psychologist_783,src_Non-Military-Conflict_4906
src_VicodiOI_1451,src_Abstract-Notion_3372
src_Armament_4707,src_Public-Oration_4747
src_Religious-Organisation_3614,src_Discoverer_1421
src_Secular-Leader_458,src_Armament_1608
src_Actor_2521,src_Piece-of-Music_2243
src_Magnate_555,src_Queen_1076
src_Piece-of-Music_4974,src_Technical-Scientific-Advance_4835
src_Artistic-Style_2081,src_Entertainer_4538
src_VicodiOI_1654,src_Publisher_3607
src_Scientific-Instrument_3421,src_Clerical-Leader_2832
src_Technical-Scientific-Advance_2109,src_Technical-Scientific-Advance_1498
src_Head-of-Government_3925,src_Abbey_2286
src_Fictional-Event_3417,src_Time_1425
src_Scientist_3408,src_Vehicle_2214
src_Symbol_2154,src_Sportsman_2081
src_Time-Dependent_3495,src_Prince_923
src_Political-Region_3219,src_Piece-of-Music_4293
src_National-Symbol_4190,src_International-Organisation_1611
src_Leader_4599,src_Sculpture_4544
src_Time_2088,src_Object_4463
src_Publisher_972,src_Secular-Movement_4852
src_Publisher_3213,src_Creator_3056
src_Psychologist_4739,src_Event_4203
src_Monastery_167,src_Architect_785
src_Church_1629,src_Actor_2956
src_International-Organisation_2144,src_Political-Symbol_4433
src_Painter_935,src_Journalist_762
src_Measurable-Trend_2605,src_Conductor_623
src_Criminal_3166,src_Inventor_2618
src_International-Alliance_4054,src_Treaty_1166
src_Business-Leader_2364,src_Church_3331
src_Artefact_1451,src_Life-Event_2240
src_Ship_2384,src_Monastery_645
src_Field-of-Knowledge_3471,src_Event_3501
src_Train_129,src_Population-Movement_2988
src_Village_3985,src_Time_147
src_Period_4444,src_Social-Group_1069
src_Geographical-Region_2758,src_Population-Movement_1684
src_Saint_2017,src_Other-Religious-Leader_3045
src_Location_4608,src_Theologian_4317
src_Trial_89,src_Intellectual-Construct_399
src_Architect_1665,src_Disaster_3699
src_Geographical-Feature_34,src_Military-Unit_3372
src_Trades-Unionist_4199,src_Time-Dependent-Relation_1725
src_Author_2617,src_League_1657
src_Philanthropist_914,src_Trial_4383
src_Movement_2446,src_Abstract-Notion_4022
src_Philosopher_1913,src_Sculptor_3603
src_Disease_923,src_Period-in-Office_388
src_Emperor_3056,src_Educational-Organisation_287
src_Intellectual-Movement_3157,src_Criminal_2564
src_Head-of-Government_805,src_Disease_171
src_Field-of-Knowledge_1009,src_Religious-Community_3100
src_Leader_3974,src_Pope_4818
src_Meeting_487,src_Religious-Organisation_938
src_Philanthropist_2075,src_Political-Organisation_3494
src_Abbey_322,src_Pope_3440
src_Queen_1706,src_Idea_2013
src_Other-Religious-Person_1382,src_Location-Part-Relation_4320
src_Uprising_3165,src_Fictional-Event_3496
src_Movement_368,src_Publisher_2704
src_Location-Part-Relation_901,src_Dancer_3440
src_Professor_2745,src_Water_157
src_Religious-Practice_1299,src_Environment_34
src_Scandal_3635,src_Intellectual-Movement_32
src_Fictional-Person_1689,src_Journalist_802
src_Technical-Scientific-Advance_1289,src_Cultural-Organisation_1670
src_Head-of-Government_2940,src_Physician_864
src_Artist_4539,src_Crime_1417
src_Magnate_4149,src_Time_439
src_Religious-Organisation_2303,src_Movement_4898
src_Organisation_1483,src_Individual_2779
src_Educational-Organisation_1449,src_Inventor_1040
src_Philosopher_1849,src_Pastime_3208
src_Conceptual-Object_4603,src_Business-Leader_3488
src_Train_1678,src_Art-Form_688
src_Discoverer_3197,src_Economic-Symbol_1693
src_Food_1120,src_Trial_1907
src_Time-Dependent-Relation_254,src_Cultural-Organisation_4966
src_Flavour_367,src_Professor_773
src_Treaty_4248,src_Economic-Enterprise_2740
src_Engineer_1320,src_Journalist_4805
src_National-Symbol_3551,src_Church-Reformer_2234
src_Fictional-Event_4911,src_Politician_1482
src_Discoverer_2530,src_Scientist_1366
src_Clothing_3539,src_Liturgical-Object_4438
src_Scandal_216,src_Intellectual-Construct_3012
src_Painting_981,src_Religious-Symbol_4493
src_Artist_4980,src_Religious-Symbol_215
src_Politician_2376,src_Magnate_3220
src_Religious-Symbol_818,src_Time-Dependent_210
src_Sculptor_650,src_Economic-Symbol_1107
src_City_2447,src_Economist_1168
src_Flavour_4377,src_Actor_2285
src_Life-Event_659,src_Criminal_3473
src_Engineer_3567,src_Ecclesiarch_4253
src_Period_3658,src_Composer_718
src_Film-Maker_4470,src_Idea_2217
src_Publisher_3870,src_Musician_2914
src_Flavour_1964,src_Landmark_2288
src_Publisher_782,src_Painting_2976
src_Intra-State-Group_2152,src_Period-in-Office_1717
src_Dynasty_1155,src_Armament_873
src_Country_3170,src_Economist_1883
src_Fictional-Event_1221,src_Period-in-Office_3141
src_Cathedral_3430,src_Cleric_4840
src_TemporalInterval_1713,src_Social-Group_2814
src_Philanthropist_25,src_Meeting_3812
src_Fictional-Event_517,src_Sultan_3730
src_Foreign-Minister_2778,src_Secular-Leader_2929
src_Political-Region_1026,src_Relic_2968
src_Technical-Scientific-Advance_1050,src_Commodity_3858
src_Period-in-Office_25,src_Liturgical-Object_2847
src_Painter_3188,src_Clothing_3669
src_Minister_4126,src_Trade-Association_4148
src_Natural-Object_1645,src_Film-Maker_3547
src_Clothing_3456,src_Location_754
src_Person-Role_2036,src_Fictional-Person_2685
src_Pamphlet_1934,src_Category_1089
src_Engineer_4459,src_Person-Role_3110
src_Legislation_1707,src_Cultural-Agreement_985
src_VicodiOI_379,src_Prince_2309
src_Symbol_1162,src_League_4606
src_Religious-Order_4451,src_Individual_1193
src_Ritual_1913,src_Sportsman_859
src_Leader_466,src_Conceptual-Object_3693
src_Other-Religious-Person_1906,src_Philosopher_2089
src_Time-Dependent_1192,src_Leader_1483
src_Abbey_1669,src_Pastime_3495
src_Sculpture_3233,src_Relic_3451
src_Clothing_2703,src_Foreign-Minister_2648
src_Cathedral_4921,src_Abstract-Notion_1371
src_Governmental-Organisation_518,src_Educational-Organisation_1666
src_Pollution_3592,src_Country_3357
src_Dramaturge_1010,src_Inventor_1539
src_Language_2502,src_Functionary_734
src_Author_2429,src_Dynasty_1484
src_Non-Military-Conflict_1160,src_Cultural-Organisation_4242
src_Sculptor_3819,src_Clerical-Leader_1575
src_Flavour_1625,src_Secular-Movement_3459
src_City_4667,src_Person-Role_483
src_Diplomat_4041,src_Art-Form_2377
src_Pastime_4955,src_Crime_2716
src_Treaty_2137,src_Pastime_657
src_Film-Maker_3455,src_Author_2781
src_Location_1748,src_Time_3640
src_Abstract-Notion_3418,src_Politician_3815
src_Event_1872,src_Person_295
src_Ecclesiarch_3682,src_Dynasty_3513
src_Inventor_1570,src_Non-Military-Conflict_2318
src_Church-Reformer_4256,src_Psychologist_4008
src_Conceptual-Object_1445,src_Organisation_226
src_Economic-Enterprise_3101,src_Battle_541
src_Business-Leader_755,src_Queen_585
src_Religious-Community_3566,src_Economist_620
src_Economic-Enterprise_1673,src_Train_2674
src_Person_1857,src_Artistic-Movement_3569
src_Field-of-Knowledge_3479,src_Sculptor_3967
src_Fictional-Person_1461,src_Trade-Association_3586
src_Intra-State-Group_2493,src_Sculpture_1388
src_Secular-Ideology_3805,src_Disease_2753
src_Film-Maker_1791,src_League_2935
src_Economic-Organisation_3597,src_Period-in-Office_1161
src_Political-Region_2346,src_Cleric_1895
src_Emperor_4323,src_Cultural-Agreement_278
src_Liturgical-Object_1324,src_VicodiOI_3184
src_Representative-Institution_4351,src_Liturgical-Object_1023
src_Field-of-Knowledge_3071,src_Saint_3987
src_Sculpture_3554,src_Artist_149
src_Ritual_773,src_Musician_3583
src_Minister_4338,src_Commodity_19
src_War_29,src_Fictional-Event_4877
src_Stereotype-Group_1212,src_Religious-Community_1221
src_Life-Event_3964,src_Secular-Leader_1725
src_Trade-Association_840,src_Philanthropist_3059
src_Actor_4293,src_Legislation_1051
src_Creator_617,src_Conceptual-Object_2181
src_Political-Symbol_1009,src_Party_3142
src_Movement_3074,src_Ideology_1902
src_Period_767,src_Person_3245
src_Sculpture_2593,src_Ethnic-Group_1378
src_City_3389,src_Church_2850
src_Treaty_270,src_Geographer_3609
src_Village_1980,src_Physician_328
src_Actor_2125,src_Pastime_4644
src_Geographer_343,src_Astronaut_751
src_Technical-Scientific-Advance_3631,src_Functionary_1237
src_Religious-Community_2284,src_Psychologist_3652
src_Representative-Institution_4805,src_Economic-Symbol_2153
src_Business-Leader_393,src_Ideology_4075
src_Party_989,src_Badge_4150
src_Illness_919,src_Dramaturge_2415
src_Engineer_2394,src_Scientific-Instrument_1311
src_Fictional-Event_2050,src_Military-Unit_1998
src_Population-Movement_3551,src_Social-Stratum_2389
src_Clerical-Leader_2671,src_Pastime_3295
src_Work-of-Art_4868,src_Relic_1949
src_Structure_1685,src_Religious-Symbol_2541
src_Election_3911,src_Ship_4006
src_Painter_3564,src_Newspaper_667
src_Minister_636,src_Object_2209
src_Scientist_3328,src_Cleric_1719
src_Dancer_3270,src_Sportsman_4465
src_War_1590,src_Ideology_2313
src_Symbol_474,src_Clothing_3898
src_National-Symbol_2380,src_Country_1578
src_Secular-Ideology_3602,src_Political-Symbol_2236
src_Saint_3245,src_Scandal_4055
src_King_2336,src_Ecclesiarch_1727
src_Social-Group_2531,src_Piece-of-Music_2022
src_Saint_4014,src_Work-of-Art_3102
src_Diplomat_3099,src_Economic-Process_2214
src_Religious-Symbol_4276,src_Measurable-Trend_4454
src_League_740,src_Religious-Order_4360
src_Saint_2754,src_Armament_2133
src_Measurable-Trend_1951,src_Economic-Organisation_2625
src_Population-Movement_4608,src_Journal_2957
src_Pastime_232,src_Trades-Unionist_727
src_Pope_677,src_Political-Region_4952
src_Astronaut_3042,src_Time_642
src_Criminal_1997,src_Political-Symbol_2115
src_Geographical-Discovery_2887,src_Animal_4818
src_Religious-Order_2705,src_Illness_1501
src_Trial_1678,src_Social-Group_1557
src_Person_4411,src_Structure_4694
src_Location-Part-Relation_98,src_Secular-Leader_1919
src_Sportsman_1918,src_Sultan_3738
src_Cleric_1433,src_Treaty_2297
src_Commodity_4433,src_Sultan_1206
src_Liturgical-Object_2066,src_Secular-Ideology_4572
src_Military-Person_2901,src_Field-of-Knowledge_3247
src_Language_2509,src_Environment_4461
src_Board_602,src_Book_4552
src_Population-Movement_1295,src_Environment_3545
src_Dramaturge_2413,src_Time_4426
src_Cathedral_2499,src_Sportsman_4311
src_Intellectual-Movement_37,src_Population-Movement_1730
src_Entertainer_49,src_Legislation_3610
src_Business-Leader_1793,src_Religious-Movement_816
src_Saint_882,src_Political-Symbol_2990
src_Painting_747,src_National-Symbol_3780
src_Other-Religious-Leader_1929,src_Pamphlet_3608
src_Water_1239,src_Object_1785
src_Other-Religious-Person_1083,src_Dancer_3721
src_Public-Oration_36,src_Educational-Organisation_2796
src_Journal_503,src_Landmark_3737
src_Period_329,src_Event_3932
src_Category_4319,src_Ecclesiarch_2693
src_Professor_3121,src_Military-Unit_1577
src_Environment_4685,src_Building_298
src_Food_4439,src_Artistic-Movement_4246
src_Trades-Unionist_2246,src_Animal_3449
src_Intra-State-Group_490,src_Pastime_3600
src_Political-Organisation_3034,src_Life-Event_2123
src_Leader_1890,src_Book_3774
src_Sculptor_537,src_Scientist_1405
src_Military-Organisation_3048,src_Population-Movement_1377
src_International-Alliance_1078,src_Composer_3691
src_Technical-Scientific-Advance_3321,src_Conceptual-Object_3083
src_Social-Group_2496,src_Religious-Ideology_389
src_Head-of-Government_1475,src_Meeting_1089
src_International-Alliance_2420,src_Religious-Order_462
src_Individual_2102,src_Location-Part-Relation_1171
src_Head-of-State_2203,src_Time-Dependent-Relation_242
src_Clerical-Leader_669,src_Landmark_3520
src_King_2898,src_Landmark_4757
src_Jurist_1122,src_Governmental-Organisation_4597
src_Author_3532,src_Pope_3880
src_Board_908,src_Life-Event_188
src_Vehicle_1642,src_Party_4501
src_Astronaut_2812,src_Philanthropist_3279
src_Trade-Association_939,src_Cultural-Agreement_776
src_Time_4106,src_Ecclesiarch_4908
src_Board_2395,src_Discoverer_1765
src_Minister_2157,src_Individual_871
src_Fictional-Person_4256,src_Public-Oration_750
src_International-Organisation_2256,src_Other-Religious-Leader_1237
src_Location_1583,src_Church-Reformer_2956
src_Intellectual-Construct_4037,src_Time_4221
src_Military-Organisation_619,src_Geographical-Feature_3995
src_Political-Region_2182,src_Movement_1375
src_Sculpture_3590,src_Legislation_3984
src_Educational-Organisation_158,src_Dancer_1222
src_Cultural-Agreement_4470,src_Physician_2108
src_Educational-Organisation_4723,src_Water_2160
src_Disaster_337,src_Population-Movement_4511
src_Church_3455,src_Time_3810
src_Film-Maker_48,src_Cathedral_4911
src_Abbey_4282,src_Pope_4358
src_Fictional-Person_3399,src_Sculptor_1017
src_Discoverer_2465,src_Event_4934
src_Non-Military-Conflict_91,src_Pope_876
src_Sultan_434,src_Ethnic-Group_2440
src_Church_4186,src_Cultural-Organisation_2307
src_Abbey_501,src_Trade-Association_1449
src_Stereotype-Group_3862,src_Illness_2065
src_Dancer_2612,src_Dynasty_1092
src_Leader_98,src_City_2556
src_Population-Movement_571,src_Secular-Leader_3738
src_Ship_3034,src_Commodity_1492
src_Ritual_440,src_Village_473
src_Book_79,src_Physician_698
src_Painting_827,src_Prince_543
src_Sportsman_2392,src_International-Alliance_1043
src_Time_2007,src_Symbol_2470
src_VicodiOI_258,src_Conceptual-Object_2005
src_Geographical-Feature_3687,src_Astronaut_2063
src_TemporalInterval_4625,src_Village_2102
src_Management-Organisation_3265,src_Artist_433
src_Period-in-Office_2892,src_Queen_2618
src_Abstract-Notion_4846,src_Time-Dependent_4848
src_Governmental-Organisation_1244,src_Illness_3179
src_Geographical-Region_2127,src_Board_2416
src_Person-Role_444,src_Foreign-Minister_3632
src_Church_4865,src_Philosopher_1489
src_Composer_4498,src_Religious-Organisation_3112
src_Clothing_1737,src_Pollution_4801
src_Animal_3772,src_Water_1502
src_Time_3512,src_King_4384
src_Artist_1052,src_Relic_2444
src_Liturgical-Object_328,src_Intellectual-Construct_45
src_Pollution_1308,src_Settlement_4130
src_Pastime_1645,src_Economic-Enterprise_4731
src_Saint_3970,src_Pamphlet_2286
src_University_2357,src_Economic-Organisation_480
src_Social-Group_37,src_Ideology_3410
src_Structure_88,src_Idea_4234
src_Foreign-Minister_1957,src_Abbey_3874
src_Emperor_279,src_Party_1458
src_Natural-Object_1038,src_Masonic-Lodge_405
src_Head-of-State_1680,src_Conductor_2202
src_Economist_2605,src_Fictional-Person_1602
src_Work-of-Art_3488,src_Vehicle_152
src_Governmental-Organisation_3977,src_Treaty_2234
src_Religious-Practice_3879,src_Educational-Organisation_4259
src_Public-Oration_4739,src_FuzzyTemporalInterval_4250
src_Building_591,src_Military-Organisation_258
src_Abbey_3502,src_Queen_3543
src_Minister_3421,src_Representative-Institution_4730
src_Professor_3303,src_Professor_1209
src_Trades-Unionist_550,src_Astronaut_3982
src_Organisation_3093,src_Management-Organisation_3874
src_Work-of-Art_3867,src_International-Organisation_1286
src_VicodiOI_3833,src_Artefact_246
src_Field-of-Knowledge_4325,src_Dancer_3
src_Board_3447,src_Sultan_4939
src_Pope_3824,src_Relic_3446
src_Organisation_4771,src_Structure_944
src_Criminal_3684,src_Scientific-Instrument_3462
src_Philosopher_3828,src_Badge_671
src_Person-Role_2423,src_National-Symbol_3032
src_Economic-Organisation_1604,src_Jurist_196
src_Military-Unit_4859,src_Psychologist_1191
src_Ideology_2342,src_Sportsman_4141
src_Political-Symbol_2726,src_Musician_1371
src_TemporalInterval_4278,src_Dramaturge_425
src_Economic-Enterprise_4300,src_Economic-Process_2347
src_Philosopher_1860,src_Pope_3451
src_Time-Dependent_135,src_Queen_3685
src_Period-in-Office_3144,src_Pope_1023
src_Cultural-Organisation_1159,src_Jurist_314
src_Dynasty_1679,src_Secular-Leader_2793
src_Sultan_4514,src_Sultan_3925
src_Non-Military-Conflict_492,src_Party_2538
src_Ship_1276,src_Cultural-Organisation_2042
src_Artistic-Style_2927,src_Cultural-Agreement_1668
src_Idea_447,src_Location_1625
src_Object_1793,src_Sculptor_2027
src_Writing_69,src_Monastery_617
src_Secular-Leader_1918,src_Time_1355
src_Sportsman_4304,src_Animal_191
src_Meeting_1193,src_Party_4134
src_Ethnic-Group_624,src_International-Organisation_2719
src_Object_1290,src_Author_4669
src_Pastime_2164,src_Intellectual-Construct_1511
src_Dancer_1667,src_Work-of-Art_1548
src_Journalist_3279,src_Geographical-Discovery_856
src_Governmental-Organisation_4430,src_Military-Person_4096
src_Artist_3172,src_Philosopher_1758
src_Author_3368,src_Religious-Ideology_2417
src_Sculptor_1690,src_Economic-Organisation_645
src_Author_2785,src_Criminal_2410
src_Secular-Ideology_2177,src_Geographical-Feature_396
src_Country_3073,src_Commodity_4942
src_Liturgical-Object_2275,src_Saint_3067
src_Artistic-Movement_2604,src_Secular-Leader_1859
src_Country_2891,src_Entertainer_3790
src_Role_3055,src_Conductor_4496
src_International-Alliance_4008,src_Geographical-Feature_2729
src_Social-Stratum_3208,src_Uprising_1487
src_Jurist_2947,src_Party_4963
src_Relic_4121,src_Treaty_1917
src_Composer_4836,src_Time-Dependent_1037
src_Art-Form_4188,src_Conceptual-Object_2287
src_Psychologist_3904,src_Economic-Organisation_1250
src_Head-of-State_4984,src_Water_3429
src_Sportsman_670,src_Pastime_4438
src_Head-of-State_890,src_Non-Military-Conflict_609
src_Jurist_1020,src_Time-Dependent-Relation_1441
src_Geographical-Feature_1972,src_Physician_590
src_Badge_1278,src_Trades-Union_1435
src_Economic-Process_1034,src_Professor_2290
src_Category_4031,src_King_1951
src_Uprising_3736,src_National-Symbol_2038
src_Period_1534,src_Journalist_2642
src_Scientific-Instrument_2716,src_Secular-Leader_1258
src_Creator_1378,src_Geographer_2586
src_Political-Symbol_3001,src_Magnate_900
src_Pastime_1310,src_Pamphlet_4697
src_Flavour_1306,src_Person-Role_4312
src_Geographical-Discovery_3653,src_Role_4344
src_Structure_106,src_Economic-Symbol_94
src_Time_4726,src_Diplomat_4246
src_Queen_2570,src_Head-of-Government_632
src_Disease_800,src_Natural-Object_4097
src_Theologian_4475,src_Period_3395
src_Food_4807,src_King_3162
src_Social-Group_4215,src_Life-Event_4435
src_Trade-Association_2565,src_Fictional-Person_1603
src_Scientist_3164,src_Measurable-Trend_2793
src_Liturgical-Object_4313,src_Business-Leader_2337
src_Natural-Object_2280,src_Engineer_710
src_Astronaut_2187,src_Non-Military-Conflict_1755
src_Illness_4197,src_Trial_487
src_Military-Unit_909,src_Food_323
src_Location_2630,src_Time_1592
src_Cleric_1963,src_Period-in-Office_570
src_Leader_2392,src_Pamphlet_851
