src_Sportsman_2973,src_Ecclesiarch_3392
src_TemporalInterval_3250,src_Book_329
src_Publisher_2812,src_Politician_2906
src_Political-Region_2775,src_Secular-Movement_948
src_Geographical-Discovery_3733,src_Religious-Ideology_1141
src_Magnate_2522,src_Cleric_3812
src_Emperor_1351,src_Time-Dependent_3649
src_Intra-State-Group_2717,src_Economic-Enterprise_1379
src_Time-Dependent-Relation_2687,src_Trade-Association_2357
src_Dynasty_2521,src_Period_3590
src_Ecclesiarch_2205,src_Church_4787
src_Religious-Ideology_1020,src_Individual_1324
src_Abstract-Notion_3169,src_Settlement_936
src_Field-of-Knowledge_1553,src_Economic-Symbol_293
src_Disease_327,src_Trades-Unionist_1360
src_Period-in-Office_548,src_Fictional-Event_3669
src_Animal_27,src_Flavour_3380
src_Geographical-Discovery_3171,src_Trades-Unionist_2560
src_Artefact_901,src_King_845
src_Country_3573,src_Life-Event_989
src_Symbol_230,src_Food_4903
src_Election_3110,src_Time-Dependent-Relation_4150
src_Religious-Movement_1825,src_Food_2473
src_Secular-Movement_3809,src_Prince_1396
src_Event_802,src_Animal_1050
src_Dynasty_4708,src_Other-Religious-Leader_2804
src_Artefact_3146,src_Population-Movement_3859
src_Disease_1255,src_Church-Reformer_430
src_Language_4560,src_Magnate_4888
src_Intellectual-Construct_356,src_Theologian_266
src_Discoverer_2248,src_Board_1600
src_Jurist_3288,src_Jurist_3139
src_Painting_3296,src_Treaty_4115
src_Environment_2728,src_University_2022
src_Object_4502,src_Psychologist_4329
src_Publisher_765,src_Religious-Symbol_3249
src_Economic-Process_4251,src_Professor_711
src_Head-of-Government_2984,src_Vehicle_2870
src_International-Alliance_2682,src_Idea_4098
src_Trades-Unionist_3574,src_Painting_1343
src_Leader_2160,src_Foreign-Minister_3371
src_Abbey_1388,src_Other-Religious-Person_3305
src_Landmark_1438,src_Idea_4819
src_Queen_4219,src_VicodiOI_3083
src_Abbey_1714,src_Emperor_422
src_Fictional-Event_3021,src_Prince_4637
src_Monastery_41,src_Person-Role_1522
src_Vehicle_4061,src_Cultural-Agreement_131
src_Writing_4248,src_Physician_4310
src_Pope_1243,src_City_2370
src_Abbey_3685,src_Ecclesiarch_973
src_Religious-Order_1141,src_Entertainer_3655
src_Political-Region_1154,src_Philosopher_4922
src_Sculptor_3143,src_Religious-Symbol_4333
src_Train_2578,src_Author_4131
src_Secular-Movement_4683,src_Water_2053
src_City_4122,src_Educational-Organisation_1929
src_International-Alliance_785,src_Magnate_3700
src_Masonic-Lodge_1865,src_Election_3323
src_Conceptual-Object_2976,src_FuzzyTemporalInterval_4082
src_Film-Maker_3519,src_Abbey_648
src_Ethnic-Group_4314,src_Publisher_87
src_Secular-Ideology_81,src_Party_3747
src_Role_68,src_Artefact_1519
src_Business-Leader_2963,src_Illness_3982
src_Time-Dependent_514,src_National-Symbol_3372
src_Cleric_308,src_Journalist_4826
src_Sultan_4111,src_Language_4080
src_Trades-Unionist_1165,src_Politician_266
src_Prince_803,src_Movement_402
src_Writing_185,src_Painter_3782
src_Magnate_1122,src_Fictional-Person_4061
src_Economic-Organisation_3094,src_Philanthropist_51
src_Publisher_4075,src_Educational-Organisation_4974
src_Sculptor_4611,src_Foreign-Minister_3781
src_Trades-Union_422,src_Time-Dependent_3068
src_Economic-Symbol_943,src_Journalist_4558
src_Party_4117,src_Time-Dependent-Relation_1320
src_Ritual_4920,src_Composer_3142
src_International-Alliance_459,src_Physician_3508
src_International-Organisation_4553,src_Category_403
src_Politician_4911,src_Secular-Leader_3430
src_Publisher_4385,src_Scientist_2888
src_Business-Leader_4329,src_Ideology_2827
src_Head-of-State_2411,src_Prince_671
src_Military-Unit_796,src_Legislation_4310
src_Train_120,src_Political-Symbol_2312
src_Artist_2130,src_Election_920
src_VicodiOI_1462,src_Discoverer_3906
src_Secular-Leader_2819,src_Painting_2991
src_Minister_4388,src_Philanthropist_4095
src_Person-Role_2373,src_Political-Symbol_4049
src_Religious-Symbol_403,src_Illness_490
src_Work-of-Art_4812,src_Scientist_4095
src_Other-Religious-Person_3726,src_Religious-Practice_193
src_Creator_2499,src_Artistic-Movement_2517
src_Sculptor_2082,src_Badge_2500
src_Location-Part-Relation_4665,src_Magnate_4358
src_Head-of-State_1790,src_Astronaut_654
src_Dynasty_2949,src_Criminal_1442
src_Religious-Community_564,src_Secular-Movement_3081
src_Intellectual-Movement_306,src_Military-Unit_3137
src_Time_2894,src_Pastime_4876
src_Fictional-Event_299,src_Crime_54
src_University_3793,src_Armament_3366
src_Saint_4471,src_Movement_4206
src_Language_3588,src_Abbey_4841
src_Location-Part-Relation_4270,src_Artist_1377
src_Badge_1281,src_Philanthropist_3329
src_Professor_409,src_Religious-Leader_4989
src_Pollution_2691,src_Artistic-Style_2477
src_Journalist_3357,src_Language_728
src_Scientific-Instrument_4046,src_Trial_4002
src_TemporalInterval_4136,src_Trades-Unionist_732
src_Queen_2450,src_Publisher_2349
src_Architect_2482,src_Cultural-Organisation_3906
src_Vehicle_1000,src_Commodity_1815
src_Discoverer_741,src_Political-Region_386
src_Structure_2666,src_Religious-Practice_3552
src_Journalist_1397,src_Location_3710
src_Landmark_1127,src_Time-Dependent-Relation_4598
src_Economic-Symbol_4345,src_Prince_940
src_Role_3644,src_Ideology_2596
src_Board_551,src_Economic-Symbol_1099
src_Location_179,src_Actor_2638
src_Religious-Ideology_3587,src_Flavour_1658
src_Dynasty_535,src_Sculptor_1625
src_Abstract-Notion_384,src_Sculpture_2437
src_Building_3710,src_Sportsman_4661
src_Pastime_172,src_FuzzyTemporalInterval_1498
src_Illness_4869,src_Liturgical-Object_52
src_Economic-Organisation_4872,src_Painter_2446
src_FuzzyTemporalInterval_4855,src_Cultural-Organisation_1266
src_Conductor_1462,src_Masonic-Lodge_2586
src_Flavour_2262,src_Ship_244
src_Political-Region_233,src_Illness_4473
src_Movement_3880,src_Professor_4107
src_Dramaturge_1591,src_Geographical-Region_2025
src_Religious-Ideology_2706,src_Religious-Symbol_1472
src_Settlement_4130,src_Location-Part-Relation_2815
src_Criminal_2144,src_Publisher_4791
src_Painter_698,src_Ideology_4421
src_Theologian_2091,src_Musician_2558
src_Structure_1900,src_International-Alliance_1310
src_Settlement_3408,src_League_628
src_Period-in-Office_3958,src_Leader_1134
src_Ideology_4263,src_Cathedral_220
src_Sculptor_3184,src_Governmental-Organisation_2195
src_Dramaturge_2881,src_Pollution_1265
src_Stereotype-Group_1307,src_Queen_4504
src_Country_2617,src_Publisher_4954
src_Event_3653,src_Symbol_207
src_Trade-Association_788,src_Astronaut_1797
src_Field-of-Knowledge_4339,src_Village_3548
src_Minister_3016,src_Religious-Organisation_2732
src_Country_830,src_Creator_3798
src_Secular-Leader_3504,src_Professor_629
src_Village_102,src_Astronaut_647
src_Secular-Leader_4685,src_Diplomat_2683
src_Movement_3481,src_Magnate_1377
src_Public-Oration_3414,src_Masonic-Lodge_3040
src_Inventor_4308,src_Party_3088
src_Author_385,src_Geographical-Discovery_2061
src_Religious-Leader_4200,src_Election_1660
src_Conductor_2103,src_Economic-Enterprise_1477
src_Piece-of-Music_3206,src_Military-Organisation_2165
src_University_3803,src_Non-Military-Conflict_1847
src_Board_2699,src_Monastery_3687
src_Time_4043,src_Politician_3595
src_Head-of-State_2500,src_Event_2270
src_Pollution_2573,src_Queen_1802
src_Commodity_1906,src_Fictional-Person_3080
src_Clothing_2627,src_Economic-Enterprise_3071
src_Measurable-Trend_1823,src_Liturgical-Object_864
src_Trade-Association_3143,src_Geographical-Feature_1602
src_Religious-Movement_975,src_Conductor_1118
src_Sculptor_3471,src_Intellectual-Construct_2385
src_Measurable-Trend_1472,src_Scandal_3177
src_Author_4241,src_Sculpture_4398
src_Intellectual-Construct_2881,src_Food_1783
src_Person_15,src_VicodiOI_4534
src_Person_638,src_Theologian_4889
src_Journalist_2652,src_Treaty_2598
src_Conductor_2554,src_Monastery_4906
src_Scandal_4117,src_Disease_4582
src_Location-Part-Relation_4730,src_Intellectual-Construct_2246
src_Conceptual-Object_273,src_Work-of-Art_647
src_War_848,src_Train_3749
src_Pamphlet_2409,src_Saint_3886
src_Head-of-Government_2174,src_Landmark_2671
src_Head-of-Government_2456,src_Language_4424
src_Food_2670,src_Management-Organisation_3454
src_Fictional-Person_371,src_University_2150
src_Foreign-Minister_360,src_Church_4433
src_Non-Military-Conflict_3561,src_Ship_3168
src_Uprising_844,src_Saint_4173
src_Theologian_363,src_Movement_2787
src_Church_3251,src_Religious-Movement_4188
src_Magnate_1421,src_Religious-Community_3741
src_Church_3689,src_Intellectual-Movement_103
src_Economic-Symbol_4019,src_Philanthropist_2493
src_Film-Maker_2118,src_Trades-Unionist_1421
src_Political-Symbol_3052,src_National-Symbol_2021
src_Trades-Unionist_1368,src_Geographical-Region_3452
src_Landmark_3138,src_Astronaut_2186
src_Trades-Unionist_2529,src_Environment_3268
src_Religious-Organisation_552,src_Jurist_64
src_International-Alliance_3727,src_Discoverer_4481
src_Trial_4018,src_Natural-Object_16
src_Magnate_230,src_Other-Religious-Leader_31
src_Musician_2815,src_Period-in-Office_2403
src_Architect_2640,src_Scientific-Instrument_238
src_Jurist_106,src_Piece-of-Music_3141
src_Location_3261,src_Political-Organisation_3573
src_Social-Group_3716,src_Publisher_3189
src_Disaster_4994,src_Country_2784
src_Non-Military-Conflict_939,src_Criminal_4025
src_Natural-Object_4262,src_Commodity_2371
src_Location-Part-Relation_2310,src_Ideology_1372
src_Scandal_2784,src_FuzzyTemporalInterval_1222
src_Battle_1935,src_Foreign-Minister_3018
src_Ecclesiarch_2130,src_Period-in-Office_3305
src_Religious-Practice_87,src_Military-Person_24
src_Sculptor_576,src_Cultural-Organisation_3399
src_Cathedral_1292,src_Trial_2790
src_Leader_681,src_Idea_372
src_Clerical-Leader_2269,src_Secular-Ideology_4366
src_Secular-Movement_3764,src_Economic-Process_2993
src_Religious-Symbol_2428,src_Object_4276
src_Technical-Scientific-Advance_596,src_Ideology_2388
src_Sultan_3507,src_Military-Organisation_1301
src_Relic_4981,src_Political-Organisation_1866
src_Engineer_983,src_Public-Oration_3810
src_Train_1140,src_Conductor_2479
src_International-Organisation_3008,src_Trades-Union_3852
src_Abbey_1193,src_Prince_1562
src_Legislation_1494,src_Secular-Movement_4039
src_Life-Event_3680,src_Crime_820
src_Movement_3445,src_Entertainer_4457
src_Actor_4475,src_Ethnic-Group_775
src_Philosopher_417,src_Non-Military-Conflict_2665
src_Actor_865,src_Religious-Ideology_2424
src_Crime_3474,src_Water_2898
src_Crime_2410,src_Diplomat_726
src_Publisher_529,src_League_1135
src_Church-Reformer_305,src_Object_2035
src_King_3409,src_Village_3278
src_Ideology_2144,src_Village_3992
src_Economist_3454,src_Military-Unit_247
src_Religious-Organisation_3710,src_Person_2450
src_Badge_1784,src_Religious-Practice_1700
src_Economist_1268,src_Economist_2689
src_University_2169,src_Fictional-Event_2280
src_Sultan_4323,src_Astronaut_973
src_Ethnic-Group_3650,src_Architect_3186
src_King_4079,src_Scientist_2185
src_Functionary_170,src_Measurable-Trend_1273
src_Composer_958,src_Economic-Enterprise_4978
src_Discoverer_4198,src_Organisation_374
src_Politician_1593,src_Flavour_3871
src_Legislation_161,src_Military-Organisation_3847
src_Religious-Order_4394,src_TemporalInterval_3919
src_Field-of-Knowledge_925,src_Theologian_2464
src_City_292,src_Entertainer_384
src_Category_1592,src_Scientist_2657
src_Governmental-Organisation_3550,src_Journal_3308
src_Technical-Scientific-Advance_2880,src_Work-of-Art_2541
src_Disease_1951,src_Trades-Union_1091
src_Trade-Association_2663,src_University_2238
src_Cultural-Agreement_4419,src_City_4517
src_Uprising_4303,src_Economic-Symbol_4940
src_Physician_820,src_Criminal_63
src_Armament_2013,src_Relic_3581
src_Representative-Institution_2249,src_Economic-Organisation_1171
src_Conductor_2098,src_Economist_2339
src_Artist_842,src_Religious-Movement_4954
src_Movement_4837,src_Life-Event_4979
src_National-Symbol_657,src_Life-Event_3323
src_Creator_3969,src_Jurist_3210
src_Train_1138,src_Writing_34
src_Religious-Organisation_1389,src_Governmental-Organisation_1232
src_Location-Part-Relation_691,src_Religious-Organisation_4436
src_Geographical-Feature_3615,src_Trades-Unionist_1830
src_Geographical-Region_1844,src_Ritual_3351
src_Governmental-Organisation_695,src_Masonic-Lodge_2577
src_Religious-Organisation_1696,src_Scientific-Instrument_2588
src_Foreign-Minister_2850,src_Water_1550
src_Emperor_66,src_Meeting_510
src_Country_4372,src_Pope_4718
src_Settlement_2728,src_Geographical-Feature_2322
src_Book_1060,src_Jurist_881
src_Non-Military-Conflict_1091,src_Religious-Symbol_3239
src_Election_4243,src_Animal_284
src_Animal_924,src_Language_117
src_Psychologist_3109,src_Landmark_1949
src_Animal_1448,src_University_151
src_Pastime_2261,src_Creator_1011
src_Political-Organisation_1429,src_Philanthropist_2403
src_King_2541,src_Economic-Organisation_680
src_Discoverer_2258,src_Art-Form_2534
src_Time-Dependent-Relation_3635,src_Religious-Movement_2393
src_Pope_1442,src_Actor_114
src_Sculpture_4109,src_Crime_2250
src_Work-of-Art_4265,src_Location-Part-Relation_4273
src_Religious-Organisation_110,src_Public-Oration_3931
src_Geographer_357,src_Religious-Ideology_1465
src_International-Alliance_3053,src_Physician_1087
src_Religious-Ideology_901,src_Secular-Ideology_3799
src_Book_2629,src_Population-Movement_4130
src_Fictional-Event_4829,src_Language_1750
src_International-Organisation_3375,src_Head-of-Government_4584
src_Landmark_3408,src_Settlement_3055
src_Church-Reformer_3633,src_Educational-Organisation_3123
src_Publisher_284,src_Artist_1232
src_Film-Maker_4858,src_Social-Group_131
src_Dynasty_2537,src_Cleric_4127
src_Artefact_2875,src_Leader_2980
src_Secular-Leader_594,src_Pope_3374
src_Crime_4007,src_Ethnic-Group_1453
src_Crime_2817,src_Disaster_1726
src_Animal_3571,src_Composer_1757
src_Language_886,src_Religious-Ideology_2117
src_Election_2110,src_Time-Dependent-Relation_3006
src_Conceptual-Object_2769,src_Trial_2090
src_Journal_3097,src_Event_3012
src_Journal_2587,src_Fictional-Event_4845
src_Minister_3336,src_Monastery_2501
src_Masonic-Lodge_4001,src_Secular-Ideology_4802
src_Measurable-Trend_2023,src_Badge_1119
src_Queen_3280,src_Book_3588
src_Period_1574,src_Head-of-State_3502
src_Political-Region_4937,src_Intellectual-Movement_604
src_Pollution_2637,src_Painter_4981
src_Religious-Ideology_1102,src_Representative-Institution_640
src_Cultural-Agreement_1279,src_Event_3938
src_Relic_971,src_Publisher_2430
src_Natural-Object_3123,src_Scientist_3100
src_Publisher_4837,src_Political-Region_2697
src_Relic_2182,src_International-Organisation_4518
src_Food_630,src_Writing_4440
src_National-Symbol_1057,src_Location_4979
src_Military-Person_1526,src_Philanthropist_1363
src_Symbol_3321,src_Trade-Association_3665
src_Emperor_3139,src_Newspaper_2015
src_International-Alliance_3921,src_Technical-Scientific-Advance_3096
src_Object_3490,src_Individual_2335
src_Other-Religious-Leader_3505,src_Liturgical-Object_1546
src_Governmental-Organisation_4067,src_Object_538
src_Commodity_234,src_Entertainer_1026
src_Astronaut_1384,src_Organisation_3858
src_TemporalInterval_2095,src_Vehicle_1335
src_Time_701,src_FuzzyTemporalInterval_3832
src_Religious-Ideology_4486,src_Military-Organisation_1760
src_Artist_257,src_Political-Region_2651
src_Monastery_4300,src_University_118
src_Fictional-Event_292,src_Military-Person_1208
src_Prince_4396,src_Fictional-Event_4151
src_Creator_2990,src_Geographical-Discovery_2024
src_Flavour_776,src_Water_463
src_Cleric_2982,src_Time-Dependent_575
src_Role_1046,src_Environment_1206
src_Political-Symbol_3432,src_Location_2192
src_Language_4963,src_Location-Part-Relation_4455
src_Religious-Community_4941,src_Head-of-State_2700
src_Religious-Symbol_347,src_Illness_652
src_Location-Part-Relation_3678,src_Intellectual-Construct_3402
src_Flavour_463,src_Criminal_4541
src_Painter_1433,src_Scientific-Instrument_2645
src_Inventor_1452,src_Political-Organisation_2504
src_Board_170,src_Church_1803
src_Politician_1130,src_Cultural-Organisation_4671
src_Conceptual-Object_2411,src_Pope_42
src_Board_106,src_Ritual_1023
src_Non-Military-Conflict_2452,src_Sculpture_4291
src_Magnate_1263,src_Event_2085
src_Head-of-State_3834,src_Other-Religious-Person_1977
src_Economic-Organisation_1933,src_Leader_600
src_Physician_2444,src_Architect_2712
src_Newspaper_2821,src_Field-of-Knowledge_1004
src_Scientist_4656,src_War_1584
src_Political-Organisation_1158,src_Language_179
src_Environment_562,src_Magnate_4696
src_Legislation_4141,src_Settlement_1091
src_Trade-Association_3150,src_Flavour_3893
src_Armament_2926,src_Military-Unit_2420
src_Secular-Movement_3104,src_Trade-Association_1963
src_Abstract-Notion_4319,src_Work-of-Art_4425
src_Church_2451,src_Idea_4512
src_Political-Organisation_1283,src_Party_4220
src_University_2294,src_Religious-Ideology_4917
src_Structure_4285,src_Political-Symbol_2427
src_Natural-Object_1232,src_University_2902
src_Professor_2136,src_Painter_2527
src_Location-Part-Relation_4956,src_Natural-Object_279
src_Other-Religious-Person_134,src_VicodiOI_3738
src_Military-Unit_1861,src_Conductor_2790
src_Village_53,src_Intellectual-Movement_390
src_Journalist_4539,src_Religious-Order_2094
src_Emperor_1466,src_Engineer_2634
src_FuzzyTemporalInterval_4884,src_Relic_1943
src_City_1282,src_Geographer_350
src_Vehicle_3180,src_Cultural-Organisation_4440
src_Artefact_3452,src_Ethnic-Group_1771
src_Time-Dependent-Relation_484,src_Badge_4592
src_Country_984,src_Structure_861
src_City_2934,src_Political-Organisation_2862
src_International-Organisation_3810,src_Intellectual-Movement_4307
src_Pollution_4478,src_Composer_4341
src_Jurist_1279,src_Fictional-Event_4283
src_Philanthropist_634,src_Piece-of-Music_4388
src_Time_2029,src_Discoverer_1824
src_Technical-Scientific-Advance_4307,src_University_4976
src_Trades-Unionist_4279,src_Technical-Scientific-Advance_3238
src_Ideology_3674,src_Uprising_2313
src_Clerical-Leader_4495,src_Trades-Unionist_3185
src_Sculptor_4115,src_Philanthropist_2732
src_Food_826,src_Diplomat_875
src_Ship_4348,src_Economist_781
src_Foreign-Minister_3871,src_Prince_3493
src_Artistic-Style_678,src_Piece-of-Music_2122
src_Engineer_3879,src_VicodiOI_3251
src_Pastime_4187,src_Legislation_957
src_TemporalInterval_3630,src_Ideology_938
src_Period-in-Office_150,src_Structure_696
src_International-Alliance_2376,src_Scandal_891
src_Clerical-Leader_3533,src_Ritual_4584
src_Economic-Symbol_4396,src_Trade-Association_2527
src_Head-of-State_146,src_Art-Form_3403
src_TemporalInterval_228,src_Pollution_4458
src_International-Organisation_3005,src_Leader_3796
src_Field-of-Knowledge_4003,src_Pamphlet_186
src_Location-Part-Relation_1267,src_Uprising_140
src_Ecclesiarch_2973,src_Cultural-Organisation_1934
src_War_3658,src_Religious-Leader_3864
src_Geographical-Feature_1641,src_Economic-Enterprise_1817
src_Location-Part-Relation_1162,src_Head-of-Government_4471
src_Painting_1810,src_Public-Oration_2014
src_Trade-Association_1324,src_Work-of-Art_2947
src_Psychologist_4705,src_Cleric_627
src_Person-Role_2454,src_Abbey_725
src_Foreign-Minister_2476,src_Painter_4584
src_VicodiOI_413,src_Intellectual-Movement_2618
src_Geographical-Region_3354,src_International-Organisation_479
src_Party_4602,src_Party_2778
src_Head-of-Government_4164,src_Population-Movement_3043
src_Religious-Movement_117,src_Jurist_77
src_Secular-Leader_1341,src_Politician_114
src_Religious-Leader_4988,src_Functionary_166
src_Sculptor_4235,src_Location_3869
src_Ritual_1372,src_Role_2754
src_Publisher_4419,src_Battle_2309
src_Diplomat_2502,src_Period_2759
src_Secular-Movement_3208,src_Battle_3253
src_Politician_4747,src_Board_2383
src_Role_4643,src_Artistic-Style_2364
src_Film-Maker_2616,src_Party_2524
src_Public-Oration_3804,src_Church_601
src_Geographical-Discovery_4019,src_Magnate_3099
src_Population-Movement_4823,src_Liturgical-Object_3679
src_Water_2555,src_Political-Organisation_4507
src_Musician_4680,src_Geographer_2976
src_Building_267,src_City_2853
src_Armament_4727,src_Geographer_4076
src_Monastery_4287,src_Crime_891
src_Language_2284,src_Disease_3865
src_Economist_2412,src_Period-in-Office_4274
src_Minister_2420,src_National-Symbol_3513
src_Abbey_2636,src_Intra-State-Group_1402
src_Artistic-Movement_2360,src_Artistic-Movement_3921
src_Economist_2328,src_Astronaut_1490
src_Functionary_4573,src_Village_2342
src_Political-Region_3355,src_Sportsman_2246
src_Armament_4462,src_Religious-Community_1199
src_Meeting_3213,src_Dancer_4235
src_Idea_2708,src_Measurable-Trend_2296
src_King_3925,src_Political-Symbol_1231
src_VicodiOI_654,src_Economic-Process_4939
src_Philanthropist_125,src_Musician_2587
src_Philanthropist_4272,src_Fictional-Person_1998
src_Religious-Symbol_2114,src_Cleric_1178
src_Landmark_3056,src_University_2641
src_Ship_1945,src_Country_2385
src_Landmark_2875,src_Party_327
src_Animal_2171,src_Badge_2215
src_Economist_1884,src_Painter_2154
src_Secular-Movement_905,src_Uprising_2828
src_Religious-Organisation_4501,src_Uprising_3136
src_Religious-Leader_4151,src_Monastery_2251
src_Painter_3164,src_Astronaut_1922
src_Entertainer_4845,src_Other-Religious-Leader_2601
src_Publisher_4751,src_Architect_3785
src_Trade-Association_2137,src_Religious-Leader_2389
src_Journalist_1479,src_Language_3514
src_Location-Part-Relation_1493,src_Religious-Organisation_1104
src_Armament_632,src_Masonic-Lodge_41
src_Symbol_2439,src_Period-in-Office_4756
src_Religious-Organisation_4583,src_Economist_1654
src_Trial_2299,src_Film-Maker_2935
src_Musician_2826,src_Artistic-Style_1804
src_Dynasty_1547,src_Landmark_4022
src_Religious-Ideology_699,src_Location_4055
src_Architect_455,src_Ideology_388
src_FuzzyTemporalInterval_1605,src_Secular-Movement_691
src_Flavour_2549,src_Head-of-Government_2058
src_Pollution_813,src_Educational-Organisation_137
src_Village_705,src_Painter_1118
src_Philanthropist_4434,src_Religious-Community_4868
src_Actor_2677,src_Secular-Ideology_3686
src_Settlement_2252,src_Religious-Order_4773
src_Criminal_514,src_Conductor_3612
src_Creator_4032,src_Clerical-Leader_2156
src_Stereotype-Group_653,src_Sculptor_2505
src_Emperor_386,src_Idea_1208
src_Criminal_3082,src_Disaster_1211
src_Liturgical-Object_4992,src_Other-Religious-Person_4475
src_Criminal_1812,src_Election_2641
src_Religious-Ideology_4270,src_Other-Religious-Person_2617
src_Leader_4707,src_Election_2139
src_Military-Unit_116,src_Event_2623
src_Sultan_3539,src_Clothing_1564
src_Liturgical-Object_2593,src_Religious-Movement_4485
src_Professor_1755,src_Election_1586
src_Politician_411,src_Other-Religious-Leader_2526
src_Monastery_683,src_Illness_4890
src_Ship_412,src_Event_4901
src_Settlement_1452,src_Intellectual-Construct_822
src_Prince_4326,src_Crime_1488
src_Other-Religious-Leader_1116,src_Crime_1600
src_Governmental-Organisation_4719,src_Politician_1238
src_Village_2623,src_Philosopher_814
src_Armament_4558,src_Economic-Enterprise_1154
src_Relic_902,src_Scientific-Instrument_2718
src_Engineer_219,src_Social-Group_4975
src_TemporalInterval_2539,src_Economic-Organisation_3480
src_Person-Role_4546,src_Ritual_4731
src_Musician_4042,src_Uprising_1929
src_Military-Unit_4488,src_Cultural-Organisation_1182
src_Time_2722,src_Trades-Unionist_2188
src_National-Symbol_2940,src_Military-Organisation_2810
src_National-Symbol_1729,src_Election_1248
src_Musician_1815,src_Psychologist_10
src_Pope_3547,src_League_3207
src_Queen_3204,src_Religious-Community_1052
src_Head-of-State_2092,src_Head-of-Government_4626
src_Scientific-Instrument_4552,src_Train_2601
src_Location_3560,src_Piece-of-Music_3439
src_Intellectual-Construct_1050,src_Location_1082
src_International-Alliance_297,src_Liturgical-Object_1429
src_Settlement_2691,src_Artist_450
src_Religious-Ideology_3129,src_Disease_3372
src_Scientific-Instrument_2879,src_Other-Religious-Person_2480
src_Work-of-Art_875,src_Intra-State-Group_208
src_Political-Region_1250,src_Religious-Order_699
src_Commodity_1798,src_Business-Leader_1853
src_Monastery_676,src_Cultural-Agreement_1894
src_Film-Maker_2593,src_Measurable-Trend_4337
src_Conductor_3253,src_Landmark_2939
src_Film-Maker_1616,src_Work-of-Art_2238
src_Artistic-Movement_128,src_Economic-Symbol_2906
src_Non-Military-Conflict_117,src_Movement_7
src_Sculptor_3524,src_Military-Person_1977
src_Criminal_4759,src_University_4167
src_Social-Group_3709,src_Ship_4082
src_Military-Unit_4478,src_Artefact_255
src_Time-Dependent-Relation_735,src_Religious-Community_2738
src_Individual_4708,src_Economic-Enterprise_2319
src_Language_3787,src_Minister_4333
src_Other-Religious-Leader_2997,src_Business-Leader_2474
src_Clothing_3928,src_Criminal_4541
src_Political-Region_3415,src_Location_4580
src_Cultural-Agreement_4739,src_Fictional-Event_4818
src_Intellectual-Construct_754,src_Economic-Organisation_4892
src_Environment_3590,src_Dramaturge_4489
src_Pastime_265,src_Governmental-Organisation_3764
src_Cathedral_4604,src_Structure_2407
src_Economic-Symbol_4463,src_Commodity_3886
src_Publisher_1154,src_Legislation_2685
src_Religious-Organisation_2778,src_Period_3478
src_Scientific-Instrument_192,src_Religious-Leader_4411
src_Scientist_755,src_Fictional-Person_500
src_Commodity_1246,src_Diplomat_3014
src_Sculptor_4644,src_Trade-Association_3969
src_National-Symbol_295,src_Time-Dependent_60
src_Scientist_2248,src_Military-Person_270
src_Artist_2768,src_City_1451
src_Religious-Practice_4357,src_Dancer_1034
src_Technical-Scientific-Advance_2337,src_Symbol_1080
src_Board_1445,src_Religious-Leader_4131
src_Trades-Union_1218,src_Measurable-Trend_156
src_Art-Form_784,src_Dynasty_1481
src_Painting_3407,src_Time-Dependent-Relation_4214
src_Sultan_4274,src_Sculptor_4680
src_Entertainer_4037,src_Journal_2765
src_Church-Reformer_4259,src_Secular-Leader_2068
src_Language_2410,src_Foreign-Minister_389
src_Religious-Community_1498,src_Religious-Leader_1076
src_Actor_120,src_Village_3007
src_Economic-Symbol_433,src_Economic-Symbol_3569
src_Social-Stratum_2057,src_Representative-Institution_2242
src_FuzzyTemporalInterval_3236,src_Jurist_3797
src_Election_628,src_Disease_4663
src_Scientist_3769,src_Publisher_1583
src_Cleric_894,src_Pastime_4782
src_City_328,src_Leader_3811
src_Location_258,src_Leader_4131
src_Individual_3531,src_Train_2132
src_Cathedral_1969,src_Technical-Scientific-Advance_661
src_Clerical-Leader_3911,src_Religious-Ideology_4484
src_Geographical-Discovery_106,src_Public-Oration_4915
src_Newspaper_3273,src_Field-of-Knowledge_224
src_Cultural-Organisation_1114,src_Film-Maker_3183
src_Election_3490,src_Artistic-Movement_4774
src_Representative-Institution_2429,src_Political-Organisation_1276
src_Location_4435,src_Magnate_2743
src_Stereotype-Group_315,src_Other-Religious-Person_466
src_International-Alliance_489,src_Composer_1007
src_Natural-Object_938,src_Dramaturge_3574
src_Minister_4201,src_War_530
src_Trial_2555,src_Treaty_3404
src_Sportsman_204,src_Settlement_2623
src_Geographical-Discovery_2948,src_Intellectual-Construct_567
src_Theologian_1244,src_Relic_806
src_International-Alliance_1674,src_Sultan_4581
src_Pamphlet_557,src_Period-in-Office_859
src_Philosopher_4362,src_Religious-Leader_445
src_Creator_1476,src_Scientific-Instrument_2986
src_Painter_3562,src_Economist_1506
src_Individual_1035,src_Dynasty_3410
src_Sculpture_2693,src_Environment_407
src_Astronaut_2506,src_Religious-Movement_1125
src_International-Organisation_4700,src_Political-Symbol_4242
src_Pope_1519,src_Secular-Ideology_2612
src_Location-Part-Relation_644,src_Location-Part-Relation_3235
src_Economist_3575,src_Secular-Movement_4220
src_War_3246,src_Cleric_1131
src_Armament_3090,src_Armament_3885
src_Landmark_2266,src_Painter_3047
src_Crime_2306,src_Time-Dependent_2959
src_Philosopher_1587,src_Sportsman_2621
src_Artistic-Movement_1795,src_Geographical-Discovery_2357
