src_Location-Part-Relation_2721,src_Journalist_4145
src_Village_2459,src_Piece-of-Music_2028
src_Movement_2630,src_Country_163
src_Artefact_4921,src_Ritual_3135
src_Clothing_1197,src_Treaty_4579
src_Magnate_1723,src_Food_1264
src_Artistic-Movement_1966,src_Symbol_838
src_Settlement_4905,src_Religious-Ideology_2830
src_Event_2913,src_Educational-Organisation_619
src_Military-Organisation_4597,src_Minister_683
src_Pope_1395,src_Religious-Ideology_4629
src_University_1420,src_Head-of-State_4697
src_Clothing_4831,src_Intra-State-Group_1038
src_Functionary_2420,src_Geographical-Discovery_4020
src_Intra-State-Group_182,src_Military-Organisation_119
src_Flavour_3963,src_Conductor_4404
src_Object_3008,src_Abstract-Notion_163
src_Musician_3829,src_Trial_1425
src_Disaster_1809,src_Head-of-Government_2153
src_Geographer_1158,src_Disaster_1863
src_Fictional-Event_3908,src_Structure_3401
src_Other-Religious-Person_3228,src_Geographer_1706
src_Artistic-Movement_4634,src_Field-of-Knowledge_1803
src_Economic-Process_2206,src_Person-Role_768
src_Technical-Scientific-Advance_4564,src_Fictional-Person_4445
src_King_2895,src_Cultural-Agreement_3691
src_Landmark_4012,src_Artistic-Movement_3083
src_Musician_4554,src_Person-Role_822
src_Criminal_4472,src_Armament_2687
src_Pastime_4391,src_Painter_29
src_Ethnic-Group_4471,src_Country_4120
src_Symbol_1853,src_Pamphlet_1583
src_Country_3969,src_Secular-Ideology_2956
src_Other-Religious-Leader_4437,src_Military-Organisation_3421
src_Entertainer_1786,src_Ecclesiarch_3920
src_Illness_797,src_Author_4706
src_Film-Maker_4767,src_Clothing_3588
src_Measurable-Trend_2714,src_Battle_3674
src_Life-Event_2814,src_Pope_3305
src_Disease_52,src_International-Organisation_1565
src_Ideology_4090,src_International-Alliance_3268
src_Church-Reformer_1845,src_Location_514
src_Liturgical-Object_2429,src_Church-Reformer_1106
src_Event_3850,src_Location_2558
src_Abbey_3284,src_Conceptual-Object_4068
src_Management-Organisation_592,src_Entertainer_4653
src_Environment_4550,src_Object_722
src_Election_1751,src_Trades-Union_2981
src_TemporalInterval_1733,src_Secular-Ideology_1721
src_Individual_4226,src_Flavour_1176
src_Pollution_4794,src_Time-Dependent-Relation_2407
src_Scandal_1701,src_Relic_4807
src_Trades-Unionist_2436,src_Political-Region_3067
src_Time-Dependent_4813,src_Military-Unit_2681
src_Emperor_2074,src_Trade-Association_4831
src_Pamphlet_907,src_Trades-Union_1100
src_Public-Oration_4740,src_Actor_2720
src_Pope_1785,src_Author_3192
src_Event_2269,src_Scientist_4858
src_Geographer_4578,src_Physician_1505
src_Language_1843,src_Religious-Symbol_3949
src_Uprising_598,src_Party_1827
src_Religious-Leader_2597,src_Artistic-Style_1181
src_Scientist_1035,src_Secular-Movement_2781
src_Fictional-Event_291,src_Architect_4019
src_Astronaut_4388,src_Natural-Object_289
src_Settlement_4858,src_Dynasty_3671
src_Military-Unit_4646,src_Vehicle_719
src_Philanthropist_3853,src_Measurable-Trend_4167
src_Political-Organisation_3517,src_Church_4311
src_Publisher_180,src_Location-Part-Relation_4542
src_Physician_3691,src_Cultural-Agreement_4374
src_Religious-Practice_1088,src_Sportsman_752
src_Creator_3649,src_Queen_2653
src_International-Alliance_268,src_Governmental-Organisation_4882
src_Person-Role_1428,src_Governmental-Organisation_3750
src_Magnate_1789,src_Entertainer_2964
src_Work-of-Art_2065,src_Landmark_1800
src_Ritual_2963,src_Trade-Association_2720
src_Structure_2112,src_Disease_1808
src_Art-Form_3949,src_Dynasty_2330
src_Philanthropist_1972,src_Cultural-Agreement_4520
src_Legislation_3688,src_Symbol_1655
src_Astronaut_3712,src_Artistic-Movement_4146
src_Sportsman_2601,src_Artist_1240
src_Landmark_4579,src_Church-Reformer_1691
src_Crime_661,src_Technical-Scientific-Advance_4798
src_Ship_3725,src_Person_3242
src_Philosopher_4671,src_Other-Religious-Person_661
src_Trades-Unionist_4983,src_Sculptor_4951
src_Religious-Order_3330,src_Scandal_810
src_Trial_2590,src_Cleric_2190
src_Movement_603,src_Author_1215
src_Publisher_2641,src_Technical-Scientific-Advance_3180
src_Dramaturge_784,src_Newspaper_1876
src_Political-Symbol_4174,src_Cleric_2950
src_Politician_2466,src_Person_3133
src_Stereotype-Group_528,src_Educational-Organisation_2830
src_Other-Religious-Person_198,src_Population-Movement_2880
src_Treaty_1107,src_Clothing_4543
src_Musician_1847,src_Train_1493
src_Clerical-Leader_2470,src_Person-Role_2654
src_Building_4702,src_Period-in-Office_2782
src_Clothing_2103,src_Organisation_65
src_Ethnic-Group_1066,src_Secular-Ideology_4206
src_Entertainer_98,src_Event_1001
src_Painting_4439,src_Cathedral_1980
src_Religious-Ideology_1802,src_Liturgical-Object_4761
src_Religious-Community_4587,src_Intra-State-Group_39
src_Language_3734,src_Religious-Symbol_4134
src_Business-Leader_4740,src_Economic-Enterprise_4568
src_Symbol_3973,src_Board_326
src_Foreign-Minister_891,src_Business-Leader_4477
src_Cathedral_4657,src_Head-of-Government_4627
src_Movement_4163,src_Uprising_3802
src_Animal_4384,src_Creator_4095
src_Symbol_1841,src_Geographical-Discovery_4439
src_Public-Oration_4069,src_Musician_2144
src_Badge_1525,src_Scientific-Instrument_2447
src_Prince_2875,src_Fictional-Event_3211
src_Ship_992,src_Symbol_1052
src_Saint_2370,src_Meeting_1393
src_Measurable-Trend_4484,src_Theologian_1126
src_Time-Dependent-Relation_1015,src_Artistic-Movement_4398
src_Train_4935,src_Religious-Organisation_2787
src_Political-Organisation_3304,src_Commodity_3559
src_Measurable-Trend_1543,src_Journalist_3157
src_Measurable-Trend_1565,src_Scandal_3833
src_Foreign-Minister_3414,src_Economic-Symbol_3641
src_Dancer_2480,src_Author_3223
src_Food_4855,src_Philosopher_564
src_Location_2141,src_FuzzyTemporalInterval_1842
src_Other-Religious-Leader_4671,src_Pastime_902
src_Intellectual-Movement_2450,src_Period_2552
src_Diplomat_1172,src_Technical-Scientific-Advance_2368
src_VicodiOI_3832,src_City_231
src_Structure_3273,src_Dancer_2767
src_League_3519,src_Journalist_2544
src_Clothing_1751,src_Liturgical-Object_3712
src_Abstract-Notion_2093,src_Artefact_4094
src_King_1181,src_Economic-Enterprise_4764
src_Illness_1048,src_Conceptual-Object_2622
src_Event_4169,src_Geographer_1451
src_Military-Unit_3446,src_Vehicle_951
src_Creator_3548,src_Intra-State-Group_3826
src_Event_244,src_Economic-Organisation_1961
src_Relic_2346,src_Philanthropist_4535
src_Pamphlet_1716,src_Pamphlet_3719
src_Conductor_3175,src_International-Alliance_3345
src_Trades-Union_1980,src_Actor_4839
src_Painter_4410,src_Religious-Ideology_1810
src_Diplomat_917,src_Painter_1542
src_Landmark_1413,src_Village_4086
src_Location-Part-Relation_25,src_Badge_4694
src_Technical-Scientific-Advance_3818,src_Management-Organisation_1155
src_Flavour_4828,src_Engineer_1921
src_Governmental-Organisation_39,src_Economic-Process_2185
src_Queen_1124,src_Life-Event_2348
src_Public-Oration_1819,src_Entertainer_881
src_Political-Organisation_2825,src_Artefact_3647
src_Artistic-Style_2102,src_Disaster_3232
src_Crime_3789,src_Military-Organisation_850
src_Management-Organisation_2556,src_Measurable-Trend_4290
src_Artist_4003,src_Abstract-Notion_3919
src_Secular-Movement_4698,src_Meeting_1297
src_Animal_3395,src_Inventor_2860
src_International-Alliance_4631,src_Emperor_4461
src_Board_2196,src_Scandal_1775
src_Population-Movement_4732,src_Sculpture_2386
src_Stereotype-Group_2345,src_Village_3930
src_Religious-Movement_4276,src_Foreign-Minister_1031
src_Time-Dependent_2349,src_Religious-Practice_3318
src_Church_2436,src_Astronaut_2587
src_Dynasty_2814,src_Military-Unit_4281
src_Ethnic-Group_787,src_Ship_4632
src_Ecclesiarch_4988,src_Intellectual-Movement_3362
src_Natural-Object_2419,src_Professor_1682
src_Scientist_4571,src_VicodiOI_3161
src_Organisation_2677,src_Period-in-Office_270
src_Scandal_3380,src_Religious-Leader_4458
src_Discoverer_2769,src_League_3909
src_Intra-State-Group_320,src_Animal_1848
src_Abbey_1883,src_Religious-Practice_4968
src_Artefact_1381,src_Population-Movement_283
src_Leader_4470,src_Cultural-Organisation_2123
src_Conceptual-Object_2741,src_Actor_2012
src_Film-Maker_501,src_Intellectual-Movement_4420
src_Creator_14,src_Entertainer_1998
src_Life-Event_2820,src_Religious-Order_2906
src_Fictional-Person_4661,src_International-Alliance_3949
src_Queen_4083,src_Fictional-Event_4160
src_Representative-Institution_3993,src_Actor_1903
src_Location_2347,src_Criminal_1529
src_Economic-Process_246,src_Film-Maker_239
src_Film-Maker_2102,src_Artefact_4939
src_Art-Form_4350,src_Badge_2951
src_Other-Religious-Leader_914,src_Board_2206
src_Church_217,src_Food_1323
src_Fictional-Event_1998,src_Engineer_4500
src_Geographer_918,src_Political-Symbol_3906
src_Liturgical-Object_2692,src_Disaster_2480
src_Functionary_1327,src_Time-Dependent_3462
src_Religious-Community_1797,src_Minister_1993
src_Masonic-Lodge_4409,src_Book_4592
src_Ship_3967,src_Time_2525
src_Conceptual-Object_1417,src_Political-Organisation_647
src_Musician_3178,src_Period_272
src_International-Alliance_263,src_Dynasty_4736
src_Public-Oration_1837,src_Artist_2045
src_Trades-Union_4278,src_Artefact_4924
src_Magnate_1430,src_Party_617
src_Religious-Leader_1937,src_Period_3062
src_Foreign-Minister_3335,src_Book_764
src_Ritual_3679,src_Minister_1748
src_Political-Region_1505,src_Economic-Process_456
src_War_3160,src_Cleric_1468
src_Armament_2916,src_Secular-Leader_2690
src_Secular-Ideology_2478,src_Settlement_3022
src_Artist_2636,src_FuzzyTemporalInterval_2774
src_Movement_1892,src_Economic-Organisation_4197
src_Public-Oration_4870,src_Organisation_70
src_Representative-Institution_4602,src_Religious-Ideology_4487
src_Legislation_3912,src_TemporalInterval_3233
src_International-Organisation_2750,src_VicodiOI_458
src_Engineer_3500,src_Artefact_2557
src_Religious-Order_643,src_Category_887
src_Liturgical-Object_756,src_Composer_1463
src_Leader_158,src_Period-in-Office_3161
src_Non-Military-Conflict_1487,src_Pollution_2190
src_Board_2611,src_Board_212
src_Period_1818,src_Military-Unit_206
src_Time-Dependent_4868,src_Abbey_2960
src_Environment_4904,src_Author_1097
src_Secular-Ideology_1346,src_Economic-Enterprise_3220
src_Publisher_738,src_Prince_3813
src_Conductor_3881,src_Educational-Organisation_1845
src_Dynasty_71,src_Time_2330
src_Head-of-Government_1680,src_Masonic-Lodge_3006
src_Dynasty_605,src_Structure_1074
src_Public-Oration_4710,src_Ethnic-Group_2272
src_Clothing_669,src_Foreign-Minister_3666
src_Cultural-Organisation_1614,src_Economic-Enterprise_2881
src_Art-Form_3210,src_Intellectual-Movement_4485
src_Military-Organisation_4643,src_Location-Part-Relation_1830
src_Educational-Organisation_3874,src_Composer_1573
src_Category_4044,src_Trades-Unionist_3907
src_Painting_2331,src_Author_3971
src_Work-of-Art_3848,src_Other-Religious-Leader_1806
src_Sultan_1703,src_Landmark_3652
src_Landmark_3043,src_Management-Organisation_1897
src_Prince_784,src_Landmark_764
src_Discoverer_4519,src_Religious-Order_3759
src_Party_2620,src_Religious-Practice_4235
src_Engineer_3035,src_Country_1924
src_Legislation_1489,src_Geographical-Discovery_4765
src_Journalist_1335,src_Church-Reformer_4279
src_Location_4785,src_Philanthropist_851
src_Water_1989,src_Cultural-Organisation_4250
src_Party_3175,src_Musician_644
src_Work-of-Art_1585,src_Writing_1461
src_Trades-Union_4864,src_Language_4545
src_Person-Role_2978,src_Magnate_744
src_FuzzyTemporalInterval_891,src_Relic_394
src_Composer_694,src_Natural-Object_335
src_Religious-Movement_1664,src_Board_1563
src_Educational-Organisation_33,src_Sportsman_4701
src_Political-Symbol_260,src_Secular-Ideology_2627
src_Abstract-Notion_1838,src_Liturgical-Object_2764
src_International-Alliance_227,src_Economist_3249
src_Actor_4732,src_Geographer_1689
src_Scientist_52,src_Jurist_2399
src_Sultan_3706,src_Time-Dependent_2482
src_Foreign-Minister_697,src_Measurable-Trend_1161
src_Language_1002,src_Badge_1297
src_Other-Religious-Leader_1243,src_Governmental-Organisation_1740
src_Uprising_425,src_Philosopher_184
src_Geographical-Feature_1305,src_Functionary_4497
src_Composer_3301,src_Church-Reformer_1956
src_Geographer_4250,src_Political-Region_2185
src_Military-Organisation_3189,src_Population-Movement_1163
src_Church-Reformer_3669,src_Painter_1208
src_Disease_3140,src_Painting_792
src_Painter_4464,src_Train_1323
src_Cleric_3606,src_Population-Movement_1012
src_Governmental-Organisation_862,src_Trial_4812
src_Non-Military-Conflict_4609,src_Location-Part-Relation_4116
src_Language_1887,src_Pamphlet_251
src_Object_5,src_Natural-Object_2495
src_Badge_43,src_Role_1756
src_Building_1076,src_Artist_3974
src_Artefact_4262,src_Church_2397
src_Scientist_3138,src_Crime_4980
src_Sportsman_462,src_Psychologist_2470
src_Ideology_2581,src_Board_1830
src_Water_4424,src_Artistic-Style_1625
src_Work-of-Art_277,src_Trades-Union_1786
src_Artistic-Style_1910,src_Cultural-Agreement_4953
src_Religious-Symbol_2525,src_Journal_1753
src_Ritual_651,src_Writing_2844
src_Magnate_2200,src_Settlement_3622
src_Minister_324,src_Geographer_1675
src_Educational-Organisation_1868,src_Sportsman_1294
src_Vehicle_3264,src_Religious-Symbol_2023
src_League_482,src_Leader_1423
src_Leader_4609,src_Organisation_4363
src_Economic-Process_1555,src_Prince_2483
src_Business-Leader_3465,src_League_3366
src_Educational-Organisation_636,src_Commodity_2204
src_Scientist_213,src_Religious-Practice_247
src_Landmark_2514,src_Political-Region_4839
src_VicodiOI_2317,src_Artefact_4393
src_TemporalInterval_1942,src_Politician_491
src_Secular-Ideology_641,src_Leader_3302
src_Political-Region_4698,src_Educational-Organisation_1825
src_Conductor_1085,src_Pollution_950
src_Magnate_386,src_Geographical-Region_3771
src_Secular-Ideology_1957,src_VicodiOI_759
src_Jurist_396,src_University_2158
src_Physician_2105,src_Intellectual-Movement_4835
src_Head-of-State_4951,src_Composer_1457
src_Ideology_714,src_Monastery_4295
src_Uprising_1991,src_Governmental-Organisation_2078
src_Category_1746,src_Clerical-Leader_3984
src_Trades-Unionist_231,src_Settlement_1702
src_Treaty_2056,src_Architect_717
src_Trades-Union_1356,src_Individual_2199
src_Public-Oration_2257,src_Psychologist_1074
src_Pope_1,src_Book_4535
src_Country_3495,src_Environment_3489
src_Cleric_2085,src_Educational-Organisation_4047
src_Pope_3606,src_Military-Person_4608
src_Person-Role_2078,src_Philosopher_1266
src_Disease_1457,src_Disaster_2959
src_Politician_1121,src_Object_3221
src_Sportsman_2433,src_Military-Person_3544
src_Event_4582,src_Politician_871
src_Religious-Ideology_3446,src_Fictional-Event_2135
src_Board_3640,src_Movement_144
src_Religious-Community_507,src_Art-Form_1762
src_Religious-Movement_619,src_Military-Organisation_2267
src_Social-Group_2181,src_Intellectual-Construct_4144
src_Scandal_3084,src_Economic-Organisation_1229
src_Language_2444,src_Church_3627
src_Head-of-Government_4804,src_Journal_4765
src_Scientist_3705,src_Engineer_3439
src_Jurist_2269,src_Period_3260
src_Category_4742,src_Foreign-Minister_4050
src_Technical-Scientific-Advance_1826,src_Dynasty_812
src_Political-Symbol_3408,src_Head-of-State_2644
src_Stereotype-Group_811,src_Treaty_619
src_Environment_4464,src_Church-Reformer_3958
src_Language_2166,src_Movement_2142
src_Book_4229,src_Minister_4173
src_Disaster_3630,src_Economic-Organisation_3232
src_Artistic-Style_1867,src_Religious-Symbol_317
src_Military-Unit_3056,src_Language_3938
src_Trade-Association_3062,src_Minister_351
src_Painting_3945,src_Entertainer_4682
src_Ritual_1311,src_Pollution_2773
src_Creator_560,src_Cathedral_3326
src_Philosopher_2941,src_Engineer_1251
src_Saint_1266,src_Category_423
src_Disaster_621,src_Dramaturge_4502
src_Train_1456,src_Natural-Object_2001
src_Location_4267,src_Period_3470
src_Symbol_4362,src_Dancer_1311
src_Water_2238,src_Flavour_4389
src_City_4783,src_Trial_4369
src_Piece-of-Music_527,src_Cathedral_2670
src_Scientist_2338,src_Religious-Leader_3255
src_Psychologist_33,src_Art-Form_4969
src_Scientific-Instrument_1278,src_Church_1220
src_Professor_538,src_Geographical-Region_4523
src_Entertainer_2906,src_King_1925
src_International-Organisation_2497,src_Movement_4120
src_Language_3862,src_Battle_514
src_Badge_2013,src_Water_4627
src_Intra-State-Group_1356,src_Astronaut_3794
src_Time_148,src_Stereotype-Group_2
src_Diplomat_439,src_Disease_4808
src_Newspaper_312,src_Settlement_1460
src_Artistic-Style_4070,src_Social-Stratum_2362
src_Relic_939,src_Field-of-Knowledge_3524
src_Meeting_2249,src_Economic-Enterprise_4974
src_Minister_1996,src_Religious-Practice_829
src_Field-of-Knowledge_1267,src_Ritual_1348
src_Economic-Enterprise_879,src_Geographer_3717
src_Abstract-Notion_4094,src_Ethnic-Group_3969
src_Political-Symbol_337,src_Writing_4860
src_Painter_1385,src_Educational-Organisation_1448
src_Creator_2625,src_Disaster_1836
src_Sportsman_2181,src_Idea_3896
src_Political-Organisation_3824,src_Economic-Process_2584
src_Social-Stratum_2123,src_Religious-Ideology_1418
src_International-Organisation_2737,src_Artefact_3958
src_Economic-Symbol_1647,src_National-Symbol_1410
src_Vehicle_569,src_Conceptual-Object_2647
src_Scientific-Instrument_632,src_Crime_1667
src_Author_3239,src_Period-in-Office_972
src_Diplomat_253,src_Public-Oration_1645
src_Political-Organisation_3901,src_Cultural-Organisation_2712
src_Crime_360,src_Artistic-Style_1296
src_Conceptual-Object_541,src_Book_4258
src_Psychologist_3886,src_Film-Maker_2024
src_Geographer_1988,src_Economic-Symbol_201
src_Minister_1997,src_Economic-Symbol_624
src_Ritual_2569,src_National-Symbol_1600
src_Geographical-Feature_1517,src_Ecclesiarch_3753
src_Musician_1710,src_Work-of-Art_3601
src_Discoverer_4167,src_Other-Religious-Leader_1434
src_Disease_78,src_Cathedral_2907
src_Cleric_3552,src_Technical-Scientific-Advance_1206
src_Uprising_4285,src_Cleric_1622
src_Art-Form_54,src_Management-Organisation_4595
src_Geographical-Region_1555,src_Cultural-Agreement_2900
src_War_3329,src_Sculpture_1407
src_Church_3200,src_Inventor_2200
src_Entertainer_2707,src_Trades-Unionist_3459
src_Fictional-Event_3577,src_Cathedral_1375
src_Composer_1976,src_FuzzyTemporalInterval_4274
src_Sculpture_4457,src_Treaty_859
src_Abstract-Notion_4038,src_Publisher_584
src_Church_2992,src_Astronaut_4748
src_Sportsman_3478,src_Fictional-Person_3612
src_Idea_3407,src_Public-Oration_4559
src_Country_1024,src_Military-Organisation_3144
src_Writing_2578,src_Philosopher_1721
src_Structure_506,src_Artefact_406
src_Language_1212,src_War_1411
src_Foreign-Minister_4186,src_Location_4650
src_Other-Religious-Person_3509,src_Vehicle_4405
src_League_3471,src_Stereotype-Group_4252
src_Event_2031,src_Painter_2444
src_Leader_3267,src_Head-of-Government_3133
src_Environment_1636,src_Military-Unit_1597
src_Conductor_3003,src_Ritual_4574
src_Political-Organisation_1,src_Intra-State-Group_769
src_Symbol_4597,src_Building_4558
src_Animal_2438,src_Country_2106
src_TemporalInterval_4344,src_Artistic-Movement_218
src_Movement_676,src_Organisation_4770
src_Secular-Leader_1591,src_Conceptual-Object_3733
src_Animal_2004,src_Movement_8
src_Disaster_3118,src_Economic-Organisation_223
src_Astronaut_4966,src_Economic-Process_3435
src_Cultural-Agreement_3635,src_City_4639
src_Diplomat_3719,src_Church-Reformer_4678
src_Clothing_4925,src_Symbol_1868
src_Minister_2377,src_Conceptual-Object_3533
src_Ideology_4864,src_Person_4949
src_Functionary_4791,src_Artefact_3356
src_Psychologist_3055,src_Flavour_4117
src_Clerical-Leader_3517,src_Masonic-Lodge_1500
src_Treaty_4504,src_Religious-Ideology_2275
src_Engineer_1052,src_Measurable-Trend_4543
src_Painter_1675,src_Ecclesiarch_4947
src_Liturgical-Object_2387,src_Party_1329
src_Book_2923,src_Artistic-Movement_224
src_Philosopher_574,src_Battle_495
src_Country_1298,src_Psychologist_996
src_Cultural-Agreement_3243,src_Trades-Union_1921
src_Trades-Unionist_4177,src_Intellectual-Construct_2403
src_Disaster_4728,src_Trades-Unionist_1201
src_Fictional-Person_3685,src_Clerical-Leader_4854
src_University_4078,src_Pollution_2418
src_Religious-Movement_626,src_Creator_2651
src_Saint_2432,src_Journal_764
src_Geographical-Region_4932,src_Clerical-Leader_1343
src_Economic-Enterprise_4564,src_Building_4468
src_Politician_4384,src_Stereotype-Group_1078
src_Trades-Unionist_3192,src_Psychologist_398
src_Scandal_4256,src_Object_599
src_Dramaturge_1918,src_Discoverer_2677
src_Role_2595,src_Artistic-Style_722
src_Book_544,src_Book_2790
src_Meeting_928,src_Entertainer_2611
src_Train_1243,src_Film-Maker_1091
src_Settlement_2316,src_Non-Military-Conflict_566
src_TemporalInterval_616,src_Intellectual-Movement_3083
src_Pastime_4110,src_Leader_4626
src_Board_3214,src_Book_3628
src_Fictional-Person_4914,src_Architect_1136
src_Masonic-Lodge_4673,src_Economic-Organisation_3708
src_Armament_4858,src_Geographical-Feature_2075
src_Scandal_3006,src_War_4880
src_Astronaut_4726,src_Stereotype-Group_3496
src_Structure_1627,src_Philosopher_2445
src_Sportsman_3765,src_VicodiOI_2877
src_Cultural-Organisation_4227,src_Party_4829
src_Discoverer_3865,src_Sultan_83
src_Head-of-State_528,src_Political-Organisation_3055
src_Building_2911,src_Actor_981
src_Engineer_1415,src_Dynasty_985
src_Prince_404,src_Pope_2735
src_Physician_3815,src_Artist_4383
src_Cultural-Agreement_1184,src_Period_2050
src_Professor_49,src_Minister_2499
src_Election_4878,src_Social-Stratum_1292
src_Philanthropist_881,src_Art-Form_3044
src_Political-Organisation_1050,src_FuzzyTemporalInterval_1258
src_Political-Region_2451,src_Trade-Association_777
src_Intra-State-Group_3753,src_Time-Dependent_184
src_Population-Movement_1974,src_Painter_2957
src_Intra-State-Group_2364,src_Queen_2117
src_Pollution_2908,src_Journalist_410
src_Criminal_2556,src_Pastime_2442
src_Ecclesiarch_31,src_Legislation_2288
src_Artistic-Movement_1127,src_Geographical-Discovery_705
src_Artistic-Style_53,src_Language_2837
src_Disease_2673,src_Period_2783
src_TemporalInterval_4189,src_Trades-Unionist_1027
src_Animal_723,src_Journal_3332
src_Natural-Object_184,src_Secular-Ideology_4063
src_Inventor_1864,src_Religious-Practice_1567
src_Military-Person_3440,src_Cathedral_3869
src_Meeting_362,src_Village_324
src_War_1363,src_Diplomat_3799
src_Cultural-Agreement_2969,src_Professor_3784
src_Animal_2768,src_Time-Dependent_1685
src_Board_3075,src_Political-Symbol_2945
src_Trades-Unionist_2200,src_Religious-Symbol_2652
src_Painter_4452,src_Trades-Unionist_64
src_Animal_830,src_Emperor_4713
src_Scandal_4664,src_Religious-Practice_3776
src_Sportsman_2519,src_Foreign-Minister_4413
src_Trial_2588,src_Sportsman_2462
src_FuzzyTemporalInterval_4026,src_Psychologist_3248
src_Actor_2104,src_Emperor_1016
src_Ecclesiarch_4729,src_Sculptor_271
src_Abstract-Notion_198,src_Journalist_4632
src_Cultural-Agreement_3518,src_Intra-State-Group_2943
src_Queen_3148,src_Board_2640
src_Ship_4678,src_City_993
src_Physician_910,src_Pamphlet_165
src_Flavour_4969,src_Church-Reformer_3150
src_Educational-Organisation_3252,src_Architect_3766
src_Environment_3567,src_Secular-Ideology_4362
src_Queen_4010,src_Armament_4580
src_Village_4676,src_Head-of-State_595
src_League_3130,src_University_3249
src_Treaty_4364,src_King_4921
src_Location_2051,src_Pope_1563
src_Organisation_3943,src_Journalist_3925
src_Architect_2589,src_Social-Group_351
src_Economic-Organisation_1934,src_Inventor_3539
src_Symbol_2714,src_Astronaut_3480
src_Magnate_707,src_Period_3378
src_TemporalInterval_1855,src_King_2167
src_Emperor_2148,src_Religious-Practice_1464
src_Composer_1864,src_Badge_3578
src_Artistic-Movement_3729,src_Role_504
src_Economic-Process_3134,src_Intellectual-Movement_2311
src_Writing_4129,src_Scandal_1989
src_Pamphlet_4516,src_Economic-Enterprise_775
src_Trade-Association_560,src_Building_2262
src_Architect_4229,src_Water_2293
src_Theologian_4724,src_Individual_4474
src_Clothing_176,src_Prince_470
src_Writing_642,src_Person_11
src_Party_4996,src_Dancer_1977
src_Disaster_1477,src_Governmental-Organisation_2557
src_Ship_4067,src_Trades-Union_4910
src_Sculpture_2503,src_Saint_4293
src_Other-Religious-Leader_818,src_Magnate_4377
src_Politician_3134,src_Political-Region_3115
src_Head-of-State_1447,src_Pollution_1069
src_Social-Stratum_4848,src_Economic-Enterprise_586
src_Election_3434,src_Religious-Leader_2890
src_Technical-Scientific-Advance_2766,src_Field-of-Knowledge_877
src_War_4980,src_Person_4649
src_Piece-of-Music_1540,src_Painter_1578
src_Idea_2786,src_Artist_628
src_Head-of-State_1567,src_Cathedral_2168
src_Train_3778,src_Engineer_1329
src_Fictional-Person_1813,src_Publisher_4994
src_Ecclesiarch_4379,src_Flavour_2950
src_Church-Reformer_1976,src_Party_1299
src_Public-Oration_1729,src_Person_2451
src_Painter_3883,src_Artistic-Style_2329
src_Ritual_4391,src_Geographical-Feature_1325
src_Stereotype-Group_4603,src_Educational-Organisation_3956
src_Sultan_4443,src_Animal_1751
src_Scandal_2422,src_King_965
src_Period-in-Office_2478,src_Educational-Organisation_3224
src_Business-Leader_4023,src_Secular-Movement_745
src_Sultan_1168,src_Psychologist_4969
src_Composer_3823,src_Ship_3198
src_Queen_1495,src_Secular-Movement_4990
src_Art-Form_3261,src_Sultan_4666
src_Religious-Movement_3913,src_Scientific-Instrument_2826
src_Conductor_3951,src_Minister_2681
src_Population-Movement_1988,src_Geographical-Region_2605
src_Prince_4806,src_Economic-Symbol_4365
src_Business-Leader_4781,src_Fictional-Event_4375
src_Geographical-Feature_902,src_Location-Part-Relation_2717
src_Architect_853,src_Social-Stratum_3859
src_Intra-State-Group_2618,src_Religious-Practice_2424
src_Actor_4909,src_Work-of-Art_3047
src_FuzzyTemporalInterval_644,src_Scientific-Instrument_4521
src_Religious-Leader_211,src_Event_416
src_Social-Group_4146,src_Party_1418
src_City_674,src_Sultan_4920
src_Journal_2177,src_Disease_1570
src_Disaster_3534,src_International-Organisation_506
src_Flavour_110,src_Sculptor_2865
src_Illness_493,src_Stereotype-Group_4537
src_Life-Event_1376,src_Symbol_2713
src_Board_2422,src_Religious-Leader_3518
src_Building_727,src_Political-Region_2820
src_Environment_4837,src_Ritual_1681
src_Artistic-Movement_2503,src_Religious-Organisation_4378
src_Cultural-Organisation_1421,src_League_813
src_Publisher_2165,src_Foreign-Minister_3226
src_Population-Movement_3540,src_Religious-Practice_838
src_Event_4752,src_Train_3309
src_Economist_2570,src_Military-Organisation_3659
src_Sculptor_465,src_Scandal_944
src_King_4425,src_Engineer_1422
src_Cathedral_1787,src_Psychologist_4664
src_Intellectual-Construct_4726,src_Head-of-State_280
src_Social-Group_2875,src_City_5
src_Public-Oration_4702,src_Social-Group_3536
src_Pope_344,src_TemporalInterval_353
src_Physician_353,src_Religious-Ideology_2435
src_Clerical-Leader_531,src_Scientist_1352
src_Abbey_2610,src_Intellectual-Construct_2402
src_Ethnic-Group_1480,src_International-Organisation_3224
src_War_2869,src_TemporalInterval_2625
src_Crime_3291,src_Treaty_424
src_Ritual_3247,src_Prince_2531
src_International-Organisation_1012,src_Diplomat_3618
src_Cultural-Agreement_953,src_Military-Unit_4737
src_Movement_731,src_Field-of-Knowledge_2330
src_Person_4517,src_Organisation_2658
src_Other-Religious-Leader_483,src_Food_494
src_Emperor_2031,src_Animal_1298
src_Inventor_1946,src_Educational-Organisation_4341
src_Cleric_4492,src_Time-Dependent-Relation_557
src_Badge_423,src_Scandal_4234
src_Life-Event_3974,src_Economic-Enterprise_4810
src_Geographical-Region_2547,src_Time_2289
src_Pope_2957,src_Entertainer_1410
