src_Location_4978,src_Abbey_597
src_Writing_825,src_Philosopher_266
src_Church-Reformer_2610,src_Other-Religious-Leader_732
src_Dynasty_4587,src_Dramaturge_2579
src_Role_538,src_Professor_665
src_Election_1879,src_Business-Leader_637
src_Political-Organisation_3719,src_Other-Religious-Person_1634
src_Theologian_4164,src_Train_3018
src_Social-Group_542,src_Physician_4954
src_Time-Dependent-Relation_26,src_Intra-State-Group_1979
src_Queen_64,src_Military-Organisation_4141
src_Period-in-Office_4107,src_Magnate_847
src_Religious-Symbol_4834,src_Scientist_4719
src_Magnate_3315,src_Category_1634
src_Religious-Community_2239,src_Saint_2417
src_Object_1033,src_Scientific-Instrument_2993
src_Environment_368,src_Legislation_869
src_Scientific-Instrument_27,src_Environment_2714
src_Dancer_1564,src_Secular-Movement_4735
src_Party_565,src_Professor_4247
src_Leader_967,src_Cultural-Agreement_2492
src_Secular-Ideology_906,src_Clerical-Leader_4065
src_Dancer_4951,src_Scientific-Instrument_1612
src_Trades-Unionist_1705,src_Secular-Leader_2606
src_Intra-State-Group_1881,src_Pope_3080
src_Public-Oration_1545,src_Military-Unit_3093
src_Ideology_3384,src_Armament_862
src_International-Alliance_3572,src_Representative-Institution_3774
src_Artefact_4662,src_Journalist_4450
src_Political-Organisation_3127,src_Period-in-Office_916
src_Scientist_2401,src_Writing_2853
src_Pamphlet_3344,src_Cultural-Agreement_332
src_Time_1879,src_Treaty_2024
src_Management-Organisation_4174,src_Head-of-State_2373
src_Sculpture_4785,src_Landmark_182
src_Emperor_2253,src_Artist_3112
src_Writing_1667,src_Social-Group_3935
src_Management-Organisation_2375,src_Head-of-Government_3536
src_Illness_4338,src_Water_25
src_Treaty_1899,src_Object_1440
src_VicodiOI_3860,src_Social-Group_4751
src_Category_2856,src_Period-in-Office_2425
src_Social-Group_1275,src_Diplomat_2348
src_Person-Role_794,src_International-Alliance_2955
src_Ideology_874,src_Sculpture_3734
src_Dancer_4220,src_Scandal_3768
src_Party_2365,src_Ship_133
src_Disaster_1692,src_Journal_4462
src_Location_2861,src_Settlement_3795
src_Person-Role_2267,src_Movement_715
src_Crime_4410,src_Inventor_3811
src_Ecclesiarch_4961,src_Scientist_553
src_Social-Group_3486,src_Time_3291
src_Meeting_100,src_Architect_3601
src_Economic-Enterprise_1936,src_Composer_3268
src_Cathedral_4441,src_Religious-Order_1233
src_Entertainer_358,src_FuzzyTemporalInterval_1478
src_Geographical-Discovery_4073,src_Masonic-Lodge_2136
src_Uprising_1841,src_King_3879
src_Non-Military-Conflict_293,src_VicodiOI_1990
src_Food_3300,src_Ship_3218
src_Water_1482,src_Religious-Order_223
src_Discoverer_4021,src_Composer_4738
src_Functionary_614,src_Object_1254
src_Social-Group_4026,src_Badge_3134
src_Object_1304,src_Economic-Enterprise_3092
src_Sultan_1605,src_Disease_196
src_Sculptor_859,src_Period-in-Office_2800
src_Author_864,src_Masonic-Lodge_1792
src_Pope_2059,src_Object_1293
src_Minister_713,src_Vehicle_4291
src_Non-Military-Conflict_2918,src_Head-of-Government_4617
src_Symbol_815,src_Water_3342
src_Religious-Ideology_3691,src_Inventor_3066
src_Film-Maker_3010,src_Geographical-Discovery_2638
src_Election_1454,src_Public-Oration_4001
src_FuzzyTemporalInterval_102,src_Journalist_2271
src_Social-Group_474,src_Sultan_1032
src_Journalist_2264,src_Stereotype-Group_3851
src_Theologian_3076,src_Person-Role_605
src_Life-Event_1631,src_Cathedral_1610
src_Social-Stratum_3367,src_Economic-Enterprise_623
src_Public-Oration_4060,src_Military-Organisation_3521
src_Language_3594,src_Military-Unit_261
src_Military-Organisation_42,src_Book_1925
src_Water_2019,src_Flavour_708
src_Fictional-Event_2646,src_Economic-Symbol_2886
src_Intellectual-Movement_4383,src_Trade-Association_2159
src_Actor_4343,src_Uprising_2839
src_Military-Unit_2478,src_Language_4310
src_Liturgical-Object_3182,src_Economic-Enterprise_4873
src_Symbol_3603,src_Queen_4169
src_Religious-Organisation_1431,src_Professor_2693
src_Settlement_1810,src_Board_348
src_Badge_1550,src_Religious-Movement_809
src_Religious-Community_2000,src_Commodity_195
src_Church-Reformer_691,src_Party_1407
src_Functionary_2382,src_Cultural-Organisation_3812
src_Astronaut_734,src_Conceptual-Object_1075
src_Art-Form_4366,src_Saint_993
src_National-Symbol_4402,src_Governmental-Organisation_2611
src_Other-Religious-Leader_2212,src_Political-Region_1205
src_Sultan_317,src_Vehicle_1599
src_Psychologist_3637,src_Religious-Ideology_828
src_Scientific-Instrument_158,src_Religious-Leader_3160
src_Commodity_290,src_Person-Role_2357
src_Trial_1974,src_Period_2210
src_Cathedral_246,src_Economist_4961
src_International-Alliance_1711,src_Sculptor_2115
src_Piece-of-Music_4699,src_Emperor_4443
src_Minister_3895,src_Monastery_51
src_Inventor_3505,src_Conceptual-Object_3119
src_Treaty_4517,src_National-Symbol_2772
src_Economist_4383,src_Election_316
src_Business-Leader_762,src_Religious-Organisation_490
src_Individual_3783,src_Clerical-Leader_3196
src_Sculpture_3690,src_Geographical-Discovery_1106
src_Ecclesiarch_4494,src_Trade-Association_2873
src_Actor_2136,src_Language_2420
src_Board_4224,src_Illness_1479
src_Meeting_2572,src_Water_1033
src_Period_2192,src_Fictional-Person_3303
src_Ethnic-Group_2152,src_Abstract-Notion_631
src_Ideology_4614,src_Landmark_3191
src_Commodity_4590,src_Disaster_2242
src_Badge_38,src_Jurist_2564
src_Relic_1307,src_Physician_155
src_Sculptor_3903,src_Location-Part-Relation_1714
src_Writing_575,src_Time-Dependent-Relation_3194
src_Pollution_2449,src_Cultural-Organisation_4975
src_Population-Movement_4090,src_Inventor_61
src_Inventor_4757,src_Scientist_4566
src_Ritual_3880,src_Scandal_2705
src_Magnate_3489,src_Public-Oration_2903
src_Uprising_3462,src_Artist_2101
src_Conceptual-Object_3049,src_Location_1850
src_Musician_1898,src_Saint_2364
src_Meeting_4798,src_Cleric_4347
src_Geographical-Discovery_4502,src_National-Symbol_4025
src_Ritual_1130,src_Discoverer_3956
src_Musician_692,src_Artist_3130
src_Psychologist_2938,src_Jurist_2480
src_Life-Event_4259,src_Economic-Enterprise_4255
src_University_178,src_Symbol_4179
src_Artistic-Movement_3728,src_Ethnic-Group_3025
src_Musician_3380,src_Foreign-Minister_2517
src_King_1662,src_Piece-of-Music_3221
src_Animal_2129,src_Military-Organisation_2966
src_Composer_2278,src_Book_4065
src_Geographer_517,src_Military-Person_1121
src_Business-Leader_3647,src_Military-Organisation_3507
src_Religious-Movement_4143,src_Sculpture_3162
src_Economic-Organisation_2614,src_Actor_951
src_Author_166,src_Discoverer_1890
src_Election_3878,src_Location-Part-Relation_4991
src_Artistic-Style_2788,src_Masonic-Lodge_4935
src_Battle_3042,src_Engineer_4194
src_Religious-Order_2239,src_Political-Region_4102
src_Social-Group_2293,src_Composer_1255
src_Church-Reformer_154,src_Symbol_763
src_Work-of-Art_2976,src_Minister_128
src_Prince_3928,src_Geographical-Feature_357
src_Astronaut_3004,src_Cultural-Agreement_4330
src_Secular-Movement_3201,src_Person_4900
src_Philanthropist_1507,src_Military-Organisation_137
src_Jurist_2082,src_Criminal_2644
src_Organisation_3987,src_Secular-Movement_454
src_Animal_3346,src_Pope_4946
src_Composer_3394,src_Cultural-Agreement_954
src_Measurable-Trend_3015,src_Journalist_259
src_Political-Organisation_4954,src_Badge_3858
src_Geographical-Discovery_1732,src_Religious-Ideology_1609
src_Musician_4342,src_Actor_3019
src_Economic-Enterprise_3509,src_Ritual_3615
src_Philosopher_3379,src_Creator_780
src_Structure_2096,src_Time-Dependent_3026
src_Secular-Leader_4232,src_Badge_4624
src_Religious-Symbol_1589,src_Movement_424
src_Board_3653,src_Art-Form_2267
src_Location-Part-Relation_3375,src_Technical-Scientific-Advance_3010
src_Environment_487,src_Event_1610
src_Train_2105,src_Uprising_3891
src_Artistic-Movement_4290,src_Liturgical-Object_4941
src_Badge_1065,src_Leader_1168
src_Meeting_2501,src_Religious-Ideology_2438
src_Ship_88,src_Other-Religious-Leader_3519
src_Journal_3745,src_Pope_2665
src_Representative-Institution_3864,src_Time-Dependent_1218
src_Philanthropist_170,src_Religious-Leader_4540
src_League_3492,src_Theologian_275
src_Creator_4580,src_Philanthropist_4446
src_Ideology_1698,src_Scientist_1031
src_War_3470,src_Illness_4417
src_Trades-Unionist_2252,src_Treaty_3245
src_Geographical-Discovery_378,src_Location_3457
src_Management-Organisation_266,src_Conceptual-Object_422
src_Painter_4842,src_Board_4076
src_Period-in-Office_2641,src_Religious-Leader_3948
src_Cleric_2652,src_Functionary_1113
src_Masonic-Lodge_2023,src_Structure_2284
src_Author_4639,src_Pastime_2419
src_Military-Organisation_1907,src_International-Organisation_4134
src_Disaster_4643,src_International-Organisation_62
src_Religious-Organisation_2201,src_Armament_2505
src_Management-Organisation_1188,src_Scandal_3030
src_Board_876,src_Technical-Scientific-Advance_1953
src_City_1343,src_Person-Role_3452
src_International-Organisation_1218,src_University_2547
src_Economist_1739,src_Intra-State-Group_4874
src_League_2275,src_Clothing_1189
src_Intellectual-Movement_961,src_Pastime_4579
src_Crime_1570,src_Religious-Ideology_3720
src_Armament_4164,src_Diplomat_3238
src_Engineer_1049,src_Pamphlet_4568
src_Environment_4794,src_Pope_3370
src_Conceptual-Object_2537,src_Illness_1440
src_Theologian_1824,src_Disease_4121
src_Work-of-Art_4895,src_Art-Form_4839
src_Dancer_1600,src_Dramaturge_3998
src_Water_2360,src_Crime_4615
src_International-Organisation_4110,src_Inventor_401
src_Other-Religious-Leader_4861,src_Time_1466
src_Public-Oration_2294,src_Political-Symbol_4919
src_Geographical-Feature_2343,src_Economist_3414
src_Religious-Practice_2840,src_Painter_2660
src_Uprising_1612,src_Architect_4376
src_Psychologist_1252,src_Abbey_122
src_TemporalInterval_2487,src_Foreign-Minister_474
src_Military-Unit_2486,src_Idea_905
src_Journal_3075,src_Population-Movement_2014
src_Discoverer_3770,src_Inventor_2151
src_Pope_4800,src_Field-of-Knowledge_4689
src_Secular-Ideology_2056,src_Period-in-Office_255
src_Painting_4421,src_Church-Reformer_1299
src_Fictional-Person_1041,src_Other-Religious-Leader_4268
src_Economic-Organisation_4083,src_Clerical-Leader_4604
src_Governmental-Organisation_735,src_Cathedral_2716
src_Clerical-Leader_3160,src_Book_702
src_City_345,src_Time_1711
src_King_385,src_Population-Movement_3159
src_Geographical-Feature_2452,src_Religious-Community_1702
src_Diplomat_950,src_Representative-Institution_3853
src_Monastery_3530,src_War_4622
src_Flavour_281,src_Conductor_1729
src_Abbey_70,src_Saint_3781
src_Armament_3598,src_Settlement_3471
src_Building_1134,src_Conceptual-Object_3465
src_University_1932,src_Painting_3082
src_Non-Military-Conflict_4719,src_Pollution_4102
src_Conceptual-Object_635,src_FuzzyTemporalInterval_4986
src_Badge_1628,src_Conductor_4318
src_Meeting_4500,src_Diplomat_455
src_Symbol_1143,src_Disaster_3024
src_Landmark_91,src_Piece-of-Music_2012
src_Village_3366,src_Philanthropist_2891
src_Food_3032,src_Social-Group_1655
src_Secular-Ideology_4935,src_National-Symbol_3849
src_Journalist_176,src_Structure_4869
src_Saint_4027,src_Actor_2575
src_Publisher_824,src_Newspaper_2312
src_Publisher_1118,src_Theologian_4929
src_Food_2483,src_Religious-Community_1122
src_Abbey_4005,src_Musician_4608
src_Educational-Organisation_4486,src_Pollution_4705
src_Political-Organisation_3782,src_Film-Maker_965
src_Architect_98,src_Religious-Organisation_363
src_Discoverer_1299,src_Life-Event_3852
src_Piece-of-Music_1882,src_Piece-of-Music_3529
src_Scientist_4151,src_Film-Maker_1988
src_Structure_2352,src_Saint_1869
src_Dancer_3070,src_Life-Event_372
src_Liturgical-Object_4068,src_Political-Organisation_3445
src_Composer_2393,src_Abbey_309
src_Economic-Symbol_4236,src_Liturgical-Object_3631
src_Magnate_1767,src_Journal_2372
src_Theologian_1869,src_Dancer_1493
src_Professor_2917,src_Life-Event_3982
src_Politician_1208,src_Creator_2680
src_Country_1575,src_Conductor_1867
src_Country_3269,src_Object_4943
src_Creator_3259,src_Cathedral_1077
src_Politician_3035,src_Location-Part-Relation_407
src_Political-Organisation_1149,src_Relic_2344
src_Economic-Process_3021,src_Water_2993
src_Business-Leader_2733,src_Scientist_249
src_Representative-Institution_1638,src_Journal_432
src_Discoverer_210,src_Military-Unit_1601
src_Artist_1653,src_Geographer_3930
src_Role_4242,src_Writing_481
src_Psychologist_714,src_Religious-Leader_3757
src_Sculptor_2911,src_Person_1277
src_Pamphlet_3582,src_Head-of-State_3225
src_Sportsman_3483,src_Religious-Practice_3131
src_Military-Unit_4598,src_Conductor_401
src_Economist_4948,src_Ecclesiarch_4955
src_King_4433,src_Armament_2643
src_Illness_1704,src_Ritual_173
src_Politician_2189,src_Organisation_2093
src_Badge_4697,src_Entertainer_2640
src_Animal_2869,src_Intellectual-Movement_4152
src_Leader_4954,src_University_879
src_Ethnic-Group_4533,src_Sculptor_4735
src_League_4336,src_Discoverer_3979
src_Governmental-Organisation_3051,src_International-Organisation_4574
src_Trade-Association_802,src_League_2926
src_Representative-Institution_4680,src_Secular-Movement_4444
src_Dancer_3177,src_Cultural-Organisation_4835
src_Functionary_3237,src_Geographical-Region_1875
src_Journalist_4296,src_Natural-Object_2681
src_City_1166,src_Vehicle_1677
src_Musician_1412,src_Fictional-Event_999
src_Idea_1417,src_Flavour_4902
src_Other-Religious-Person_1788,src_Ethnic-Group_2335
src_Theologian_959,src_Art-Form_1854
src_Magnate_3601,src_Geographical-Discovery_2652
src_Conductor_2386,src_Inventor_4702
src_Composer_1215,src_Crime_4917
src_Secular-Movement_69,src_Category_1015
src_Political-Symbol_418,src_Idea_2074
src_Geographical-Feature_3255,src_Economic-Symbol_1320
src_Minister_1986,src_Philosopher_4668
src_War_1343,src_Religious-Order_3215
src_Saint_2254,src_Church-Reformer_2726
src_Geographical-Discovery_3921,src_Life-Event_2932
src_Minister_3540,src_Life-Event_4936
src_Artistic-Style_2071,src_Geographical-Region_4875
src_Pollution_567,src_Pope_4448
src_Board_1864,src_Religious-Organisation_1408
src_TemporalInterval_2559,src_Church-Reformer_3329
src_Conductor_4619,src_Village_1946
src_Educational-Organisation_1036,src_Language_1605
src_Building_3652,src_Scientific-Instrument_2178
src_Dancer_4707,src_Religious-Leader_4300
src_Artist_1030,src_Trades-Union_3787
src_Fictional-Event_831,src_Movement_1565
src_Structure_183,src_Movement_1753
src_Cleric_1768,src_Population-Movement_4930
src_Work-of-Art_2720,src_VicodiOI_4148
src_Vehicle_751,src_Vehicle_1350
src_Village_3753,src_Trade-Association_2324
src_Conductor_2831,src_Saint_3743
src_Art-Form_3696,src_Church_4867
src_City_3662,src_Legislation_3830
src_Relic_27,src_Other-Religious-Person_2400
src_Trades-Union_3961,src_Book_3923
src_Individual_2032,src_Scientific-Instrument_968
src_Intellectual-Movement_1939,src_Newspaper_1379
src_Sportsman_4948,src_Head-of-Government_149
src_Religious-Leader_1838,src_Fictional-Event_4220
src_Magnate_4689,src_Disease_2697
src_Role_2447,src_Dramaturge_2877
src_Film-Maker_4317,src_Clerical-Leader_2505
src_Scandal_1406,src_Book_3432
src_Train_4809,src_Queen_1499
src_Astronaut_4539,src_Non-Military-Conflict_154
src_Pamphlet_3719,src_Public-Oration_3946
src_Religious-Movement_4986,src_Scientist_1559
src_Journalist_3971,src_Role_2583
src_Management-Organisation_4247,src_Architect_3888
src_Military-Unit_2275,src_Secular-Leader_783
src_Field-of-Knowledge_4562,src_Period-in-Office_4110
src_Secular-Leader_1399,src_Election_3409
src_Ethnic-Group_916,src_Scientist_2694
src_Country_2688,src_Period_3022
src_Church-Reformer_4104,src_Functionary_3692
src_Cultural-Organisation_3636,src_Economic-Enterprise_3009
src_Disease_1802,src_Ethnic-Group_3706
src_Church-Reformer_4240,src_Musician_2295
src_Artist_1674,src_Piece-of-Music_2840
src_Stereotype-Group_1092,src_Clothing_2470
src_Artistic-Style_1362,src_Conceptual-Object_1043
src_Emperor_2763,src_Religious-Movement_2159
src_Film-Maker_811,src_Category_4056
src_Religious-Movement_3527,src_Non-Military-Conflict_469
src_Language_692,src_Entertainer_519
src_Ritual_4976,src_Life-Event_20
src_Engineer_2490,src_Intra-State-Group_2298
src_Publisher_1094,src_Trades-Union_3749
src_Theologian_2960,src_Religious-Practice_1925
src_War_2922,src_Pastime_4878
src_Film-Maker_3449,src_Disaster_3517
src_Religious-Leader_1993,src_Flavour_1996
src_Country_4008,src_Educational-Organisation_827
src_Trades-Unionist_4448,src_Creator_2644
src_Film-Maker_614,src_Disease_232
src_Abstract-Notion_1936,src_Time-Dependent_2234
src_Foreign-Minister_2820,src_Business-Leader_584
src_Pope_3795,src_Environment_4378
src_Cathedral_2756,src_Idea_769
src_Geographer_605,src_Foreign-Minister_2517
src_Social-Stratum_4068,src_Abbey_2026
src_Management-Organisation_1411,src_Legislation_1312
src_FuzzyTemporalInterval_4450,src_Foreign-Minister_1894
src_International-Alliance_3590,src_Secular-Leader_3771
src_Minister_1832,src_Secular-Ideology_1816
src_Foreign-Minister_497,src_Individual_2045
src_Object_3257,src_Idea_2191
src_Piece-of-Music_2119,src_Time_4354
src_Life-Event_1098,src_Monastery_1337
src_Technical-Scientific-Advance_3253,src_Building_4903
src_Military-Organisation_4889,src_Abbey_433
src_Church-Reformer_4509,src_FuzzyTemporalInterval_1242
src_Commodity_97,src_Economic-Enterprise_1242
src_Person_3856,src_Battle_2156
src_Legislation_2580,src_Flavour_2883
src_Cleric_4163,src_Election_3848
src_Technical-Scientific-Advance_4374,src_Actor_2234
src_Person-Role_947,src_Trade-Association_2371
src_Economic-Symbol_4424,src_International-Alliance_1787
src_Artistic-Movement_3120,src_King_1196
src_Artistic-Style_4355,src_Economic-Organisation_3769
src_Movement_1437,src_Intra-State-Group_2403
src_Painting_536,src_International-Organisation_4337
src_Other-Religious-Leader_3589,src_Structure_4603
src_Intellectual-Construct_4110,src_Clothing_747
src_Abstract-Notion_119,src_Head-of-Government_497
src_Dancer_2467,src_Military-Unit_2954
src_Dramaturge_4955,src_Engineer_180
src_Meeting_65,src_Architect_1
src_Book_59,src_Fictional-Person_4653
src_Abstract-Notion_3715,src_Fictional-Person_4349
src_Language_2778,src_Church-Reformer_262
src_Author_1605,src_Diplomat_3975
src_Military-Person_2368,src_Military-Organisation_3181
src_Musician_2222,src_Population-Movement_4753
src_Secular-Leader_2771,src_Composer_3815
src_Geographical-Region_1569,src_Secular-Ideology_2670
src_Train_2174,src_Sportsman_3839
src_Secular-Movement_2791,src_Scandal_1683
src_Queen_2141,src_Food_4734
src_Sultan_4206,src_Astronaut_4698
src_Professor_3503,src_Religious-Organisation_1666
src_Scientific-Instrument_4045,src_Election_4852
src_Period-in-Office_3,src_Environment_4633
src_Measurable-Trend_4597,src_Role_3180
src_Writing_4274,src_Dynasty_3428
src_Election_3873,src_FuzzyTemporalInterval_1088
src_Minister_2283,src_Sportsman_2350
src_Time_958,src_Intra-State-Group_913
src_Trades-Unionist_281,src_Military-Unit_3077
src_Legislation_4947,src_Work-of-Art_4351
src_Philanthropist_3031,src_Meeting_2245
src_Ideology_794,src_FuzzyTemporalInterval_1823
src_Theologian_508,src_Board_4025
src_Cathedral_1620,src_Book_487
src_Technical-Scientific-Advance_1414,src_Cultural-Organisation_1548
src_Professor_3336,src_Representative-Institution_230
src_Armament_11,src_Period-in-Office_3529
src_Representative-Institution_661,src_Philanthropist_2734
src_Scientist_555,src_Journal_928
src_Trade-Association_3491,src_Writing_940
src_Religious-Symbol_1439,src_Period_850
src_Commodity_582,src_Functionary_3396
src_Stereotype-Group_668,src_Geographical-Feature_2817
src_Author_3562,src_Discoverer_4615
src_Publisher_4865,src_Religious-Organisation_499
src_Queen_2775,src_Book_1918
src_Flavour_3948,src_Disease_2646
src_Economic-Process_774,src_Leader_1085
src_Pollution_2608,src_Fictional-Person_3403
src_Artist_1825,src_Prince_3515
src_Functionary_73,src_Flavour_2604
src_Religious-Order_3534,src_City_2558
src_Religious-Symbol_4605,src_Creator_2471
src_War_3837,src_Pamphlet_3257
src_Person_660,src_Building_4378
src_Politician_3853,src_Physician_4456
src_Vehicle_529,src_Structure_2655
src_Monastery_210,src_Educational-Organisation_4672
src_Religious-Community_2015,src_Village_4175
src_Business-Leader_3921,src_Representative-Institution_2257
src_Business-Leader_1853,src_Geographical-Discovery_544
src_Period-in-Office_4954,src_Philosopher_1229
src_Economic-Enterprise_2258,src_Author_4945
src_Natural-Object_157,src_Cathedral_2136
src_Artistic-Movement_4848,src_Fictional-Event_426
src_Writing_3181,src_Vehicle_111
src_Pastime_2132,src_Election_1199
src_Ritual_3999,src_Artefact_3987
src_Professor_3340,src_Country_971
src_Dancer_1771,src_Flavour_4253
src_Business-Leader_4151,src_Theologian_4783
src_Uprising_1602,src_Water_361
src_Organisation_4688,src_Armament_2234
src_Meeting_2086,src_Masonic-Lodge_1189
src_Trades-Unionist_923,src_Environment_1535
src_Composer_3812,src_Minister_3352
src_Magnate_1406,src_Scientist_188
src_Life-Event_1996,src_Fictional-Event_1781
src_Secular-Movement_369,src_Geographer_1975
src_Illness_3111,src_Sculptor_2088
src_King_342,src_Masonic-Lodge_433
src_Composer_1368,src_Ship_3245
src_Meeting_1849,src_Queen_2789
src_Person-Role_1267,src_Pamphlet_4805
src_Sculpture_3504,src_Pamphlet_2407
src_Cathedral_2657,src_Actor_2994
src_Religious-Leader_3675,src_Geographical-Region_1366
src_Economist_3081,src_Category_2039
src_Trades-Unionist_2268,src_Disaster_20
src_Social-Group_3936,src_Leader_347
src_Religious-Movement_1504,src_Engineer_1722
src_Event_1554,src_Animal_4148
src_Dramaturge_3572,src_Scandal_367
src_Sculptor_1206,src_Composer_3110
src_Category_3961,src_Animal_1688
src_Prince_37,src_Cultural-Organisation_4764
src_Religious-Symbol_3136,src_Treaty_950
src_Religious-Ideology_1162,src_Piece-of-Music_451
src_Writing_4518,src_Pastime_437
src_Head-of-Government_1771,src_Abbey_4963
src_Population-Movement_1017,src_Masonic-Lodge_816
src_Religious-Order_2294,src_Board_903
src_Commodity_1456,src_Conceptual-Object_640
src_Natural-Object_2581,src_Abbey_1297
src_Social-Group_4598,src_Religious-Order_1892
src_Political-Region_4594,src_Object_785
src_Idea_1342,src_International-Organisation_2352
src_Legislation_435,src_Head-of-Government_773
src_Diplomat_4792,src_Board_2616
src_Artist_3398,src_Religious-Organisation_711
src_Geographer_2795,src_University_1355
src_Pamphlet_4597,src_Clerical-Leader_1004
src_Ecclesiarch_3736,src_Intra-State-Group_1850
src_Relic_3651,src_Saint_409
src_Non-Military-Conflict_2245,src_Political-Organisation_768
src_Time-Dependent-Relation_2885,src_Creator_2614
src_Ritual_503,src_TemporalInterval_3881
src_Pollution_986,src_Religious-Movement_4588
src_Religious-Movement_3262,src_Animal_2220
src_Conductor_1579,src_Abbey_1080
src_TemporalInterval_4788,src_Entertainer_4443
src_Church_2202,src_Military-Person_4888
src_Educational-Organisation_14,src_Pollution_64
src_Journal_2102,src_Badge_458
src_Conceptual-Object_313,src_Artefact_4736
src_Artistic-Style_1606,src_Head-of-State_833
src_Location-Part-Relation_4189,src_Secular-Movement_2553
src_Minister_3017,src_Magnate_1362
src_Magnate_3773,src_FuzzyTemporalInterval_1132
src_Country_4900,src_Period-in-Office_1248
src_Legislation_213,src_Trade-Association_4885
src_Religious-Community_19,src_Scientific-Instrument_445
src_Geographical-Feature_3162,src_Entertainer_1400
src_Organisation_277,src_Pope_4139
src_Queen_1933,src_Piece-of-Music_1220
src_Cultural-Agreement_1332,src_Religious-Ideology_316
src_Intellectual-Movement_1920,src_Building_209
src_FuzzyTemporalInterval_2802,src_Scientist_2887
src_Field-of-Knowledge_2574,src_Fictional-Person_3723
src_National-Symbol_461,src_Organisation_1508
src_Natural-Object_4687,src_Stereotype-Group_4662
src_Natural-Object_564,src_Social-Stratum_108
src_Creator_2953,src_Disaster_705
src_Pastime_1584,src_Badge_3227
src_Publisher_239,src_Artistic-Movement_3789
src_Election_3227,src_Train_1520
src_Scientist_630,src_Role_2909
src_Diplomat_19,src_Functionary_505
src_Religious-Practice_3666,src_Actor_910
src_Life-Event_2079,src_Environment_4218
src_Pastime_4525,src_Other-Religious-Leader_3181
src_Field-of-Knowledge_1648,src_Ship_1564
src_Religious-Community_3840,src_Person_2461
src_Scandal_1713,src_Political-Organisation_839
src_International-Organisation_2200,src_Religious-Movement_1232
src_TemporalInterval_3648,src_Military-Unit_402
src_Armament_1009,src_Ritual_3491
src_Disease_4946,src_Role_4743
src_Measurable-Trend_742,src_Disaster_3780
src_Individual_2770,src_Ethnic-Group_1706
src_Intra-State-Group_2798,src_Magnate_2933
src_Non-Military-Conflict_1866,src_Pope_1808
src_Cleric_4880,src_Philosopher_2256
src_Physician_903,src_Sportsman_2362
src_Disease_1616,src_Social-Group_3930
src_Flavour_4121,src_Scientist_3241
src_Geographer_4015,src_Economic-Enterprise_2354
src_Location-Part-Relation_4760,src_Legislation_4577
src_International-Organisation_4118,src_Book_1856
src_Secular-Leader_2184,src_Saint_3848
src_Psychologist_4146,src_Military-Unit_504
src_Dancer_2453,src_Other-Religious-Leader_885
src_Ideology_2834,src_Abbey_2527
src_Piece-of-Music_4727,src_Scientific-Instrument_2107
src_Artistic-Style_1460,src_Legislation_2306
src_Masonic-Lodge_1855,src_Diplomat_3565
src_Queen_4843,src_Inventor_75
src_Scientific-Instrument_3599,src_Board_233
src_Battle_235,src_Commodity_4405
src_Clothing_3030,src_Ethnic-Group_2047
src_Masonic-Lodge_794,src_Political-Organisation_2053
src_Liturgical-Object_361,src_Period_3057
src_Movement_969,src_Location-Part-Relation_3041
src_Psychologist_4699,src_Scientific-Instrument_4826
src_Religious-Order_3961,src_Meeting_4810
src_Trades-Union_1709,src_Other-Religious-Person_2625
src_Queen_4270,src_Badge_4451
src_Religious-Symbol_3309,src_Art-Form_597
src_Liturgical-Object_4287,src_Military-Unit_1241
src_Period_243,src_Relic_4856
src_Inventor_4739,src_Treaty_3002
src_Measurable-Trend_2983,src_Pamphlet_3989
src_Party_3164,src_Badge_376
src_Natural-Object_2004,src_Publisher_1699
src_Economic-Symbol_1535,src_Stereotype-Group_1765
src_Person-Role_3360,src_Head-of-State_2449
src_Disease_4210,src_Saint_422
src_Art-Form_2857,src_Meeting_1426
src_Art-Form_1669,src_Building_514
src_Other-Religious-Person_4216,src_Jurist_241
src_Movement_2345,src_Business-Leader_1970
src_Individual_209,src_Pope_1779
src_Geographical-Region_1163,src_Food_4184
src_Life-Event_1649,src_Minister_4689
src_Fictional-Event_2865,src_Military-Person_3442
src_Secular-Movement_2622,src_Pastime_4341
src_Other-Religious-Person_1275,src_Professor_2917
src_Category_1258,src_Board_4649
src_Geographer_299,src_Treaty_156
src_Building_616,src_Legislation_3053
src_Crime_3373,src_Composer_3152
src_Time_3453,src_Board_2320
src_Newspaper_1527,src_Time-Dependent_1591
src_Dynasty_4408,src_Diplomat_3395
src_Economist_4713,src_League_3375
src_Representative-Institution_4225,src_Author_3851
src_Cleric_1518,src_Period-in-Office_4361
src_Secular-Ideology_1413,src_Structure_3606
src_Crime_4201,src_Pollution_4072
src_Religious-Community_2120,src_Secular-Leader_2522
src_Economic-Enterprise_4616,src_Actor_4353
src_Economic-Symbol_129,src_Prince_1562
src_Church_428,src_Trial_1235
src_Geographer_3865,src_Period_4986
src_Intra-State-Group_1431,src_TemporalInterval_3022
src_Natural-Object_179,src_Social-Group_920
src_Composer_2652,src_Election_181
src_Cleric_4197,src_Psychologist_2955
src_Author_4577,src_Journalist_1229
src_Object_4541,src_Jurist_3845
src_Politician_3263,src_Economic-Organisation_4398
src_Religious-Order_2541,src_Cathedral_1819
src_Head-of-Government_4896,src_Magnate_438
src_Cathedral_560,src_Criminal_4553
