src_Religious-Organisation_1208,src_Politician_919
src_FuzzyTemporalInterval_2757,src_Dramaturge_4910
src_Dynasty_187,src_Trade-Association_30
src_Disaster_4743,src_Physician_4656
src_Symbol_1600,src_Category_4128
src_Language_2545,src_Work-of-Art_495
src_Pollution_997,src_Disaster_2248
src_Person_3214,src_Liturgical-Object_3921
src_Disease_140,src_Religious-Organisation_3194
src_Ideology_515,src_Relic_1309
src_Commodity_1022,src_Foreign-Minister_361
src_Pope_3976,src_Educational-Organisation_821
src_Newspaper_4953,src_Person_294
src_Economic-Symbol_301,src_Category_285
src_Stereotype-Group_1056,src_Food_3328
src_Actor_4110,src_Relic_3691
src_Country_4959,src_Head-of-Government_2603
src_Field-of-Knowledge_783,src_Geographical-Discovery_351
src_Sculptor_1468,src_Treaty_875
src_Geographical-Feature_4249,src_Movement_2794
src_Religious-Movement_3495,src_Language_319
src_Scandal_3002,src_Author_3384
src_Environment_3186,src_Train_1688
src_Newspaper_136,src_City_2384
src_Sultan_2408,src_Technical-Scientific-Advance_3793
src_Philosopher_4463,src_Architect_1608
src_Conceptual-Object_4417,src_Politician_4166
src_Scientific-Instrument_4221,src_Geographer_3731
src_Public-Oration_1637,src_Other-Religious-Leader_1695
src_Discoverer_509,src_Non-Military-Conflict_2796
src_Abbey_3500,src_Dynasty_740
src_University_1600,src_Painter_3458
src_Field-of-Knowledge_4164,src_Church_4351
src_Economic-Process_3517,src_Symbol_3076
src_Religious-Movement_2418,src_Educational-Organisation_1783
src_Conceptual-Object_3273,src_Religious-Community_260
src_Architect_1903,src_Pollution_2417
src_Philanthropist_1279,src_Religious-Organisation_4990
src_Sportsman_1324,src_Entertainer_879
src_Social-Group_1786,src_Intellectual-Construct_2663
src_Discoverer_982,src_Secular-Ideology_1707
src_Actor_3221,src_Religious-Movement_1552
src_Election_4610,src_University_4537
src_Discoverer_2937,src_Religious-Community_3409
src_Election_1505,src_Dynasty_1842
src_Religious-Practice_759,src_Politician_3088
src_Political-Organisation_1629,src_Public-Oration_1054
src_Artefact_4673,src_Train_3722
src_Flavour_3042,src_Governmental-Organisation_2054
src_Creator_381,src_TemporalInterval_510
src_Work-of-Art_2421,src_Monastery_850
src_Newspaper_2841,src_Secular-Ideology_4855
src_Individual_1376,src_Other-Religious-Person_3206
src_Film-Maker_4063,src_Religious-Order_1720
src_Philanthropist_4035,src_Ship_3868
src_Artefact_4306,src_Author_3775
src_Language_2716,src_Ethnic-Group_1863
src_Philosopher_3647,src_Cultural-Organisation_2316
src_Governmental-Organisation_440,src_Saint_4947
src_Idea_4365,src_Church-Reformer_1257
src_Philanthropist_1367,src_War_4632
src_Armament_1149,src_University_1289
src_Representative-Institution_1547,src_Dramaturge_4158
src_Professor_2505,src_Natural-Object_650
src_Sculpture_768,src_Economic-Enterprise_256
src_Other-Religious-Person_344,src_Person-Role_4541
src_Politician_4413,src_Scientist_803
src_Disaster_3272,src_Intellectual-Movement_4730
src_Military-Person_610,src_Life-Event_861
src_Economic-Organisation_4931,src_Religious-Community_2551
src_Religious-Movement_4496,src_Religious-Community_2456
src_Politician_4042,src_Train_2056
src_Pamphlet_923,src_Disaster_4254
src_Intellectual-Construct_3100,src_Dynasty_1021
src_Party_3890,src_Pamphlet_1052
src_Social-Stratum_2480,src_Object_3704
src_Commodity_805,src_Cultural-Organisation_889
src_Building_4053,src_Actor_78
src_Animal_574,src_Organisation_1925
src_Commodity_3401,src_FuzzyTemporalInterval_4843
src_Actor_32,src_Ethnic-Group_1780
src_Painting_279,src_University_1896
src_Religious-Movement_4155,src_Abstract-Notion_1931
src_Entertainer_23,src_Engineer_4503
src_Astronaut_4261,src_Armament_2551
src_Measurable-Trend_2793,src_Masonic-Lodge_3450
src_Artefact_1017,src_Painting_4242
src_Educational-Organisation_3057,src_Minister_4433
src_Painting_796,src_Ship_4415
src_Individual_3388,src_Educational-Organisation_2571
src_Journal_2522,src_Physician_2379
src_Monastery_2289,src_Intellectual-Construct_1425
src_Foreign-Minister_269,src_Governmental-Organisation_724
src_Religious-Community_201,src_Political-Region_1800
src_Party_3286,src_Village_2595
src_Artistic-Style_4287,src_Other-Religious-Person_4181
src_Pastime_2785,src_Stereotype-Group_1843
src_Religious-Practice_2065,src_Religious-Leader_4896
src_Foreign-Minister_693,src_City_2809
src_Piece-of-Music_4620,src_Fictional-Event_795
src_Person_2713,src_Musician_3540
src_Theologian_3018,src_Inventor_4602
src_Trades-Unionist_4896,src_Measurable-Trend_516
src_Election_847,src_Dramaturge_443
src_Masonic-Lodge_4669,src_Military-Organisation_3468
src_Sportsman_1848,src_Idea_3093
src_Stereotype-Group_2279,src_Idea_1153
src_Religious-Ideology_818,src_Stereotype-Group_2154
src_Political-Organisation_886,src_Structure_4386
src_Economic-Process_4840,src_Legislation_3374
src_Entertainer_4283,src_Economic-Symbol_3240
src_Book_1125,src_University_2583
src_Object_1499,src_Sultan_2133
src_Dancer_477,src_Geographical-Region_3245
src_Ritual_165,src_International-Organisation_3702
src_Governmental-Organisation_1920,src_Person_585
src_Life-Event_2479,src_Criminal_1387
src_Religious-Leader_2167,src_Ideology_4359
src_Monastery_2284,src_Piece-of-Music_2067
src_Life-Event_333,src_Fictional-Person_1381
src_Vehicle_3736,src_King_3123
src_Dynasty_4278,src_Armament_1716
src_Secular-Ideology_4857,src_Village_4861
src_Environment_4282,src_Movement_4963
src_Magnate_1672,src_Leader_90
src_Painting_2523,src_Discoverer_1713
src_Person-Role_646,src_Secular-Leader_971
src_Conductor_1706,src_Role_3330
src_Politician_4039,src_Cultural-Agreement_4041
src_Economic-Organisation_1173,src_Creator_254
src_Social-Stratum_3617,src_Masonic-Lodge_1410
src_Trial_3276,src_Ecclesiarch_4511
src_Piece-of-Music_621,src_Crime_4045
src_Painter_527,src_Criminal_3696
src_FuzzyTemporalInterval_4805,src_Publisher_2962
src_Flavour_3689,src_Trade-Association_2792
src_Vehicle_2964,src_Treaty_2548
src_Book_2031,src_Vehicle_2311
src_Artistic-Movement_4225,src_Business-Leader_4200
src_Journal_3601,src_Painting_3558
src_Abstract-Notion_3467,src_Ideology_3990
src_Religious-Community_912,src_Masonic-Lodge_865
src_Cleric_581,src_War_3172
src_Movement_1942,src_Book_3293
src_Work-of-Art_4443,src_Trade-Association_512
src_Management-Organisation_2696,src_Religious-Ideology_2811
src_Foreign-Minister_1691,src_Dramaturge_3548
src_Architect_1559,src_Time-Dependent_3805
src_Natural-Object_1853,src_Political-Organisation_2233
src_Scientific-Instrument_1378,src_Dancer_2526
src_Landmark_3251,src_Time-Dependent-Relation_2231
src_Battle_4220,src_Other-Religious-Person_3148
src_Train_449,src_Emperor_608
src_Inventor_3532,src_Scientific-Instrument_615
src_Inventor_277,src_Commodity_2874
src_Movement_3936,src_Cultural-Agreement_73
src_Head-of-Government_671,src_Architect_4291
src_Commodity_96,src_Geographical-Discovery_1013
src_Functionary_2298,src_Language_3645
src_Dancer_3193,src_City_377
src_Idea_3273,src_Abstract-Notion_4209
src_Sculpture_4935,src_King_1190
src_Philanthropist_2378,src_Board_2925
src_Geographical-Region_208,src_Discoverer_3668
src_Sportsman_318,src_Armament_304
src_Technical-Scientific-Advance_1704,src_Pollution_33
src_Armament_1374,src_Painting_2
src_Actor_2663,src_Minister_4513
src_Role_1455,src_Artistic-Movement_3199
src_Role_1836,src_Social-Stratum_2388
src_League_1774,src_Language_1954
src_Ecclesiarch_3245,src_Sculpture_604
src_Technical-Scientific-Advance_4709,src_National-Symbol_4940
src_Secular-Ideology_4700,src_Cleric_2446
src_Trades-Union_1236,src_Individual_1956
src_Pastime_3083,src_Geographical-Discovery_1742
src_Time-Dependent_215,src_Work-of-Art_4837
src_Clerical-Leader_1064,src_Astronaut_4077
src_Other-Religious-Leader_3470,src_Commodity_3237
src_Geographical-Region_2785,src_University_3780
src_Population-Movement_2568,src_Ship_3146
src_Pollution_2873,src_Village_3216
src_Military-Unit_1406,src_Representative-Institution_1837
src_Physician_4937,src_Astronaut_4934
src_Individual_534,src_Other-Religious-Leader_1904
src_Pamphlet_1623,src_Treaty_3709
src_Artefact_1821,src_University_3265
src_Treaty_1482,src_Organisation_1776
src_Commodity_2587,src_War_4263
src_Dramaturge_2186,src_Trial_3267
src_Philanthropist_763,src_Military-Unit_57
src_Time-Dependent-Relation_1948,src_Geographer_4955
src_Symbol_2607,src_Intellectual-Construct_1428
src_Trades-Unionist_2420,src_Secular-Leader_1560
src_Cleric_3087,src_Functionary_675
src_Sportsman_1137,src_Trades-Union_3501
src_Time-Dependent_1579,src_Cultural-Agreement_2518
src_Animal_341,src_Secular-Ideology_4052
src_Cathedral_2380,src_Relic_3974
src_TemporalInterval_4866,src_Clothing_3099
src_Painter_4559,src_Disease_3564
src_Monastery_1693,src_Structure_2315
src_Other-Religious-Person_4385,src_Work-of-Art_1511
src_Social-Group_29,src_Emperor_3093
src_Dynasty_3131,src_League_2236
src_Emperor_3148,src_Ritual_4245
src_Legislation_823,src_Political-Symbol_1165
src_Cathedral_2773,src_Period-in-Office_1689
src_Diplomat_3920,src_Food_541
src_Inventor_4564,src_Location_97
src_Ethnic-Group_4358,src_Economic-Organisation_96
src_Vehicle_1777,src_Film-Maker_150
src_League_2087,src_Newspaper_1189
src_Cathedral_340,src_Religious-Leader_3100
src_Person_3823,src_Relic_4493
src_Pope_1866,src_Emperor_3497
src_Measurable-Trend_848,src_Politician_4811
src_Political-Region_2022,src_Church-Reformer_4718
src_Religious-Ideology_2546,src_Settlement_835
src_Scientific-Instrument_4480,src_Symbol_4387
src_Military-Person_476,src_Armament_549
src_Economist_3321,src_Political-Region_2812
src_Economic-Organisation_1272,src_Sportsman_4552
src_Pope_3924,src_Sportsman_3808
src_Emperor_1402,src_Inventor_4025
src_Military-Unit_4791,src_Ecclesiarch_558
src_Emperor_473,src_Population-Movement_2508
src_Scientist_871,src_Time-Dependent_1439
src_Time-Dependent_3188,src_Professor_3391
src_Location-Part-Relation_3167,src_Painting_1601
src_Business-Leader_1846,src_Location-Part-Relation_4035
src_Religious-Symbol_81,src_Language_600
src_Masonic-Lodge_4731,src_Diplomat_756
src_Measurable-Trend_4434,src_Religious-Leader_3421
src_Flavour_3192,src_Intra-State-Group_126
src_Period-in-Office_82,src_Political-Organisation_3641
src_Political-Symbol_773,src_Geographical-Feature_1687
src_Village_1513,src_Non-Military-Conflict_271
src_Organisation_4238,src_Person_1250
src_Management-Organisation_2803,src_Water_3479
src_International-Organisation_2741,src_Pope_3096
src_Journalist_964,src_Other-Religious-Person_2727
src_Train_3490,src_Pamphlet_4006
src_Conductor_1908,src_Musician_1930
src_Natural-Object_4555,src_Period_3075
src_Religious-Movement_748,src_Religious-Order_1907
src_Category_3723,src_Actor_2840
src_Military-Person_1951,src_Church_1792
src_Non-Military-Conflict_1254,src_Political-Region_3648
src_Trial_4185,src_Economic-Process_1809
src_Time-Dependent_3443,src_Religious-Symbol_455
src_Technical-Scientific-Advance_4859,src_Country_4911
src_Vehicle_3456,src_Village_1237
src_Economic-Organisation_1684,src_Representative-Institution_3975
src_Theologian_4689,src_Artistic-Movement_666
src_Time_2161,src_National-Symbol_1495
src_Sculpture_4178,src_Jurist_2513
src_Geographical-Discovery_3149,src_Religious-Order_1117
src_Political-Region_4855,src_Language_2790
src_Governmental-Organisation_3049,src_VicodiOI_1877
src_Discoverer_450,src_Election_658
src_Vehicle_941,src_Jurist_2345
src_FuzzyTemporalInterval_3501,src_Religious-Organisation_3291
src_Symbol_2820,src_Meeting_4728
src_Commodity_515,src_Geographical-Discovery_142
src_Scandal_164,src_Ritual_1833
src_Environment_3523,src_Event_855
src_Monastery_2419,src_Ideology_679
src_Political-Region_2469,src_Artefact_2029
src_Uprising_402,src_Magnate_3116
src_Painter_3266,src_Individual_817
src_Economic-Enterprise_1926,src_Cleric_2855
src_Abstract-Notion_4399,src_Geographical-Discovery_3245
src_Religious-Leader_617,src_Leader_4808
src_Religious-Organisation_1442,src_Psychologist_1278
src_Abbey_1613,src_Educational-Organisation_2272
src_Dancer_475,src_Monastery_4043
src_Magnate_4089,src_Trades-Unionist_3532
src_Military-Person_4348,src_Party_3781
src_Clothing_1329,src_Physician_3849
src_Organisation_249,src_Village_2727
src_Professor_593,src_Life-Event_190
src_Fictional-Person_952,src_Sportsman_822
src_Foreign-Minister_2306,src_Election_4702
src_Governmental-Organisation_4762,src_Fictional-Person_432
src_Non-Military-Conflict_3452,src_Location_2725
src_Minister_24,src_Movement_4062
src_Time_1938,src_Sultan_560
src_FuzzyTemporalInterval_1774,src_Economic-Process_3467
src_Geographical-Region_2064,src_Church-Reformer_1975
src_Crime_4250,src_Disease_2236
src_Dancer_4072,src_Party_1869
src_Church_405,src_Actor_1783
src_Creator_3736,src_Inventor_2764
src_Dramaturge_3696,src_Party_782
src_Population-Movement_3956,src_Professor_4154
src_Event_2576,src_Time_2875
src_FuzzyTemporalInterval_2762,src_Natural-Object_128
src_Animal_3355,src_Trial_83
src_Battle_985,src_Category_2679
src_Artefact_2944,src_FuzzyTemporalInterval_565
src_Person_3760,src_League_3179
src_Object_442,src_Newspaper_1866
src_Ideology_3301,src_Village_722
src_Artefact_3717,src_Stereotype-Group_2644
src_Life-Event_387,src_Inventor_1147
src_Pastime_855,src_Disease_4480
src_Philanthropist_1953,src_Religious-Organisation_929
src_Philosopher_2464,src_Country_1742
src_Country_1362,src_Representative-Institution_3096
src_Conductor_114,src_Commodity_2773
src_Geographical-Feature_4127,src_Village_3596
src_Pope_3825,src_Abstract-Notion_2937
src_Location_2846,src_Category_4038
src_Economic-Organisation_3123,src_Social-Group_3871
src_Ship_4958,src_Symbol_2328
src_Period-in-Office_1008,src_Actor_653
src_Religious-Order_3480,src_International-Alliance_4134
src_Individual_1938,src_Public-Oration_3708
src_Election_1999,src_Liturgical-Object_1828
src_Life-Event_3862,src_Dancer_2464
src_Abbey_1072,src_Time-Dependent-Relation_1076
src_Fictional-Person_3641,src_War_836
src_Sculptor_955,src_Governmental-Organisation_4543
src_Life-Event_4340,src_Painter_2023
src_Emperor_4327,src_Sultan_3616
src_Time-Dependent_2568,src_Natural-Object_1307
src_Engineer_2225,src_Battle_31
src_Queen_4450,src_Ecclesiarch_2474
src_Art-Form_1517,src_Party_2497
src_Scientific-Instrument_2991,src_Pamphlet_1810
src_Event_3987,src_Religious-Community_1690
src_Fictional-Event_4744,src_Newspaper_2992
src_Psychologist_1851,src_Abbey_4909
src_Movement_2511,src_Film-Maker_3670
src_Psychologist_2072,src_Ideology_3439
src_Movement_136,src_Psychologist_2334
src_Other-Religious-Person_1097,src_Structure_2057
src_Religious-Leader_2185,src_Category_1189
src_Church_2723,src_Composer_4549
src_Emperor_873,src_Pope_515
src_Badge_4319,src_Criminal_1702
src_Stereotype-Group_1828,src_Art-Form_1352
src_Military-Organisation_42,src_Organisation_2322
src_Economist_1628,src_Scientist_4678
src_Journalist_1943,src_Church_33
src_Newspaper_233,src_Economic-Organisation_1771
src_Foreign-Minister_2382,src_Non-Military-Conflict_1572
src_Criminal_4706,src_Diplomat_3605
src_Entertainer_49,src_Criminal_4432
src_Governmental-Organisation_969,src_Scientist_4813
src_FuzzyTemporalInterval_2001,src_Religious-Ideology_3219
src_Other-Religious-Person_515,src_Environment_255
src_Vehicle_3604,src_Dancer_331
src_Food_3845,src_Cleric_3094
src_Movement_4850,src_Religious-Symbol_2916
src_Jurist_1656,src_Foreign-Minister_4530
src_Church_3883,src_Political-Region_3352
src_Religious-Order_4252,src_Governmental-Organisation_123
src_Musician_1802,src_Non-Military-Conflict_1286
src_Clerical-Leader_2760,src_Settlement_4116
src_Masonic-Lodge_3164,src_Head-of-Government_45
src_Sultan_3112,src_Leader_179
src_International-Alliance_4993,src_Secular-Ideology_2967
src_Sculptor_3445,src_Pastime_3093
src_Foreign-Minister_466,src_Water_617
src_Disease_1049,src_Ecclesiarch_3004
src_Secular-Leader_113,src_Disease_2047
src_Scientific-Instrument_1575,src_Person-Role_4730
src_Language_515,src_Discoverer_1226
src_City_679,src_International-Alliance_2997
src_Abbey_1776,src_Clerical-Leader_3195
src_University_4543,src_Head-of-Government_283
src_Engineer_4393,src_Engineer_791
src_Military-Organisation_4610,src_University_69
src_Creator_4489,src_Battle_2618
src_Language_829,src_Ritual_3093
src_Pamphlet_3029,src_Animal_2934
src_Period_4196,src_Church_4449
src_Pollution_1675,src_Representative-Institution_2139
src_Intellectual-Movement_2185,src_Public-Oration_816
src_Period-in-Office_2846,src_Dynasty_4422
src_Book_3333,src_Inventor_1761
src_Emperor_495,src_Sculpture_2748
src_Scientific-Instrument_1069,src_Event_1113
src_War_4437,src_Pollution_2677
src_Natural-Object_3613,src_Other-Religious-Person_4611
src_Pastime_254,src_Prince_2483
src_Business-Leader_80,src_Badge_3415
src_Engineer_1707,src_Religious-Organisation_1514
src_Uprising_749,src_Pamphlet_61
src_Religious-Symbol_2048,src_Battle_2495
src_Scientific-Instrument_3787,src_Idea_809
src_Board_280,src_Liturgical-Object_2307
src_Sultan_2694,src_Population-Movement_2414
src_Flavour_1861,src_Election_2159
src_Pastime_1110,src_Masonic-Lodge_4861
src_Scientific-Instrument_389,src_Pastime_2943
src_Social-Group_1327,src_Religious-Movement_1141
src_Intra-State-Group_3469,src_Flavour_2561
src_Intellectual-Movement_4651,src_Composer_4801
src_Minister_1746,src_Conductor_2365
src_Diplomat_3481,src_Disease_3319
src_Social-Stratum_4779,src_Masonic-Lodge_644
src_Head-of-Government_4129,src_Astronaut_4477
src_Environment_1904,src_Secular-Ideology_3658
src_Piece-of-Music_3645,src_Field-of-Knowledge_4668
src_Scientist_1181,src_Geographical-Discovery_2197
src_Ritual_2682,src_Jurist_599
src_Sculpture_4727,src_International-Organisation_3581
src_Scandal_1884,src_Religious-Practice_3882
src_Crime_445,src_Geographical-Feature_3468
src_Author_693,src_Population-Movement_1164
src_International-Alliance_1360,src_Dramaturge_3822
src_Political-Organisation_4253,src_Publisher_1583
src_Minister_1026,src_Crime_3695
src_Professor_1635,src_Settlement_2653
src_Intellectual-Construct_1322,src_Trades-Unionist_3185
src_Symbol_2962,src_Artist_18
src_Leader_1231,src_Religious-Organisation_4093
src_Composer_3180,src_Structure_2094
src_Religious-Symbol_1872,src_Geographer_1742
src_Armament_2139,src_International-Alliance_4466
src_Minister_1842,src_Philosopher_2827
src_Economic-Enterprise_4626,src_Person_3623
src_Social-Group_1561,src_Vehicle_1604
src_Artistic-Style_3279,src_Religious-Ideology_1348
src_Church-Reformer_532,src_Time_3586
src_Field-of-Knowledge_564,src_Party_839
src_Individual_4309,src_Food_2448
src_Water_4417,src_Minister_4616
src_Journal_2239,src_Actor_4382
src_Management-Organisation_3539,src_Commodity_707
src_Masonic-Lodge_2566,src_Period_1674
src_Idea_2552,src_Economic-Organisation_460
src_Crime_482,src_Conductor_4551
src_Treaty_2856,src_Dramaturge_1218
src_Monastery_4579,src_Management-Organisation_752
src_Criminal_1157,src_Intellectual-Construct_782
src_Trades-Unionist_4981,src_VicodiOI_2
src_Disease_43,src_Disease_2523
src_Trade-Association_238,src_Actor_3247
src_Musician_3584,src_Foreign-Minister_2973
src_Artist_203,src_Sculpture_3144
src_Intellectual-Construct_2668,src_Individual_1524
src_Emperor_1918,src_Trade-Association_2792
src_Ecclesiarch_2362,src_Ecclesiarch_1360
src_Pamphlet_3762,src_Secular-Leader_1253
src_University_3965,src_Social-Stratum_3771
src_City_2436,src_Armament_4360
src_VicodiOI_275,src_League_2804
src_Religious-Order_2508,src_City_4649
src_Pope_1933,src_Building_816
src_Train_665,src_Fictional-Event_3293
src_Illness_36,src_Time-Dependent_2833
src_Management-Organisation_680,src_Ideology_4858
src_Religious-Symbol_1109,src_Clerical-Leader_2337
src_Pastime_1974,src_Film-Maker_95
src_Population-Movement_2030,src_Diplomat_3765
src_Uprising_4376,src_Physician_1479
src_Location-Part-Relation_1550,src_Dynasty_595
src_Ideology_1690,src_Fictional-Event_1836
src_Armament_1464,src_Trades-Unionist_3574
src_VicodiOI_2068,src_Business-Leader_461
src_Artefact_3432,src_Field-of-Knowledge_4975
src_Masonic-Lodge_2462,src_Monastery_1250
src_Inventor_2180,src_Minister_1899
src_Leader_3173,src_War_3508
src_Geographical-Region_4435,src_Theologian_2601
src_Intellectual-Movement_1355,src_Person-Role_3080
src_Theologian_4865,src_Non-Military-Conflict_4698
src_Pastime_4074,src_VicodiOI_2858
src_Village_1233,src_Idea_985
src_Other-Religious-Leader_4913,src_Intra-State-Group_1508
src_Legislation_513,src_Time-Dependent_4435
src_Entertainer_2053,src_Pope_838
src_War_4201,src_Organisation_2934
src_International-Alliance_672,src_Creator_2229
src_Trades-Union_2619,src_Scientific-Instrument_2635
src_Head-of-State_2534,src_Badge_4990
src_Geographical-Feature_668,src_Period_4877
src_Legislation_2602,src_Journal_1713
src_Person-Role_225,src_Management-Organisation_952
src_Religious-Community_165,src_Fictional-Event_2816
src_International-Alliance_4531,src_City_3245
src_Geographical-Feature_4167,src_Queen_4039
src_Field-of-Knowledge_923,src_Emperor_4283
src_Engineer_3955,src_Painter_275
src_Battle_4909,src_Religious-Ideology_4309
src_Leader_3039,src_Prince_893
src_International-Alliance_1401,src_Ideology_4816
src_Art-Form_817,src_Language_3798
src_Author_2301,src_Functionary_1363
src_Ritual_2570,src_Composer_1250
src_Secular-Leader_3900,src_Other-Religious-Leader_1998
src_Liturgical-Object_4439,src_Cultural-Organisation_3951
src_Disaster_1569,src_TemporalInterval_3789
src_Meeting_2378,src_Food_1140
src_Religious-Ideology_4196,src_Astronaut_4933
src_Film-Maker_661,src_Vehicle_3692
src_Scientist_4635,src_Head-of-State_1283
src_Diplomat_359,src_Artistic-Style_2378
src_Field-of-Knowledge_4554,src_Measurable-Trend_3057
src_Engineer_4172,src_Journalist_1581
src_FuzzyTemporalInterval_4843,src_Religious-Community_3778
src_Ecclesiarch_4112,src_Pollution_1539
src_Politician_1790,src_Treaty_1427
src_Actor_84,src_Philosopher_1591
src_National-Symbol_650,src_Armament_4890
src_Party_3344,src_Political-Organisation_2580
src_Political-Symbol_177,src_Architect_3408
src_Educational-Organisation_934,src_Military-Organisation_2257
src_Musician_2719,src_Country_1768
src_Political-Symbol_2501,src_Pope_5
src_Secular-Ideology_3579,src_Technical-Scientific-Advance_2175
src_Sculpture_3675,src_Clerical-Leader_129
src_Clothing_2949,src_Scandal_4396
src_Astronaut_4753,src_Representative-Institution_3875
src_TemporalInterval_4190,src_Minister_4551
src_Period_4051,src_Intra-State-Group_2343
src_Battle_514,src_Abbey_3363
src_Pollution_4869,src_Book_3765
src_Book_1248,src_Religious-Leader_421
src_Trades-Union_1486,src_Idea_3344
src_Scientific-Instrument_2992,src_Musician_3268
src_Educational-Organisation_552,src_Governmental-Organisation_2091
src_Magnate_1899,src_Organisation_2537
src_Foreign-Minister_4109,src_Military-Unit_259
src_Illness_1231,src_Trade-Association_3166
src_Church-Reformer_4995,src_Newspaper_3697
src_Liturgical-Object_488,src_Religious-Leader_2849
src_Religious-Ideology_1313,src_Journalist_1735
src_Board_2031,src_Religious-Community_1655
src_Political-Region_7,src_Liturgical-Object_1408
src_Ideology_935,src_Pope_4971
src_Person-Role_1089,src_Saint_2090
src_Flavour_4418,src_Monastery_3654
src_War_4428,src_Church_1228
src_Technical-Scientific-Advance_3839,src_Location-Part-Relation_1030
src_Non-Military-Conflict_2999,src_Role_2994
src_Philosopher_2807,src_Minister_1521
src_Astronaut_3611,src_Geographical-Discovery_1846
src_Treaty_2891,src_Fictional-Event_3368
src_Criminal_1243,src_King_1190
src_Management-Organisation_4679,src_Trial_2631
src_Piece-of-Music_4892,src_Economic-Process_4763
src_Military-Unit_122,src_Religious-Order_1441
src_Painter_1590,src_Governmental-Organisation_1701
src_City_1811,src_Church-Reformer_4517
src_TemporalInterval_24,src_Religious-Community_4481
src_Field-of-Knowledge_469,src_Vehicle_3517
src_Sultan_1031,src_Ecclesiarch_4845
src_Political-Region_979,src_Measurable-Trend_20
src_Life-Event_911,src_Military-Unit_4896
src_TemporalInterval_4044,src_War_3037
src_Ritual_4800,src_Ethnic-Group_1700
src_Population-Movement_1368,src_International-Alliance_3216
src_TemporalInterval_2130,src_Economic-Enterprise_1366
src_Trial_3656,src_Writing_2550
src_Trade-Association_1696,src_Secular-Leader_4922
src_Social-Stratum_2769,src_City_946
src_Entertainer_825,src_Object_1449
src_Political-Region_513,src_Creator_3807
src_Social-Group_2450,src_League_20
src_Head-of-State_4984,src_Painter_3190
src_Geographical-Region_4284,src_Secular-Ideology_471
src_Role_1808,src_Work-of-Art_1719
src_Conductor_1844,src_Cultural-Agreement_4761
src_Disease_1501,src_Newspaper_4500
src_Book_4781,src_Secular-Leader_232
src_Economic-Organisation_3310,src_Language_3939
src_International-Organisation_3863,src_Trial_3472
src_Religious-Community_3057,src_Structure_2226
src_Artistic-Style_691,src_VicodiOI_4394
src_Religious-Leader_4242,src_Sculpture_2771
src_Entertainer_1877,src_Engineer_2230
src_War_852,src_Religious-Movement_1503
src_Piece-of-Music_4360,src_Writing_1635
src_Role_4813,src_Political-Region_2964
src_Liturgical-Object_877,src_Educational-Organisation_2331
src_Foreign-Minister_902,src_Location_265
src_Film-Maker_1195,src_Train_4082
src_Geographical-Region_3737,src_Actor_4087
src_Event_1976,src_Emperor_4014
src_Artist_3553,src_Crime_783
src_Cleric_934,src_Ship_293
src_Journalist_1444,src_Illness_0
src_Life-Event_2054,src_VicodiOI_4811
src_Abstract-Notion_2548,src_Masonic-Lodge_2823
src_Intellectual-Construct_1848,src_Governmental-Organisation_1451
src_Physician_185,src_Dynasty_3526
src_Author_2472,src_Economic-Organisation_4843
src_Trades-Union_712,src_National-Symbol_1616
src_Discoverer_251,src_Social-Stratum_2395
src_Entertainer_4215,src_Religious-Order_128
src_Military-Unit_1975,src_Representative-Institution_3203
src_Trades-Unionist_1445,src_Conductor_2559
src_Diplomat_3838,src_Writing_2714
src_FuzzyTemporalInterval_2686,src_International-Alliance_3869
src_International-Organisation_1691,src_Party_2835
src_Foreign-Minister_3557,src_Disease_1981
src_University_3458,src_Engineer_1087
src_Field-of-Knowledge_4992,src_Armament_2939
src_Book_3492,src_Entertainer_4872
src_Writing_3295,src_Religious-Movement_558
src_Life-Event_840,src_National-Symbol_1665
src_Ideology_1789,src_Entertainer_4024
src_Intellectual-Movement_4427,src_Public-Oration_4769
src_Other-Religious-Person_909,src_Social-Group_2570
src_Ship_704,src_Food_4798
src_League_4357,src_Pope_3683
src_Scandal_1664,src_Dramaturge_3564
src_Pope_382,src_Conductor_2104
src_Time-Dependent_1491,src_Idea_446
src_Clerical-Leader_1937,src_Scandal_4178
src_Professor_3021,src_Painter_4769
src_Political-Symbol_835,src_Person_4725
src_Natural-Object_1713,src_Secular-Leader_4197
src_Conductor_4097,src_Economic-Process_1053
src_Artistic-Style_3112,src_Trades-Unionist_573
src_Dynasty_2892,src_Clothing_2296
src_Cultural-Organisation_819,src_Food_4851
src_Musician_1894,src_Population-Movement_776
src_FuzzyTemporalInterval_700,src_Badge_1167
src_Governmental-Organisation_1683,src_Measurable-Trend_4656
src_Party_3809,src_Language_2063
src_Vehicle_1833,src_Geographer_2580
src_Religious-Organisation_3529,src_Fictional-Event_2158
src_Artist_2823,src_Period-in-Office_627
src_Location_2612,src_Stereotype-Group_230
src_Abbey_4841,src_Governmental-Organisation_4622
src_Scientific-Instrument_2110,src_Field-of-Knowledge_3527
src_Book_2834,src_Publisher_2416
src_Publisher_3804,src_Event_1264
src_Ship_4871,src_Stereotype-Group_2189
src_TemporalInterval_4381,src_Journalist_3578
src_Badge_4738,src_Non-Military-Conflict_805
src_Secular-Movement_3985,src_Religious-Community_4226
src_Secular-Ideology_3741,src_Diplomat_4623
src_Conceptual-Object_1237,src_Musician_3262
