src_Non-Military-Conflict_2618,src_Measurable-Trend_215
src_Painting_2589,src_Dynasty_5
src_Flavour_4474,src_Cleric_3267
src_Religious-Order_2715,src_Organisation_1641
src_Religious-Leader_2356,src_Election_4688
src_Time-Dependent-Relation_632,src_Leader_4660
src_Prince_4662,src_Cathedral_2926
src_Journalist_906,src_Head-of-State_831
src_Philanthropist_4832,src_Sculptor_2022
src_Intellectual-Movement_1596,src_Scandal_3087
src_Time-Dependent_4013,src_Painting_2921
src_Religious-Ideology_3672,src_Military-Unit_4385
src_Musician_1920,src_Head-of-State_3056
src_Period-in-Office_1538,src_Time_4502
src_Non-Military-Conflict_2247,src_Artist_721
src_Theologian_827,src_Symbol_1526
src_Ethnic-Group_1499,src_Church_3539
src_Idea_668,src_Economic-Symbol_1526
src_Prince_1589,src_International-Alliance_3646
src_Natural-Object_1526,src_Economic-Process_3548
src_Intellectual-Construct_594,src_Public-Oration_573
src_Clothing_2240,src_League_4119
src_Cleric_3344,src_Discoverer_2781
src_Structure_2440,src_Journal_4873
src_Intellectual-Construct_1918,src_Movement_589
src_Sultan_4792,src_Time_1390
src_Political-Organisation_1015,src_Village_4126
src_Illness_1498,src_Period-in-Office_4245
src_Social-Group_3727,src_Field-of-Knowledge_4170
src_Painting_4676,src_Population-Movement_4419
src_Criminal_204,src_Language_2679
src_Economic-Organisation_4317,src_Conductor_2364
src_Business-Leader_3245,src_Dynasty_595
src_Pastime_533,src_Object_2996
src_Military-Organisation_2750,src_Educational-Organisation_3958
src_Sculpture_568,src_Liturgical-Object_3231
src_Conductor_1202,src_Disease_757
src_Political-Organisation_4563,src_Scientist_823
src_Life-Event_831,src_Settlement_1723
src_Environment_1805,src_Country_572
src_Train_4837,src_Scientist_1935
src_Military-Organisation_4079,src_Political-Symbol_1218
src_Armament_4231,src_Commodity_2922
src_Structure_4012,src_Structure_1808
src_Category_1047,src_Theologian_984
src_Role_2169,src_Cultural-Organisation_3733
src_Philanthropist_333,src_Object_4940
src_Journal_1189,src_Religious-Organisation_2379
src_Economic-Organisation_3849,src_Sportsman_3670
src_Trade-Association_4130,src_Liturgical-Object_830
src_Cultural-Organisation_1756,src_Animal_3790
src_Journalist_4938,src_Emperor_363
src_Life-Event_595,src_International-Alliance_4903
src_Organisation_2770,src_Ethnic-Group_1299
src_Person-Role_4747,src_Theologian_2047
src_Church-Reformer_3169,src_Ecclesiarch_767
src_Crime_3765,src_Religious-Organisation_635
src_Object_2265,src_Ship_187
src_University_763,src_Geographical-Feature_3069
src_Disaster_4869,src_Piece-of-Music_4493
src_Philanthropist_3777,src_Painter_1895
src_Foreign-Minister_3609,src_Intellectual-Construct_1028
src_FuzzyTemporalInterval_916,src_Economic-Symbol_1727
src_Crime_4245,src_Architect_3323
src_Time-Dependent-Relation_2678,src_Period-in-Office_3723
src_Military-Unit_1138,src_Landmark_3053
src_Ecclesiarch_1303,src_Conductor_3524
src_Engineer_3682,src_Vehicle_3016
src_Artefact_2605,src_Sultan_60
src_Technical-Scientific-Advance_259,src_Actor_324
src_Ecclesiarch_733,src_Fictional-Event_2249
src_Philosopher_1477,src_Period_787
src_Illness_4903,src_Armament_3778
src_Engineer_1623,src_Ship_2016
src_Artistic-Style_1909,src_Educational-Organisation_2870
src_Religious-Organisation_1941,src_Pamphlet_3794
src_Sportsman_2619,src_Discoverer_1362
src_Flavour_4076,src_Commodity_600
src_University_1432,src_Pollution_113
src_Role_2036,src_Structure_3083
src_Food_996,src_Painter_3915
src_Trial_1445,src_Party_41
src_Sculpture_1775,src_Animal_1416
src_Other-Religious-Person_1234,src_Criminal_494
src_Pope_1576,src_Scandal_700
src_Flavour_4744,src_Monastery_3010
src_Landmark_2011,src_Magnate_2611
src_Film-Maker_599,src_Location_328
src_Psychologist_1641,src_Dynasty_867
src_Period-in-Office_4519,src_Painting_4554
src_Ideology_516,src_Illness_470
src_Queen_964,src_Flavour_2288
src_Legislation_2103,src_Individual_2623
src_Scientific-Instrument_2691,src_Emperor_3176
src_Publisher_2177,src_Pastime_3010
src_Stereotype-Group_1122,src_Object_1732
src_War_1699,src_Author_158
src_Time_1771,src_Religious-Community_2249
src_Trades-Union_3525,src_Sculptor_636
src_Economic-Process_2328,src_Sultan_3020
src_Time_836,src_Period-in-Office_3726
src_Publisher_1184,src_Fictional-Event_2524
src_Architect_3647,src_Sultan_1003
src_Religious-Organisation_2400,src_Military-Person_429
src_Time_4476,src_Other-Religious-Leader_1247
src_Commodity_907,src_Treaty_2489
src_Water_2495,src_King_4933
src_Diplomat_506,src_Person-Role_598
src_Population-Movement_44,src_Artist_2286
src_Pollution_3172,src_Intra-State-Group_2268
src_Head-of-State_3567,src_Book_4425
src_Field-of-Knowledge_1535,src_Geographical-Feature_3485
src_Painting_2515,src_Building_1099
src_Sculpture_372,src_Legislation_486
src_Non-Military-Conflict_4375,src_War_3158
src_Vehicle_2558,src_Clothing_1394
src_Dynasty_1266,src_Individual_3987
src_Painting_4283,src_Religious-Leader_4947
src_Head-of-Government_3527,src_Geographer_1241
src_King_4953,src_Engineer_1362
src_International-Alliance_4537,src_Philosopher_4478
src_Pope_1314,src_Ecclesiarch_844
src_Prince_64,src_Painter_3362
src_Pollution_144,src_Writing_685
src_Language_3738,src_Illness_3529
src_Measurable-Trend_1385,src_Sculpture_4013
src_Book_3395,src_Animal_95
src_Masonic-Lodge_4507,src_Pope_928
src_Composer_4860,src_Masonic-Lodge_4963
src_Cultural-Organisation_80,src_Art-Form_1815
src_Person-Role_79,src_Leader_4574
src_Head-of-Government_1875,src_Economic-Process_4449
src_Time-Dependent_2944,src_Other-Religious-Leader_2867
src_Natural-Object_4193,src_Monastery_1927
src_Foreign-Minister_3853,src_Author_182
src_Legislation_3425,src_Politician_3193
src_Representative-Institution_3431,src_Life-Event_399
src_Criminal_1564,src_Ecclesiarch_4923
src_Musician_2783,src_Cultural-Organisation_2046
src_Religious-Ideology_3196,src_Ethnic-Group_988
src_University_2601,src_Intellectual-Construct_1558
src_Social-Group_2848,src_Location-Part-Relation_3051
src_Foreign-Minister_2011,src_Language_3747
src_Philosopher_4222,src_Trades-Unionist_3794
src_Natural-Object_4270,src_Meeting_3654
src_Individual_3888,src_Political-Region_3949
src_Publisher_404,src_Period_221
src_Clothing_4671,src_Dynasty_1881
src_Event_952,src_Ecclesiarch_2917
src_Actor_2186,src_Artist_599
src_Board_3944,src_Political-Symbol_2082
src_Organisation_4584,src_Political-Region_4544
src_Field-of-Knowledge_894,src_Movement_515
src_Book_297,src_Abbey_1984
src_Legislation_2210,src_Abbey_808
src_Cathedral_376,src_Symbol_188
src_Clothing_4425,src_War_2285
src_Legislation_4275,src_Uprising_1486
src_Social-Stratum_4241,src_Musician_2262
src_Educational-Organisation_1553,src_Secular-Ideology_4078
src_Actor_4730,src_Jurist_1011
src_Ship_1570,src_Head-of-Government_144
src_Commodity_2357,src_Leader_459
src_Scandal_1587,src_Sculpture_2994
src_Entertainer_2080,src_Trades-Unionist_2866
src_Trial_3999,src_Other-Religious-Person_1180
src_Structure_2200,src_Individual_1980
src_Functionary_3694,src_Country_4576
src_Board_1870,src_Trades-Unionist_1641
src_Symbol_1457,src_Train_3001
src_Dancer_3826,src_Structure_1385
src_Political-Symbol_163,src_Religious-Symbol_117
src_Religious-Organisation_2010,src_Idea_3263
src_Pope_2905,src_Queen_2405
src_Trades-Unionist_3555,src_Jurist_4168
src_Scandal_746,src_Artist_3930
src_Technical-Scientific-Advance_2278,src_Population-Movement_3203
src_Economist_4928,src_Leader_4191
src_Pastime_4452,src_Language_2271
src_Time_3989,src_Location_539
src_Battle_2458,src_Meeting_2593
src_Commodity_2862,src_Publisher_1005
src_Cleric_2086,src_Badge_1478
src_Abstract-Notion_3011,src_Economic-Symbol_3576
src_Battle_4223,src_Musician_466
src_Time_396,src_Person-Role_2110
src_Geographical-Region_4864,src_Journal_1841
src_Dancer_2517,src_Scandal_4455
src_Individual_1781,src_Relic_2292
src_Jurist_4458,src_Criminal_3497
src_Event_3107,src_Village_273
src_FuzzyTemporalInterval_4987,src_Period_2590
src_Other-Religious-Leader_3460,src_Painting_1101
src_Painting_3401,src_Author_2955
src_Political-Organisation_1753,src_Writing_3130
src_Military-Organisation_2198,src_Fictional-Person_1693
src_TemporalInterval_1901,src_Social-Stratum_3204
src_Technical-Scientific-Advance_2377,src_Location_4891
src_Intra-State-Group_912,src_Musician_701
src_Politician_2391,src_Sculpture_2577
src_Dancer_3049,src_Stereotype-Group_2262
src_Philosopher_1426,src_Structure_4257
src_Fictional-Person_3051,src_Religious-Community_1767
src_Geographical-Feature_4726,src_Physician_2113
src_Professor_4944,src_Idea_716
src_Physician_4702,src_Party_2801
src_Settlement_4024,src_Fictional-Event_3984
src_League_2203,src_Author_579
src_Treaty_219,src_Philosopher_1146
src_Masonic-Lodge_725,src_Category_891
src_Journal_3314,src_Symbol_2660
src_Emperor_31,src_Physician_71
src_Politician_249,src_Religious-Practice_1120
src_Astronaut_4071,src_Cathedral_1814
src_TemporalInterval_3056,src_Astronaut_908
src_Psychologist_2315,src_Architect_3602
src_Flavour_2917,src_Cleric_4437
src_Time-Dependent_2508,src_Measurable-Trend_1455
src_Scandal_3970,src_Artistic-Style_1636
src_Professor_1406,src_Political-Symbol_51
src_Journal_2397,src_Dancer_1966
src_Social-Group_4230,src_Educational-Organisation_3206
src_Other-Religious-Person_1378,src_Painting_1061
src_Secular-Movement_4210,src_Legislation_4929
src_Piece-of-Music_4355,src_Cultural-Agreement_4954
src_Conceptual-Object_2372,src_Flavour_1297
src_Head-of-Government_1760,src_Clerical-Leader_84
src_Astronaut_663,src_Religious-Movement_3530
src_Category_2191,src_Village_3096
src_Period_2095,src_Painter_2629
src_Queen_1508,src_Cathedral_1512
src_Treaty_3077,src_Author_164
src_Ship_2241,src_Economic-Process_310
src_Commodity_977,src_Astronaut_2675
src_King_2575,src_University_3064
src_Journalist_2709,src_Dynasty_247
src_Writing_1891,src_Monastery_330
src_Intellectual-Movement_2792,src_Professor_3672
src_Conceptual-Object_4841,src_Treaty_4873
src_Head-of-Government_3528,src_Building_1016
src_Sultan_2356,src_Clothing_1596
src_Cleric_3494,src_Diplomat_4818
src_Astronaut_1196,src_Saint_11
src_Sculpture_2998,src_Political-Organisation_2062
src_Secular-Leader_3941,src_Piece-of-Music_3074
src_Religious-Symbol_3963,src_Train_1689
src_Diplomat_214,src_Physician_4924
src_Geographical-Region_175,src_Event_1503
src_Trade-Association_463,src_Time-Dependent_4489
src_Village_592,src_Legislation_2867
src_Trade-Association_73,src_Liturgical-Object_3098
src_Philanthropist_1556,src_Natural-Object_2571
src_Journal_170,src_Social-Group_3618
src_Artefact_1718,src_Village_2846
src_Election_942,src_Economic-Process_1212
src_Sculpture_573,src_Economic-Process_4615
src_Geographical-Discovery_326,src_Fictional-Event_4441
src_Foreign-Minister_4667,src_Philosopher_361
src_Newspaper_3604,src_Country_1705
src_Cultural-Agreement_1244,src_Religious-Leader_4306
src_Economic-Enterprise_2724,src_Cleric_374
src_Party_3011,src_Church_34
src_Food_1909,src_Clerical-Leader_806
src_Period_4783,src_Ecclesiarch_3683
src_Engineer_2893,src_Person_3880
src_Economic-Organisation_1259,src_Psychologist_616
src_Psychologist_4968,src_Category_4547
src_Astronaut_4073,src_Educational-Organisation_3991
src_Trade-Association_4666,src_Field-of-Knowledge_1859
src_Religious-Organisation_1958,src_Other-Religious-Leader_1169
src_Trades-Unionist_2839,src_Painting_2134
src_Engineer_2833,src_Scientist_151
src_Criminal_1993,src_Religious-Practice_2553
src_Sculpture_2476,src_Book_4884
src_Geographer_4938,src_Trades-Unionist_3453
src_Technical-Scientific-Advance_1217,src_Structure_383
src_VicodiOI_1629,src_Jurist_2437
src_Emperor_4069,src_Religious-Community_4775
src_Dramaturge_929,src_Monastery_3679
src_Liturgical-Object_2855,src_Person_3767
src_Foreign-Minister_661,src_Disaster_4472
src_Economic-Symbol_2897,src_Secular-Ideology_4809
src_Engineer_421,src_Measurable-Trend_1146
src_Political-Region_4190,src_Cathedral_3276
src_Geographer_1107,src_Natural-Object_3688
src_Meeting_3330,src_Creator_3072
src_Conceptual-Object_1702,src_Ideology_1246
src_Organisation_1181,src_Individual_4983
src_Commodity_1814,src_Trades-Unionist_3411
src_Meeting_4784,src_Astronaut_1132
src_Criminal_1045,src_Inventor_2848
src_Time_3093,src_Masonic-Lodge_2932
src_Illness_4023,src_Intellectual-Construct_4423
src_Artistic-Movement_50,src_Monastery_2225
src_Minister_1114,src_Country_4950
src_Time-Dependent-Relation_942,src_Food_4499
src_Economic-Organisation_494,src_Movement_2292
src_Period_3874,src_Clothing_1407
src_Author_3462,src_Badge_2417
src_Fictional-Person_2658,src_International-Organisation_4722
src_Country_4333,src_Other-Religious-Person_3623
src_Religious-Leader_1553,src_Painting_4685
src_Queen_2769,src_Functionary_1669
src_Foreign-Minister_4392,src_Organisation_2184
src_Publisher_747,src_Dancer_2488
src_Composer_3678,src_Governmental-Organisation_200
src_Church_4229,src_Monastery_2849
src_Architect_1832,src_Queen_3658
src_Religious-Organisation_1586,src_Conductor_2836
src_Vehicle_1739,src_Religious-Movement_2343
src_Other-Religious-Leader_2200,src_Idea_4508
src_Political-Region_4948,src_Fictional-Person_841
src_Sportsman_137,src_Ecclesiarch_2954
src_Geographical-Region_3463,src_Trial_1530
src_Piece-of-Music_1885,src_Religious-Organisation_245
src_Time-Dependent-Relation_3877,src_Musician_1977
src_Criminal_4488,src_Cathedral_1625
src_Symbol_795,src_Head-of-Government_4077
src_Scandal_1794,src_Religious-Movement_3554
src_Trades-Union_4169,src_Natural-Object_3945
src_Church-Reformer_2946,src_Object_2383
src_Geographical-Discovery_680,src_Religious-Leader_1497
src_Sculpture_3298,src_Church-Reformer_3073
src_Military-Person_1755,src_Author_2953
src_Masonic-Lodge_4734,src_Prince_1003
src_Symbol_2958,src_Economist_3154
src_Pastime_3604,src_Cultural-Organisation_1465
src_Church-Reformer_1834,src_Natural-Object_526
src_Event_3196,src_Secular-Ideology_4435
src_Conceptual-Object_3446,src_Period-in-Office_1809
src_International-Organisation_2576,src_Clerical-Leader_33
src_Military-Unit_927,src_Scientific-Instrument_888
src_Physician_3309,src_Object_4501
src_Painter_2944,src_Ritual_3091
src_Crime_632,src_Ship_4814
src_Cultural-Agreement_1490,src_Scientific-Instrument_3476
src_Structure_3354,src_Landmark_985
src_Sultan_157,src_Dynasty_782
src_Cultural-Organisation_60,src_Event_1736
src_Politician_140,src_Economic-Organisation_1913
src_Pollution_587,src_Board_469
src_Movement_1781,src_Clerical-Leader_1610
src_Political-Organisation_1820,src_Economic-Process_1220
src_Dynasty_4654,src_Clerical-Leader_2837
src_Ecclesiarch_848,src_Church_1158
src_Professor_2401,src_Church_2005
src_Dramaturge_3881,src_Painting_987
src_VicodiOI_976,src_Clerical-Leader_4615
src_Religious-Community_787,src_Time-Dependent-Relation_3228
src_Military-Organisation_3737,src_Ship_349
src_Geographer_2803,src_Astronaut_873
src_War_4802,src_Church_3342
src_Dramaturge_811,src_Village_4726
src_Sculptor_4061,src_Piece-of-Music_1008
src_Role_2139,src_VicodiOI_4173
src_Economic-Symbol_389,src_Ethnic-Group_1489
src_Geographical-Region_625,src_Dancer_3297
src_Magnate_1575,src_Publisher_2127
src_Field-of-Knowledge_906,src_Sculptor_198
src_Liturgical-Object_274,src_Minister_572
src_Professor_3510,src_Period-in-Office_2236
src_War_2774,src_Time-Dependent_1773
src_Dynasty_2519,src_Religious-Ideology_851
src_Public-Oration_3896,src_Geographical-Feature_4248
src_Liturgical-Object_986,src_Philanthropist_4702
src_Secular-Leader_3444,src_International-Alliance_2611
src_Journal_371,src_Social-Group_3570
src_Secular-Ideology_3601,src_Fictional-Event_2842
src_Author_2885,src_Journal_3565
src_Time-Dependent_4464,src_Magnate_423
src_Religious-Movement_4000,src_Clerical-Leader_4849
src_Conductor_2981,src_Battle_1329
src_National-Symbol_3720,src_Religious-Movement_1640
src_Ideology_4444,src_Military-Unit_3735
src_Geographical-Region_2236,src_Period-in-Office_271
src_Crime_1636,src_Minister_3348
src_Geographical-Region_1660,src_Other-Religious-Person_2789
src_Badge_639,src_Religious-Order_1458
src_Train_2770,src_Secular-Movement_1674
src_Professor_2328,src_Fictional-Event_3441
src_Foreign-Minister_529,src_Food_1418
src_Sportsman_2531,src_Person-Role_2319
src_Discoverer_4569,src_Fictional-Person_2330
src_Geographical-Feature_2103,src_Military-Organisation_462
src_Natural-Object_4856,src_Symbol_4183
src_Political-Symbol_1471,src_Trades-Union_4291
src_Work-of-Art_3881,src_Cultural-Agreement_2163
src_Political-Organisation_2220,src_Criminal_4402
src_Field-of-Knowledge_3321,src_Technical-Scientific-Advance_4977
src_Military-Person_988,src_Trades-Unionist_2741
src_Church_3164,src_Period_1670
src_Governmental-Organisation_2302,src_Time-Dependent-Relation_2748
src_Head-of-Government_2988,src_International-Organisation_4952
src_Object_411,src_Social-Stratum_2444
src_Time-Dependent-Relation_4810,src_Disease_3656
src_Stereotype-Group_1582,src_Monastery_1802
src_Scientific-Instrument_1242,src_Measurable-Trend_4105
src_Social-Stratum_1460,src_Election_3471
src_Event_2203,src_Physician_2592
src_Ethnic-Group_4237,src_Economic-Enterprise_3075
src_Organisation_964,src_Animal_2324
src_Religious-Movement_280,src_University_1579
src_Object_704,src_Crime_117
src_City_3074,src_Intra-State-Group_1716
src_Artist_4602,src_Train_694
src_Legislation_4623,src_Military-Person_3991
src_Pamphlet_1713,src_Geographical-Discovery_2348
src_Head-of-State_1895,src_Work-of-Art_1093
src_Fictional-Event_4501,src_Uprising_1022
src_Structure_610,src_Structure_715
src_International-Alliance_2479,src_Functionary_2205
src_Jurist_2884,src_Writing_4060
src_Field-of-Knowledge_461,src_Religious-Practice_4579
src_Geographer_881,src_Period-in-Office_2883
src_Clothing_3107,src_Artistic-Movement_4213
src_Psychologist_2249,src_Economic-Organisation_632
src_Disaster_1570,src_Train_1867
src_International-Alliance_4573,src_City_391
src_Secular-Leader_1476,src_Election_2108
src_Movement_3927,src_Scientific-Instrument_3359
src_Political-Organisation_645,src_Stereotype-Group_1253
src_Conceptual-Object_1814,src_Party_3062
src_Cleric_299,src_Film-Maker_4600
src_Intellectual-Construct_167,src_TemporalInterval_175
src_Military-Organisation_4735,src_Pamphlet_3046
src_International-Organisation_812,src_Commodity_2677
src_Art-Form_3442,src_Dancer_2792
src_Social-Stratum_3337,src_Location_2031
src_Crime_2256,src_Artefact_1143
src_Natural-Object_1369,src_Foreign-Minister_2356
src_Head-of-Government_4719,src_Journalist_4017
src_Governmental-Organisation_4877,src_VicodiOI_2182
src_Disease_3928,src_Political-Region_2109
src_Representative-Institution_4452,src_Economic-Organisation_3241
src_Piece-of-Music_4077,src_Economic-Symbol_4427
src_Intellectual-Movement_2412,src_Commodity_4506
src_Political-Organisation_4241,src_Cultural-Agreement_1598
src_Foreign-Minister_2679,src_Other-Religious-Leader_2058
src_Philanthropist_4955,src_Other-Religious-Person_1659
src_Philanthropist_214,src_Organisation_89
src_City_4986,src_Period_2386
src_Musician_585,src_Masonic-Lodge_3253
src_Field-of-Knowledge_4721,src_Journalist_649
src_Religious-Organisation_452,src_University_3851
src_Dramaturge_108,src_Business-Leader_1382
src_International-Alliance_4620,src_Public-Oration_402
src_Artistic-Movement_1769,src_TemporalInterval_3315
src_Meeting_4663,src_Trades-Union_2389
src_Political-Organisation_232,src_FuzzyTemporalInterval_1489
src_Commodity_3951,src_Religious-Practice_247
src_Board_3787,src_Fictional-Event_112
src_Magnate_927,src_Role_2878
src_Economic-Enterprise_4950,src_Fictional-Event_1394
src_VicodiOI_3588,src_Category_4970
src_Politician_2223,src_Language_1141
src_Trades-Unionist_3420,src_Person_2500
src_Secular-Ideology_4158,src_Social-Stratum_2479
src_Film-Maker_3266,src_Building_1633
src_Water_3742,src_Trades-Union_4746
src_Relic_4887,src_Dancer_4119
src_Newspaper_3066,src_Sultan_1679
src_Philanthropist_1370,src_Train_2180
src_Meeting_1864,src_Criminal_4044
src_Representative-Institution_1065,src_Journal_1668
src_Secular-Leader_2097,src_Minister_3456
src_Geographical-Feature_4445,src_Intra-State-Group_1641
src_Minister_190,src_Period-in-Office_4675
src_Clerical-Leader_1594,src_Election_1570
src_Inventor_844,src_Population-Movement_4121
src_Artistic-Movement_939,src_Ecclesiarch_3542
src_Abbey_1561,src_Ideology_2109
src_Person-Role_4498,src_Religious-Ideology_4000
src_Scientific-Instrument_4116,src_Social-Group_4288
src_Monastery_3069,src_Language_4026
src_Astronaut_4744,src_Non-Military-Conflict_2545
src_Painting_442,src_Location-Part-Relation_2659
src_Sultan_1593,src_Head-of-Government_483
src_Fictional-Person_2931,src_Business-Leader_2107
src_Location_2812,src_Foreign-Minister_1756
src_Management-Organisation_4594,src_TemporalInterval_884
src_Functionary_835,src_Relic_1482
src_Person_4390,src_Other-Religious-Leader_88
src_Economic-Organisation_2695,src_Structure_1790
src_Politician_763,src_Time-Dependent_2391
src_Religious-Order_4275,src_Conceptual-Object_3970
src_Economist_2750,src_Disaster_3920
src_Organisation_1351,src_Musician_756
src_Trial_4606,src_Journal_4844
src_Intellectual-Movement_2298,src_Journalist_4531
src_Religious-Movement_2988,src_Secular-Leader_3000
src_Commodity_2591,src_Crime_4326
src_Political-Region_2675,src_Abbey_545
src_Artistic-Style_144,src_Diplomat_3298
src_Ship_3768,src_Artist_1023
src_Other-Religious-Person_2333,src_Painter_2226
src_Illness_394,src_Country_68
src_Symbol_4174,src_Armament_3230
src_Sculptor_915,src_Economic-Process_2308
src_Location_4796,src_Business-Leader_4887
src_Individual_924,src_Discoverer_1869
src_Crime_1796,src_Meeting_822
src_Conceptual-Object_4388,src_Cultural-Organisation_1630
src_Crime_4891,src_Economic-Organisation_234
src_Military-Unit_514,src_Art-Form_1841
src_Scandal_4306,src_Secular-Movement_4304
src_Person-Role_486,src_Social-Group_1106
src_Publisher_1011,src_Representative-Institution_4363
src_Emperor_3435,src_Vehicle_271
src_Religious-Order_249,src_Animal_3587
src_Religious-Ideology_1207,src_Architect_215
src_Sculptor_2204,src_Landmark_3975
src_Scientific-Instrument_561,src_Military-Person_885
src_Political-Organisation_1594,src_Church-Reformer_101
src_Legislation_970,src_Church_3093
src_Other-Religious-Leader_2775,src_Functionary_4262
src_Time_2852,src_Writing_2355
src_Sultan_3509,src_Economic-Process_725
src_Language_1445,src_Train_2352
src_National-Symbol_4172,src_Ship_862
src_Political-Symbol_2245,src_Ritual_262
src_Battle_1987,src_Scientist_4145
src_Prince_459,src_Cathedral_289
src_Organisation_932,src_Architect_709
src_Work-of-Art_2243,src_Election_4957
src_Church-Reformer_3555,src_Treaty_1479
src_Religious-Organisation_658,src_International-Alliance_4060
src_University_199,src_Artist_3995
src_Badge_896,src_Treaty_2175
src_Secular-Movement_1928,src_Artistic-Style_2687
src_Jurist_3804,src_Leader_1178
src_Measurable-Trend_838,src_Military-Organisation_4556
src_Food_691,src_Settlement_266
src_Field-of-Knowledge_760,src_Theologian_4582
src_Crime_2298,src_Illness_1839
src_Person-Role_2690,src_Non-Military-Conflict_1785
src_Religious-Community_822,src_Conductor_4500
src_Geographical-Region_2845,src_Food_3115
src_Saint_2219,src_Natural-Object_444
src_Battle_4602,src_Non-Military-Conflict_3207
src_Religious-Symbol_346,src_Head-of-Government_756
src_Jurist_3087,src_Painting_2846
src_Diplomat_1328,src_Inventor_2630
src_Idea_1600,src_Journalist_205
src_Political-Organisation_1397,src_Structure_3297
src_Discoverer_518,src_Artist_787
src_Head-of-State_4346,src_Scandal_2251
src_Art-Form_1643,src_Artist_3681
src_Educational-Organisation_2818,src_Functionary_2657
src_Relic_2308,src_Non-Military-Conflict_866
src_Work-of-Art_1449,src_Cultural-Organisation_3099
src_Battle_2405,src_Trial_4354
src_Geographer_3279,src_Political-Organisation_4507
src_Religious-Community_2656,src_Organisation_4753
src_Physician_1166,src_Minister_4300
src_Queen_3990,src_Board_503
src_Technical-Scientific-Advance_279,src_Geographical-Feature_3820
src_Stereotype-Group_3115,src_Election_3887
src_Vehicle_25,src_Scandal_4804
src_Artefact_1069,src_Artistic-Style_3597
src_Uprising_4434,src_Political-Organisation_4740
src_Piece-of-Music_3646,src_Magnate_3930
src_Scientific-Instrument_739,src_Public-Oration_298
src_Environment_2317,src_Geographical-Discovery_3476
src_Idea_4559,src_Ship_4585
src_Journal_2896,src_Pamphlet_2480
src_Philosopher_1620,src_Idea_3140
src_Category_3781,src_Scientific-Instrument_1962
src_Person-Role_1280,src_Role_3682
src_King_3052,src_Language_2977
src_Category_300,src_Conceptual-Object_2392
src_Discoverer_3486,src_Religious-Organisation_2582
src_Intra-State-Group_4044,src_Flavour_3589
src_Organisation_2648,src_Abbey_683
src_Theologian_3701,src_Publisher_2703
src_Role_40,src_Artistic-Movement_1165
src_Building_2877,src_Treaty_2752
src_Artistic-Movement_3862,src_Philosopher_2267
src_Individual_902,src_Legislation_2021
src_Scientist_2340,src_Engineer_1814
src_International-Alliance_1827,src_Social-Group_618
src_Geographical-Feature_1254,src_Conductor_4945
src_Event_265,src_Economic-Symbol_89
src_Population-Movement_1867,src_Legislation_2545
src_Population-Movement_2007,src_Geographical-Discovery_378
src_Animal_4609,src_Population-Movement_4860
src_Animal_3182,src_Author_178
src_Geographical-Discovery_132,src_Clerical-Leader_147
src_Sultan_2600,src_Stereotype-Group_2526
src_Trial_4015,src_Psychologist_601
src_Train_2372,src_Social-Group_1622
src_Abstract-Notion_3656,src_Secular-Movement_2979
src_Entertainer_3336,src_Prince_3124
src_Monastery_3944,src_Discoverer_4327
src_Business-Leader_2301,src_Crime_3532
src_Settlement_857,src_Scientist_2375
src_Food_4311,src_Symbol_1316
src_Village_2781,src_Life-Event_1437
src_Clerical-Leader_3082,src_Pamphlet_2
src_Individual_453,src_Field-of-Knowledge_4294
src_Magnate_3613,src_Politician_722
src_Time_4903,src_Armament_1065
src_Organisation_2802,src_Painter_240
src_Piece-of-Music_1383,src_Monastery_3439
src_TemporalInterval_2755,src_FuzzyTemporalInterval_4343
src_Cleric_4934,src_Governmental-Organisation_2730
src_Fictional-Event_246,src_Dancer_2642
src_Water_4981,src_Economic-Process_183
src_Location-Part-Relation_2466,src_Scientific-Instrument_3185
src_Landmark_4051,src_Sculpture_4326
src_International-Alliance_328,src_FuzzyTemporalInterval_784
src_Food_1378,src_Functionary_2630
src_Economic-Symbol_4986,src_Film-Maker_2510
src_Object_2078,src_Abstract-Notion_2796
src_Treaty_4110,src_Abstract-Notion_2161
src_Dynasty_4037,src_Educational-Organisation_1338
src_Trades-Unionist_3875,src_Book_1540
src_Writing_3831,src_Economist_3681
src_Educational-Organisation_1370,src_Minister_4466
src_Technical-Scientific-Advance_678,src_National-Symbol_4385
src_Scientific-Instrument_246,src_Village_3802
src_Secular-Ideology_279,src_Social-Group_702
src_Book_4116,src_Diplomat_739
src_Religious-Order_3231,src_Foreign-Minister_659
src_Economic-Process_2435,src_Management-Organisation_4166
src_Stereotype-Group_3447,src_Person-Role_799
src_Ecclesiarch_4485,src_Religious-Organisation_3081
src_Clerical-Leader_3216,src_International-Organisation_444
src_Party_1484,src_Musician_368
src_Conceptual-Object_2863,src_International-Alliance_740
src_Book_117,src_Battle_4460
src_Life-Event_1505,src_Organisation_4925
src_Religious-Organisation_1519,src_Other-Religious-Leader_1349
src_Meeting_3488,src_Church_4300
src_Landmark_468,src_Economic-Process_785
src_Monastery_3923,src_City_1299
src_Scientist_743,src_Religious-Practice_4461
src_Individual_561,src_Abstract-Notion_1708
src_FuzzyTemporalInterval_900,src_Pollution_4216
src_Ritual_3047,src_Geographer_2485
src_Scientist_1355,src_Symbol_4077
src_Relic_3540,src_Pastime_739
src_Work-of-Art_1709,src_Scientist_2502
