?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Abbey>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Economic-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Relic>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Religious-Practice>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Economic-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Religious-Practice>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#National-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Religious-Practice>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Political-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Religious-Practice>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Religious-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Religious-Practice>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Ritual>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Economic-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Ritual>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#National-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Ritual>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Political-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Ritual>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Religious-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Ritual>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Scientific-Instrument>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Economic-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Scientific-Instrument>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#National-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Scientific-Instrument>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Political-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Scientific-Instrument>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Religious-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Scientific-Instrument>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Sculpture>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Economic-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Sculpture>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#National-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Sculpture>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Political-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Sculpture>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Religious-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Sculpture>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Ship>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Economic-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Ship>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#National-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Ship>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Political-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Ship>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Religious-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Ship>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Structure>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Economic-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Structure>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#National-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Structure>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Political-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Structure>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Religious-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Structure>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Train>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Economic-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Train>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#National-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Train>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Political-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Train>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Religious-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Train>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Vehicle>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Economic-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Vehicle>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#National-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Vehicle>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Political-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Vehicle>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Religious-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Vehicle>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Work-of-Art>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Economic-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Work-of-Art>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#National-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Work-of-Art>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Political-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Work-of-Art>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Religious-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Work-of-Art>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Writing>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Economic-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Writing>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#National-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Writing>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Political-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Writing>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Religious-Symbol>(VAR_1).
?(VAR_0,VAR_1) :- <http://vicodi.org/ontology#Writing>(VAR_0), <http://vicodi.org/ontology#hasRole>(VAR_0, VAR_1), <http://vicodi.org/ontology#Symbol>(VAR_1).
