src_Dancer_321,src_Location_312
src_Economic-Enterprise_76,src_Journalist_354
src_Criminal_30,src_City_190
src_Vehicle_39,src_Building_68
src_Cultural-Agreement_238,src_Economist_301
src_Train_246,src_Political-Region_376
src_Treaty_311,src_Ship_74
src_Geographer_312,src_Dramaturge_289
src_Other-Religious-Leader_492,src_Liturgical-Object_74
src_Painting_77,src_Artistic-Movement_298
src_Fictional-Event_402,src_Ethnic-Group_74
src_Train_357,src_Trade-Association_71
src_Idea_354,src_Inventor_81
src_Professor_151,src_Inventor_437
src_Cathedral_446,src_Functionary_286
src_Person_320,src_Musician_332
src_Management-Organisation_432,src_FuzzyTemporalInterval_271
src_Piece-of-Music_420,src_Secular-Ideology_323
src_Intra-State-Group_452,src_Fictional-Person_458
src_Liturgical-Object_257,src_Geographical-Feature_376
src_Uprising_408,src_Measurable-Trend_368
src_Landmark_20,src_Intra-State-Group_415
src_Magnate_110,src_Food_284
src_Work-of-Art_277,src_Individual_55
src_Military-Person_199,src_Secular-Ideology_232
src_University_252,src_Cultural-Agreement_417
src_Secular-Leader_473,src_Trial_184
src_Measurable-Trend_228,src_Event_287
src_Cultural-Agreement_298,src_Conceptual-Object_436
src_Crime_229,src_Dynasty_409
src_Philanthropist_213,src_Sculptor_262
src_Actor_271,src_Party_102
src_Idea_126,src_Economic-Process_89
src_Idea_426,src_Public-Oration_471
src_Economic-Organisation_18,src_Pamphlet_387
src_Population-Movement_93,src_Economic-Process_350
src_Political-Organisation_354,src_Battle_275
src_Political-Organisation_409,src_Geographical-Feature_61
src_Piece-of-Music_178,src_Business-Leader_347
src_Head-of-Government_133,src_Ritual_348
src_Time-Dependent_344,src_Religious-Movement_166
src_Political-Symbol_122,src_Minister_318
src_Abstract-Notion_356,src_Cathedral_282
src_Publisher_418,src_Religious-Community_268
src_Head-of-Government_70,src_Geographer_167
src_Journal_245,src_Journalist_147
src_Publisher_453,src_Cathedral_410
src_International-Organisation_112,src_Battle_318
src_Building_108,src_Location_139
src_Party_263,src_Painter_57
src_Architect_397,src_Film-Maker_195
src_Commodity_332,src_Political-Organisation_195
src_Fictional-Person_208,src_Movement_106
src_Head-of-Government_177,src_Sculptor_160
src_Geographer_342,src_Entertainer_197
src_Time_488,src_International-Alliance_387
src_Trade-Association_396,src_International-Alliance_360
src_Country_86,src_Pope_56
src_Religious-Order_383,src_Artistic-Movement_57
src_Trade-Association_446,src_Geographical-Region_27
src_International-Alliance_55,src_Magnate_299
src_Scandal_464,src_Composer_363
src_Monastery_414,src_Treaty_263
src_Clothing_52,src_Social-Group_140
src_Sportsman_483,src_Other-Religious-Leader_209
src_Badge_275,src_Religious-Community_393
src_League_329,src_Religious-Order_40
src_Location_174,src_Structure_433
src_Cathedral_271,src_Social-Group_413
src_Economist_195,src_Secular-Ideology_425
src_Prince_323,src_Conductor_108
src_Art-Form_369,src_Idea_384
src_University_2,src_Musician_335
src_Fictional-Event_177,src_Person-Role_145
src_Secular-Leader_27,src_Structure_384
src_Person_245,src_Abstract-Notion_141
src_Magnate_417,src_Public-Oration_66
src_Painting_118,src_Food_114
src_Individual_215,src_Pope_8
src_Idea_211,src_Technical-Scientific-Advance_40
src_Prince_163,src_VicodiOI_344
src_King_125,src_Time-Dependent-Relation_415
src_Saint_106,src_Painter_392
src_Masonic-Lodge_274,src_Creator_254
src_Magnate_79,src_Country_341
src_Masonic-Lodge_452,src_Philosopher_141
src_Battle_37,src_Person-Role_74
src_VicodiOI_349,src_Language_207
src_Dramaturge_127,src_Badge_257
src_Flavour_391,src_FuzzyTemporalInterval_320
src_Painting_48,src_Artistic-Movement_478
src_Economic-Organisation_275,src_Pastime_268
src_Creator_39,src_Church_258
src_Secular-Ideology_286,src_Jurist_314
src_Illness_81,src_Country_36
src_Professor_320,src_Foreign-Minister_458
src_Religious-Practice_483,src_Abstract-Notion_150
src_Clerical-Leader_134,src_War_371
src_Crime_127,src_Prince_317
src_War_381,src_Time_96
src_Artistic-Movement_67,src_Author_420
src_Economist_304,src_Battle_410
src_Cleric_255,src_Masonic-Lodge_189
src_Inventor_24,src_Non-Military-Conflict_344
src_Minister_166,src_War_208
src_Building_247,src_Conductor_130
src_Field-of-Knowledge_237,src_Liturgical-Object_461
src_Entertainer_199,src_Battle_14
src_Musician_25,src_Time_113
src_Entertainer_337,src_Creator_353
src_Film-Maker_96,src_Location-Part-Relation_69
src_Economist_280,src_Scientific-Instrument_242
src_Psychologist_48,src_Religious-Organisation_281
src_Secular-Leader_97,src_Professor_49
src_Magnate_148,src_Scandal_118
src_Environment_235,src_Artefact_357
src_Political-Symbol_297,src_Artefact_132
src_Painter_306,src_Natural-Object_282
src_Landmark_142,src_Person_92
src_Dramaturge_145,src_Food_299
src_Educational-Organisation_261,src_Religious-Symbol_78
src_Liturgical-Object_445,src_Time-Dependent_285
src_Ecclesiarch_300,src_Crime_424
src_Other-Religious-Person_454,src_Governmental-Organisation_290
src_Geographer_409,src_Economic-Process_249
src_International-Organisation_334,src_Church-Reformer_262
src_Scientific-Instrument_499,src_Secular-Leader_118
src_Economic-Symbol_91,src_Publisher_184
src_Ideology_42,src_Newspaper_84
src_Uprising_187,src_Country_493
src_Economic-Organisation_127,src_Vehicle_235
src_Category_139,src_Fictional-Event_116
src_Period-in-Office_254,src_Scandal_376
src_Vehicle_495,src_Idea_136
src_Professor_386,src_Geographical-Feature_279
src_Ritual_93,src_Board_381
src_Organisation_197,src_Masonic-Lodge_309
src_Governmental-Organisation_47,src_Inventor_166
src_Geographical-Region_122,src_Abbey_375
src_Head-of-Government_359,src_Secular-Movement_184
src_City_85,src_Geographer_269
src_Social-Group_395,src_Religious-Movement_265
src_Social-Group_211,src_Population-Movement_343
src_Secular-Movement_436,src_Social-Group_229
src_Trial_80,src_Intellectual-Construct_351
src_Food_208,src_Piece-of-Music_372
src_Party_30,src_Cultural-Agreement_384
src_Functionary_130,src_Piece-of-Music_461
src_Composer_165,src_Role_152
src_Illness_430,src_Measurable-Trend_224
src_Pope_150,src_Religious-Community_175
src_Artefact_480,src_Functionary_216
src_Fictional-Event_438,src_Monastery_204
src_Pastime_155,src_Military-Unit_110
src_Church-Reformer_73,src_Professor_187
src_Actor_271,src_Fictional-Event_260
src_Trade-Association_141,src_Vehicle_13
src_Category_29,src_Cultural-Organisation_274
src_Writing_119,src_Head-of-Government_341
src_Secular-Leader_32,src_Minister_479
src_Representative-Institution_199,src_Saint_182
src_Time_171,src_Writing_404
src_Location-Part-Relation_61,src_Relic_258
src_Religious-Symbol_223,src_Political-Symbol_40
src_Pamphlet_39,src_Jurist_356
src_Professor_116,src_Geographical-Region_86
src_Political-Symbol_143,src_Religious-Symbol_318
src_Religious-Symbol_241,src_Pastime_126
src_Other-Religious-Person_339,src_Publisher_159
src_Symbol_126,src_Time-Dependent_328
src_Location_449,src_Religious-Organisation_306
src_Event_202,src_Artistic-Style_250
src_Masonic-Lodge_211,src_Journalist_161
src_Vehicle_475,src_Technical-Scientific-Advance_205
src_Election_20,src_Art-Form_378
src_Organisation_90,src_Church-Reformer_288
src_Landmark_198,src_Ritual_169
src_City_265,src_Writing_203
src_Fictional-Person_298,src_Settlement_303
src_Criminal_315,src_Pamphlet_209
src_Train_387,src_Journalist_136
src_Queen_369,src_Church-Reformer_210
src_Stereotype-Group_40,src_Writing_353
src_Secular-Ideology_120,src_Event_202
src_Discoverer_420,src_Trades-Unionist_191
src_Liturgical-Object_75,src_Military-Organisation_223
src_Sculpture_2,src_Pamphlet_233
src_Economic-Symbol_259,src_Military-Person_66
src_Other-Religious-Person_232,src_Animal_341
src_Liturgical-Object_7,src_Head-of-State_58
src_Philosopher_378,src_Educational-Organisation_248
src_Ideology_491,src_Military-Organisation_143
src_Head-of-State_378,src_Artefact_492
src_Religious-Organisation_14,src_Church-Reformer_432
src_Art-Form_30,src_Monastery_397
src_Religious-Ideology_494,src_Governmental-Organisation_409
src_Pamphlet_327,src_Sultan_68
src_Religious-Community_96,src_Geographer_329
src_Crime_322,src_Train_449
src_Geographer_383,src_Religious-Community_264
src_City_255,src_Clerical-Leader_486
src_Religious-Symbol_207,src_Piece-of-Music_341
src_Intra-State-Group_63,src_Other-Religious-Leader_261
src_Functionary_387,src_Religious-Order_189
src_Disease_335,src_Object_354
src_Psychologist_149,src_Geographer_206
src_Educational-Organisation_348,src_Book_233
src_Election_275,src_Clothing_172
src_Theologian_79,src_Artistic-Style_316
src_University_273,src_Party_175
src_Disaster_192,src_Ecclesiarch_390
src_Dancer_227,src_Disease_98
src_Magnate_272,src_Fictional-Person_133
src_TemporalInterval_306,src_Economic-Organisation_457
src_Religious-Symbol_337,src_King_313
src_VicodiOI_176,src_Flavour_468
src_Scandal_62,src_Intellectual-Construct_17
src_Governmental-Organisation_53,src_Architect_97
src_Philanthropist_285,src_Stereotype-Group_13
src_Painter_426,src_Film-Maker_185
src_Political-Symbol_310,src_Magnate_122
src_Abstract-Notion_54,src_Religious-Symbol_295
src_FuzzyTemporalInterval_103,src_Jurist_139
src_Cleric_433,src_Role_411
src_Conductor_388,src_Person-Role_411
src_Illness_11,src_Saint_364
src_Disease_262,src_Saint_16
src_Economic-Process_35,src_Educational-Organisation_142
src_International-Organisation_477,src_Geographical-Feature_213
src_Uprising_210,src_International-Organisation_52
src_Period-in-Office_52,src_FuzzyTemporalInterval_29
src_Idea_419,src_Emperor_418
src_Measurable-Trend_161,src_Psychologist_65
src_Meeting_219,src_Prince_164
src_Philanthropist_403,src_Disease_473
src_Geographical-Region_287,src_Ecclesiarch_332
src_TemporalInterval_430,src_Board_335
src_Ritual_350,src_Time_215
src_Scientific-Instrument_439,src_Jurist_25
src_Role_430,src_Legislation_76
src_War_42,src_Painter_287
src_Illness_332,src_Ecclesiarch_323
src_Period-in-Office_165,src_Movement_258
src_Meeting_262,src_Abstract-Notion_271
src_Church-Reformer_139,src_Trial_158
src_Ritual_2,src_King_337
src_Writing_332,src_Architect_452
src_Environment_437,src_Educational-Organisation_322
src_Structure_5,src_Dynasty_449
src_Political-Organisation_54,src_Political-Symbol_468
src_Trades-Union_246,src_Discoverer_145
src_Technical-Scientific-Advance_431,src_Country_13
src_Intra-State-Group_394,src_Category_107
src_Representative-Institution_289,src_Fictional-Person_265
src_Stereotype-Group_367,src_University_319
src_Queen_318,src_League_416
src_Dancer_180,src_Artefact_375
src_Category_171,src_Intellectual-Construct_77
src_Secular-Ideology_316,src_Art-Form_80
src_Secular-Movement_275,src_Prince_203
src_Geographical-Feature_270,src_Secular-Leader_287
src_Pastime_131,src_Cultural-Organisation_80
src_Dancer_440,src_Landmark_21
src_Natural-Object_374,src_Commodity_317
src_Publisher_10,src_Intellectual-Construct_229
src_Management-Organisation_377,src_Book_106
src_Individual_414,src_Food_53
src_Political-Region_422,src_Board_348
src_Political-Region_63,src_Cultural-Organisation_468
src_Pollution_362,src_Measurable-Trend_57
src_Ecclesiarch_456,src_Head-of-State_25
src_Creator_284,src_Monastery_305
src_Pollution_403,src_Diplomat_95
src_Sculpture_257,src_Political-Region_160
src_Structure_380,src_Landmark_326
src_Field-of-Knowledge_7,src_Measurable-Trend_425
src_City_25,src_Painter_444
src_Pamphlet_320,src_Artist_97
src_Board_325,src_Journalist_25
src_Scientific-Instrument_354,src_Commodity_297
src_Governmental-Organisation_300,src_Meeting_21
src_Head-of-State_2,src_Governmental-Organisation_19
src_Governmental-Organisation_130,src_Sportsman_281
src_FuzzyTemporalInterval_375,src_Individual_437
src_Non-Military-Conflict_45,src_Field-of-Knowledge_493
src_King_237,src_Dramaturge_363
src_Piece-of-Music_245,src_Scandal_455
src_Economist_37,src_Settlement_221
src_Field-of-Knowledge_463,src_Cleric_163
src_Artistic-Movement_277,src_Election_162
src_Religious-Movement_401,src_Abbey_13
src_Religious-Order_181,src_Meeting_285
src_Trade-Association_257,src_Pamphlet_273
src_Psychologist_103,src_Location_204
src_Flavour_95,src_Trial_245
src_Relic_16,src_Economic-Symbol_476
src_Secular-Ideology_418,src_Stereotype-Group_465
src_TemporalInterval_214,src_TemporalInterval_317
src_Religious-Organisation_339,src_Politician_241
src_Scientific-Instrument_191,src_Period-in-Office_404
src_Church_195,src_Social-Stratum_355
src_Physician_144,src_Food_375
