src_Intra-State-Group_32,src_Journal_109
src_Intellectual-Movement_308,src_Physician_256
src_Geographer_270,src_Leader_30
src_Settlement_483,src_Period_7
src_Sultan_91,src_Social-Group_195
src_Cathedral_198,src_Philanthropist_64
src_Emperor_314,src_TemporalInterval_12
src_Religious-Organisation_133,src_Technical-Scientific-Advance_411
src_Head-of-State_412,src_Dramaturge_268
src_Legislation_487,src_Abbey_194
src_Secular-Ideology_466,src_Fictional-Person_408
src_Dancer_89,src_Secular-Ideology_354
src_Political-Symbol_360,src_Musician_344
src_Newspaper_93,src_Inventor_246
src_Religious-Ideology_132,src_Liturgical-Object_130
src_Object_117,src_Religious-Symbol_366
src_Educational-Organisation_281,src_Food_321
src_Work-of-Art_391,src_Discoverer_229
src_Natural-Object_74,src_International-Alliance_31
src_Organisation_433,src_Journalist_122
src_Social-Group_390,src_King_419
src_Artistic-Style_20,src_Functionary_95
src_Population-Movement_407,src_Environment_391
src_Military-Person_282,src_Functionary_16
src_Building_193,src_Country_251
src_Life-Event_149,src_Field-of-Knowledge_56
src_Clothing_330,src_Philosopher_415
src_Sculptor_340,src_Ideology_160
src_Pastime_77,src_Organisation_416
src_Population-Movement_150,src_Book_201
src_Individual_457,src_King_347
src_Field-of-Knowledge_212,src_Category_450
src_Life-Event_428,src_Cultural-Organisation_392
src_Role_345,src_Population-Movement_32
src_Liturgical-Object_70,src_Publisher_140
src_Armament_69,src_Masonic-Lodge_471
src_Non-Military-Conflict_494,src_Economic-Enterprise_11
src_Flavour_240,src_Creator_335
src_Natural-Object_257,src_Religious-Leader_31
src_Dancer_358,src_Musician_172
src_Conductor_431,src_Publisher_178
src_Military-Organisation_375,src_Economic-Symbol_364
src_Journal_442,src_Location_247
src_Category_457,src_Piece-of-Music_320
src_Scandal_31,src_Queen_1
src_Politician_298,src_Actor_39
src_Period_266,src_Flavour_121
src_VicodiOI_161,src_Village_277
src_League_492,src_Secular-Ideology_456
src_Politician_334,src_Economic-Enterprise_464
src_Individual_199,src_Technical-Scientific-Advance_94
src_Pamphlet_36,src_TemporalInterval_231
src_Trades-Unionist_146,src_Illness_272
src_Category_268,src_Journal_269
src_Writing_119,src_Flavour_454
src_Liturgical-Object_132,src_Emperor_198
src_Symbol_41,src_Prince_309
src_City_410,src_Dramaturge_290
src_Person_336,src_Economic-Organisation_454
src_Non-Military-Conflict_141,src_Clerical-Leader_79
src_Geographer_470,src_Conductor_317
src_Board_409,src_Flavour_78
src_Trade-Association_137,src_Environment_83
src_University_360,src_Secular-Movement_318
src_Geographical-Discovery_61,src_Time-Dependent-Relation_387
src_Journalist_161,src_FuzzyTemporalInterval_119
src_Stereotype-Group_292,src_Dynasty_496
src_Scandal_109,src_Time_412
src_Discoverer_134,src_Publisher_388
src_International-Organisation_453,src_Secular-Movement_446
src_Writing_313,src_Secular-Movement_414
src_Educational-Organisation_365,src_Masonic-Lodge_326
src_Country_396,src_TemporalInterval_469
src_Relic_437,src_Sultan_250
src_Crime_317,src_Foreign-Minister_498
src_Person-Role_148,src_Pollution_11
src_Cleric_169,src_Book_285
src_Film-Maker_438,src_Cathedral_140
src_Saint_24,src_Head-of-State_220
src_Cultural-Agreement_171,src_Flavour_177
src_Intra-State-Group_278,src_Period_451
src_Religious-Symbol_347,src_Food_124
src_Inventor_187,src_Newspaper_201
src_Military-Organisation_481,src_Monastery_28
src_FuzzyTemporalInterval_252,src_Head-of-Government_85
src_Cleric_218,src_Fictional-Event_484
src_Conceptual-Object_144,src_Ideology_466
src_Military-Person_341,src_Dramaturge_332
src_Discoverer_128,src_Political-Symbol_216
src_Creator_70,src_Creator_252
src_Armament_180,src_Cleric_182
src_Religious-Practice_57,src_Head-of-State_422
src_Social-Stratum_432,src_Battle_18
src_Artefact_218,src_Social-Stratum_63
src_Person_259,src_Individual_58
src_Symbol_324,src_Event_178
src_Religious-Community_244,src_Pamphlet_278
src_Philanthropist_355,src_Social-Group_484
src_Piece-of-Music_321,src_Intellectual-Construct_359
src_Professor_364,src_Religious-Community_182
src_Sculptor_426,src_Book_273
src_Work-of-Art_361,src_Engineer_257
src_Landmark_268,src_Book_70
src_Intra-State-Group_111,src_Person-Role_60
src_Governmental-Organisation_456,src_Scandal_192
src_Sportsman_222,src_Political-Symbol_192
src_Food_319,src_Magnate_258
src_Philanthropist_361,src_Piece-of-Music_263
src_Geographical-Feature_5,src_Diplomat_299
src_Object_420,src_Religious-Leader_141
src_Social-Group_199,src_Engineer_120
src_Abbey_355,src_Diplomat_50
src_King_67,src_Landmark_58
src_Water_290,src_Ideology_273
src_International-Organisation_29,src_International-Alliance_469
src_Field-of-Knowledge_357,src_Cultural-Agreement_446
src_Theologian_173,src_Legislation_82
src_Jurist_159,src_Inventor_312
src_University_493,src_Publisher_398
src_Clerical-Leader_300,src_Astronaut_27
src_Piece-of-Music_317,src_Ecclesiarch_148
src_Structure_224,src_Trades-Unionist_415
src_Film-Maker_210,src_Liturgical-Object_130
src_Other-Religious-Leader_499,src_Creator_298
src_Secular-Movement_246,src_Conceptual-Object_492
src_Governmental-Organisation_5,src_Jurist_53
src_Time-Dependent-Relation_8,src_Foreign-Minister_434
src_Other-Religious-Leader_429,src_Role_187
src_Church-Reformer_326,src_Ritual_246
src_Cleric_300,src_Social-Group_269
src_Movement_105,src_Person-Role_248
src_Category_229,src_Measurable-Trend_92
src_Psychologist_144,src_Category_479
src_Ideology_499,src_Treaty_117
src_Monastery_118,src_Clerical-Leader_110
src_Ecclesiarch_319,src_Cleric_379
src_Leader_162,src_Military-Organisation_80
src_National-Symbol_477,src_Technical-Scientific-Advance_35
src_Artistic-Style_355,src_Religious-Community_246
src_Dancer_180,src_Period-in-Office_403
src_Foreign-Minister_367,src_Conceptual-Object_345
src_Journalist_269,src_VicodiOI_67
src_Uprising_38,src_Economic-Enterprise_173
src_Illness_354,src_Painter_311
src_Battle_246,src_Geographical-Region_374
src_Clothing_356,src_Individual_78
src_Political-Organisation_217,src_University_66
src_Flavour_143,src_Cleric_88
src_Leader_52,src_VicodiOI_476
src_Trial_450,src_Pope_384
src_Social-Group_264,src_Cultural-Organisation_486
src_Religious-Ideology_405,src_Flavour_122
src_Inventor_320,src_Representative-Institution_232
src_Ecclesiarch_489,src_Role_30
src_Intellectual-Movement_484,src_Battle_163
src_Publisher_0,src_Water_110
src_Environment_286,src_Cultural-Organisation_38
src_Event_171,src_Non-Military-Conflict_208
src_Landmark_212,src_Pamphlet_183
src_Movement_378,src_Conductor_349
src_Flavour_2,src_Artistic-Movement_438
src_Time-Dependent-Relation_371,src_Religious-Movement_222
src_Work-of-Art_210,src_Pope_380
src_Artefact_80,src_Leader_450
src_Professor_244,src_Train_133
src_Geographical-Feature_184,src_Church_173
src_Economic-Symbol_182,src_Trial_267
src_Board_454,src_Publisher_343
src_Environment_119,src_Economic-Enterprise_348
src_FuzzyTemporalInterval_143,src_Organisation_87
src_Engineer_69,src_Military-Unit_19
src_Astronaut_67,src_Entertainer_379
src_Organisation_384,src_Technical-Scientific-Advance_439
src_Time-Dependent-Relation_152,src_Jurist_334
src_Organisation_398,src_Work-of-Art_46
src_Ritual_120,src_Professor_380
src_Saint_459,src_Jurist_438
src_Cleric_209,src_Ideology_404
src_Sultan_188,src_Artistic-Movement_163
src_Management-Organisation_36,src_Time-Dependent_414
src_Natural-Object_158,src_Pollution_179
src_City_256,src_Painter_337
src_Military-Unit_261,src_Masonic-Lodge_275
src_Location-Part-Relation_86,src_National-Symbol_374
src_Cultural-Agreement_366,src_Liturgical-Object_57
src_Trial_28,src_Idea_462
src_Armament_467,src_Food_224
src_Flavour_260,src_Engineer_411
src_Individual_488,src_Disease_292
src_Commodity_488,src_Masonic-Lodge_226
src_Political-Symbol_26,src_Ideology_188
src_Social-Stratum_416,src_Movement_234
src_Scandal_245,src_Pamphlet_127
src_TemporalInterval_329,src_Vehicle_416
src_Treaty_439,src_Geographical-Region_338
src_Language_154,src_Professor_225
src_Pollution_67,src_Social-Group_392
src_Time-Dependent_59,src_Architect_58
src_Educational-Organisation_13,src_Liturgical-Object_28
src_Ritual_452,src_Village_435
src_Intellectual-Movement_2,src_Structure_93
src_Legislation_176,src_Artistic-Style_7
src_Queen_250,src_Organisation_161
src_Author_179,src_Geographical-Feature_92
src_Cultural-Organisation_152,src_Author_150
src_VicodiOI_374,src_FuzzyTemporalInterval_489
src_Country_314,src_Trades-Union_415
src_Dramaturge_204,src_Economic-Enterprise_311
src_Badge_423,src_Educational-Organisation_335
src_Leader_216,src_Symbol_178
src_Village_194,src_Landmark_444
src_Psychologist_475,src_Country_166
src_King_254,src_Battle_198
src_Dramaturge_481,src_Time_418
src_Structure_197,src_Leader_125
src_Religious-Leader_32,src_Business-Leader_174
src_Armament_255,src_Art-Form_418
src_Jurist_250,src_Natural-Object_258
src_Intellectual-Construct_210,src_Queen_493
src_Trades-Unionist_321,src_Ethnic-Group_452
src_Musician_257,src_Artist_476
src_Building_367,src_Cathedral_218
src_Clerical-Leader_66,src_Magnate_198
src_Period-in-Office_389,src_Military-Person_409
src_Diplomat_42,src_Pollution_400
src_Structure_106,src_Building_430
src_Artistic-Style_25,src_Intra-State-Group_103
src_Cathedral_427,src_Object_80
src_Church_393,src_Person-Role_76
src_Musician_273,src_Queen_312
src_Ideology_246,src_Head-of-State_498
src_Magnate_211,src_Church_339
src_Journal_264,src_Economic-Organisation_150
src_Sultan_483,src_Economic-Symbol_379
src_Animal_34,src_Ship_142
src_Geographical-Discovery_166,src_Sculpture_114
src_Period_382,src_Emperor_161
src_Artist_142,src_Religious-Organisation_228
src_Election_339,src_Sultan_325
src_Trade-Association_378,src_Landmark_117
src_Fictional-Person_277,src_Geographical-Region_53
src_Military-Unit_330,src_Management-Organisation_429
src_Religious-Community_394,src_Badge_150
src_Astronaut_193,src_Head-of-State_285
src_Ritual_44,src_Book_33
src_Non-Military-Conflict_296,src_Discoverer_228
src_Abbey_303,src_Business-Leader_163
src_Educational-Organisation_341,src_Musician_383
src_Astronaut_414,src_Symbol_271
src_Criminal_74,src_Non-Military-Conflict_130
src_Publisher_430,src_Pollution_80
src_Journal_362,src_Governmental-Organisation_482
src_Sculptor_20,src_Sculpture_195
src_Abbey_352,src_Intra-State-Group_289
src_Conductor_149,src_Trades-Unionist_424
src_Country_5,src_Work-of-Art_464
src_Non-Military-Conflict_214,src_Structure_374
src_King_481,src_Geographical-Region_425
src_Liturgical-Object_255,src_Landmark_74
src_Religious-Movement_494,src_Artistic-Movement_300
src_Trades-Unionist_257,src_Social-Group_83
src_Sultan_209,src_Ritual_158
src_Battle_121,src_Philosopher_348
src_Artistic-Movement_366,src_Philosopher_272
src_Painter_484,src_Professor_436
src_Artist_8,src_University_488
src_Party_72,src_Disaster_369
src_Artistic-Movement_248,src_Representative-Institution_168
src_Geographer_367,src_Painting_113
src_Artistic-Movement_265,src_Geographical-Discovery_81
src_Economic-Organisation_20,src_Organisation_83
src_Writing_35,src_Monastery_444
src_Cathedral_402,src_Meeting_119
src_King_170,src_Crime_244
src_Theologian_80,src_Cleric_29
src_Criminal_277,src_Geographical-Feature_401
src_Time-Dependent_490,src_Functionary_93
src_Ideology_281,src_Artistic-Movement_438
src_Jurist_184,src_Social-Group_478
src_Clerical-Leader_41,src_Sportsman_104
src_Non-Military-Conflict_307,src_Illness_389
src_Astronaut_277,src_Sculpture_232
src_Military-Organisation_97,src_University_82
src_Role_13,src_Physician_56
src_Environment_230,src_Disease_491
src_Liturgical-Object_149,src_Meeting_158
src_Crime_311,src_Philosopher_199
src_Jurist_475,src_Period_387
src_Intra-State-Group_320,src_Head-of-State_88
src_Religious-Practice_370,src_Theologian_472
src_Village_459,src_Geographical-Region_304
src_Treaty_63,src_Geographical-Discovery_65
src_Organisation_247,src_Commodity_440
src_National-Symbol_368,src_Abstract-Notion_484
src_Church_75,src_Architect_67
src_Dynasty_31,src_Armament_202
src_Natural-Object_39,src_Clothing_159
src_Period-in-Office_112,src_Life-Event_446
src_Religious-Organisation_32,src_Publisher_128
src_Trial_244,src_Theologian_202
src_Food_182,src_Flavour_166
src_Treaty_30,src_Functionary_477
