src_Intra-State-Group_3,src_Religious-Order_22
src_Period-in-Office_254,src_Abbey_75
src_Secular-Movement_155,src_Abstract-Notion_376
src_Geographer_76,src_Journalist_481
src_Religious-Symbol_273,src_FuzzyTemporalInterval_250
src_Artistic-Style_0,src_International-Alliance_499
src_Relic_193,src_Environment_212
src_Journalist_155,src_National-Symbol_490
src_Actor_363,src_Abbey_156
src_Minister_427,src_Ritual_369
src_Artefact_228,src_National-Symbol_149
src_Geographical-Discovery_166,src_Artist_251
src_Religious-Ideology_202,src_Ship_65
src_Movement_271,src_Secular-Ideology_36
src_Politician_208,src_Religious-Symbol_128
src_Building_101,src_Scientist_100
src_Work-of-Art_229,src_Diplomat_267
src_Uprising_149,src_Fictional-Person_62
src_Environment_47,src_Treaty_146
src_Armament_426,src_Publisher_146
src_League_242,src_Journalist_326
src_Economist_344,src_Politician_31
src_Cultural-Organisation_465,src_City_39
src_Badge_128,src_Actor_145
src_Ethnic-Group_97,src_Person-Role_434
src_Writing_491,src_Badge_463
src_Cultural-Agreement_46,src_Cultural-Agreement_479
src_Functionary_220,src_Cultural-Organisation_373
src_Social-Group_275,src_Cultural-Agreement_123
src_Structure_225,src_Military-Organisation_315
src_Philosopher_454,src_Conceptual-Object_247
src_Prince_458,src_Religious-Organisation_408
src_Entertainer_15,src_Abbey_7
src_Religious-Practice_374,src_Abstract-Notion_379
src_Representative-Institution_208,src_Intellectual-Movement_196
src_VicodiOI_303,src_League_265
src_Ecclesiarch_275,src_Symbol_14
src_Sportsman_47,src_Religious-Movement_473
src_Badge_313,src_Sportsman_462
src_Minister_399,src_Time-Dependent-Relation_62
src_Monastery_283,src_Event_108
src_Election_154,src_Category_419
src_Technical-Scientific-Advance_461,src_Location-Part-Relation_481
src_Political-Organisation_256,src_Illness_230
src_Astronaut_208,src_Legislation_418
src_Train_117,src_Pastime_432
src_Artistic-Style_57,src_Architect_242
src_Crime_97,src_Functionary_350
src_Person_470,src_Commodity_435
src_Language_147,src_Abbey_127
src_Train_129,src_Church_66
src_Philanthropist_151,src_Individual_475
src_Time-Dependent_405,src_Vehicle_222
src_Religious-Community_161,src_Head-of-State_453
src_Period_11,src_Period_424
src_Painting_134,src_Political-Symbol_385
src_Clothing_266,src_Professor_234
src_Head-of-Government_488,src_Educational-Organisation_278
src_Abstract-Notion_136,src_Natural-Object_383
src_Economic-Symbol_111,src_International-Organisation_312
src_Public-Oration_331,src_Ship_84
src_Religious-Community_372,src_Illness_427
src_Saint_473,src_Pope_457
src_Criminal_203,src_Board_358
src_Stereotype-Group_497,src_Trade-Association_32
src_Artistic-Movement_337,src_Representative-Institution_252
src_Object_455,src_Fictional-Person_428
src_Criminal_221,src_Sculpture_14
src_Political-Region_424,src_Water_302
src_Clerical-Leader_406,src_Sportsman_355
src_Geographical-Feature_284,src_National-Symbol_304
src_Ethnic-Group_215,src_Settlement_126
src_Functionary_430,src_Time-Dependent_460
src_Film-Maker_104,src_Symbol_142
src_Category_416,src_Minister_69
src_Party_325,src_Pollution_357
src_Magnate_182,src_Dynasty_486
src_Work-of-Art_370,src_Piece-of-Music_408
src_International-Alliance_17,src_Geographical-Discovery_408
src_Population-Movement_479,src_Scandal_4
src_Period_165,src_Prince_276
src_Emperor_179,src_Actor_416
src_Artistic-Movement_473,src_Musician_10
src_Governmental-Organisation_414,src_Geographical-Feature_236
src_Artistic-Movement_371,src_Stereotype-Group_199
src_Economist_477,src_Building_23
src_Water_267,src_Musician_171
src_Person_22,src_Geographer_437
src_Religious-Leader_86,src_Uprising_423
src_Actor_342,src_Religious-Community_113
src_Intellectual-Construct_153,src_International-Organisation_459
src_Conceptual-Object_113,src_Composer_436
src_Religious-Community_429,src_Entertainer_341
src_Book_126,src_Location_7
src_Life-Event_130,src_War_151
src_Dancer_38,src_Legislation_377
src_Commodity_354,src_Film-Maker_1
src_Conductor_251,src_National-Symbol_230
src_Sportsman_428,src_Pastime_488
src_Scientist_10,src_Educational-Organisation_96
src_Architect_287,src_Life-Event_399
src_Abstract-Notion_210,src_Church-Reformer_433
src_Animal_74,src_Economic-Enterprise_414
src_Trade-Association_65,src_Person-Role_239
src_Psychologist_199,src_Minister_258
src_Governmental-Organisation_484,src_Diplomat_390
src_Category_130,src_Commodity_61
src_Cultural-Organisation_28,src_Time-Dependent-Relation_185
src_Geographical-Feature_197,src_TemporalInterval_307
src_Pollution_293,src_Physician_121
src_Monastery_496,src_Disease_211
src_Other-Religious-Leader_35,src_Life-Event_219
src_Cathedral_243,src_Religious-Order_5
src_Musician_453,src_Trades-Union_78
src_Painting_76,src_Time_143
src_Sculptor_36,src_Legislation_430
src_Economic-Process_116,src_Crime_112
src_Party_11,src_Secular-Leader_166
src_Economic-Organisation_170,src_Cultural-Organisation_66
src_Book_78,src_Art-Form_426
src_Meeting_97,src_Head-of-Government_412
src_Painter_464,src_Art-Form_121
src_Criminal_476,src_Other-Religious-Person_232
src_Religious-Symbol_162,src_Criminal_312
src_Person-Role_306,src_Leader_290
src_Inventor_311,src_Ritual_484
src_Fictional-Person_186,src_Musician_418
src_King_180,src_Political-Symbol_336
src_Legislation_25,src_Trades-Unionist_494
src_Journal_263,src_Military-Unit_12
src_Author_320,src_Conceptual-Object_425
src_Psychologist_233,src_Secular-Leader_234
src_City_485,src_Artistic-Movement_133
src_Country_190,src_Artefact_12
src_Religious-Ideology_30,src_Newspaper_301
src_Economic-Enterprise_389,src_Time_64
src_Population-Movement_131,src_Environment_447
src_Artefact_206,src_Category_238
src_University_3,src_Sculptor_50
src_Religious-Symbol_38,src_Country_93
src_Cleric_35,src_Minister_241
src_Category_435,src_Composer_478
src_Natural-Object_104,src_Vehicle_462
src_City_190,src_Creator_202
src_Astronaut_68,src_Governmental-Organisation_347
src_Commodity_195,src_Natural-Object_248
src_Other-Religious-Person_297,src_Structure_88
src_Journal_41,src_Economic-Enterprise_152
src_Book_138,src_Role_162
src_Political-Region_367,src_Badge_125
src_Party_479,src_Church-Reformer_353
src_Period-in-Office_379,src_Disease_471
src_Secular-Ideology_10,src_Social-Stratum_466
src_Technical-Scientific-Advance_312,src_Social-Group_186
src_Geographer_146,src_Disease_201
src_Flavour_381,src_Discoverer_20
src_Time_485,src_Animal_248
src_Artist_270,src_Cultural-Organisation_398
src_Entertainer_104,src_Architect_50
src_Economist_392,src_Painting_399
src_Newspaper_211,src_Disease_196
src_Military-Organisation_329,src_Geographical-Feature_499
src_Idea_187,src_Idea_223
src_Religious-Symbol_35,src_Monastery_137
src_Party_337,src_Election_327
src_Intellectual-Movement_339,src_Language_40
src_Election_233,src_Publisher_17
src_Measurable-Trend_484,src_Political-Symbol_149
src_Sultan_226,src_Composer_481
src_Time-Dependent_119,src_Person-Role_319
src_Politician_94,src_Church_228
src_League_238,src_Intellectual-Movement_10
src_Inventor_404,src_Entertainer_163
src_Functionary_212,src_Measurable-Trend_64
src_Secular-Leader_364,src_Minister_42
src_Economic-Process_384,src_International-Alliance_342
src_Scientist_347,src_Badge_373
src_Social-Stratum_42,src_Religious-Leader_475
src_Creator_417,src_Legislation_326
src_Technical-Scientific-Advance_444,src_Cultural-Organisation_463
src_Engineer_20,src_Book_344
src_Military-Unit_6,src_Dynasty_409
src_Settlement_151,src_Uprising_445
src_Language_128,src_Book_21
src_Artist_322,src_Trades-Unionist_244
src_Prince_222,src_Clerical-Leader_163
src_Church_326,src_Actor_239
src_Church-Reformer_370,src_Sculptor_281
src_Painter_187,src_Train_458
src_Settlement_8,src_Queen_28
src_Cleric_220,src_Political-Region_234
src_Religious-Movement_71,src_Election_95
src_Religious-Organisation_391,src_Abbey_198
src_Ship_410,src_Country_10
src_Military-Organisation_355,src_Physician_401
src_Fictional-Person_259,src_Life-Event_216
src_Trial_475,src_Professor_253
src_Geographical-Feature_8,src_Environment_88
src_Role_310,src_Animal_441
src_Management-Organisation_290,src_Painting_351
src_Ritual_442,src_Work-of-Art_416
src_Cathedral_443,src_Musician_40
src_Pollution_292,src_Head-of-Government_486
src_Governmental-Organisation_401,src_Period_391
src_International-Alliance_31,src_Art-Form_30
src_Secular-Leader_82,src_Politician_62
src_Conductor_370,src_Pope_110
src_Governmental-Organisation_304,src_Illness_130
src_Monastery_40,src_Artistic-Movement_364
src_Functionary_321,src_Cleric_234
src_Business-Leader_339,src_Other-Religious-Person_404
src_Landmark_77,src_Theologian_423
src_Armament_383,src_Other-Religious-Leader_107
src_Religious-Symbol_32,src_Church_453
src_Relic_282,src_Economist_261
src_Location-Part-Relation_430,src_Conceptual-Object_164
src_Dramaturge_72,src_Jurist_423
src_Diplomat_139,src_Period-in-Office_248
src_Educational-Organisation_9,src_Geographical-Discovery_393
src_Sportsman_382,src_Architect_231
src_Village_292,src_Natural-Object_285
src_Emperor_216,src_Intra-State-Group_374
src_City_483,src_Uprising_358
src_Pastime_180,src_Head-of-State_0
src_Philanthropist_122,src_Scientist_193
src_Engineer_146,src_Religious-Leader_117
src_Newspaper_483,src_Painter_171
src_Symbol_90,src_Scandal_419
src_Geographical-Discovery_456,src_University_84
src_Trade-Association_479,src_Artistic-Movement_369
src_Trade-Association_30,src_Theologian_345
src_Period_269,src_Management-Organisation_370
src_Field-of-Knowledge_462,src_Animal_363
src_Criminal_297,src_Building_418
src_Publisher_368,src_Prince_17
src_Politician_418,src_Author_145
src_Entertainer_129,src_Church-Reformer_69
src_Uprising_192,src_Election_385
src_Religious-Leader_34,src_Painter_298
src_Leader_119,src_Publisher_439
src_Treaty_268,src_Composer_351
src_Dynasty_381,src_Professor_22
src_Pope_499,src_Idea_482
src_Physician_137,src_Pastime_162
src_Relic_102,src_Conceptual-Object_246
src_International-Organisation_332,src_Religious-Community_362
src_Military-Unit_219,src_Symbol_90
src_Head-of-Government_239,src_Water_71
src_Geographical-Feature_196,src_Management-Organisation_126
src_Village_106,src_King_162
src_Liturgical-Object_219,src_Dancer_340
src_Movement_109,src_Economic-Symbol_197
src_Armament_487,src_Commodity_369
src_Location_210,src_Train_117
src_Intellectual-Movement_381,src_Period-in-Office_167
src_Criminal_132,src_Representative-Institution_457
src_Sultan_499,src_Religious-Movement_481
src_Magnate_144,src_Conceptual-Object_421
src_Individual_369,src_Landmark_130
src_Idea_135,src_Pollution_7
src_Secular-Ideology_56,src_Trial_140
src_Monastery_56,src_Economic-Symbol_474
src_Military-Organisation_376,src_Philanthropist_346
src_Time-Dependent_292,src_International-Organisation_413
src_Engineer_296,src_Religious-Ideology_238
src_Crime_138,src_Disaster_204
src_University_330,src_Creator_264
src_Social-Group_90,src_Illness_111
src_Armament_153,src_Intellectual-Construct_232
src_Piece-of-Music_100,src_Astronaut_300
src_Economic-Enterprise_365,src_Piece-of-Music_72
src_Uprising_468,src_Head-of-Government_204
src_Intra-State-Group_219,src_Art-Form_331
src_Crime_280,src_Dancer_74
src_Flavour_183,src_Pope_490
src_Business-Leader_99,src_Military-Person_459
src_Time-Dependent-Relation_55,src_Film-Maker_62
src_University_198,src_Symbol_16
src_Building_26,src_FuzzyTemporalInterval_483
src_Journalist_175,src_Landmark_14
src_Time-Dependent-Relation_344,src_Economist_342
src_Secular-Movement_240,src_Sculpture_164
src_Astronaut_122,src_Entertainer_484
src_Economic-Enterprise_210,src_Conductor_271
src_Meeting_380,src_Theologian_428
src_Ecclesiarch_312,src_Engineer_469
src_Time-Dependent-Relation_33,src_Badge_304
src_Engineer_18,src_Time_354
src_Religious-Movement_271,src_National-Symbol_421
src_Trial_452,src_Religious-Movement_270
src_Illness_401,src_Work-of-Art_469
src_Politician_250,src_Pamphlet_272
src_Musician_142,src_Management-Organisation_248
src_Village_296,src_Stereotype-Group_392
src_Legislation_493,src_Dramaturge_96
src_Business-Leader_65,src_Period_85
src_Emperor_436,src_Scandal_270
src_Food_489,src_Work-of-Art_255
src_Clothing_239,src_Structure_431
src_Educational-Organisation_96,src_Discoverer_134
src_Professor_360,src_Writing_353
src_Professor_162,src_Intellectual-Movement_356
src_Social-Stratum_206,src_Artist_269
src_Liturgical-Object_83,src_Location_90
src_Organisation_408,src_League_103
src_Pastime_362,src_Military-Unit_87
src_Crime_464,src_Religious-Symbol_17
src_Religious-Community_64,src_Journal_472
src_Individual_130,src_Work-of-Art_106
src_Clothing_115,src_Artefact_218
src_Board_188,src_Artefact_357
src_Intra-State-Group_17,src_Life-Event_290
