src_Event_157,src_Party_168
src_Religious-Movement_481,src_Cultural-Organisation_268
src_Crime_199,src_Secular-Movement_267
src_Journalist_47,src_Disaster_73
src_International-Alliance_416,src_Ideology_246
src_Economic-Symbol_450,src_Social-Group_433
src_Foreign-Minister_363,src_Event_450
src_Religious-Organisation_479,src_Public-Oration_168
src_Diplomat_130,src_Clerical-Leader_172
src_Food_264,src_Geographical-Region_264
src_VicodiOI_24,src_Sultan_48
src_Location_354,src_Journal_2
src_Armament_155,src_Religious-Movement_494
src_Economic-Enterprise_480,src_Economist_265
src_Village_128,src_Technical-Scientific-Advance_180
src_Sculptor_199,src_Disaster_37
src_Writing_224,src_Battle_189
src_Pastime_249,src_Book_485
src_Field-of-Knowledge_234,src_Politician_334
src_Artist_8,src_Period-in-Office_129
src_Actor_293,src_Head-of-State_65
src_Political-Organisation_318,src_International-Organisation_20
src_Business-Leader_29,src_Fictional-Person_17
src_Piece-of-Music_316,src_Animal_187
src_Political-Organisation_446,src_Movement_147
src_Artist_309,src_Conductor_111
src_Intellectual-Movement_74,src_Religious-Order_183
src_Village_102,src_Artistic-Movement_330
src_Artistic-Style_465,src_Ship_323
src_Artefact_273,src_Painting_419
src_Representative-Institution_212,src_City_478
src_Scientist_100,src_Religious-Practice_65
src_Ecclesiarch_237,src_Party_466
src_Dynasty_220,src_Secular-Leader_335
src_Head-of-State_223,src_Settlement_118
src_Religious-Symbol_228,src_Piece-of-Music_383
src_Relic_120,src_Secular-Movement_160
src_Person_81,src_Book_205
src_Relic_383,src_Technical-Scientific-Advance_279
src_Battle_104,src_Trade-Association_20
src_Military-Person_120,src_Village_74
src_Economic-Process_110,src_Philosopher_77
src_Trades-Union_477,src_Object_347
src_Theologian_149,src_Pamphlet_297
src_Ritual_168,src_Time_288
src_Time-Dependent_265,src_Secular-Movement_427
src_Military-Organisation_417,src_Religious-Community_313
src_Trade-Association_3,src_Pastime_435
src_Newspaper_35,src_Battle_399
src_Population-Movement_346,src_Life-Event_356
src_Monastery_248,src_International-Organisation_214
src_Artist_66,src_Ethnic-Group_30
src_Water_426,src_Non-Military-Conflict_371
src_Painter_206,src_Economic-Organisation_60
src_Musician_307,src_Vehicle_234
src_Economic-Process_323,src_Religious-Order_39
src_Badge_110,src_King_373
src_Legislation_320,src_Geographical-Region_33
src_FuzzyTemporalInterval_64,src_Physician_303
src_Military-Unit_110,src_Cultural-Agreement_254
src_Cultural-Agreement_203,src_Inventor_393
src_Publisher_68,src_Religious-Leader_173
src_Political-Organisation_383,src_Secular-Ideology_132
src_Astronaut_165,src_Trades-Unionist_468
src_King_309,src_Secular-Ideology_48
src_Physician_46,src_Board_351
src_Technical-Scientific-Advance_317,src_Movement_165
src_Leader_266,src_Non-Military-Conflict_92
src_Clothing_378,src_Masonic-Lodge_386
src_Social-Stratum_286,src_Fictional-Event_306
src_Political-Region_314,src_Scandal_269
src_King_69,src_Fictional-Event_425
src_Treaty_168,src_Functionary_316
src_Meeting_478,src_Religious-Leader_463
src_Foreign-Minister_28,src_Conductor_350
src_Food_170,src_Economic-Process_385
src_Dramaturge_391,src_Religious-Order_42
src_Pamphlet_381,src_Measurable-Trend_482
src_Clerical-Leader_289,src_Religious-Order_466
src_Artistic-Style_174,src_Engineer_450
src_Intra-State-Group_316,src_Landmark_37
src_Magnate_173,src_Armament_180
src_Ethnic-Group_228,src_League_165
src_Location-Part-Relation_2,src_Leader_452
src_Legislation_314,src_Artistic-Style_369
src_Individual_456,src_Entertainer_325
src_Individual_211,src_Abbey_332
src_Language_181,src_Composer_248
src_Ship_376,src_Settlement_31
src_Fictional-Event_354,src_Book_171
src_Governmental-Organisation_9,src_Social-Group_222
src_Newspaper_349,src_Piece-of-Music_498
src_Individual_71,src_Work-of-Art_307
src_Technical-Scientific-Advance_193,src_Landmark_32
src_Time_288,src_Queen_353
src_Village_229,src_Trial_11
src_Cathedral_100,src_Politician_366
src_Settlement_314,src_Village_495
src_Diplomat_227,src_Village_442
src_Life-Event_144,src_Minister_162
src_Sculpture_319,src_Meeting_277
src_Religious-Practice_469,src_Intra-State-Group_131
src_Astronaut_244,src_Election_491
src_Natural-Object_7,src_Fictional-Person_6
src_Journal_348,src_Technical-Scientific-Advance_215
src_Engineer_337,src_Public-Oration_65
src_Pollution_94,src_Armament_371
src_Other-Religious-Leader_202,src_Sportsman_453
src_Event_396,src_Minister_425
src_Military-Unit_335,src_Monastery_393
src_Emperor_347,src_Settlement_313
src_Head-of-State_167,src_Jurist_161
src_Author_480,src_Clothing_320
src_Legislation_490,src_International-Alliance_204
src_Non-Military-Conflict_350,src_Ritual_466
src_Ideology_21,src_Relic_31
src_Conductor_52,src_Geographical-Discovery_272
src_Field-of-Knowledge_49,src_Uprising_203
src_Astronaut_82,src_Saint_186
src_Treaty_209,src_Time-Dependent-Relation_118
src_Geographical-Feature_356,src_Secular-Ideology_254
src_Water_406,src_University_281
src_Artistic-Movement_436,src_Physician_391
src_Individual_322,src_City_131
src_Conductor_442,src_Landmark_498
src_Time-Dependent_120,src_Theologian_204
src_Saint_191,src_Life-Event_332
src_Disaster_452,src_Economic-Symbol_162
src_Field-of-Knowledge_101,src_Religious-Leader_9
src_Trades-Union_317,src_Party_440
src_King_354,src_Other-Religious-Leader_74
src_Pollution_420,src_Prince_285
src_Fictional-Event_234,src_Military-Organisation_128
src_International-Alliance_83,src_Period-in-Office_481
src_Architect_144,src_Election_114
src_Disease_437,src_Abbey_43
src_Political-Region_9,src_Public-Oration_118
src_Animal_486,src_Secular-Movement_256
src_Secular-Movement_370,src_Leader_43
src_Secular-Leader_9,src_Person-Role_422
src_Scandal_120,src_Uprising_60
src_Physician_312,src_Animal_441
src_Monastery_284,src_Painting_487
src_Trades-Union_191,src_Economic-Symbol_73
src_Country_38,src_Engineer_107
src_Religious-Movement_490,src_Disease_437
src_Dancer_191,src_Economic-Enterprise_350
src_University_318,src_Scientist_282
src_Election_97,src_Disease_147
src_Treaty_156,src_Person_289
src_Person_199,src_Magnate_449
src_Location-Part-Relation_371,src_Scientist_348
src_Geographer_83,src_Abbey_97
src_Meeting_301,src_Armament_60
src_VicodiOI_357,src_Public-Oration_148
src_Astronaut_242,src_International-Alliance_340
src_Religious-Leader_23,src_Settlement_358
src_Art-Form_290,src_Governmental-Organisation_220
src_Book_389,src_Event_195
src_FuzzyTemporalInterval_453,src_Period_202
src_Person_228,src_Animal_213
src_Magnate_218,src_Symbol_33
src_Diplomat_357,src_Political-Organisation_127
src_Population-Movement_206,src_Geographer_364
src_Astronaut_248,src_Meeting_299
src_Sultan_268,src_Publisher_39
src_Clerical-Leader_426,src_Political-Symbol_261
src_Head-of-State_224,src_Author_398
src_Social-Group_194,src_Sultan_189
src_Leader_494,src_Governmental-Organisation_59
src_Time_185,src_Architect_280
src_Film-Maker_474,src_Armament_423
src_Abbey_11,src_Scientist_184
src_Crime_199,src_Ship_441
src_Armament_27,src_Time_247
src_Discoverer_197,src_Animal_38
src_Settlement_455,src_Psychologist_263
src_Cultural-Agreement_177,src_Art-Form_423
src_Object_191,src_Geographical-Region_228
src_Pollution_257,src_Saint_25
src_Composer_356,src_Newspaper_371
src_Food_430,src_Political-Organisation_331
src_Magnate_283,src_Jurist_204
src_Artist_248,src_Painter_106
src_Election_453,src_Emperor_345
src_Diplomat_218,src_Person-Role_420
src_Settlement_473,src_Jurist_493
src_Political-Organisation_92,src_Religious-Symbol_265
src_King_323,src_Treaty_486
src_Scandal_434,src_Foreign-Minister_65
src_Religious-Leader_322,src_Landmark_258
src_Emperor_269,src_Ethnic-Group_351
src_International-Alliance_490,src_Creator_17
src_Party_26,src_Trades-Unionist_74
src_Discoverer_105,src_University_109
src_Head-of-Government_159,src_Scandal_348
src_Natural-Object_372,src_Object_463
src_Film-Maker_27,src_Legislation_446
src_Fictional-Event_147,src_Emperor_112
src_Economic-Enterprise_323,src_Political-Symbol_488
src_Scientific-Instrument_0,src_Conductor_29
src_Uprising_224,src_Geographical-Region_187
src_Film-Maker_258,src_Liturgical-Object_130
src_Clerical-Leader_74,src_Train_465
src_Economic-Process_48,src_Philosopher_336
src_Church-Reformer_173,src_Ethnic-Group_78
src_Church_113,src_Religious-Organisation_362
src_Life-Event_354,src_Economic-Symbol_178
src_FuzzyTemporalInterval_462,src_Philosopher_403
src_Scientist_190,src_Military-Organisation_220
src_Object_5,src_Piece-of-Music_370
src_Writing_216,src_Board_105
src_Architect_302,src_Public-Oration_227
src_Scientist_327,src_Geographical-Region_302
src_Cleric_457,src_Piece-of-Music_160
src_Dynasty_28,src_Business-Leader_249
src_Environment_244,src_Natural-Object_258
src_Religious-Community_426,src_Armament_172
src_Scientific-Instrument_376,src_Artefact_279
src_Military-Unit_325,src_Pope_367
src_Discoverer_205,src_Village_494
src_Social-Stratum_421,src_Military-Person_302
src_Religious-Leader_388,src_Journalist_34
src_Economic-Enterprise_359,src_Film-Maker_488
src_Stereotype-Group_79,src_Engineer_69
src_Trade-Association_140,src_Building_389
src_Artist_97,src_Secular-Leader_219
src_Religious-Order_155,src_Discoverer_4
src_Crime_7,src_Organisation_444
src_Legislation_369,src_Trades-Union_185
src_Artistic-Movement_323,src_Cleric_96
src_Educational-Organisation_407,src_Astronaut_312
src_Public-Oration_125,src_Psychologist_14
src_Ritual_69,src_Ship_55
src_Flavour_462,src_Religious-Leader_116
src_Entertainer_368,src_Structure_227
src_Masonic-Lodge_243,src_University_368
src_Political-Organisation_133,src_Stereotype-Group_327
src_Artistic-Movement_425,src_Meeting_222
src_Economic-Process_334,src_Clothing_428
src_Magnate_264,src_Scientist_52
src_Economist_353,src_Geographical-Discovery_275
src_Abbey_321,src_Trial_216
src_Category_52,src_Person_73
src_Religious-Movement_434,src_Journalist_416
src_Writing_301,src_Painter_322
src_Water_102,src_Other-Religious-Leader_65
src_University_330,src_Object_264
src_Field-of-Knowledge_123,src_Inventor_227
src_Stereotype-Group_364,src_Category_44
src_Cultural-Agreement_217,src_City_69
src_Artist_241,src_Scientific-Instrument_350
src_Abstract-Notion_242,src_Religious-Movement_255
src_Village_227,src_Artist_351
src_Building_394,src_Sportsman_183
src_Person-Role_415,src_Conductor_134
src_Technical-Scientific-Advance_298,src_Settlement_466
src_Dynasty_325,src_Illness_451
src_Pamphlet_6,src_Military-Organisation_153
src_Governmental-Organisation_372,src_Scientific-Instrument_289
src_International-Alliance_109,src_Author_485
src_Religious-Community_37,src_Economic-Organisation_193
src_Publisher_429,src_Period_361
src_Writing_407,src_Economist_327
src_Geographer_289,src_Head-of-Government_451
src_Symbol_33,src_Conductor_412
src_Head-of-State_229,src_Religious-Practice_247
src_Commodity_176,src_Individual_170
src_Economic-Enterprise_345,src_Other-Religious-Person_102
src_Prince_231,src_Military-Unit_85
src_Building_419,src_Intellectual-Construct_191
src_Dancer_396,src_Legislation_42
src_Psychologist_240,src_Social-Stratum_37
src_Actor_443,src_Economic-Enterprise_154
src_Sportsman_8,src_Masonic-Lodge_31
src_Economic-Enterprise_103,src_Masonic-Lodge_466
src_Prince_280,src_Trades-Unionist_246
src_Educational-Organisation_227,src_Fictional-Person_82
src_Film-Maker_317,src_Secular-Movement_193
src_Management-Organisation_346,src_King_28
src_Organisation_396,src_Economic-Symbol_228
src_Symbol_24,src_Religious-Leader_69
src_Pastime_209,src_Measurable-Trend_480
src_Board_366,src_Disease_105
src_Disease_381,src_Secular-Leader_0
src_Economist_279,src_Structure_117
src_Ritual_66,src_Philosopher_204
src_Religious-Movement_426,src_Political-Symbol_428
src_TemporalInterval_99,src_Ethnic-Group_168
src_Political-Organisation_440,src_Criminal_222
src_Measurable-Trend_99,src_Military-Organisation_204
src_Flavour_381,src_Language_382
src_Politician_393,src_Political-Symbol_238
src_Scandal_187,src_Engineer_153
src_Dynasty_14,src_War_2
src_Dancer_436,src_Ecclesiarch_32
src_Measurable-Trend_179,src_Political-Symbol_385
src_Creator_371,src_Non-Military-Conflict_373
src_Non-Military-Conflict_49,src_Pamphlet_466
src_Inventor_219,src_Crime_421
src_Engineer_62,src_University_163
src_Philosopher_13,src_Magnate_444
src_Disaster_421,src_Representative-Institution_96
src_Cultural-Organisation_416,src_Social-Group_136
src_Cultural-Organisation_263,src_Location_147
src_Population-Movement_180,src_Magnate_361
src_Cultural-Agreement_430,src_Creator_446
src_Pastime_5,src_Political-Organisation_228
