src_Settlement_0,src_Dynasty_447
src_Stereotype-Group_444,src_Intellectual-Movement_171
src_Social-Stratum_0,src_Trade-Association_430
src_Scandal_303,src_Head-of-State_258
src_Artist_324,src_Uprising_127
src_Church-Reformer_472,src_Sultan_389
src_Sculpture_58,src_Pastime_77
src_Inventor_0,src_Conceptual-Object_130
src_International-Alliance_58,src_Building_263
src_Organisation_390,src_Philosopher_49
src_Psychologist_273,src_Person_29
src_Economist_326,src_Religious-Symbol_22
src_Leader_189,src_Scientific-Instrument_269
src_Time-Dependent_422,src_Abstract-Notion_54
src_Uprising_339,src_Physician_404
src_Jurist_332,src_Masonic-Lodge_30
src_Cleric_347,src_Book_449
src_Author_36,src_Field-of-Knowledge_106
src_Secular-Ideology_140,src_Professor_100
src_Astronaut_201,src_Environment_371
src_Religious-Community_121,src_Technical-Scientific-Advance_272
src_Badge_297,src_Publisher_93
src_Technical-Scientific-Advance_176,src_Public-Oration_13
src_Legislation_295,src_Ritual_477
src_VicodiOI_4,src_University_210
src_Intellectual-Movement_210,src_Trial_339
src_Management-Organisation_100,src_King_180
src_Newspaper_156,src_Trades-Unionist_21
src_Painting_136,src_Field-of-Knowledge_68
src_Cleric_261,src_VicodiOI_194
src_Religious-Order_333,src_Economic-Organisation_465
src_Event_47,src_Cathedral_275
src_Political-Organisation_449,src_Piece-of-Music_335
src_Artefact_194,src_Other-Religious-Person_249
src_Commodity_470,src_Leader_64
src_King_127,src_Inventor_108
src_Political-Symbol_185,src_Art-Form_167
src_Educational-Organisation_435,src_Work-of-Art_153
src_Painting_17,src_Settlement_155
src_Artistic-Style_190,src_Political-Organisation_496
src_Election_167,src_Commodity_68
src_Conductor_493,src_Water_126
src_Actor_481,src_Scientist_293
src_Scientific-Instrument_135,src_Geographical-Region_324
src_Business-Leader_362,src_Criminal_146
src_Composer_149,src_Symbol_486
src_Cultural-Agreement_189,src_Train_220
src_Party_427,src_University_140
src_Actor_158,src_Relic_388
src_Idea_340,src_Abbey_132
src_Stereotype-Group_6,src_Economic-Enterprise_447
src_Other-Religious-Leader_366,src_Pamphlet_93
src_Religious-Leader_60,src_Stereotype-Group_256
src_Artist_341,src_Governmental-Organisation_405
src_Queen_444,src_Musician_11
src_Architect_54,src_Inventor_467
src_Vehicle_58,src_Functionary_119
src_Religious-Community_122,src_Philanthropist_497
src_Philosopher_453,src_City_149
src_Time-Dependent_462,src_Economic-Enterprise_311
src_Politician_98,src_Public-Oration_262
src_Secular-Movement_330,src_Minister_206
src_Journalist_184,src_Person-Role_381
src_Religious-Ideology_376,src_Individual_326
src_League_102,src_Settlement_58
src_Economic-Organisation_295,src_Artefact_387
src_Religious-Organisation_62,src_Economic-Process_11
src_Movement_26,src_Scandal_479
src_Trades-Union_210,src_Geographical-Feature_279
src_Religious-Leader_404,src_Geographical-Region_373
src_Piece-of-Music_298,src_Sultan_409
src_Ideology_479,src_Emperor_283
src_Trades-Union_335,src_Legislation_373
src_Train_159,src_Secular-Movement_368
src_Leader_244,src_War_306
src_Trial_466,src_Geographical-Discovery_323
src_Geographical-Region_172,src_Governmental-Organisation_489
src_Village_475,src_Pastime_298
src_Political-Organisation_461,src_Religious-Symbol_456
src_International-Alliance_497,src_Professor_143
src_Masonic-Lodge_141,src_Artistic-Movement_135
src_Intellectual-Construct_378,src_Pope_22
src_Conductor_120,src_Discoverer_410
src_Period-in-Office_26,src_Battle_444
src_Relic_158,src_Technical-Scientific-Advance_180
src_Settlement_335,src_Artistic-Style_217
src_Person-Role_467,src_Creator_325
src_Religious-Practice_20,src_Sculpture_322
src_Clerical-Leader_463,src_Astronaut_457
src_Flavour_69,src_Representative-Institution_215
src_Masonic-Lodge_429,src_Ecclesiarch_142
src_Individual_54,src_Sportsman_246
src_Secular-Ideology_394,src_League_313
src_Pope_5,src_Economic-Enterprise_446
src_Religious-Community_237,src_Category_365
src_Trial_354,src_Field-of-Knowledge_461
src_Theologian_186,src_Scandal_278
src_Population-Movement_462,src_Political-Symbol_369
src_Ideology_124,src_Piece-of-Music_175
src_Board_91,src_Religious-Community_298
src_Location-Part-Relation_116,src_Clothing_19
src_Uprising_160,src_Dynasty_261
src_Journal_222,src_Category_456
src_Meeting_126,src_Ideology_78
src_Religious-Community_309,src_Religious-Community_54
src_Political-Organisation_455,src_Trades-Union_127
src_VicodiOI_57,src_Language_168
src_Uprising_7,src_Food_238
src_Pope_142,src_Settlement_379
src_Church_59,src_Architect_150
src_Engineer_268,src_Actor_45
src_Artist_181,src_Time-Dependent_282
src_Philosopher_453,src_Religious-Organisation_227
src_Philosopher_231,src_Geographical-Discovery_333
src_Technical-Scientific-Advance_404,src_League_198
src_Minister_116,src_Management-Organisation_3
src_Social-Stratum_6,src_Language_409
src_Dancer_316,src_Economist_378
src_Fictional-Event_172,src_Ethnic-Group_424
src_Saint_441,src_International-Alliance_318
src_Scientific-Instrument_66,src_Military-Person_71
src_Work-of-Art_306,src_Art-Form_6
src_Artist_296,src_International-Organisation_152
src_Role_217,src_Film-Maker_338
src_Relic_484,src_Secular-Ideology_8
src_Location-Part-Relation_290,src_Prince_363
src_Object_25,src_Trade-Association_442
src_Cultural-Agreement_276,src_Governmental-Organisation_164
src_Fictional-Event_496,src_Object_162
src_Ritual_112,src_TemporalInterval_364
src_Language_226,src_Head-of-State_11
src_Fictional-Event_338,src_Minister_345
src_Social-Stratum_146,src_Political-Symbol_361
src_Musician_290,src_Meeting_22
src_Scandal_365,src_Person-Role_179
src_Battle_20,src_Creator_273
src_Church-Reformer_26,src_Cathedral_113
src_Head-of-State_298,src_Artistic-Movement_6
src_Armament_269,src_City_206
src_Political-Organisation_340,src_Composer_217
src_Trades-Union_298,src_Engineer_111
src_Abbey_454,src_Creator_388
src_Diplomat_489,src_Intra-State-Group_130
src_Treaty_335,src_Political-Organisation_414
src_Politician_72,src_War_439
src_Settlement_66,src_Abstract-Notion_388
src_Minister_230,src_Engineer_218
src_FuzzyTemporalInterval_173,src_Theologian_447
src_Prince_156,src_Secular-Leader_286
src_Event_480,src_Diplomat_407
src_Monastery_416,src_Pollution_172
src_Criminal_460,src_Category_389
src_Train_84,src_Intellectual-Construct_257
src_Intellectual-Construct_178,src_International-Alliance_406
src_Functionary_289,src_Abstract-Notion_287
src_Inventor_63,src_Meeting_121
src_Film-Maker_242,src_Physician_147
src_Military-Organisation_231,src_Discoverer_452
src_Environment_55,src_Trade-Association_236
src_Religious-Organisation_323,src_Book_36
src_Creator_472,src_Philosopher_478
src_Piece-of-Music_45,src_Illness_488
src_Masonic-Lodge_385,src_Conceptual-Object_268
src_Commodity_468,src_Church_1
src_Trades-Unionist_382,src_Object_226
src_Entertainer_450,src_Non-Military-Conflict_304
src_Trade-Association_142,src_Piece-of-Music_395
src_Period_85,src_Theologian_277
src_Pastime_137,src_Structure_411
src_Film-Maker_43,src_Foreign-Minister_166
src_Religious-Organisation_163,src_Leader_105
src_Head-of-Government_490,src_Artistic-Style_290
src_Physician_168,src_Liturgical-Object_254
src_Secular-Movement_196,src_Prince_377
src_International-Organisation_300,src_Armament_84
src_Badge_88,src_Stereotype-Group_254
src_Technical-Scientific-Advance_354,src_Astronaut_416
src_Sculptor_252,src_Church-Reformer_176
src_Head-of-Government_483,src_Military-Organisation_3
src_Sultan_352,src_Cleric_463
src_Technical-Scientific-Advance_57,src_Musician_24
src_Economic-Organisation_238,src_Religious-Movement_41
src_Scandal_306,src_Cathedral_68
src_Art-Form_398,src_Church-Reformer_438
src_Symbol_0,src_Writing_276
src_Intra-State-Group_284,src_Artistic-Style_186
src_Technical-Scientific-Advance_48,src_Disease_102
src_Professor_327,src_Time-Dependent-Relation_314
src_Trades-Unionist_421,src_Individual_284
src_Newspaper_113,src_Other-Religious-Leader_118
src_Cleric_8,src_Secular-Leader_42
src_Ritual_241,src_Social-Group_484
src_Representative-Institution_43,src_Discoverer_223
src_Jurist_223,src_Writing_496
src_Dancer_363,src_Location-Part-Relation_409
src_Geographical-Feature_125,src_Professor_254
src_Discoverer_152,src_Other-Religious-Person_472
src_Life-Event_366,src_Environment_390
src_Emperor_337,src_King_147
src_Secular-Ideology_243,src_Non-Military-Conflict_150
src_Time-Dependent-Relation_242,src_Saint_455
src_Trades-Unionist_302,src_Natural-Object_274
src_Pastime_192,src_Monastery_384
src_Ship_343,src_Professor_406
src_Leader_161,src_Pollution_495
src_Emperor_27,src_Entertainer_371
src_Cultural-Organisation_110,src_Painter_42
src_Economic-Enterprise_156,src_Food_479
src_Religious-Community_286,src_Settlement_389
src_Armament_116,src_King_60
src_Period-in-Office_50,src_Religious-Order_189
src_VicodiOI_78,src_Location-Part-Relation_36
src_Cathedral_377,src_Religious-Organisation_423
src_Artistic-Style_182,src_Disease_183
src_Ship_343,src_Board_208
src_Jurist_490,src_Author_314
src_Foreign-Minister_483,src_Architect_147
src_Vehicle_481,src_Fictional-Person_194
src_Sultan_202,src_Intellectual-Construct_173
src_Scientific-Instrument_333,src_Economic-Process_263
src_Location_99,src_Meeting_384
src_Category_434,src_Measurable-Trend_125
src_Cultural-Agreement_151,src_Ideology_456
src_Trade-Association_278,src_Language_29
src_Psychologist_40,src_Political-Region_453
src_Geographical-Feature_165,src_Economic-Enterprise_88
src_VicodiOI_40,src_King_334
src_Event_304,src_Conductor_243
src_Piece-of-Music_297,src_Abstract-Notion_51
src_University_347,src_Governmental-Organisation_468
src_Secular-Ideology_447,src_Ritual_167
src_Economic-Symbol_13,src_Sculptor_167
src_Actor_234,src_Cleric_402
src_Journalist_408,src_Social-Group_402
src_Illness_467,src_Political-Organisation_268
src_Clerical-Leader_251,src_Author_7
src_Film-Maker_296,src_Natural-Object_495
src_Pamphlet_198,src_Magnate_402
src_City_291,src_Actor_33
src_Vehicle_194,src_Sculptor_28
src_Cultural-Organisation_349,src_Country_215
src_Time-Dependent_447,src_Religious-Symbol_416
src_Train_112,src_Politician_234
src_Illness_302,src_Meeting_65
src_FuzzyTemporalInterval_51,src_Economist_145
src_Religious-Order_141,src_International-Alliance_210
src_Settlement_94,src_International-Organisation_81
src_Conceptual-Object_204,src_Engineer_92
src_Train_432,src_Head-of-State_111
src_Social-Stratum_492,src_Disaster_67
src_Structure_99,src_Role_21
src_Category_50,src_Secular-Leader_344
src_Sculptor_164,src_Artist_369
src_Theologian_46,src_Event_140
src_Trades-Unionist_241,src_Sultan_151
src_Military-Person_261,src_Military-Unit_51
src_Religious-Community_248,src_City_3
src_Pope_309,src_Symbol_361
src_War_147,src_National-Symbol_212
src_Legislation_410,src_Scandal_416
src_Non-Military-Conflict_104,src_Economist_398
src_Geographical-Region_240,src_Village_267
src_TemporalInterval_152,src_Religious-Organisation_357
src_Military-Organisation_77,src_Period_69
src_Ship_361,src_War_254
src_Artist_357,src_Philanthropist_183
src_Business-Leader_381,src_Organisation_72
src_Religious-Symbol_89,src_Art-Form_213
src_Uprising_290,src_Sculpture_85
src_Artefact_219,src_Philosopher_141
src_TemporalInterval_58,src_Emperor_492
src_Location-Part-Relation_58,src_International-Organisation_2
src_Sculpture_470,src_Fictional-Event_93
src_Social-Group_12,src_Geographical-Discovery_50
src_Treaty_112,src_Work-of-Art_313
src_Church_321,src_Minister_299
src_Musician_495,src_Journalist_405
src_Dynasty_235,src_Landmark_217
src_Intra-State-Group_336,src_Population-Movement_174
src_Journalist_150,src_Time-Dependent_106
src_Role_452,src_Politician_312
src_Time-Dependent-Relation_170,src_Fictional-Event_420
src_Location-Part-Relation_186,src_Sportsman_146
src_Vehicle_497,src_Social-Group_470
src_Educational-Organisation_379,src_Intellectual-Construct_331
src_Crime_176,src_Village_243
src_Trades-Unionist_141,src_Time-Dependent_3
src_Composer_339,src_Discoverer_1
src_Religious-Organisation_227,src_Election_266
src_Technical-Scientific-Advance_75,src_King_462
src_Scientist_353,src_Trial_459
src_Life-Event_162,src_Management-Organisation_334
src_Queen_450,src_Politician_302
src_Illness_86,src_Journal_415
src_Social-Stratum_398,src_Magnate_466
src_Life-Event_83,src_Election_11
src_Clothing_330,src_Technical-Scientific-Advance_331
src_Painting_476,src_Country_261
src_Piece-of-Music_245,src_Trades-Unionist_221
src_Individual_462,src_Ship_423
src_Conceptual-Object_139,src_Armament_326
src_Ecclesiarch_330,src_Religious-Ideology_241
src_Diplomat_55,src_Person_300
