src_Object_305,src_Ethnic-Group_139
src_Economic-Symbol_285,src_Ritual_355
src_Geographical-Discovery_456,src_Language_250
src_Cultural-Agreement_11,src_Military-Person_8
src_Educational-Organisation_277,src_Natural-Object_155
src_Intellectual-Construct_108,src_Religious-Organisation_405
src_Military-Organisation_114,src_Building_474
src_Vehicle_84,src_Astronaut_418
src_Badge_346,src_Commodity_168
src_Pope_68,src_Time-Dependent_182
src_Location-Part-Relation_242,src_Intellectual-Movement_32
src_Creator_358,src_Individual_325
src_Person-Role_167,src_Environment_470
src_Newspaper_187,src_Religious-Practice_2
src_Category_98,src_Geographical-Region_211
src_Saint_363,src_Philanthropist_382
src_Professor_307,src_Time_57
src_Trade-Association_53,src_Painting_483
src_Religious-Ideology_41,src_Inventor_117
src_Political-Region_362,src_Environment_305
src_Pamphlet_10,src_Prince_455
src_Economic-Enterprise_420,src_FuzzyTemporalInterval_395
src_Criminal_193,src_Pollution_180
src_Religious-Leader_20,src_Dramaturge_422
src_Non-Military-Conflict_145,src_Psychologist_352
src_Field-of-Knowledge_177,src_Non-Military-Conflict_476
src_Economic-Organisation_369,src_Measurable-Trend_444
src_Person_289,src_Artistic-Movement_499
src_Writing_100,src_Vehicle_88
src_Author_161,src_Cleric_119
src_Natural-Object_140,src_Geographer_221
src_Flavour_314,src_FuzzyTemporalInterval_131
src_Psychologist_148,src_Ethnic-Group_436
src_Non-Military-Conflict_24,src_TemporalInterval_88
src_Ideology_291,src_Movement_88
src_Management-Organisation_27,src_Professor_235
src_Author_487,src_Representative-Institution_136
src_Minister_282,src_Film-Maker_495
src_Sculptor_137,src_Party_202
src_Location_146,src_Geographical-Region_212
src_Illness_462,src_Composer_5
src_Sculpture_438,src_Economic-Organisation_113
src_Symbol_249,src_Geographer_79
src_Person-Role_417,src_Prince_74
src_Sculptor_25,src_Intra-State-Group_387
src_Liturgical-Object_261,src_Leader_194
src_Election_102,src_Period-in-Office_416
src_Governmental-Organisation_232,src_Inventor_2
src_Newspaper_96,src_Life-Event_55
src_Writing_494,src_Symbol_32
src_Train_269,src_Event_68
src_Abstract-Notion_423,src_Governmental-Organisation_144
src_Landmark_293,src_Artistic-Movement_261
src_Water_384,src_Location_273
src_Psychologist_201,src_Film-Maker_17
src_Entertainer_331,src_Secular-Leader_280
src_Trade-Association_407,src_Economist_206
src_Population-Movement_265,src_Badge_384
src_Time-Dependent_274,src_Food_331
src_Sculpture_325,src_Object_476
src_Natural-Object_316,src_Dramaturge_282
src_Trades-Union_167,src_Publisher_291
src_Structure_128,src_Queen_338
src_Inventor_220,src_Treaty_439
src_Stereotype-Group_434,src_Prince_350
src_Queen_330,src_Educational-Organisation_13
src_Creator_72,src_Legislation_160
src_Structure_418,src_Criminal_482
src_Scientific-Instrument_388,src_Business-Leader_174
src_King_447,src_Queen_193
src_Armament_482,src_Natural-Object_336
src_Non-Military-Conflict_342,src_Secular-Ideology_258
src_Work-of-Art_1,src_Cathedral_135
src_Psychologist_194,src_Period_172
src_Intellectual-Movement_291,src_Painter_490
src_Pamphlet_251,src_Village_468
src_Person_342,src_Military-Unit_281
src_Dramaturge_400,src_Dynasty_275
src_FuzzyTemporalInterval_39,src_Church-Reformer_185
src_Psychologist_431,src_Dynasty_38
src_Illness_16,src_Architect_33
src_Scientist_449,src_Pope_381
src_Religious-Ideology_499,src_Ecclesiarch_127
src_Governmental-Organisation_444,src_Church_447
src_FuzzyTemporalInterval_311,src_Intellectual-Movement_351
src_Saint_18,src_Fictional-Event_60
src_Pastime_412,src_Election_54
src_Individual_341,src_Landmark_227
src_Religious-Movement_443,src_Painter_244
src_Ecclesiarch_286,src_Architect_147
src_Trades-Unionist_332,src_Country_54
src_Pollution_136,src_Conductor_189
src_Dramaturge_278,src_Symbol_292
src_Scientific-Instrument_308,src_Economist_264
src_Person-Role_255,src_Field-of-Knowledge_96
src_Organisation_300,src_Conceptual-Object_368
src_Dynasty_10,src_Armament_72
src_Religious-Order_462,src_Church_259
src_Trades-Union_27,src_Trades-Unionist_175
src_Time-Dependent-Relation_464,src_Field-of-Knowledge_118
src_International-Alliance_299,src_Economic-Symbol_312
src_Professor_487,src_Sculptor_20
src_Scientist_38,src_Ship_113
src_Business-Leader_337,src_Actor_433
src_Field-of-Knowledge_258,src_Badge_453
src_Water_257,src_Psychologist_472
src_Political-Symbol_387,src_Disease_366
src_Board_219,src_Person_198
src_Cultural-Organisation_138,src_TemporalInterval_47
src_Professor_155,src_Work-of-Art_188
src_Environment_152,src_International-Organisation_267
src_Saint_472,src_Author_87
src_Uprising_470,src_Artist_195
src_Church-Reformer_238,src_Actor_31
src_Ritual_396,src_Country_287
src_Public-Oration_242,src_Symbol_307
src_Military-Organisation_275,src_Time_205
src_Secular-Movement_55,src_Painting_279
src_Ecclesiarch_289,src_Life-Event_248
src_Scientific-Instrument_421,src_Philanthropist_370
src_FuzzyTemporalInterval_278,src_Geographical-Discovery_462
src_Cathedral_171,src_Clerical-Leader_119
src_International-Alliance_210,src_Legislation_358
src_Military-Person_145,src_Actor_472
src_Period-in-Office_147,src_Public-Oration_382
src_Religious-Symbol_136,src_International-Organisation_209
src_Film-Maker_13,src_War_178
src_Commodity_267,src_Conductor_129
src_Economic-Enterprise_262,src_Natural-Object_194
src_Church_373,src_Social-Stratum_201
src_Crime_257,src_Trades-Union_71
src_Pastime_100,src_Psychologist_23
src_Building_440,src_Other-Religious-Person_43
src_Sportsman_229,src_Symbol_479
src_Discoverer_224,src_Public-Oration_139
src_TemporalInterval_223,src_Cathedral_317
src_Category_74,src_Criminal_308
src_Scientist_339,src_Fictional-Event_109
src_Architect_105,src_Technical-Scientific-Advance_166
src_Religious-Organisation_90,src_Secular-Movement_300
src_Piece-of-Music_272,src_Period_338
src_Idea_32,src_Conductor_365
src_Village_155,src_Functionary_177
src_Conceptual-Object_76,src_Economic-Enterprise_161
src_Measurable-Trend_114,src_National-Symbol_366
src_Author_75,src_Physician_146
src_Sculpture_495,src_Secular-Leader_36
src_Musician_4,src_Technical-Scientific-Advance_104
src_Composer_30,src_City_460
src_Life-Event_110,src_Art-Form_150
src_Movement_180,src_Minister_339
src_Writing_283,src_Relic_446
src_Object_7,src_Secular-Movement_257
src_Meeting_133,src_Scientific-Instrument_144
src_Person_25,src_Event_435
src_Food_245,src_Water_442
src_Economic-Enterprise_450,src_Church_465
src_Religious-Leader_158,src_Other-Religious-Leader_259
src_Crime_17,src_Engineer_476
src_Monastery_304,src_Military-Person_35
src_Cultural-Agreement_407,src_Journalist_81
src_Abbey_255,src_Commodity_148
src_National-Symbol_437,src_Trade-Association_404
src_Journal_94,src_Conceptual-Object_103
src_Person-Role_340,src_Geographer_74
src_Symbol_122,src_Crime_95
src_Trial_493,src_Management-Organisation_334
src_Economic-Enterprise_491,src_Building_449
src_University_388,src_Structure_43
src_Structure_27,src_Entertainer_438
src_League_118,src_Technical-Scientific-Advance_15
src_War_271,src_Flavour_395
src_Fictional-Event_205,src_Election_457
src_University_83,src_Journal_467
src_Foreign-Minister_0,src_Geographical-Feature_264
src_Secular-Leader_199,src_Disease_167
src_Political-Region_413,src_Cathedral_349
src_Liturgical-Object_441,src_FuzzyTemporalInterval_33
src_Sportsman_260,src_Professor_217
src_Landmark_360,src_Ship_245
src_Book_107,src_Technical-Scientific-Advance_212
src_Religious-Ideology_64,src_Pamphlet_422
src_Secular-Ideology_170,src_Art-Form_210
src_Religious-Community_360,src_Military-Person_206
src_Artistic-Style_2,src_Population-Movement_25
src_Geographical-Feature_411,src_Trades-Unionist_297
src_Sportsman_4,src_Geographical-Region_208
src_Period-in-Office_344,src_Politician_433
src_Discoverer_344,src_Governmental-Organisation_369
src_Journal_366,src_Cathedral_373
src_Meeting_231,src_Business-Leader_80
src_King_300,src_Cultural-Organisation_477
src_Professor_3,src_Governmental-Organisation_173
src_City_455,src_Sultan_263
src_Work-of-Art_376,src_Leader_117
src_Religious-Organisation_279,src_International-Alliance_481
src_Ethnic-Group_151,src_Person-Role_409
src_Religious-Order_21,src_Architect_372
src_Social-Group_88,src_Scandal_181
src_Intellectual-Movement_469,src_Fictional-Event_181
src_Role_445,src_Artistic-Movement_155
src_Commodity_221,src_Measurable-Trend_499
src_Disease_406,src_Journal_209
src_Intra-State-Group_43,src_Relic_498
src_Entertainer_404,src_War_425
src_Musician_341,src_Social-Group_194
src_Queen_284,src_Church-Reformer_399
src_Military-Organisation_264,src_Dynasty_129
src_Legislation_10,src_Journalist_325
src_Political-Region_30,src_Role_364
src_Disease_48,src_Scientist_130
src_Train_326,src_Geographical-Discovery_126
src_Disease_487,src_Pollution_411
src_Time-Dependent_441,src_Fictional-Event_499
src_Professor_338,src_Idea_285
src_Journalist_92,src_Building_434
src_Journal_468,src_Religious-Ideology_113
src_Artefact_286,src_Technical-Scientific-Advance_495
src_Village_288,src_Uprising_45
src_Journalist_281,src_International-Organisation_117
src_Pollution_224,src_Piece-of-Music_325
src_League_26,src_Religious-Community_376
src_Intra-State-Group_412,src_Ideology_335
src_Religious-Community_226,src_Educational-Organisation_204
src_Geographical-Feature_462,src_Artefact_437
src_Publisher_173,src_Philanthropist_287
src_Idea_125,src_Artistic-Style_327
src_Journal_283,src_Political-Symbol_150
src_Train_444,src_Social-Stratum_26
src_Cultural-Organisation_71,src_Secular-Leader_88
src_International-Alliance_102,src_Political-Organisation_33
src_Person-Role_314,src_Organisation_434
src_Time-Dependent_200,src_Saint_447
src_Trial_14,src_Trial_201
src_Conductor_220,src_Journalist_202
src_Building_345,src_Meeting_58
src_Abbey_106,src_Language_465
src_Object_141,src_Structure_264
src_Ethnic-Group_302,src_Category_191
src_Location-Part-Relation_303,src_International-Alliance_464
src_Church_174,src_Magnate_449
src_Journal_66,src_Painting_360
src_Ethnic-Group_163,src_Vehicle_76
src_Battle_127,src_Other-Religious-Person_224
src_Engineer_449,src_Philanthropist_320
src_National-Symbol_400,src_Food_160
src_Artistic-Movement_317,src_Public-Oration_333
src_Pamphlet_102,src_Flavour_335
src_Symbol_109,src_Liturgical-Object_477
src_Measurable-Trend_29,src_Jurist_289
src_Category_239,src_Theologian_63
src_Intellectual-Movement_320,src_International-Alliance_485
src_Meeting_375,src_Pollution_478
src_Economic-Symbol_143,src_Sculptor_323
src_Person_424,src_TemporalInterval_43
src_Environment_131,src_Entertainer_447
src_Head-of-Government_51,src_Board_174
src_National-Symbol_138,src_Person-Role_275
src_Settlement_37,src_Ecclesiarch_385
src_Ecclesiarch_465,src_Location_281
src_Building_27,src_Church_450
src_Party_435,src_Religious-Movement_410
src_Technical-Scientific-Advance_234,src_Public-Oration_61
src_Musician_129,src_Dynasty_231
src_Flavour_138,src_Social-Stratum_224
src_Dynasty_274,src_Artistic-Movement_39
src_Artefact_140,src_National-Symbol_177
src_Settlement_250,src_Trial_231
src_Abbey_314,src_Monastery_366
src_Film-Maker_116,src_Criminal_308
src_Trial_163,src_Ecclesiarch_323
src_Cultural-Agreement_337,src_Church-Reformer_312
src_Symbol_57,src_Minister_214
src_Journalist_352,src_Trades-Unionist_213
src_National-Symbol_356,src_Stereotype-Group_66
src_Artefact_242,src_Astronaut_259
src_Business-Leader_94,src_Disaster_365
src_Military-Organisation_61,src_Church-Reformer_42
src_Crime_403,src_Secular-Leader_214
src_Battle_283,src_Intra-State-Group_197
src_Cultural-Agreement_220,src_Military-Unit_226
src_Economist_177,src_Emperor_476
src_Educational-Organisation_305,src_Sultan_318
src_Publisher_382,src_Abstract-Notion_274
src_Ship_489,src_Role_279
src_Astronaut_19,src_Dynasty_335
src_Economic-Process_294,src_University_464
src_Fictional-Event_462,src_Newspaper_199
src_Relic_99,src_Musician_411
src_Military-Organisation_393,src_Church_412
src_Train_24,src_Environment_72
src_Inventor_2,src_Symbol_171
src_Abstract-Notion_149,src_Structure_475
src_Animal_86,src_Armament_476
src_Pastime_52,src_Political-Region_6
src_Sculptor_255,src_Geographer_273
src_Sportsman_418,src_Secular-Movement_297
src_Scientist_228,src_National-Symbol_226
src_Film-Maker_427,src_Disease_79
src_Philanthropist_9,src_Flavour_247
src_Trades-Unionist_116,src_Badge_375
src_Pope_369,src_Flavour_172
src_Trial_490,src_Food_416
src_Idea_50,src_Jurist_460
src_Intra-State-Group_10,src_Period-in-Office_436
src_Technical-Scientific-Advance_189,src_Cultural-Organisation_10
src_Animal_496,src_Pamphlet_369
src_Secular-Ideology_472,src_FuzzyTemporalInterval_230
